,ID,Relation,Source,Target,PT
893,,,,organism,organismo
894,,,,fauna,fauna
895,,,,chordate,cordado
896,,,,animate_being,ser_animado
897,,,,craniate,craniata
898,,,,living_thing,coisa_viva
899,,,,raptorial_bird,DUPLICATE_ave_predatória
900,,,,bird_of_prey,ave_predatória
901,,,,,"ave,rapinante"
902,L01_50,hypernyms - animals,wolf,,lobo
903,,,,canine,canino
904,,,,vertebrate,vertebrado
905,,,,creature,criatura
906,,,,beast,DUPLICATE_animal
907,,,,canid,canídeo
908,,,,being,ser
909,,,,animal,animal
910,,,,organism,organismo
911,,,,fauna,fauna
912,,,,placental,placentário
913,,,,carnivore,carnívoro
914,,,,chordate,cordado
915,,,,eutherian,eutério
916,,,,mammal,mamífero
917,,,,mammalian,DUPLICATE_mamífero
918,,,,animate_being,ser_animado
919,,,,eutherian_mammal,mamífero_eutério
920,,,,locomote,locomotor
921,,,,placental_mammal,mamífero_placentário
922,,,,craniate,craniata
923,,,,domesticated_animal,animal_domesticado
924,,,,physical_entity,entidade_física
925,,,,domestic_animal,animal_doméstico
926,,,,living_thing,coisa_viva
