,ID,Relation,Source,Target,PT
784,,,,plausible,persuasivo
785,,,,counterfeit,fingido
786,,,,imitative,imitativo
787,,,,dishonest,desonesto
788,,,,dishonorable,desonrado
789,,,,disingenuous,DUPLICATE_dissimulado
790,,,,artful,artificioso
791,,,,unreal,ilusório
792,,,,,"camaleão,astucioso,ardiloso,fingidor,sonso,convincente,imitador,fraudulento,desleal,habilidoso"
793,L09_42,antonyms - gradable,slow,,lento
794,,,,fast,rápido
795,,,,quick,DUPLICATE_rápido
796,,,,accelerated,acelerado
797,,,,alacritous,alacrito
798,,,,blistering,escaldante
799,,,,hot,quente
800,,,,red-hot,ardente
801,,,,double-quick,DUPLICATE_rápido
802,,,,express,expresso
803,,,,fast-breaking,DUPLICATE_rápido
804,,,,fast-paced,DUPLICATE_rápido
805,,,,fleet,célere
806,,,,swift,repentino
807,,,,high-speed,DUPLICATE_rápido
808,,,,high-velocity,DUPLICATE_veloz
809,,,,hurrying,apressado
810,,,,scurrying,DUPLICATE_apressado
811,,,,immediate,imediato
812,,,,prompt,diligente
813,,,,straightaway,DUPLICATE_imediato
814,,,,instantaneous,instantâneo
815,,,,instant,DUPLICATE_imediato
816,,,,meteoric,meteórico
817,,,,speedy,DUPLICATE_rápido
818,,,,rapid,DUPLICATE_rápido
819,,,,winged,DUPLICATE_rápido
820,,,,windy,tempestuoso
821,,,,,"súbito,despachado,veloz,ao_rubro,fugaz,expedito,pronto,fulgurante"
822,L09_43,antonyms - gradable,sweet,,doce
823,,,,sour,azedo
824,,,,acerb,acerbo
825,,,,acerbic,DUPLICATE_acerbo
826,,,,astringent,adstringente
827,,,,acetose,acetoso
828,,,,acetous,DUPLICATE_acetoso
829,,,,vinegary,avinagrado
830,,,,vinegarish,DUPLICATE_avinagrado
831,,,,acidic,DUPLICATE_ácido
832,,,,acid,ácido
833,,,,acidulent,acidulante
834,,,,acidulous,acidulado
835,,,,lemony,limonado
836,,,,lemonlike,DUPLICATE_limonado
837,,,,sourish,DUPLICATE_azedo
838,,,,tangy,DUPLICATE_ácido
839,,,,tart,DUPLICATE_ácido
840,,,,subacid,acídulo
841,,,,bitter,amargo
842,,,,,"amargado,picante,apimentado,acre,cítrico,acrimoso"
843,L09_44,antonyms - gradable,tasty,,saboroso
844,,,,tasteless,insosso
845,,,,bland,brando
846,,,,flat,monótono
847,,,,flavorless,sem_sabor
848,,,,flavourless,DUPLICATE_sem_sabor
849,,,,insipid,insípido
850,,,,savorless,DUPLICATE_insípido
851,,,,savourless,DUPLICATE_insípido
852,,,,vapid,vápido
853,,,,unflavored,sem_aroma
854,,,,unflavoured,DUPLICATE_sem_aroma
855,,,,nonflavored,DUPLICATE_sem_aroma
856,,,,nonflavoured,DUPLICATE_sem_aroma
857,,,,unsalted,sem-sal
858,,,,unseasoned,sem_tempero
859,,,,unappetizing,pouco_apetitoso
860,,,,unappetising,DUPLICATE_pouco_apetitoso
861,,,,unpalatable,intragável
862,,,,,"aguado,desconsolado,malgostoso,deslavado,insonso,desenxabido,impalatável"
863,L09_45,antonyms - gradable,tight,,apertado
864,,,,loose,solto
865,,,,lax,frouxo
866,,,,baggy,largo
867,,,,loose-fitting,folgado
868,,,,sloppy,largueirão
869,,,,flyaway,à_vontade
870,,,,free,livre
871,,,,liberal,generoso
872,,,,informal,informal
873,,,,unofficial,oficioso
874,,,,,pingão
875,L09_46,antonyms - gradable,warm,,caloroso
876,,,,cool,DUPLICATE_fresco
877,,,,cold,frio
878,,,,chilly,fresco
879,,,,frosty,gelado
880,,,,frigid,gélido
882,L09_47,antonyms - gradable,white,,branco
883,,,,black,preto
884,,,,dark,sombrio
885,,,,lightless,escuro
886,,,,,negro
887,L09_48,antonyms - gradable,wide,,largo
888,,,,narrow,estreito
889,,,,constricting,justo
890,,,,constrictive,constritivo
891,,,,narrowing,limitativo
892,,,,narrowed,estreitado
893,,,,narrow-mouthed,NO_TRANSLATION
894,,,,slender,delgado
895,,,,thin,fino
896,,,,strait,DUPLICATE_estreito
897,,,,straplike,DUPLICATE_estreito
898,,,,tapered,afunilado
899,,,,tapering,DUPLICATE_afunilado
900,,,,limited,limitado
901,,,,,"exíguo,apertado,acanhado,restritivo,esguio,cónico"
902,L09_49,antonyms - gradable,willing,,disposto
903,,,,unwilling,reticente
904,,,,defiantnoncompliant,NO_TRANSLATION
905,,,,involuntary,involuntário
906,,,,nonvoluntary,DUPLICATE_involuntário
907,,,,unvoluntary,DUPLICATE_involuntário
908,,,,disinclined,não_disposto
909,,,,averse,adverso
910,,,,backward,DUPLICATE_hesitante
911,,,,hesitant,hesitante
912,,,,indisposed,pouco_inclinado
913,,,,loath,avesso
914,,,,reluctant,relutante
915,,,,uneager,DUPLICATE_relutante
916,,,,unwishful,pouco_desejoso
917,,,,,"resistente,não_inclinado,desfavorável,irresoluto,contrário"
918,L09_50,antonyms - gradable,young,,jovem
919,,,,old,velho
920,,,,aged,DUPLICATE_idoso
921,,,,elderly,idoso
922,,,,older,DUPLICATE_idoso
923,,,,senior,sénior
924,,,,age,idade
925,,,,aging,DUPLICATE_envelhecimento
926,,,,ageing,envelhecimento
927,,,,senescent,senescente
928,,,,ancient,antigo
929,,,,anile,anil
930,,,,centenarian,centenário
931,,,,darkened,carregado
932,,,,doddering,trémulo
933,,,,doddery,DUPLICATE_trémulo
934,,,,gaga,decrépito
935,,,,senile,senil
936,,,,emeritus,jubilado
937,,,,grey,cinzento
938,,,,gray,DUPLICATE_cinzento
939,,,,grey-haired,cabelo_grisalho
940,,,,gray-haired,DUPLICATE_cabelo_grisalho
941,,,,grey-headed,DUPLICATE_cabelo_grisalho
942,,,,gray-headed,DUPLICATE_cabelo_grisalho
943,,,,grizzly,grisalho
944,,,,hoar,encanecido
945,,,,hoary,DUPLICATE_encanecido
946,,,,white-haired,cabelo_branco
947,,,,middle-aged,meia_idade
948,,,,nonagenarian,nonagenário
949,,,,octogenarian,octogenário
950,,,,oldish,velhote
951,,,,overage,DUPLICATE_idade_avançada
952,,,,overaged,idade_avançada
953,,,,superannuated,aposentado
954,,,,over-the-hill,entradote
955,,,,sexagenarian,sexagenário
956,,,,venerable,venerável
957,,,,experienced,experimentado
958,,,,experient,experiente
959,,,,mature,maduro
960,,,,,"emérito,septuagenário,acabado,bolorento,velhice,xexé,gagá,ancião,reformado"
