,ID,Relation,Source,Target,PT
865,,,,glenoid_fossa,fossa_glenóide
866,,,,nates,DUPLICATE_rabo
867,,,,colic_artery,DUPLICATE_artéria_cólica
868,,,,lumbar_vertebra,vértebra_lombar
869,,,,hind_end,DUPLICATE_rabo
871,L06_47,meronyms - part,tripod,,tripé
872,,,,leg,perna
873,,,,stand,suporte
875,L06_48,meronyms - part,typewriter,,máquina_de_escrever
876,,,,keyboard,teclado
877,,,,typewriter,máquina_de_escrever
878,,,,carriage,transporte
879,,,,tab,separador
880,,,,ribbon,fita
881,,,,shift,mudança
882,,,,backspace,DUPLICATE_tecla_de_retrocesso
883,,,,action,acção
884,,,,key,tecla
885,,,,typewriter_carriage,DUPLICATE_transporte
886,,,,backspace_key,tecla_de_retrocesso
887,,,,action_mechanism,mecanismo_de_acção
888,,,,typewriter_keyboard,teclado_de_máquina_de_escrever
889,,,,shift_key,telca_shift
890,,,,space_bar,barra_de_espaços
891,,,,tab_key,tecla_de_tabulação
892,,,,typewriter_ribbon,fita_de_máquina_de_escrever
893,,,,backspacer,DUPLICATE_tecla_de_retrocesso
895,L06_49,meronyms - part,window,,janela
896,,,,pane,painel
897,,,,sash,caixilho
898,,,,windowpane,vidraça
899,,,,window,janela
900,,,,fastener,fecho
901,,,,glass,vidro
902,,,,frame,DUPLICATE_caixilho
903,,,,case,vitrine
904,,,,windowsill,peitoril
905,,,,mullion,montante
906,,,,jamb,batente
907,,,,lock,bloqueio
908,,,,casing,DUPLICATE_caixilho
909,,,,sash_lock,fechadura_de_caixilho
910,,,,window_glass,vidro_de_janela
911,,,,sash_fastener,fechadura_de_faixa
912,,,,pane_of_glass,painel_de_vidro
913,,,,window_lock,fechadura_de_janela
914,,,,window_sash,caixilho_da_janela
915,,,,window_frame,moldura_da_janela
917,L06_50,meronyms - part,womb,,útero
918,,,,cervix,cólo_do_útero
919,,,,caul,coifa
920,,,,placenta,placenta
921,,,,oviduct,oviduto
922,,,,veil,véu
923,,,,myometrium,miométrio
924,,,,endometrium,endométrio
925,,,,uterine_artery,artéria_uterina
926,,,,embryonic_membrane,membrana_embrionária
927,,,,uterine_cervix,DUPLICATE_cólo_do_útero
928,,,,uterine_cavity,cavidade_uterina
929,,,,fallopian_tube,trompa_de_falópio
930,,,,uterine_tube,tubo_uterino
931,,,,cervix_uteri,DUPLICATE_cólo_do_útero
932,,,,arteria_uterina,DUPLICATE_artéria_uterina
