,ID,Relation,Source,Target,FR
903,,,,case,boîtier
904,,,,windowsill,appui_de_fenêtre
905,,,,mullion,meneau
906,,,,jamb,montant
907,,,,lock,serrure
908,,,,casing,chambranle
909,,,,sash_lock,serrure_volet
910,,,,window_glass,vitre_fenêtre
911,,,,sash_fastener,fixation_de_l'ouvrant
912,,,,pane_of_glass,vitre_de_vitre
913,,,,window_lock,serrure_fenêtre
914,,,,window_sash,fenêtre_volet
915,,,,window_frame,cadre_de_fenêtre
917,L06_50,meronyms - part,womb,,utérus
918,,,,cervix,col_de_l'utérus
919,,,,caul,caul
920,,,,placenta,placenta
921,,,,oviduct,oviducte
922,,,,veil,voile
923,,,,myometrium,myomètre
924,,,,endometrium,endomètre
925,,,,uterine_artery,artère_utérine
926,,,,embryonic_membrane,membrane_embryonnaire
927,,,,uterine_cervix,DUPLICATE_col_de_l'utérus
928,,,,uterine_cavity,cavité_utérine
929,,,,fallopian_tube,trompe_de_Fallope
930,,,,uterine_tube,tube_utérin
931,,,,cervix_uteri,col_utérin
932,,,,arteria_uterina,DUPLICATE_artère_utérine
