,ID,Relation,Source,Target,FR
875,,,,charge,charge
876,,,,rush,ruée
877,,,,flush,chasse_d'eau
878,,,,kick,coup_de_pied
879,,,,intoxication,intoxication
880,,,,titillation,titillation
881,,,,triumph,triomphe
882,,,,beneficence,bienfaisance
883,,,,warmheartedness,chaleur_humaine
884,,,,warmth,chaleur
885,,,,nirvana,nirvana
886,,,,enlightenment,illumination
887,,,,mourning,deuil
888,,,,bereavement,DUPLICATE_deuil
889,,,,poignance,poignance
890,,,,poignancy,DUPLICATE_poignance
891,,,,presage,DUPLICATE_présage
892,,,,shadow,ombre
893,,,,hesitance,hésitation
894,,,,hesitancy,DUPLICATE_hésitation
895,,,,unassertiveness,inassumabilité
896,,,,warpath,sentier_de_la_guerre
897,,,,envy,envie
898,,,,enviousness,DUPLICATE_envie
899,,,,grudge,rancune
900,,,,score,score
901,,,,grievance,grief
902,,,,heartburning,brûlure_d'estomac
903,,,,sulkiness,bouderie
904,,,,huffishness,DUPLICATE_bouderie
905,,,,covetousness,convoitise
906,,,,jealousy,jalousie
907,,,,green-eyed_monster,monstre_aux_yeux_verts
908,,,,penis_envy,envie_de_pénis
910,L03_26,hyponyms - misc,flask,,flacon
911,,,,thermos,thermos
912,,,,ampulla,ampoule
913,,,,canteen,gourde
914,,,,erlenmeyer_flask,gourde_erlenmeyer
915,,,,hipflask,DUPLICATE_gourde
916,,,,pocket_flask,gourde_de_poche
917,,,,round-bottom_flask,gourde_à_fond_rond
918,,,,vacuum_flask,gourde_à_vide
919,,,,vacuum_bottle,bouteille_sous_vide
920,,,,dewar_flask,flacon_dewa
921,,,,dewar,Dewar
922,,,,thermos_bottle,bouteille_thermo
923,,,,thermos_flask,bouteille_thermos
925,L03_27,hyponyms - misc,guitar,,guitare
926,,,,ukulele,ukulélé
927,,,,bass,basse
928,,,,bass_guitar,guitare_basse
929,,,,acoustic_guitar,guitare_acoustique
930,,,,cittern,cithare
931,,,,cithern,citherne
932,,,,cither,cither
933,,,,citole,citole
934,,,,gittern,gittern
935,,,,electric_guitar,guitare_électrique
936,,,,hawaiian,hawaïen
937,,,,steel,acier
938,,,,uke,uke
940,L03_28,hyponyms - misc,gun,,pistolet
941,,,,rifle,fusil
942,,,,air,air
943,,,,airgun,pistolet_à_air_comprimé
944,,,,antiaircraft,antiaérien
945,,,,flak,flak
946,,,,flack,flack
947,,,,pom-pom,pom-pom
948,,,,ack-ack,ack-ack
949,,,,breechloader,chargeur_de_culasse
950,,,,cannon,canon
951,,,,firearm,arme_à_feu
952,,,,piece,pièce
953,,,,small-arm,arme_de_poing
954,,,,gas,gaz
955,,,,minute,minute
956,,,,quaker,quaker
957,,,,set,set
958,,,,spring,printemps
959,,,,whaling,baleine
961,L03_29,hyponyms - misc,jewel,,bijou
962,,,,diamond,diamant
963,,,,ruby,rubis
964,,,,pearl,perle
965,,,,emerald,émeraude
966,,,,sapphire,saphir
968,L03_30,hyponyms - misc,jewelry,,bijoux
969,,,,bracelet,bracelet
970,,,,bead,perle
971,,,,bijou,bijou
972,,,,bling,bling
973,,,,bling_bling,bling_bling
974,,,,bangle,bangle
975,,,,clip,clip
976,,,,cufflink,bouton_de_manchette
977,,,,earring,boucle_d'oreille
978,,,,jewel,DUPLICATE_bijou
979,,,,gem,DUPLICATE_pierre__précieuse
980,,,,precious_stone,pierre_précieuse
981,,,,necklace,collier
982,,,,pin,broche
983,,,,ring,bague
984,,,,band,DUPLICATE_bracelet
985,,,,tie_clip,pince_à_cravate
986,,,,bugle,bugle
987,,,,anklet,bracelet_de_cheville
988,,,,ankle_bracelet,DUPLICATE_bracelet_de_cheville
989,,,,armilla,armilla
990,,,,pendant_earring,boucle_d'oreille_pendante
991,,,,drop_earring,DUPLICATE_boucle_d'oreille
992,,,,eardrop,DUPLICATE_boucle_d'oreille
993,,,,crown_jewel,bijou_de_couronne
994,,,,diamond,diamant
995,,,,emerald,émeraude
996,,,,pearl,DUPLICATE_perle
997,,,,ruby,rubis
998,,,,sapphire,saphir
999,,,,solitaire,solitaire
1000,,,,chain,chaîne
1001,,,,string,DUPLICATE_chaîne
1002,,,,strand,brin
1003,,,,choker,collier_ras_du_cou
1004,,,,collar,DUPLICATE_collier
1005,,,,dog_collar,collier_pour_chien
1006,,,,neckband,tour_de_cou
1007,,,,brooch,DUPLICATE_broche
1008,,,,broach,DUPLICATE_broche
1009,,,,breastpin,épingle_à_nourrice
1010,,,,scatter_pin,DUPLICATE_épingle_à_nourrice
1011,,,,stickpin,DUPLICATE_épingle_à_nourrice
1012,,,,tie_tack,punaise_de_cravate
1013,,,,tiepin,épingle_à_cravate
1014,,,,scarfpin,épingle_à_foulard
1015,,,,annulet,annulette
1016,,,,engagement_ring,bague_de_fiançailles
1017,,,,mourning_ring,anneau_de_deuil
1018,,,,ringlet,anneau
1019,,,,signet_ring,chevalière
1020,,,,seal_ring,bague_de_sceau
1021,,,,wedding_ring,bague_de_mariage
1022,,,,wedding_band,DUPLICATE_bague__de_mariage
1023,,,,ice,glace
1024,,,,sparkler,étincelle
1025,,,,seed_pearl,perle_de_graine
1026,,,,sunburst,soleil
1028,L03_31,hyponyms - misc,mixer,,mélangeur
1029,,,,blender,mélangeur
1030,,,,liquidizer,liquidateur
1031,,,,liquidiser,DUPLICATE_liquidateur
1032,,,,eggbeater,batteur_à_œufs
1033,,,,eggwhisk,fouet_à_œufs
1034,,,,electric,électrique
1035,,,,whisk,fouet
1037,L03_32,hyponyms - misc,month,,mois
1038,,,,january,janvier
1039,,,,february,février
1040,,,,march,mars
1041,,,,april,avril
1042,,,,may,mai
1043,,,,june,juin
1044,,,,july,juillet
1045,,,,august,auguste
1046,,,,september,septembre
1047,,,,october,octobre
1048,,,,november,novembre
1049,,,,december,décembre
1062,L03_33,hyponyms - misc,oven,,our
1063,,,,broiler,grilloir
1064,,,,dutch_oven,four_à_hollandais
1065,,,,gas_oven,four_à_gaz
1066,,,,rotisserie,rôtisserie
1067,,,,tandoor,tandoor
1069,L03_34,hyponyms - misc,painting,,peinture
1070,,,,watercolor,aquarelle
1071,,,,abstraction,abstraction
1072,,,,cityscape,paysage_urbain
1073,,,,daub,barbouiller
1074,,,,distemper,détrempe
1075,,,,finger-painting,peinture_au_doigt
1076,,,,icon,icône
1077,,,,ikon,ikon
1078,,,,landscape,paysage
1079,,,,miniature,miniature
1080,,,,illumination,illumination
1081,,,,monochrome,monochrome
1082,,,,mural,murale
1083,,,,wall,mur
1084,,,,nude,nu
1085,,,,nude_painting,peinture_nue
1086,,,,oil,huile
1087,,,,pentimento,pentimento
1088,,,,sand,sable
1089,,,,seascape,paysage_marin
1090,,,,waterscape,paysage_aquatique
1091,,,,semi-abstraction,semi-abstraction
1092,,,,still_life,nature_morte
1093,,,,tanka,tanka
1094,,,,water-color,DUPLICATE_aquarelle
1095,,,,watercolour,DUPLICATE_aquarelle
1096,,,,water-colour,DUPLICATE_aquarelle
1097,,,,fresco,fresque
1098,,,,graffitti,graffitti
1100,L03_35,hyponyms - misc,poem,,poème
1101,,,,haiku,haïku
1102,,,,abecedarius,abecedarius
1103,,,,alcaic,alcaïque
1104,,,,alcaic_verse,vers_alcaïque
1105,,,,ballad,ballade
1106,,,,lay,poser
1107,,,,ballade,DUPLICATE_ballade
1108,,,,blank_verse,vers_blancs
1109,,,,elegy,élégie
1110,,,,lament,lamentation
1111,,,,epic_poem,poème_épique
1112,,,,heroic_poem,poème_héroïque
1113,,,,epic,épique
1114,,,,epos,epos
1115,,,,free_verse,vers_libre
1116,,,,vers_libre,lyrique
1117,,,,lyric,rondeau
1118,,,,lyric_poem,rondel
1119,,,,rondeau,sonnet
1120,,,,rondel,tanka
1121,,,,sonnet,terza_rima
1122,,,,tanka,vers
1123,,,,terza_rima,rime
1124,,,,verse,versicle
1125,,,,rhyme,DUPLICATE_rime
1126,,,,versicle,DUPLICATE_versicle
1128,L03_36,hyponyms - misc,railway,,chemin_de_fer
1129,,,,monorail,monorail
1130,,,,cable,câble
1131,,,,funicular,funiculaire
1132,,,,cog,crémaillère
1133,,,,rack,DUPLICATE_crémaillère
1134,,,,elevated,surélevé
1136,,,,overhead,aérien
1137,,,,metro,métro
1138,,,,tube,tube
1139,,,,underground,souterrain
1140,,,,subway,DUPLICATE_métro
1141,,,,rail,rail
1143,L03_37,hyponyms - misc,season,,saison
1144,,,,spring,printemps
1145,,,,harvest,récolte
1146,,,,haying,fenaison
1147,,,,fall,automne
1148,,,,autumn,DUPLICATE_automne
1149,,,,springtime,DUPLICATE_printemps
1150,,,,summer,été
1151,,,,summertime,DUPLICATE_été
1152,,,,winter,hiver
1153,,,,wintertime,DUPLICATE_hiver
1154,,,,rainy,pluvieux
1155,,,,dry,sec
1156,,,,growing,croissance
1157,,,,seedtime,temps_de_semis
1158,,,,sheepshearing,écoute_des_moutons
1159,,,,holiday,vacances
1160,,,,high,haut
1161,,,,peak,pic
1162,,,,off-season,hors_saison
1163,,,,preseason,pré-saison
1164,,,,baseball,baseball
1165,,,,basketball,basket-ball
1166,,,,exhibition,exposition
1167,,,,concert,concert
1168,,,,fishing,pêche
1169,,,,football,football
1170,,,,hockey,hockey
1171,,,,hunting,chasse
1172,,,,social,social
1173,,,,theatrical,théâtre
1174,,,,whitsun,Pentecôte
1175,,,,whitsuntide,DUPLICATE_Pentecôte
1176,,,,whitweek,whitweek
1178,L03_38,hyponyms - misc,seat,,siège
1179,,,,chair,chaise
1180,,,,bench,banc
1181,,,,box,boîte
1182,,,,ottoman,ottoman
1183,,,,pouf,pouf
1184,,,,pouffe,DUPLICATE_pouf
1185,,,,puff,houppette
1186,,,,hassock,hassock
1187,,,,sofa,canapé
1188,,,,couch,DUPLICATE_canapé
1189,,,,lounge,salon
1190,,,,stool,tabouret
1191,,,,toilet,toilettes
1193,L03_39,hyponyms - misc,shelf,,étagère
1194,,,,bookshelf,étagère
1195,,,,hob,plaque_de_cuisson
1196,,,,mantel,cheminée
1197,,,,mantelpiece,DUPLICATE_manteau_de_cheminée
1198,,,,mantle,manteau_de_cheminée
1199,,,,mantlepiece,DUPLICATE_manteau_de_cheminée
1200,,,,chimneypiece,DUPLICATE_cheminée
1201,,,,overmantel,trumeau
1202,,,,berm,berme
1204,L03_40,hyponyms - misc,shirt,,chemise
1205,,,,polo,polo
1206,,,,camise,camise
1207,,,,dashiki,dashiki
1208,,,,daishiki,daishiki
1209,,,,dress,robe
1210,,,,evening,soirée
1211,,,,hair,cheveux
1212,,,,jersey,jersey
1213,,,,t-shirt,t-shirt
1214,,,,tee,tee
1215,,,,kurta,kurta
1216,,,,sport,sport
1217,,,,tank,réservoir
1218,,,,work-shirt,T-shirt_de_travail
1220,L03_41,hyponyms - misc,shoes,,chaussures
1221,,,,sneakers,baskets
1222,,,,anklet,bracelet_de_cheville
1223,,,,baby_shoes,chaussures_pour_bébé
1224,,,,balmoral,balmoral
1225,,,,blucher,blucher
1226,,,,bowling_shoes,chaussures_de_bowling
1227,,,,brogan,brogan
1228,,,,brogue,brogue
1229,,,,clodhopper,clodhopper
1230,,,,work_shoes,chaussures_de_travail
1231,,,,calceus,calceus
1232,,,,chopine,chopine
1233,,,,platform_shoes,chaussures_à_plate-forme
1234,,,,chukka,chukka
1235,,,,boots,bottes
1236,,,,cleats,crampons
1237,,,,congress_shoes,chaussures_de_congrès
1238,,,,gaiters,guêtres
1239,,,,flipper_shoes,chaussures_à_palmes
1240,,,,fin_shoes,DUPLICATE_chaussures_à_palmes
1241,,,,ghillie,ghillie
1242,,,,gillie,gillie
1243,,,,gym_shoes,chaussures_de_sport
1244,,,,tennis_shoes,chaussures_de_tennis
1245,,,,loafers,mocassins
1246,,,,moccasins,DUPLICATE_mocassins
1247,,,,mocassins,DUPLICATE_mocassins
1248,,,,oxford_shoes,chaussures_oxford
1249,,,,pump_shoes,chaussures_à_talon
1250,,,,running_shoes,chaussures_de_course
1251,,,,sabot,sabot
1252,,,,wooden_shoes,chaussures_en_bois
1253,,,,sandals,sandales
1254,,,,slingbacks,escarpins
1255,,,,sling_shoes,chaussures_en_bandoulière
1256,,,,walker_shoes,chaussures_de_marcheur
1257,,,,walking_shoes,chaussures_de_marche
1258,,,,wedgie,wedgie
1259,,,,wing_shoes,chaussures_à_ailettes
1260,,,,tip_shoes,chaussures_à_pointe
1261,,,,stiletto,talons_aiguilles
1262,,,,heeled,talon
1264,L03_42,hyponyms - misc,sofa,,canapé
1265,,,,divan,divan
1266,,,,diwan,diwan
1267,,,,convertible_sofa,canapé_convertible
1268,,,,daybed,lit_de_jour
1269,,,,loveseat,causeuse
1270,,,,settee,canapé
1271,,,,squab,squab
1273,L03_43,hyponyms - misc,song,,chanson
1274,,,,lullaby,berceuse
1275,,,,religious_song,chanson_religieuse
1276,,,,anthem,hymne
1277,,,,aria,aria
1278,,,,ballad,ballade
1279,,,,lay,lay
1280,,,,barcarole,barcarole
1281,,,,barcarolle,barcarolle
1282,,,,ditty,chansonnette
1283,,,,dirge,dirge
1284,,,,coronach,coronach
1285,,,,lament,complainte
1286,,,,requiem,requiem
1287,,,,threnody,chant_funèbre
1288,,,,drinking_song,chanson_à_boire
1289,,,,folk_song,chanson_populaire
1290,,,,folksong,chanson_folklorique
1291,,,,folk_ballad,ballade_folk
1292,,,,lied,lied
1293,,,,love_song,chanson_d'amour
1294,,,,love-song,love-song
1295,,,,cradlesong,cradlesong
1296,,,,berceuse,DUPLICATE_berceuse
1297,,,,oldie,oldie
1298,,,,golden_oldie,vieil_or
1299,,,,partsong,partsong
1300,,,,prothalamion,prothalamion
1301,,,,prothalamium,prothalamium
1302,,,,roundelay,roundelay
1303,,,,scolion,scolion
1304,,,,banquet_song,chanson_de_banquet
1305,,,,serenade,sérénade
1306,,,,torch_song,chanson_de_flambeau
1307,,,,work_song,chanson_de_travail
1309,L03_44,hyponyms - misc,spice,,épice
1310,,,,pepper,poivre
1311,,,,allspice,piment_de_la_Jamaïque
1312,,,,ajwain,ajwain
1313,,,,cumin,cumin
1314,,,,caraway_seed,graine_de_carvi
1315,,,,cardamom,cardamome
1316,,,,cassia,cassia
1317,,,,cayenne,cayenne
1318,,,,celery_seeds,graines_de_céleri
1319,,,,chile_pepper,piment
1320,,,,chile,chile
1321,,,,cinnamon,cannelle
1322,,,,clove,clou_de_girofle
1323,,,,coriander,coriandre
1324,,,,dill,aneth
1325,,,,fennel,fenouil
1326,,,,fenugreek,fenugrec
1327,,,,frankincense,encens
1328,,,,galangal,galanga
1329,,,,garlic,ail
1330,,,,ginger,gingembre
1331,,,,horseradish,raifort
1332,,,,jalapeño,jalapeño
1333,,,,juniper,genièvre
1334,,,,licorice,réglisse
1335,,,,mace,macis
1336,,,,mustard,moutarde
1337,,,,nutmeg,noix_de_muscade
1338,,,,onion,oignon
1339,,,,paprika,paprika
1340,,,,peppercorns,poivre_en_grains
1341,,,,saffron,safran
1342,,,,savory,sarriette
1343,,,,sesame,sésame
1344,,,,anise,anis
1345,,,,sumac,sumac
1346,,,,tabasco,tabasco
1347,,,,tamarind,tamarin
1348,,,,turmeric,curcuma
1349,,,,five_spice_powder,cinq_épices_en_poudre
1350,,,,powdered_ginger,gingembre_en_poudre
1351,,,,chinese_anise,anis_chinois
1352,,,,star_anise,anis_étoilé
1353,,,,star_aniseed,DUPLICATE_anis_étoilé
1355,L03_45,hyponyms - misc,sweater,,pull-over
1356,,,,turtleneck,col_roulé
1357,,,,cardigan,cardigan
1358,,,,pullover,DUPLICATE_pull-over
1359,,,,slipover,DUPLICATE_pull-over
1360,,,,turtle,tortue
1361,,,,polo-neck,col_polo
1363,L03_46,hyponyms - misc,tool,,outil
1364,,,,rake,râteau
1365,,,,abrader,ponceuse
1366,,,,abradant,abrasif
1367,,,,bender,cintreuse
1368,,,,clincher,clincher
1369,,,,comb,peigne
1370,,,,cutting_implement,outil_de_coupe
1371,,,,drill,foret
1372,,,,eolith,éolithe
1373,,,,fork,fourche
1374,,,,gang,gang
1375,,,,garden_tool,outil_de_jardin
1376,,,,lawn_tool,outil_de_gazon
1377,,,,grapnel,grappin
1378,,,,grapple,DUPLICATE_grappin
1379,,,,grappler,DUPLICATE_grappin
1380,,,,grappling_hook,DUPLICATE_grappin
1381,,,,grappling_iron,grappin_à_fer
1382,,,,hack,hack
1383,,,,hand_tool,outil_à_main
1384,,,,hoe,houe
1385,,,,jack,cric
1386,,,,jaws_of_life,mâchoires_de_vie
1387,,,,neolith,néolithe
1388,,,,paleolith,paléolithique
1389,,,,pestle,pilon
1390,,,,muller,muller
1391,,,,pounder,DUPLICATE_pilon
1392,,,,plow,charrue
1393,,,,plough,DUPLICATE_charrue
1394,,,,power_tool,outil_puissant
1395,,,,punch,poinçon
1396,,,,puncher,poinçonneur
1397,,,,ram,bélier
1398,,,,rounder,arrondisseur
1399,,,,saw_set,jeu_de_scies
1400,,,,shaping_tool,outil_de_façonnage
1401,,,,strickle,aiguille
1402,,,,stylus,stylet
1403,,,,style,style
1404,,,,tamp,tampon
1405,,,,tamper,bourreuse
1406,,,,tamping_bar,barre_de_bourrage
1407,,,,tap,robinet
1408,,,,upset,bouleverser
1409,,,,swage,sertissage
1411,L03_47,hyponyms - misc,toy,,jouet
1412,,,,doll,poupée
1413,,,,ball,ballon
1414,,,,balloon,DUPLICATE_ballon
1415,,,,cockhorse,cheval_de_bataille
1416,,,,dolly,dolly
1417,,,,dollhouse,maison_de_poupée
1418,,,,house,maison
1419,,,,frisbee,frisbee
1420,,,,hobby,hobby
1421,,,,hobbyhorse,hobbyhorse
1422,,,,rocking,bascule
1423,,,,horse,cheval
1424,,,,hula-hoop,hula-hoop
1425,,,,jack-in-the-box,jack-in-the-box
1426,,,,jungle,jungle
1427,,,,gym,gymnase
1428,,,,jumping,sautant
1429,,,,jack,jack
1430,,,,kaleidoscope,kaléidoscope
1431,,,,kite,cerf-volant
1432,,,,lego,lego
1433,,,,meccano,meccano
1434,,,,shooter,tireur
1435,,,,pinata,pinata
1436,,,,pinwheel,roue_à_picots
1437,,,,playhouse,maison_de_jeu
1438,,,,wendy,wendy
1439,,,,pogo,pogo
1440,,,,stick,bâton
1441,,,,popgun,popgun
1442,,,,rattle,hochet
1443,,,,sandbox,bac_à_sable
1444,,,,sandpile,tas_de_sable
1445,,,,sandpit,DUPLICATE_bac_à_sable
1446,,,,seesaw,balançoire_à_bascule
1447,,,,teeter,DUPLICATE_balançoire_à_bascule
1448,,,,teeter-totter,DUPLICATE_balançoire_à_bascule
1449,,,,teetertotter,teetertotter
1450,,,,teeterboard,planche_à_bascule
1451,,,,tilting,basculeur
1452,,,,board,planche
1453,,,,dandle,manette
1454,,,,slide,toboggan
1455,,,,playground,aire_de_jeux
1456,,,,sliding,DUPLICATE_toboggan
1457,,,,slingshot,frondeur
1458,,,,sling,fronde
1459,,,,catapult,catapulte
1460,,,,swing,balançoire
1461,,,,teddy,ours_en_peluche
1462,,,,bear,ours
1463,,,,top,haut
1464,,,,whirligig,tourbillon
1465,,,,teetotum,teetotum
1466,,,,spinning,filature
1467,,,,train,train
1468,,,,water_pistol,pistolet_à_eau
1469,,,,gun,pistolet
1470,,,,squirt,gicleur
1471,,,,squirter,DUPLICATE_gicleur
1472,,,,yo-yo,yo-yo
1474,L03_48,hyponyms - misc,trousers,,pantalon
1475,,,,jeans,jeans
1476,,,,bellbottom_trousers,pantalons_à_pattes_d'éléphant
1477,,,,bell-bottoms,pantalon_à_clochettes
1478,,,,bellbottom_pants,DUPLICATE_pantalon_à_clochettes
1479,,,,breeches,culotte_de_cheval
1480,,,,knee_breeches,culotte_au_genou
1481,,,,knee_pants,pantalon_à_genoux
1482,,,,knickerbockers,culottes__de_golf
1483,,,,knickers,culottes
1484,,,,chino,chino
1485,,,,churidars,churidars
1486,,,,cords,cordons
1487,,,,corduroys,velours_côtelé
1488,,,,flannel,flanelle
1489,,,,gabardine,gabardine
1490,,,,tweed,tweed
1491,,,,white,blanc
1492,,,,jean,jean
1493,,,,blue_jean,jean_bleu
1494,,,,denim,DUPLICATE_jean
1495,,,,jodhpurs,jodhpurs
1496,,,,jodhpur_breeches,culottes_de_jodhpur
1497,,,,riding_breeches,DUPLICATE_culotte_de_cheval
1498,,,,long_trousers,pantalon_long
1499,,,,long_pants,DUPLICATE_pantalon_long
1500,,,,pajama,DUPLICATE_pyjama
1501,,,,pyjama,pyjama
1502,,,,pantaloon,pantalon
1503,,,,pedal_pusher,pousseur_de_pédale
1504,,,,toreador_pants,pantalon_de_toréador
1505,,,,salwar,salwar
1506,,,,shalwar,shalwar
1507,,,,short_pants,pantalon_court
1508,,,,shorts,short
1509,,,,trunks,maillots_de_bain
1510,,,,slacks,DUPLICATE_pantalon
1511,,,,stretch_pants,pantalon_stretch
1512,,,,sweat_pants,DUPLICATE_pantalon_de_survêtement
1513,,,,sweatpants,pantalons_de_survêtement
1514,,,,trews,trews
1515,,,,britches,DUPLICATE_culottes
1516,,,,buckskins,daims
1517,,,,plus_fours,plus_fours
1518,,,,trunk_hose,tuyau_de_coffre
1519,,,,levi's,levi's
1520,,,,levis,levis
1521,,,,bermuda_shorts,bermuda
1522,,,,jamaica_shorts,jamaica_shorts
1523,,,,hot_pants,pantalon_chaud
1524,,,,lederhosen,lederhosen
1526,L03_49,hyponyms - misc,weapon,,arme
1527,,,,gun,arme_à_feu
1528,,,,bow,arc
1529,,,,arrow,flèche
1530,,,,dart,fléchette
1531,,,,knucks,knucks
1532,,,,knuckles,jarrets
1533,,,,flamethrower,lance-flammes
1534,,,,knife,couteau
1535,,,,missile,missile
1536,,,,pike,pique
1537,,,,projectile,projectile
1538,,,,slasher,slasher
1539,,,,sling,fronde
1540,,,,spear,lance
1541,,,,lance,DUPLICATE_lance
1542,,,,shaft,DUPLICATE_lance
1543,,,,stun,paralysant
1544,,,,baton,bâton
1545,,,,sword,épée
1546,,,,blade,lame
1547,,,,brand,marque
1548,,,,steel,acier
1549,,,,tomahawk,tomahawk
1550,,,,hatchet,hachette
1551,,,,fire,feu
1553,L03_50,hyponyms - misc,weekday,,jour_de_la_semaine
1554,,,,monday,lundi
1555,,,,workday,jour_ouvrable
1556,,,,working_day,jour_travail
1557,,,,work_day,DUPLICATE_jour_travail
1558,,,,feria,ferié
1559,,,,mon,lun
1560,,,,tuesday,mardi
1561,,,,tues,DUPLICATE_mardi
1562,,,,wednesday,mercredi
1563,,,,midweek,milieu_de_semaine
1564,,,,wed,DUPLICATE_mercredi
1565,,,,thursday,jeudi
1566,,,,th,th
1567,,,,friday,vendredi
1568,,,,fri,DUPLICATE_vendredi
1569,,,,saturday,samedi
1570,,,,sabbatum,sabbatum
1571,,,,sat,sam
