,ID,Relation,Source,Target,FR
887,L09_48,antonyms - gradable,wide,,large
888,,,,narrow,étroit
889,,,,constricting,contraignant
890,,,,constrictive,constrictif
891,,,,narrowing,rétréci
892,,,,narrowed,DUPLICATE_rétréci
893,,,,narrow-mouthed,à_bouche_étroite
894,,,,slender,svelte
895,,,,thin,mince
896,,,,strait,DUPLICATE_étroit
897,,,,straplike,en_forme_de_sangle
898,,,,tapered,effilé
899,,,,tapering,dégressif
900,,,,limited,limité
902,L09_49,antonyms - gradable,willing,,volontaire
903,,,,unwilling,réticent
904,,,,defiantnoncompliant,défiantnoncompliant
905,,,,involuntary,involontaire
906,,,,nonvoluntary,non-volontaire
907,,,,unvoluntary,DUPLICATE_non-volontaire
908,,,,disinclined,peu_enclin
909,,,,averse,réticent(e)
910,,,,backward,DUPLICATE_réticent
911,,,,hesitant,hésitant
912,,,,indisposed,indisposé
913,,,,loath,répugnant
914,,,,reluctant,DUPLICATE_réticent
915,,,,uneager,inquiet
916,,,,unwishful,imprudent
918,L09_50,antonyms - gradable,young,,jeune
919,,,,old,vieux
920,,,,aged,âgé
921,,,,elderly,DUPLICATE_vieux
922,,,,older,plus_âgé
923,,,,senior,senior
924,,,,age,âge
925,,,,aging,vieillissement
926,,,,ageing,DUPLICATE_vieillissement
927,,,,senescent,sénescent
928,,,,ancient,ancien
929,,,,anile,anile
930,,,,centenarian,centenaire
931,,,,darkened,assombri
932,,,,doddering,somnolent
933,,,,doddery,caillebotis
934,,,,gaga,gaga
935,,,,senile,sénile
936,,,,emeritus,émérite
937,,,,grey,gris
938,,,,gray,DUPLICATE_gris
939,,,,grey-haired,cheveux_gris
940,,,,gray-haired,DUPLICATE_cheveux_gris
941,,,,grey-headed,à_tête_grise
942,,,,gray-headed,DUPLICATE_à_tête_grise
943,,,,grizzly,grizzly
944,,,,hoar,houblon
945,,,,hoary,houlque
946,,,,white-haired,cheveux_blancs
947,,,,middle-aged,d'âge_moyen
948,,,,nonagenarian,nonagénaire
949,,,,octogenarian,octogénaire
950,,,,oldish,DUPLICATE_vieux
951,,,,overage,surâgé
952,,,,overaged,dépassé
953,,,,superannuated,suranné
954,,,,over-the-hill,DUPLICATE_suranné
955,,,,sexagenarian,sexagénaire
956,,,,venerable,vénérable
957,,,,experienced,expérimenté
958,,,,experient,DUPLICATE_expérimenté
959,,,,mature,mature
