,ID,Relation,Source,Target,HR
857,,,,entity,entitet
859,L02_48,hypernyms - misc,tv,,TV
860,,,,device,uređaj
861,,,,machine,stroj
862,,,,receiver,prijamnik
863,,,,receiving_system,DUPLICATE_prijamnik
864,,,,set,NO_TRANSLATION
865,,,,electronic_equipment,elektronička_oprema
866,,,,equipment,oprema
867,,,,artifact,artefakt
868,,,,artefact,DUPLICATE_artefakt
869,,,,unit,jedinica
870,,,,object,objekt
871,,,,physical_object,fizički_objekt
872,,,,physical_entity,fizički_entitet
873,,,,entity,entitet
874,,,,broadcasting,odašiljanje
875,,,,telecommunication,telekomunikacija
876,,,,telecom,DUPLICATE_NO_TRANSLATION
877,,,,medium,medij
878,,,,,"televizor,televizija"
879,L02_49,hypernyms - misc,vase,,vaza
880,,,,jar,staklenka
881,,,,vessel,posuda
882,,,,container,spremnik
883,,,,artifact,artefakt
884,,,,artefact,DUPLICATE_artefakt
885,,,,unit,jedinica
886,,,,object,objekt
887,,,,physical_object,fizički_objekt
888,,,,physical_entity,fizički_entitet
889,,,,entity,entitet
891,L02_50,hypernyms - misc,wristband,,znojnica
892,,,,band,traka
893,,,,strip,vrpca
894,,,,slip,DUPLICATE_traka
895,,,,artifact,artefakt
896,,,,artefact,DUPLICATE_artefakt
897,,,,unit,jedinica
898,,,,object,objekt
899,,,,physical_object,fizički_objekt
900,,,,physical_entity,fizički_entitet
901,,,,entity,entitet
