,ID,Relation,Source,Target,HR
733,,,,shudder,DUPLICATE_jeza
734,,,,thrill,uzbuđenje
735,,,,tingle,srsi
736,,,,horror,užas
737,,,,hysteria,histerija
738,,,,intimidation,zastrašenost
739,,,,panic,panika
740,,,,terror,DUPLICATE_užas
741,,,,affright,DUPLICATE_panika
742,,,,scare,preplašenost
743,,,,panic_attack,napad_panike
744,,,,stage_fright,trema
745,,,,timidity,plahost
746,,,,timidness,bojažljivost
747,,,,timorousness,DUPLICATE_plahost
748,,,,abhorrence,gađenje
749,,,,abomination,zgražanje
750,,,,detestation,gnušanje
751,,,,execration,proklinjanje
752,,,,loathing,prezir
753,,,,odium,pokuda
754,,,,despisal,DUPLICATE_prezir
755,,,,despising,DUPLICATE_prezir
756,,,,hostility,neprijateljstvo
757,,,,enmity,DUPLICATE_neprijateljstvo
758,,,,ill_will,zla_namjera
759,,,,malevolence,zloba
760,,,,malignity,malignost
761,,,,misanthropy,mizantropija
762,,,,misogamy,mizogamija
763,,,,misogyny,mizoginija
764,,,,misogynism,DUPLICATE_mizoginija
765,,,,misology,DUPLICATE_mržnja
766,,,,misoneism,mizoneizam
767,,,,misopedia,mizopedija
768,,,,murderousness,ubojitost
769,,,,elation,oduševljenje
770,,,,high_spirits,dobro_raspoloženje
771,,,,lightness,DUPLICATE_NO_TRANSLATION
772,,,,exhilaration,DUPLICATE_veselje
773,,,,excitement,DUPLICATE_uzbuđenje
774,,,,exuberance,zanesenost
775,,,,exultation,DUPLICATE_zanos
776,,,,jubilance,DUPLICATE_veselje
777,,,,jubilancy,DUPLICATE_veselje
778,,,,jubilation,DUPLICATE_veselje
779,,,,agape,začuđenost
780,,,,agape_love,DUPLICATE_NO_TRANSLATION
781,,,,amorousness,zaljubljenost
782,,,,enamoredness,DUPLICATE_zaljubljenost
783,,,,ardor,revnost
784,,,,ardour,DUPLICATE_revnost
785,,,,benevolence,dobronamjernost
786,,,,devotion,predanost
787,,,,devotedness,DUPLICATE_predanost
788,,,,filial_love,bratska_ljubav
789,,,,heartstrings,DUPLICATE_NO_TRANSLATION
790,,,,lovingness,toplina
791,,,,caring,brižnost
792,,,,loyalty,odanost
793,,,,puppy_love,DUPLICATE_NO_TRANSLATION
794,,,,calf_love,dječja_ljubav
795,,,,crush,simpatija
796,,,,infatuation,zaluđenost
797,,,,worship,obožavanje
798,,,,adoration,DUPLICATE_obožavanje
799,,,,aggravation,razdraživanje
800,,,,exasperation,ozlojeđenost
801,,,,displeasure,nezadovoljstvo
802,,,,frustration,frustracija
803,,,,harassment,uznemiravanje
804,,,,torment,mučenje
805,,,,pique,DUPLICATE_razdraženost
806,,,,temper,narav
807,,,,irritation,DUPLICATE_iritiranost
808,,,,fit,napadaj
809,,,,tantrum,tantrum
810,,,,scene,scena
811,,,,conniption,DUPLICATE_NO_TRANSLATION
812,,,,irascibility,DUPLICATE_razdražljivost
813,,,,short_temper,kratki_fitilj
814,,,,spleen,sumornost
815,,,,quick_temper,teška_narav
816,,,,lividity,DUPLICATE_bijes
817,,,,wrath,DUPLICATE_gnjev
818,,,,dudgeon,DUPLICATE_uvreda
819,,,,high_dudgeon,teška_uvreda
820,,,,willies,DUPLICATE_napetost
821,,,,comfort,udobnost
822,,,,quality_of_life,kvaliteta_života
823,,,,blessedness,blagoslovljenost
824,,,,beatitude,DUPLICATE_blagoslovljenost
825,,,,beatification,blaženost
826,,,,radiance,zračenje
827,,,,embitterment,DUPLICATE_ogorčenost
828,,,,sadness,tuga
829,,,,sorrow,DUPLICATE_tuga
830,,,,sorrowfulness,DUPLICATE_tuga
831,,,,pall,DUPLICATE_NO_TRANSLATION
832,,,,foreboding,predosjećaj
833,,,,premonition,slutnja
834,,,,presentiment,predosjećanje
835,,,,boding,DUPLICATE_NO_TRANSLATION
836,,,,gloom,sumor
837,,,,gloominess,potištenost
838,,,,somberness,DUPLICATE_sumornost
839,,,,sombreness,DUPLICATE_sumornost
840,,,,suspense,DUPLICATE_napetost
841,,,,trepidation,DUPLICATE_strepnja
842,,,,swivet,DUPLICATE_uzbuđenje
843,,,,cold_feet,odustajanje
844,,,,diffidence,oklijevanje
845,,,,self-doubt,nedostatak_samopouzdanja
846,,,,self-distrust,nepovjerenje_u_sebe
847,,,,shyness,sramežljivost
848,,,,aggression,agresija
849,,,,aggressiveness,agresivnost
850,,,,animosity,animozitet
851,,,,animus,zlonamjernost
852,,,,bad_blood,zla_krv
853,,,,antagonism,antagonizam
854,,,,belligerence,ratobornost
855,,,,belligerency,DUPLICATE_ratobornost
856,,,,class_feeling,klasna_netrpeljivost
857,,,,resentment,zamjeranje
858,,,,bitterness,DUPLICATE_ogorčenost
859,,,,gall,gorčina
860,,,,rancor,pakost
861,,,,rancour,DUPLICATE_pakost
862,,,,maleficence,zlurada
863,,,,malice,DUPLICATE_zloba
864,,,,maliciousness,DUPLICATE_zlonamjernost
865,,,,spite,inat
866,,,,spitefulness,prkos
867,,,,venom,DUPLICATE_zloba
868,,,,vindictiveness,osvetoljubivost
869,,,,vengefulness,DUPLICATE_osvetoljubivost
870,,,,misocainea,DUPLICATE_NO_TRANSLATION
871,,,,euphoria,euforija
872,,,,euphory,DUPLICATE_euforija
873,,,,bang,DUPLICATE_NO_TRANSLATION
874,,,,boot,DUPLICATE_NO_TRANSLATION
875,,,,charge,DUPLICATE_NO_TRANSLATION
876,,,,rush,groznica
877,,,,flush,ustreperenost
878,,,,kick,šus
879,,,,intoxication,opijenost
880,,,,titillation,golicanje
881,,,,triumph,trijumf
882,,,,beneficence,dobročinstvo
883,,,,warmheartedness,dobrodušnost
884,,,,warmth,DUPLICATE_toplina
885,,,,nirvana,nirvana
886,,,,enlightenment,prosvjetljenje
887,,,,mourning,žalovanje
888,,,,bereavement,oplakivanje
889,,,,poignance,žestina
890,,,,poignancy,DUPLICATE_žestina
891,,,,presage,DUPLICATE_slutnja
892,,,,shadow,DUPLICATE_NO_TRANSLATION
893,,,,hesitance,neodlučnost
894,,,,hesitancy,DUPLICATE_oklijevanje
895,,,,unassertiveness,neasertivnost
896,,,,warpath,ratni_pohod
897,,,,envy,zavist
898,,,,enviousness,DUPLICATE_zavist
899,,,,grudge,DUPLICATE_zamjeranje
900,,,,score,zlovolja
901,,,,grievance,uvrijeđenost
902,,,,heartburning,bol_u_srcu
903,,,,sulkiness,mrzovolja
904,,,,huffishness,DUPLICATE_nelagodnost
905,,,,covetousness,lakomost
906,,,,jealousy,ljubomora
907,,,,green-eyed_monster,DUPLICATE_NO_TRANSLATION
908,,,,penis_envy,DUPLICATE_NO_TRANSLATION
909,,,,,"stidljivost,kivnost,zluradost,negodovanje,opakost"
910,L03_26,hyponyms - misc,flask,,boca
911,,,,thermos,termosica
912,,,,ampulla,ampula
913,,,,canteen,čuturica
914,,,,erlenmeyer_flask,erlenmayerova_tikvica
915,,,,hipflask,pljoska
916,,,,pocket_flask,džepna_pljoska
917,,,,round-bottom_flask,okrugla_tikvica
918,,,,vacuum_flask,DUPLICATE_vakuumska_boca
919,,,,vacuum_bottle,vakuumska_boca
920,,,,dewar_flask,Dewarova_boca
921,,,,dewar,DUPLICATE_Dewarova_boca
922,,,,thermos_bottle,DUPLICATE_termosica
923,,,,thermos_flask,DUPLICATE_termosica
925,L03_27,hyponyms - misc,guitar,,gitara
926,,,,ukulele,ukulele
927,,,,bass,bas_gitara
928,,,,bass_guitar,DUPLICATE_bas_gitara
929,,,,acoustic_guitar,akustična_gitara
930,,,,cittern,citra
931,,,,cithern,DUPLICATE_citra
932,,,,cither,DUPLICATE_citra
933,,,,citole,citola
934,,,,gittern,kvinterna
935,,,,electric_guitar,električna_gitara
936,,,,hawaiian,havajska_gitara
937,,,,steel,steel_gitara
938,,,,uke,DUPLICATE_ukulele
939,,,,,lutnja
940,L03_28,hyponyms - misc,gun,,pištolj
941,,,,rifle,puška
942,,,,air,zračni_pištolj
943,,,,airgun,DUPLICATE_zračni_pištolj
944,,,,antiaircraft,protuzračna_puška
945,,,,flak,flak
946,,,,flack,DUPLICATE_flak
947,,,,pom-pom,NO_TRANSLATION
948,,,,ack-ack,DUPLICATE_NO_TRANSLATION
949,,,,breechloader,ostraguša
950,,,,cannon,top
951,,,,firearm,pištolj
952,,,,piece,vatreno_oružja
953,,,,small-arm,lako_oružje
954,,,,gas,plinski_pištolj
955,,,,minute,DUPLICATE_NO_TRANSLATION
956,,,,quaker,DUPLICATE_NO_TRANSLATION
957,,,,set,DUPLICATE_NO_TRANSLATION
958,,,,spring,spring_pištolj
959,,,,whaling,DUPLICATE_NO_TRANSLATION
961,L03_29,hyponyms - misc,jewel,,dragulj
962,,,,diamond,dijamant
963,,,,ruby,rubin
964,,,,pearl,biser
965,,,,emerald,smaragd
966,,,,sapphire,safir
968,L03_30,hyponyms - misc,jewelry,,nakit
969,,,,bracelet,narukvica
970,,,,bead,perlica
971,,,,bijou,bižuterija
972,,,,bling,NO_TRANSLATION
973,,,,bling_bling,DUPLICATE_NO_TRANSLATION
974,,,,bangle,DUPLICATE_narukvica
975,,,,clip,klip
976,,,,cufflink,dugme_za_manžetu
977,,,,earring,naušnica
978,,,,jewel,dragulj
979,,,,gem,dragi_kamen
980,,,,precious_stone,DUPLICATE_dragi_kamen
981,,,,necklace,ogrlica
982,,,,pin,broš
983,,,,ring,prsten
984,,,,band,DUPLICATE_NO_TRANSLATION
985,,,,tie_clip,igla_za_kravatu
986,,,,bugle,DUPLICATE_NO_TRANSLATION
987,,,,anklet,DUPLICATE_narukvica_za_gležanj
988,,,,ankle_bracelet,narukvica_za_gležanj
989,,,,armilla,DUPLICATE_NO_TRANSLATION
990,,,,pendant_earring,viseća_naušnica
991,,,,drop_earring,naušnice_suza
992,,,,eardrop,DUPLICATE_naušnice_suza
993,,,,crown_jewel,kraljevski_dragulj
994,,,,diamond,dijamant
995,,,,emerald,smaragd
996,,,,pearl,biser
997,,,,ruby,rubin
998,,,,sapphire,safir
999,,,,solitaire,DUPLICATE_NO_TRANSLATION
1000,,,,chain,lančić
1001,,,,string,lanac
1002,,,,strand,niska
1003,,,,choker,choker
1004,,,,collar,ovratnik
1005,,,,dog_collar,pseći_ovratnik
1006,,,,neckband,traka_ogrlica
1007,,,,brooch,DUPLICATE_broš
1008,,,,broach,DUPLICATE_broš
1009,,,,breastpin,DUPLICATE_broš
1010,,,,scatter_pin,DUPLICATE_NO_TRANSLATION
1011,,,,stickpin,DUPLICATE_igla_za_kravatu
1012,,,,tie_tack,DUPLICATE_igla_za_kravatu
1013,,,,tiepin,DUPLICATE_igla_za_kravatu
1014,,,,scarfpin,igla_za_šal
1015,,,,annulet,prstenjak
1016,,,,engagement_ring,zaručnički_prsten
1017,,,,mourning_ring,DUPLICATE_NO_TRANSLATION
1018,,,,ringlet,DUPLICATE_NO_TRANSLATION
1019,,,,signet_ring,DUPLICATE_pečatnjak
1020,,,,seal_ring,pečatnjak
1021,,,,wedding_ring,vjenčani_prsten
1022,,,,wedding_band,DUPLICATE_vjenčani_prsten
1023,,,,ice,DUPLICATE_NO_TRANSLATION
1024,,,,sparkler,svjetlucavi_nakit
1025,,,,seed_pearl,sjemenski_biser
1026,,,,sunburst,DUPLICATE_NO_TRANSLATION
1027,,,,,"vera,kristal,briljant"
1028,L03_31,hyponyms - misc,mixer,,mikser
1029,,,,blender,blender
1030,,,,liquidizer,NO_TRANSLATION
1031,,,,liquidiser,DUPLICATE_NO_TRANSLATION
1032,,,,eggbeater,mutilica_za_jaja
1033,,,,eggwhisk,DUPLICATE_mutilica_za_jaja
1034,,,,electric,električni_mikser
1035,,,,whisk,mutilica
1037,L03_32,hyponyms - misc,month,,mjesec
1038,,,,january,siječanj
1039,,,,february,veljača
1040,,,,march,ožujak
1041,,,,april,travanj
1042,,,,may,svibanj
1043,,,,june,lipanj
1044,,,,july,srpanj
1045,,,,august,kolovoz
1046,,,,september,rujan
1047,,,,october,listopad
1048,,,,november,studeni
1049,,,,december,prosinac
1050,,,,jan,sij.
1051,,,,feb,velj.
1052,,,,mar,ož.
1053,,,,apr,tr.
1054,,,,jun,lip.
1055,,,,jul,srp.
1056,,,,aug,kol.
1057,,,,sep,ruj.
1058,,,,oct,list.
1059,,,,nov,stu.
1060,,,,dec,pro.
1062,L03_33,hyponyms - misc,oven,,pećnica
1063,,,,broiler,gril_pećnica
1064,,,,dutch_oven,NO_TRANSLATION
1065,,,,gas_oven,pećnica_na_plin
1066,,,,rotisserie,pećnica_na_vrući_zrak
1067,,,,tandoor,DUPLICATE_NO_TRANSLATION
1069,L03_34,hyponyms - misc,painting,,slika
1070,,,,watercolor,akvarel
1071,,,,abstraction,apstraktna_slika
1072,,,,cityscape,gradski_krajolik
1073,,,,daub,mazarija
1074,,,,distemper,tempera
1075,,,,finger-painting,slikanje_prstima
1076,,,,icon,DUPLICATE_ikona
1077,,,,ikon,ikona
1078,,,,landscape,krajolik
1079,,,,miniature,minijatura
1080,,,,illumination,iluminacija
1081,,,,monochrome,monokrom
1082,,,,mural,mural
1083,,,,wall,DUPLICATE_mural
1084,,,,nude,DUPLICATE_akt
1085,,,,nude_painting,akt
1086,,,,oil,ulje_na_platnu
1087,,,,pentimento,pentimento
1088,,,,sand,slika_u_pijesku
1089,,,,seascape,primorski_krajolik
1090,,,,waterscape,vodeni_pejzaž
1091,,,,semi-abstraction,poluapstrakcija
1092,,,,still_life,mrtva_priroda
1093,,,,tanka,thangka
1094,,,,water-color,gvaš
1095,,,,watercolour,DUPLICATE_akvarel
1096,,,,water-colour,DUPLICATE_akvarel
1097,,,,fresco,freska
1098,,,,graffitti,grafit
1100,L03_35,hyponyms - misc,poem,,pjesma
1101,,,,haiku,haiku
1102,,,,abecedarius,abecedarij
1103,,,,alcaic,NO_TRANSLATION
1104,,,,alcaic_verse,alkajska_strofa
1105,,,,ballad,balada
1106,,,,lay,DUPLICATE_balada
1107,,,,ballade,DUPLICATE_balada
1108,,,,blank_verse,nevezani_stih
1109,,,,elegy,elegija
1110,,,,lament,lamentacija
1111,,,,epic_poem,poema
1112,,,,heroic_poem,junačka_poema
1113,,,,epic,ep
1114,,,,epos,DUPLICATE_ep
1115,,,,free_verse,slobodni_stih
1116,,,,vers_libre,DUPLICATE_slobodni_stih
1117,,,,lyric,lirika
1118,,,,lyric_poem,lirska_poema
1119,,,,rondeau,rondo
1120,,,,rondel,DUPLICATE_rondo
1121,,,,sonnet,sonet
1122,,,,tanka,tanka
1123,,,,terza_rima,tercina
1124,,,,verse,strofa
1125,,,,rhyme,rima
1126,,,,versicle,DUPLICATE_NO_TRANSLATION
1127,,,,,tercet
1128,L03_36,hyponyms - misc,railway,,željeznica
1129,,,,monorail,jednotračna_željeznica
1130,,,,cable,žičara
1131,,,,funicular,uspinjača
1132,,,,cog,zupčana_željeznica
1133,,,,rack,DUPLICATE_zupčana_željeznica
1134,,,,elevated,nadzemna_željeznica
1135,,,,el,NO_TRANSLATION
1136,,,,overhead,DUPLICATE_nadzemna_željeznica
1137,,,,metro,metro
1138,,,,tube,podzemna
1139,,,,underground,DUPLICATE_podzemna
1140,,,,subway,DUPLICATE_podzemna
1141,,,,rail,DUPLICATE_željeznica
1143,L03_37,hyponyms - misc,season,,godišnje_doba
1144,,,,spring,proljeće
1145,,,,harvest,žetva
1146,,,,haying,skupljanje_sijena
1147,,,,fall,jesen
1148,,,,autumn,DUPLICATE_jesen
1149,,,,springtime,proljetno_vrijeme
1150,,,,summer,ljeto
1151,,,,summertime,ljetno_vrijeme
1152,,,,winter,zima
1153,,,,wintertime,zimsko_vrijeme
1154,,,,rainy,kišno_razdoblje
1155,,,,dry,suša
1156,,,,growing,vrijeme_uzgoja
1157,,,,seedtime,vrijeme_sjetve
1158,,,,sheepshearing,striža_ovaca
1159,,,,holiday,praznici
1160,,,,high,sezona
1161,,,,peak,NO_TRANSLATION
1162,,,,off-season,vansezona
1163,,,,preseason,predsezona
1164,,,,baseball,bejzbolska_sezona
1165,,,,basketball,košarkaška_sezona
1166,,,,exhibition,izložbena_sezona
1167,,,,concert,koncertna_sezona
1168,,,,fishing,sezona_ribolova
1169,,,,football,nogometna_sezona
1170,,,,hockey,hokejska_sezona
1171,,,,hunting,sezona_lova
1172,,,,social,društvena_sezona
1173,,,,theatrical,kazališna_sezona
1174,,,,whitsun,DUPLICATE_NO_TRANSLATION
1175,,,,whitsuntide,DUPLICATE_NO_TRANSLATION
1176,,,,whitweek,DUPLICATE_NO_TRANSLATION
1177,,,,,mrtva_sezona
1178,L03_38,hyponyms - misc,seat,,sjedalo
1179,,,,chair,stolac
1180,,,,bench,klupa
1181,,,,box,loža
1182,,,,ottoman,otoman
1183,,,,pouf,tabure
1184,,,,pouffe,DUPLICATE_tabure
1185,,,,puff,DUPLICATE_tabure
1186,,,,hassock,otoman_tabure
1187,,,,sofa,naslonjač
1188,,,,couch,kauč
1189,,,,lounge,divan
1190,,,,stool,klupica
1191,,,,toilet,wc_daska
1192,,,,,stolica
1193,L03_39,hyponyms - misc,shelf,,polica
1194,,,,bookshelf,polica_za_knjige
1195,,,,hob,NO_TRANSLATION
1196,,,,mantel,DUPLICATE_okvir_kamina
1197,,,,mantelpiece,okvir_kamina
1198,,,,mantle,DUPLICATE_okvir_kamina
1199,,,,mantlepiece,DUPLICATE_okvir_kamina
1200,,,,chimneypiece,DUPLICATE_okvir_kamina
1201,,,,overmantel,DUPLICATE_NO_TRANSLATION
1202,,,,berm,DUPLICATE_NO_TRANSLATION
1203,,,,,regal
1204,L03_40,hyponyms - misc,shirt,,majica
1205,,,,polo,polo_majica
1206,,,,camise,tunika
1207,,,,dashiki,dašiki
1208,,,,daishiki,DUPLICATE_dašiki
1209,,,,dress,košulja_haljina
1210,,,,evening,svečana_košulja
1211,,,,hair,NO_TRANSLATION
1212,,,,jersey,dres
1213,,,,t-shirt,majica_kratkih_rukava
1214,,,,tee,DUPLICATE_majica_kratkih_rukava
1215,,,,kurta,kurta
1216,,,,sport,sportska_majica
1217,,,,tank,majica_bez_rukava
1218,,,,work-shirt,radna_majica
1219,,,,,"hudica,duksa"
1220,L03_41,hyponyms - misc,shoes,,cipele
1221,,,,sneakers,tenisice
1222,,,,anklet,gležnjače
1223,,,,baby_shoes,dječje_cipele
1224,,,,balmoral,oksfordice
1225,,,,blucher,espadrile
1226,,,,bowling_shoes,cipele_za_kuglanje
1227,,,,brogan,NO_TRANSLATION
1228,,,,brogue,DUPLICATE_NO_TRANSLATION
1229,,,,clodhopper,DUPLICATE_radne_cipele
1230,,,,work_shoes,radne_cipele
1231,,,,calceus,rimljanke
1232,,,,chopine,DUPLICATE_platforme
1233,,,,platform_shoes,platforme
1234,,,,chukka,DUPLICATE_NO_TRANSLATION
1235,,,,boots,čizme
1236,,,,cleats,kopačke
1237,,,,congress_shoes,DUPLICATE_NO_TRANSLATION
1238,,,,gaiters,gojzerice
1239,,,,flipper_shoes,peraje
1240,,,,fin_shoes,DUPLICATE_peraje
1241,,,,ghillie,DUPLICATE_NO_TRANSLATION
1242,,,,gillie,DUPLICATE_NO_TRANSLATION
1243,,,,gym_shoes,DUPLICATE_tenisice
1244,,,,tennis_shoes,DUPLICATE_tenisice
1245,,,,loafers,mokasinke
1246,,,,moccasins,DUPLICATE_mokasinke
1247,,,,mocassins,DUPLICATE_mokasinke
1248,,,,oxford_shoes,koledžice
1249,,,,pump_shoes,salonke
1250,,,,running_shoes,tenisice_za_trčanje
1251,,,,sabot,klompe
1252,,,,wooden_shoes,drvene_cipele
1253,,,,sandals,sandale
1254,,,,slingbacks,polusalonke
1255,,,,sling_shoes,DUPLICATE_polusalonke
1256,,,,walker_shoes,DUPLICATE_NO_TRANSLATION
1257,,,,walking_shoes,DUPLICATE_NO_TRANSLATION
1258,,,,wedgie,DUPLICATE_platforme
1259,,,,wing_shoes,DUPLICATE_NO_TRANSLATION
1260,,,,tip_shoes,špic_cipele
1261,,,,stiletto,štikle
1262,,,,heeled,cipele_na_petu
1263,,,,,"patike,natikače"
1264,L03_42,hyponyms - misc,sofa,,kauč_
1265,,,,divan,divan
1266,,,,diwan,DUPLICATE_divan
1267,,,,convertible_sofa,kauč_na_izvlačenje
1268,,,,daybed,dnevni_krevet
1269,,,,loveseat,ljubavno_sjedalo
1270,,,,settee,mali_otoman
1271,,,,squab,NO_TRANSLATION
1272,,,,,sofa
1273,L03_43,hyponyms - misc,song,,pjesma
1274,,,,lullaby,uspavanka
1275,,,,religious_song,crkvena_pjesma
1276,,,,anthem,himna
1277,,,,aria,arija
1278,,,,ballad,balada
1279,,,,lay,lai
1280,,,,barcarole,barkarola
1281,,,,barcarolle,DUPLICATE_barkarola
1282,,,,ditty,pjesmica
1283,,,,dirge,naricaljka
1284,,,,coronach,pogrebna_pjesma
1285,,,,lament,lament
1286,,,,requiem,rekvijem
1287,,,,threnody,DUPLICATE_naricaljka
1288,,,,drinking_song,zdravica
1289,,,,folk_song,narodna_pjesma
1290,,,,folksong,DUPLICATE_narodna_pjesma
1291,,,,folk_ballad,narodna_balada
1292,,,,lied,popijevka
1293,,,,love_song,ljubavna_pjesma
1294,,,,love-song,DUPLICATE_ljubavna_pjesma
1295,,,,cradlesong,DUPLICATE_uspavanka
1296,,,,berceuse,DUPLICATE_uspavanka
1297,,,,oldie,evergreen
1298,,,,golden_oldie,DUPLICATE_evergreen
1299,,,,partsong,NO_TRANSLATION
1300,,,,prothalamion,predsvadbena_pjesma
1301,,,,prothalamium,DUPLICATE_predsvadbena_pjesma
1302,,,,roundelay,DUPLICATE_popijevka
1303,,,,scolion,napitnica
1304,,,,banquet_song,DUPLICATE_NO_TRANSLATION
1305,,,,serenade,serenada
1306,,,,torch_song,sentimentalna_pjesma
1307,,,,work_song,DUPLICATE_NO_TRANSLATION
1308,,,,,"popijevka,kanon,sentiš"
1309,L03_44,hyponyms - misc,spice,,začin
1310,,,,pepper,paprika
1311,,,,allspice,piment
1312,,,,ajwain,ajowan
1313,,,,cumin,kumin
1314,,,,caraway_seed,sjemenke_kima
1315,,,,cardamom,kardamom
1316,,,,cassia,kasija_cimet
1317,,,,cayenne,kajenska_paprika
1318,,,,celery_seeds,sjemenke_celera
1319,,,,chile_pepper,čili_papričica
1320,,,,chile,čili
1321,,,,cinnamon,cimet
1322,,,,clove,klinčić
1323,,,,coriander,korijander
1324,,,,dill,kopar
1325,,,,fennel,komorač
1326,,,,fenugreek,piskavica
1327,,,,frankincense,tamjan
1328,,,,galangal,galangal
1329,,,,garlic,češnjak
1330,,,,ginger,đumbir
1331,,,,horseradish,hren
1332,,,,jalapeño,NO_TRANSLATION
1333,,,,juniper,borovica
1334,,,,licorice,sladić
1335,,,,mace,muškat
1336,,,,mustard,gorušica
1337,,,,nutmeg,muškantni_oraščić
1338,,,,onion,luk
1339,,,,paprika,DUPLICATE_paprika
1340,,,,peppercorns,crveni_papar
1341,,,,saffron,šafran
1342,,,,savory,čabar
1343,,,,sesame,sezam
1344,,,,anise,anis
1345,,,,sumac,sumak
1346,,,,tabasco,tabasco
1347,,,,tamarind,tamarind
1348,,,,turmeric,kurkuma
1349,,,,five_spice_powder,5_začina
1350,,,,powdered_ginger,đumbir_u_prahu
1351,,,,chinese_anise,kineski_anis
1352,,,,star_anise,zvjezdasti_anis
1353,,,,star_aniseed,DUPLICATE_zvjezdasti_anis
1355,L03_45,hyponyms - misc,sweater,,džemper
1356,,,,turtleneck,dolčevita
1357,,,,cardigan,kardigan
1358,,,,pullover,pulover
1359,,,,slipover,vesta
1360,,,,turtle,DUPLICATE_dolčevita
1361,,,,polo-neck,polo_majica
1363,L03_46,hyponyms - misc,tool,,oruđe
1364,,,,rake,grablje
1365,,,,abrader,brusilica
1366,,,,abradant,alat_za_rezanje
1367,,,,bender,kliješta_za_svijanje
1368,,,,clincher,NO_TRANSLATION
1369,,,,comb,DUPLICATE_NO_TRANSLATION
1370,,,,cutting_implement,DUPLICATE_alat_za_rezanje
1371,,,,drill,bušilica
1372,,,,eolith,eolitsko_oruđe
1373,,,,fork,vile
1374,,,,gang,nasadni_stroj
1375,,,,garden_tool,vrtni_alat
1376,,,,lawn_tool,DUPLICATE_NO_TRANSLATION
1377,,,,grapnel,kuka
1378,,,,grapple,DUPLICATE_kuka
1379,,,,grappler,čaklja
1380,,,,grappling_hook,povlačno_sidro
1381,,,,grappling_iron,povlačna_kuka
1382,,,,hack,kramp
1383,,,,hand_tool,ručni_alat
1384,,,,hoe,motika
1385,,,,jack,ručna_dizalica
1386,,,,jaws_of_life,DUPLICATE_NO_TRANSLATION
1387,,,,neolith,neolitsko_oruđe
1388,,,,paleolith,paleolitsko_oruđe
1389,,,,pestle,ručni_malj
1390,,,,muller,žrvanj
1391,,,,pounder,malj
1392,,,,plow,plug
1393,,,,plough,DUPLICATE_plug
1394,,,,power_tool,električno_oruđe
1395,,,,punch,šilo
1396,,,,puncher,DUPLICATE_šilo
1397,,,,ram,DUPLICATE_NO_TRANSLATION
1398,,,,rounder,DUPLICATE_NO_TRANSLATION
1399,,,,saw_set,DUPLICATE_NO_TRANSLATION
1400,,,,shaping_tool,DUPLICATE_NO_TRANSLATION
1401,,,,strickle,dlijeto
1402,,,,stylus,stilus
1403,,,,style,DUPLICATE_NO_TRANSLATION
1404,,,,tamp,nabijač
1405,,,,tamper,gnječilica
1406,,,,tamping_bar,šipka_za_nabijanje
1407,,,,tap,ureznica_navoja
1408,,,,upset,DUPLICATE_NO_TRANSLATION
1409,,,,swage,glačalica
1411,L03_47,hyponyms - misc,toy,,igračka
1412,,,,doll,lutka
1413,,,,ball,lopta
1414,,,,balloon,balon
1415,,,,cockhorse,DUPLICATE_konjić_za_ljuljanje
1416,,,,dolly,lutkica
1417,,,,dollhouse,kuća_za_lutke
1418,,,,house,kuća
1419,,,,frisbee,frizbi
1420,,,,hobby,hobi
1421,,,,hobbyhorse,NO_TRANSLATION
1422,,,,rocking,konjić_za_ljuljanje
1423,,,,horse,DUPLICATE_konjić_za_ljuljanje
1424,,,,hula-hoop,hulahup
1425,,,,jack-in-the-box,DUPLICATE_NO_TRANSLATION
1426,,,,jungle,podloga_za_igru
1427,,,,gym,DUPLICATE_podloga_za_igru
1428,,,,jumping,DUPLICATE_NO_TRANSLATION
1429,,,,jack,DUPLICATE_NO_TRANSLATION
1430,,,,kaleidoscope,kaleidoskop
1431,,,,kite,zmaj
1432,,,,lego,lego
1433,,,,meccano,Meccano
1434,,,,shooter,pucaljka
1435,,,,pinata,pinjata
1436,,,,pinwheel,vjetrenjača
1437,,,,playhouse,kućica_za_igranje
1438,,,,wendy,DUPLICATE_NO_TRANSLATION
1439,,,,pogo,štap_za_skakanje
1440,,,,stick,DUPLICATE_štap_za_skakanje
1441,,,,popgun,DUPLICATE_pucaljka
1442,,,,rattle,zvečka
1443,,,,sandbox,pješčanik
1444,,,,sandpile,DUPLICATE_pješčanik
1445,,,,sandpit,DUPLICATE_pješčanik
1446,,,,seesaw,klackalica
1447,,,,teeter,DUPLICATE_klackalica
1448,,,,teeter-totter,DUPLICATE_klackalica
1449,,,,teetertotter,DUPLICATE_klackalica
1450,,,,teeterboard,daska_za_klackanje
1451,,,,tilting,DUPLICATE_daska_za_klackanje
1452,,,,board,DUPLICATE_daska_za_klackanje
1453,,,,dandle,DUPLICATE_klackalica
1454,,,,slide,tobogan
1455,,,,playground,igralište
1456,,,,sliding,DUPLICATE_NO_TRANSLATION
1457,,,,slingshot,DUPLICATE_praćka
1458,,,,sling,praćka
1459,,,,catapult,katapult
1460,,,,swing,ljuljačka
1461,,,,teddy,medvjedić
1462,,,,bear,DUPLICATE_medvjedić
1463,,,,top,DUPLICATE_NO_TRANSLATION
1464,,,,whirligig,zvrk
1465,,,,teetotum,čigra
1466,,,,spinning,DUPLICATE_zvrk
1467,,,,train,vlak
1468,,,,water_pistol,pištolj_na_vodu
