,ID,Relation,Source,Target,HR
850,,,,rear_end,stražnji_kraj
851,,,,gluteal_muscle,glutealni_mišić
852,,,,inguen,prepona
853,,,,shoulder_blade,DUPLICATE_lopatica
854,,,,rotator_cuff,rotatorska_manžeta
855,,,,corpus_sternum,DUPLICATE_sternum
856,,,,dorsal_vertebra,leđna_kralježnica
857,,,,teres_muscle,terezni_mišić
858,,,,thoracic_cavity,prsna_šupljina
859,,,,axillary_cavity,pazušna_šupljina
860,,,,chest_cavity,DUPLICATE_prsna_šupljina
861,,,,deltoid_muscle,DUPLICATE_deltoidni_mišić
862,,,,belly_button,DUPLICATE_pupak
863,,,,gluteal_artery,glutealna_arterija
864,,,,thoracic_vein,DUPLICATE_prsna_vena
865,,,,glenoid_fossa,čašica_ramena
866,,,,nates,DUPLICATE_stražnjica
867,,,,colic_artery,DUPLICATE_kolonska_arterija
868,,,,lumbar_vertebra,slabnska_arterija
869,,,,hind_end,DUPLICATE_zadnjica
871,L06_47,meronyms - part,tripod,,tronožac
872,,,,leg,noga
873,,,,stand,podloga
875,L06_48,meronyms - part,typewriter,,pisaća_mašina
876,,,,keyboard,tipkovnica
877,,,,typewriter,pisaća_mašina
878,,,,carriage,valjak
879,,,,tab,tabulator
880,,,,ribbon,vrpca
881,,,,shift,shift
882,,,,backspace,povratak
883,,,,action,NO_TRANSLATION
884,,,,key,tipka
885,,,,typewriter_carriage,DUPLICATE_valjak
886,,,,backspace_key,tipka_za_povratak
887,,,,action_mechanism,mehanizam
888,,,,typewriter_keyboard,DUPLICATE_tipkovnica
889,,,,shift_key,shift_tipka
890,,,,space_bar,tipka_za_razmak
891,,,,tab_key,tipka_tabulator
892,,,,typewriter_ribbon,vrpca_pisaće_mašine
893,,,,backspacer,povratnik
895,L06_49,meronyms - part,window,,prozor
896,,,,pane,staklo
897,,,,sash,prozorsko_krilo
898,,,,windowpane,prozorsko_staklo
899,,,,window,prozor
900,,,,fastener,nravica
901,,,,glass,DUPLICATE_staklo
902,,,,frame,okvir
903,,,,case,DUPLICATE_okvir
904,,,,windowsill,prozorska_daska
905,,,,mullion,okvirna_pregrada
906,,,,jamb,postranica
907,,,,lock,brava
908,,,,casing,ovojnica
909,,,,sash_lock,NO_TRANSLATION
910,,,,window_glass,DUPLICATE_prozorsko_staklo
911,,,,sash_fastener,DUPLICATE_NO_TRANSLATION
912,,,,pane_of_glass,DUPLICATE_prozorsko_staklo
913,,,,window_lock,DUPLICATE_brava
914,,,,window_sash,DUPLICATE_brava
915,,,,window_frame,prozorski_okvir
916,,,,,štok
917,L06_50,meronyms - part,womb,,utroba
918,,,,cervix,cerviks
919,,,,caul,plodova_vrećica
920,,,,placenta,posteljica
921,,,,oviduct,DUPLICATE_jajovod
922,,,,veil,plodova_opna
923,,,,myometrium,miometrij
924,,,,endometrium,endometrij
925,,,,uterine_artery,maternična_arterija
926,,,,embryonic_membrane,embrijska_membrana
927,,,,uterine_cervix,DUPLICATE_vrat_maternice
928,,,,uterine_cavity,maternična_šupljina
929,,,,fallopian_tube,DUPLICATE_jajovod
930,,,,uterine_tube,jajovod
931,,,,cervix_uteri,vrat_maternice
932,,,,arteria_uterina,DUPLICATE_maternična_arterija
933,,,,,"amnion,embrionalna_ovojnica"
