,ID,Relation,Source,Target,HR
869,,,,,arhosaurski_reptil
870,L01_47,hypernyms - animals,velociraptor,,velociraptor
871,,,,dinosaur,dinosaur
872,,,,reptile,gmaz
873,,,,maniraptor,maniraptor
874,,,,archosaur,arhosaur
875,,,,archosaurian,DUPLICATE_arhosaur
876,,,,archosaurian_reptile,arhosaurski_gmaz
877,,,,,arhosaurski_reptil
878,L01_48,hypernyms - animals,viper,,otrovnica
879,,,,snake,zmija
880,,,,reptile,gmaz
881,,,,serpent,DUPLICATE_zmija
882,,,,ophidian,DUPLICATE_zmija
885,L01_49,hypernyms - animals,vulture,,lešinar
886,,,,raptor,grabljivica
887,,,,bird,ptica
888,,,,vertebrate,kralježnjak
889,,,,creature,stvor
890,,,,beast,zvijer
891,,,,being,biće
892,,,,animal,životinja
893,,,,organism,organizam
894,,,,fauna,fauna
895,,,,chordate,svitkovac
896,,,,animate_being,živo_biće
897,,,,craniate,lubanjac
898,,,,living_thing,živa_stvar
899,,,,raptorial_bird,DUPLICATE_ptica_grabljivica
900,,,,bird_of_prey,ptica_grabljivica
901,,,,,"sup,predator"
902,L01_50,hypernyms - animals,wolf,,vuk
903,,,,canine,pravi_pas
904,,,,vertebrate,kralježnjak
905,,,,creature,stvor
906,,,,beast,zvijer
907,,,,canid,pas
908,,,,being,biće
909,,,,animal,životinja
910,,,,organism,organizam
911,,,,fauna,fauna
912,,,,placental,plodvaš
913,,,,carnivore,mesojed
914,,,,chordate,svitkovac
915,,,,eutherian,viši_sisavac
916,,,,mammal,sisavac
917,,,,mammalian,DUPLICATE_sisavac
918,,,,animate_being,živo_biće
919,,,,eutherian_mammal,DUPLICATE_viši_sisavac
920,,,,locomote,NO_TRANSLATION
921,,,,placental_mammal,placentalni_sisavac
922,,,,craniate,lubanjac
923,,,,domesticated_animal,pripitomljena_životinja
924,,,,physical_entity,fizički_entitet
925,,,,domestic_animal,domaća_životinja
926,,,,living_thing,živa_stvar
