,ID,Relation,Source,Target,HR
765,,,,bootlicking,koji_se_ulizuje
766,,,,fawning,ulizivanje
767,,,,obsequious,ulagivački
768,,,,sycophantic,ulizivački
769,,,,toadyish,DUPLICATE_ulizivački
770,,,,buttery,NO_TRANSLATION
771,,,,fulsome,DUPLICATE_neiskren
772,,,,oily,licemjeran
773,,,,oleaginous,DUPLICATE_NO_TRANSLATION
774,,,,smarmy,slatkorječiv
775,,,,soapy,laskav
776,,,,unctuous,sladunjav
777,,,,dissimulative,prijetvoran
778,,,,False,pogrešan
779,,,,feigned,lažan
780,,,,gilded,pozlaćen
781,,,,meretricious,varljiv
782,,,,specious,prividan
783,,,,hypocritical,DUPLICATE_licemjeran
784,,,,plausible,uvjerljiv
785,,,,counterfeit,falsificiran
786,,,,imitative,imitatorski
787,,,,dishonest,nepošten
788,,,,dishonorable,nečasan
789,,,,disingenuous,DUPLICATE_neiskren
790,,,,artful,prepreden
791,,,,unreal,nestvaran
792,,,,,hipokritičan
793,L09_42,antonyms - gradable,slow,,spor
794,,,,fast,brz
795,,,,quick,DUPLICATE_brz
796,,,,accelerated,ubrzan
797,,,,alacritous,žustar
798,,,,blistering,NO_TRANSLATION
799,,,,hot,vruć
800,,,,red-hot,užaren
801,,,,double-quick,DUPLICATE_NO_TRANSLATION
802,,,,express,ekspresan
803,,,,fast-breaking,DUPLICATE_NO_TRANSLATION
804,,,,fast-paced,DUPLICATE_NO_TRANSLATION
805,,,,fleet,DUPLICATE_brz
806,,,,swift,hitar
807,,,,high-speed,velike_brzine
808,,,,high-velocity,DUPLICATE_velike_brzine
809,,,,hurrying,žuran
810,,,,scurrying,jureći
811,,,,immediate,trenutačan
812,,,,prompt,ažuran
813,,,,straightaway,smjesta
814,,,,instantaneous,DUPLICATE_trenutačan
815,,,,instant,instantni
816,,,,meteoric,meteorski
817,,,,speedy,hitan
818,,,,rapid,DUPLICATE_brz
819,,,,winged,DUPLICATE_NO_TRANSLATION
820,,,,windy,DUPLICATE_NO_TRANSLATION
821,,,,,"okretan,spreman,trenutan"
822,L09_43,antonyms - gradable,sweet,,sladak
823,,,,sour,kiseo
824,,,,acerb,opor
825,,,,acerbic,DUPLICATE_opor
826,,,,astringent,trpak
827,,,,acetose,DUPLICATE_kiseo
828,,,,acetous,DUPLICATE_kiseo
829,,,,vinegary,octen
830,,,,vinegarish,DUPLICATE_octen
831,,,,acidic,kiselinski
832,,,,acid,DUPLICATE_kiselinski
833,,,,acidulent,DUPLICATE_kiseo
834,,,,acidulous,kiselkast
835,,,,lemony,limunast
836,,,,lemonlike,DUPLICATE_limunast
837,,,,sourish,DUPLICATE_kiselkast
838,,,,tangy,pikantan
839,,,,tart,DUPLICATE_opor
840,,,,subacid,nakiseo
841,,,,bitter,gorak
843,L09_44,antonyms - gradable,tasty,,ukusan
844,,,,tasteless,bezokusan
845,,,,bland,bez_okusa
846,,,,flat,DUPLICATE_bez_okusa
847,,,,flavorless,DUPLICATE_bez_okusa
848,,,,flavourless,DUPLICATE_bez_okusa
849,,,,insipid,neukusan
850,,,,savorless,DUPLICATE_bezokusan
851,,,,savourless,DUPLICATE_bezokusan
852,,,,vapid,neslan
853,,,,unflavored,DUPLICATE_bezokusan
854,,,,unflavoured,DUPLICATE_bezokusan
855,,,,nonflavored,DUPLICATE_bezokusan
856,,,,nonflavoured,DUPLICATE_bezokusan
857,,,,unsalted,DUPLICATE_neslan
858,,,,unseasoned,nezačinjen
859,,,,unappetizing,neprivlačan
860,,,,unappetising,DUPLICATE_neprivlačan
861,,,,unpalatable,DUPLICATE_neukusan
863,L09_45,antonyms - gradable,tight,,tijesan
864,,,,loose,labav
865,,,,lax,DUPLICATE_labav
866,,,,baggy,vrećast
867,,,,loose-fitting,komotan
868,,,,sloppy,nemaran
869,,,,flyaway,NO_TRANSLATION
870,,,,free,slobodan
871,,,,liberal,liberalan
872,,,,informal,neformalan
873,,,,unofficial,neslužben
875,L09_46,antonyms - gradable,warm,,topao
876,,,,cool,prohladan
877,,,,cold,hladan
878,,,,chilly,studen
879,,,,frosty,smrznut
880,,,,frigid,leden
881,,,,,mrzovit
882,L09_47,antonyms - gradable,white,,bijel
883,,,,black,crn
884,,,,dark,taman
885,,,,lightless,bezbojan
887,L09_48,antonyms - gradable,wide,,širok
888,,,,narrow,uzak
889,,,,constricting,ograničavajući
890,,,,constrictive,koji_ograničava
891,,,,narrowing,koji_sužuje
892,,,,narrowed,sužen
893,,,,narrow-mouthed,NO_TRANSLATION
894,,,,slender,vitak
895,,,,thin,tanak
896,,,,strait,DUPLICATE_uzak
897,,,,straplike,DUPLICATE_NO_TRANSLATION
898,,,,tapered,koji_se_sužava
899,,,,tapering,DUPLICATE_koji_se_sužava
900,,,,limited,ograničen
902,L09_49,antonyms - gradable,willing,,voljan
903,,,,unwilling,nesklon
904,,,,defiantnoncompliant,NO_TRANSLATION
905,,,,involuntary,nenamjeran
906,,,,nonvoluntary,DUPLICATE_nenamjeran
907,,,,unvoluntary,nehotičan
908,,,,disinclined,DUPLICATE_nesklon
909,,,,averse,protivan
910,,,,backward,koji_ide_unatrag
911,,,,hesitant,koji_oklijeva
912,,,,indisposed,indisponiran
913,,,,loath,DUPLICATE_protivan
914,,,,reluctant,DUPLICATE_koji_oklijeva
915,,,,uneager,nespreman
916,,,,unwishful,bez_želje
918,L09_50,antonyms - gradable,young,,mlad
919,,,,old,star
920,,,,aged,zreo
921,,,,elderly,stariji
922,,,,older,DUPLICATE_stariji
923,,,,senior,senior
924,,,,age,NO_TRANSLATION
925,,,,aging,DUPLICATE_stariji
926,,,,ageing,DUPLICATE_stariji
927,,,,senescent,DUPLICATE_star
928,,,,ancient,prastar
929,,,,anile,starački
930,,,,centenarian,stogodišnjak
931,,,,darkened,DUPLICATE_NO_TRANSLATION
932,,,,doddering,drhtav
933,,,,doddery,DUPLICATE_NO_TRANSLATION
934,,,,gaga,DUPLICATE_NO_TRANSLATION
935,,,,senile,senilan
936,,,,emeritus,emeritus
937,,,,grey,siv
938,,,,gray,DUPLICATE_siv
939,,,,grey-haired,sjedokos
940,,,,gray-haired,DUPLICATE_sjedokos
941,,,,grey-headed,DUPLICATE_sjedokos
942,,,,gray-headed,DUPLICATE_sjedokos
943,,,,grizzly,sijed
944,,,,hoar,DUPLICATE_NO_TRANSLATION
945,,,,hoary,DUPLICATE_NO_TRANSLATION
946,,,,white-haired,DUPLICATE_NO_TRANSLATION
947,,,,middle-aged,srednjovječan
948,,,,nonagenarian,DUPLICATE_NO_TRANSLATION
949,,,,octogenarian,osamdesetogodišnjak
950,,,,oldish,postariji
951,,,,overage,prestar
952,,,,overaged,DUPLICATE_prestar
953,,,,superannuated,zastario
954,,,,over-the-hill,DUPLICATE_NO_TRANSLATION
955,,,,sexagenarian,šesdesetogodišnjak
956,,,,venerable,uvažen
957,,,,experienced,iskusan
958,,,,experient,DUPLICATE_iskusan
959,,,,mature,DUPLICATE_zreo
960,,,,,drevan
