,ID,Relation,Source,Target,IT
713,,,,exaltation,esaltazione
714,,,,raptus,raptus
715,,,,embarrassment,impaccio
716,,,,gratification,gratificazione
717,,,,satisfaction,soddisfazione
718,,,,happiness,contentezza
719,,,,felicity,felicità
720,,,,state,stato_emozionale
721,,,,unhappiness,scontentezza
722,,,,alarm,allarme
723,,,,dismay,sbigottimento
724,,,,consternation,costernazione
725,,,,apprehension,apprensione
726,,,,apprehensiveness,afflizione
727,,,,dread,turbamento
728,,,,creeps,irrequietudine
729,,,,frisson,frenesia
730,,,,shiver,brivido
731,,,,chill,agghiacciamento
732,,,,quiver,fremito
733,,,,shudder,tremito
734,,,,thrill,ebbrezza
735,,,,tingle,intorpidimento
736,,,,horror,orrore
737,,,,hysteria,isteria
738,,,,intimidation,intimidazione
739,,,,panic,panico
740,,,,terror,terrore
741,,,,affright,DUPLICATE_spavento
742,,,,scare,DUPLICATE_timore
743,,,,panic_attack,attacco_di_panico
744,,,,stage_fright,panico_da_palcoscenico
745,,,,timidity,timidezza
746,,,,timidness,riservatezza
747,,,,timorousness,timorosità
748,,,,abhorrence,aborrimento
749,,,,abomination,abominio
750,,,,detestation,detestazione
751,,,,execration,esecrazione
752,,,,loathing,disgusto
753,,,,odium,livore
754,,,,despisal,disprezzo
755,,,,despising,disdegno
756,,,,hostility,ostilità
757,,,,enmity,inimicizia
758,,,,ill_will,astio
759,,,,malevolence,malevolenza
760,,,,malignity,malignità
761,,,,misanthropy,misantropia
762,,,,misogamy,misogamia
763,,,,misogyny,misoginia
764,,,,misogynism,misoginismo
765,,,,misology,misologia
766,,,,misoneism,misoneismo
767,,,,misopedia,misopedia
768,,,,murderousness,delittuosità
769,,,,elation,esultanza
770,,,,high_spirits,buon_umore
771,,,,lightness,leggerezza
772,,,,exhilaration,esilaramento
773,,,,excitement,eccitazione
774,,,,exuberance,esuberanza
775,,,,exultation,esultazione
776,,,,jubilance,giubilo
777,,,,jubilancy,festosità
778,,,,jubilation,giubilazione
779,,,,agape,agape
780,,,,agape_love,affetto
781,,,,amorousness,amorevolezza
782,,,,enamoredness,innamoramento
783,,,,ardor,ardore
784,,,,ardour,DUPLICATE_ardore
785,,,,benevolence,benevolenza
786,,,,devotion,devozione
787,,,,devotedness,DUPLICATE_devozione
788,,,,filial_love,amore_filiale
789,,,,heartstrings,sentimenti
790,,,,lovingness,affettuosità
791,,,,caring,premura
792,,,,loyalty,lealtà
793,,,,puppy_love,amore_giovanile
794,,,,calf_love,amore_adolescenziale
795,,,,crush,cotta
796,,,,infatuation,infatuazione
797,,,,worship,culto
798,,,,adoration,adorazione
799,,,,aggravation,aggravamento
800,,,,exasperation,esasperazione
801,,,,displeasure,dispiacere
802,,,,frustration,frustrazione
803,,,,harassment,molestia
804,,,,torment,tormento
805,,,,pique,picca
806,,,,temper,temperamento
807,,,,irritation,irritazione
808,,,,fit,convulsione
809,,,,tantrum,capriccio
810,,,,scene,scena
811,,,,conniption,scenata
812,,,,irascibility,irascibilità
813,,,,short_temper,iracondia
814,,,,spleen,bile
815,,,,quick_temper,DUPLICATE_irascibilità
816,,,,lividity,DUPLICATE_livore
817,,,,wrath,DUPLICATE_collera
818,,,,dudgeon,sospetto
819,,,,high_dudgeon,dubbio_angoscioso
820,,,,willies,pelle_d'_oca
821,,,,comfort,conforto
822,,,,quality_of_life,qualità_della_vita
823,,,,blessedness,benedizione
824,,,,beatitude,beatitudine
825,,,,beatification,beatificazione
826,,,,radiance,radiosità
827,,,,embitterment,inasprimento
828,,,,sadness,tristezza
829,,,,sorrow,sofferenza
830,,,,sorrowfulness,pena
831,,,,pall,presagio
832,,,,foreboding,prefigurazione
833,,,,premonition,premonizione
834,,,,presentiment,presentimento
835,,,,boding,precognizione
836,,,,gloom,tetragine
837,,,,gloominess,DUPLICATE_tetragine
838,,,,somberness,cupezza
839,,,,sombreness,DUPLICATE_cupezza
840,,,,suspense,suspense
841,,,,trepidation,trepidazione
842,,,,swivet,smarrimento
843,,,,cold_feet,ripensamento
844,,,,diffidence,diffidenza
845,,,,self-doubt,insicurezza_di_sé
846,,,,self-distrust,sfiducia_in_sé
847,,,,shyness,DUPLICATE_soggezione
848,,,,aggression,combattività
849,,,,aggressiveness,aggressività
850,,,,animosity,animosità
851,,,,animus,animo
852,,,,bad_blood,cattivo_sangue
853,,,,antagonism,antagonismo
854,,,,belligerence,belligeranza
855,,,,belligerency,bellicosità
856,,,,class_feeling,lealtà_di_classe
857,,,,resentment,risentimento
858,,,,bitterness,amarezza
859,,,,gall,fiele
860,,,,rancor,rancore
861,,,,rancour,DUPLICATE_rancore
862,,,,maleficence,maleficenza
863,,,,malice,malizia
864,,,,maliciousness,cativeria
865,,,,spite,ripicca
866,,,,spitefulness,rancura
867,,,,venom,acrimonia
868,,,,vindictiveness,vendicatività
869,,,,vengefulness,sete_di_vendetta
870,,,,misocainea,DUPLICATE_misoneismo
871,,,,euphoria,euforia
872,,,,euphory,DUPLICATE_euforia
873,,,,bang,esplosività
874,,,,boot,avviamento
875,,,,charge,carica
876,,,,rush,fretta
877,,,,flush,rossore
878,,,,kick,spinta
879,,,,intoxication,inebriamento
880,,,,titillation,titillamento
881,,,,triumph,trionfo
882,,,,beneficence,beneficenza
883,,,,warmheartedness,affabilità
884,,,,warmth,calore
885,,,,nirvana,nirvana
886,,,,enlightenment,illuminazione
887,,,,mourning,lutto
888,,,,bereavement,cordoglio
889,,,,poignance,complessità
890,,,,poignancy,pathos
891,,,,presage,sentore
892,,,,shadow,adombramento
893,,,,hesitance,esitazione
894,,,,hesitancy,DUPLICATE_esitazione
895,,,,unassertiveness,indecisione
896,,,,warpath,sul_piede_di_guerra
897,,,,envy,invidia
898,,,,enviousness,DUPLICATE_invidia
899,,,,grudge,acredine
900,,,,score,divisione_interiore
901,,,,grievance,malanimo
902,,,,heartburning,bruciore
903,,,,sulkiness,musoneria
904,,,,huffishness,infastidimento
905,,,,covetousness,cupidigia
906,,,,jealousy,gelosia
907,,,,green-eyed_monster,mostro_dagli_occhi_verdi
908,,,,penis_envy,invidia_del_pene
909,,,,,"complicità,classismo,connivenza,puntiglio,ripicca,esacerbazione,deterioramento,aggravio,giovane_amore,amore_materno,amore_fraterno,brio,vitalità,vivacità,amore_coniugale,amor_proprio,ossequio,rispetto,deferenza,dedizione,idolatria,affezione,attaccamento,dolcezza,sollecitudine,tenerezza,attenzione,riguardo,fervore,focosità,veemenza,alacrità,zelo,foga,impeto,sbandata,sbandamento,convito,simposio,convivio,convivialità,tripudio,gaiezza,allegrezza,calma,abulia,fiacchezza,libido,libidine,lussuria,ebollizione,effervescenza,smania,scioltezza,morbidezza,grazia,delicatezza,spontaneità,volubilità,frivolezza,sventatezza,superficialità,serenità,responsabilità,esultazione,criminalità,criminosità,neofobia,immobilismo,passatismo,omofobia,conservatorismo,sfiducia,ginecofobia,fallocrazia,maschilismoorsaggine,asocialità,selvatichezza,stizza,titubanza,ipermalimento,prenunzio,intuizione,ispirazione,folgorazione,idea,amabilità,cordialità,bonarietà,cortesia,gentilezza,umanità,titillazione,solleticamento,vellicamento,stimolazione,stuzzicamento,intossicazione,velenosità,pallore,vergogna,pudore,discolpa,adrenalina,urgenza,avvio,avanzamento,ruggine,perfidia,spregio,malignità,malvagità,sfacciatagine,conflitto,screzio,brutto_rapporto,reattività,ferocia,violenza,irruenza,veemenza,prepotenza,rimpianto,disorientamento,scombussolamento,sensazione,patimento,stento,travaglio,tribolazione,spasimo,strazio,male,struggimento,avvilimento,amarezza,malinconia,tetragine,dolore,solarità,godimento,appagamento,spensieratezza,comodità,benessere,consolazione,tranquillità,sollievo,agio,ristoro,solidarietà,sostegno,disagio,permalosità,incertezza,perplessità,riserva,titubanza,dilemma,complicità,connivenza,puntiglio,ripicca,esacerbazione,deterioramento,aggravio,bene,predilezione,attrazione,concupiscenza,desiderio,fiamma,voluttà,brama,bramosia,fame,fingordigia,giovane_amore,amore_materno,amore_fraterno,avversione,brio,vitalità,vivacità,amore_coniugale,amor_proprio,ossequio,rispetto,formicolio,affanno,delirio,deferenza,dedizione,idolatria,affezione,retrosia,soggezione,attaccamento,dolcezza,sollecitudine,tenerezza,attenzione,riguardo,fervore,focosità,veemenza,anatema,maledizione,abominazione,condanna,deplorazione,deprecazione,dispregio,riprovazione,abbattimento,avvilimento,desolazione,sconfortamenrto,sconsolatezza,biasimo,disistima,zelo,foga,impeto,sbandata,sbandamento,convito,simposio,convivio,convivialità,tripudio,gaiezza,allegrezza,calma,abulia,fiacchezza,libido,libidine,lussuria,ebollizione,effervescenza,smania,scioltezza,morbidezza,grazia,delicatezza,spontaneità,volubilità,frivolezza,sventatezza,superficialità,serenità,responsabilità,esultazione,criminalità,criminosità,neofobia,immobilismo,passatismo,omofobia,conservatorismo,sfiducia,ginecofobia,fallocrazia,maschilismo,infelicità,sgomento,mestizia,letizia,confusione,trasporto,inibizione,smania,eccitabilità,nervosità,scontento,pensiero,suscettibilità,ispidità,rudezza,ruvidezza,scontrosità,spigolosità,intrattabilitàcomplicità,connivenza,puntiglio,ripicca,esacerbazione,deterioramento,aggravio,giovane_amore,amore_materno,amore_fraterno,brio,vitalità,vivacità,amore_coniugale,amor_proprio,ossequio,rispetto,deferenza,dedizione,idolatria,affezione,attaccamento,dolcezza,sollecitudine,tenerezza,attenzione,riguardo,fervore,focosità,veemenza,alacrità,zelo,foga,impeto,sbandata,sbandamento,convito,simposio,convivio,convivialità,tripudio,gaiezza,allegrezza,calma,abulia,fiacchezza,libido,libidine,lussuria,ebollizione,effervescenza,smania,scioltezza,morbidezza,grazia,delicatezza,spontaneità,volubilità,frivolezza,sventatezza,superficialità,serenità,responsabilità,esultazione,criminalità,criminosità,neofobia,immobilismo,passatismo,omofobia,conservatorismo,sfiducia,ginecofobia,fallocrazia,maschilismo,complicità,connivenza,puntiglioripicca,esacerbazione,deterioramento,aggravio,giovane_amore,amore_materno,amore_fraterno,brio,vitalità,vivacità,amore_coniugale,amor_proprio,ossequio,rispetto,deferenza,dedizione,idolatria,affezione,attaccamento,dolcezza,sollecitudine,tenerezza,attenzione,riguardo,fervore,focosità,veemenza,alacrità,zelo,foga,impeto,sbandata,sbandamento,convito,simposio,convivio,convivialità,tripudio,gaiezza,allegrezza,calma,abulia,fiacchezza,libido,libidine,lussuria,ebollizione,effervescenza,smania,scioltezza,morbidezza,grazia,delicatezza,spontaneità,volubilità,frivolezza,sventatezza,superficialità,serenità,responsabilità,esultazione,criminalità,criminosità,neofobia,immobilismo,passatismo,omofobia,conservatorismo,sfiducia,ginecofobia,fallocrazia,maschilismo,complicità,connivenza,puntiglio_ripicca,esacerbazione,deterioramento,aggravio,giovane_amore,amore_materno,amore_fraterno,brio,vitalità,vivacità,amore_coniugale,amor_proprio,ossequio,rispetto,deferenza,dedizione,idolatria,affezione,attaccamento,dolcezza,sollecitudine,tenerezza,attenzione,riguardo,fervore,focosità,veemenza,alacrità,zelo,foga,impeto,sbandata,sbandamento,convito,simposio,convivio,convivialità,tripudio,gaiezza,allegrezza,calma,abulia,fiacchezza,libido,libidine,lussuria,ebollizione,effervescenza,smania,scioltezza,morbidezza,grazia,delicatezza,spontaneità,volubilità,frivolezza,sventatezza,superficialità,serenità,responsabilità,esultazione,criminalità,criminosità,neofobia,immobilismo,passatismo,omofobia,conservatorismo,sfiducia,ginecofobia,fallocrazia,maschilismo"
910,L03_26,hyponyms - misc,flask,,fiasca
911,,,,thermos,termos
912,,,,ampulla,ampolla
913,,,,canteen,fiasco
914,,,,erlenmeyer_flask,beuta
915,,,,hipflask,fiaschetta
916,,,,pocket_flask,borraccia_tascabile
917,,,,round-bottom_flask,pallone
918,,,,vacuum_flask,DUPLICATE_termos
919,,,,vacuum_bottle,DUPLICATE_termos
920,,,,dewar_flask,vaso_di_dewar
921,,,,dewar,dewar
922,,,,thermos_bottle,bottiglia_termica
923,,,,thermos_flask,borraccia_termica
924,,,,,"ghirba,borraccia,contenitore_sottovuoto,fischetta,bottiglia"
925,L03_27,hyponyms - misc,guitar,,strumento_a_corde
926,,,,ukulele,ukulele
927,,,,bass,basso
928,,,,bass_guitar,DUPLICATE_basso
929,,,,acoustic_guitar,chitarra_acustica
930,,,,cittern,cetra
931,,,,cithern,DUPLICATE_cetra
932,,,,cither,DUPLICATE_cetra
933,,,,citole,citola
934,,,,gittern,ghironda
935,,,,electric_guitar,chitarra_elettrica
936,,,,hawaiian,chitarra_hawaiana
937,,,,steel,steel_guitar
938,,,,uke,DUPLICATE_ukulele
939,,,,,"violino,violoncello,arpa,lira,mandola,mandolino,liuto,viola"
940,L03_28,hyponyms - misc,gun,,arma_da_fuoco
941,,,,rifle,fucile
942,,,,air,pistola_a_piombini
943,,,,airgun,DUPLICATE_pistola_a_piombini
944,,,,antiaircraft,arma_contraerea
945,,,,flak,cannone_contraereo
946,,,,flack,DUPLICATE_cannone_contraereo
947,,,,pom-pom,cannone_pom-pom
948,,,,ack-ack,contraerei
949,,,,breechloader,carro_armato
950,,,,cannon,cannone
951,,,,firearm,DUPLICATE_arma_da_fuoco
952,,,,piece,DUPLICATE_arma_da_fuoco
953,,,,small-arm,arma_di_piccolo_calibro
954,,,,gas,beretta
955,,,,minute,NO_TRANSLATION
956,,,,quaker,arma_quacchera
957,,,,set,arma_di_scena
958,,,,spring,fucile_a_molla
959,,,,whaling,arpione
960,,,,,"carabina,contraerei,schioppo,bazooka"
961,L03_29,hyponyms - misc,jewel,,pietra_preziosa
962,,,,diamond,diamante
963,,,,ruby,rubino
964,,,,pearl,perla
965,,,,emerald,smeraldo
966,,,,sapphire,zaffiro
967,,,,,topazio
968,L03_30,hyponyms - misc,jewelry,,gioiello
969,,,,bracelet,bracciale
970,,,,bead,perlina
971,,,,bijou,bijou
972,,,,bling,bling
973,,,,bling_bling,bling-bling
974,,,,bangle,bracciale_rigido
975,,,,clip,orecchini_a_clip
976,,,,cufflink,gemello
977,,,,earring,orecchino
978,,,,jewel,gioia
979,,,,gem,gemma
980,,,,precious_stone,pietra_preziosa
981,,,,necklace,collana
982,,,,pin,fermaglio
983,,,,ring,anello
984,,,,band,gioiello_a_banda
985,,,,tie_clip,fermacravatta
986,,,,bugle,perline_cannette
987,,,,anklet,cavigliera
988,,,,ankle_bracelet,DUPLICATE_cavigliera
989,,,,armilla,armilla
990,,,,pendant_earring,orecchini_pendenti
991,,,,drop_earring,DUPLICATE_orecchini_pendenti
992,,,,eardrop,orecchini_chandelier
993,,,,crown_jewel,gioielli_della_corona
994,,,,diamond,diamante
995,,,,emerald,smeraldo
996,,,,pearl,perla
997,,,,ruby,rubino
998,,,,sapphire,zaffiro
999,,,,solitaire,solitario
1000,,,,chain,catena
1001,,,,string,laccetto
1002,,,,strand,collana_intrecciata
1003,,,,choker,girocollo
1004,,,,collar,collare
1005,,,,dog_collar,collare_per_cani
1006,,,,neckband,collarina
1007,,,,brooch,spilla
1008,,,,broach,DUPLICATE_spilla
1009,,,,breastpin,spilla_da_cravatta
1010,,,,scatter_pin,spilletta
1011,,,,stickpin,DUPLICATE_spilla_da_cravatta
1012,,,,tie_tack,DUPLICATE_fermacravatta
1013,,,,tiepin,DUPLICATE_fermacravatta
1014,,,,scarfpin,DUPLICATE_spilla_da_cravatta
1015,,,,annulet,anellino
1016,,,,engagement_ring,anello_di_fidanzamento
1017,,,,mourning_ring,anello_da_lutto
1018,,,,ringlet,DUPLICATE_anellino
1019,,,,signet_ring,anello_con_sigillo
1020,,,,seal_ring,anello_a_sigillo
1021,,,,wedding_ring,fede_nuziale
1022,,,,wedding_band,anello_matrimoniale
1023,,,,ice,icy
1024,,,,sparkler,punto_luce
1025,,,,seed_pearl,perle_seme
1026,,,,sunburst,tarocchi_del_sole
1027,,,,,"diadema,bigiotteria,ciondolo,scarabeo,pendentif,cammeo,vezzo,monile,bracciale_schiava,brillante,orecchino_a_monachella,tiara,vezzo_di_perle,collana_di_perle,collieur,bracciale_manchette,ear_cuff,knuckle_ring,rivière,bracciale_tennis,trilogy"
1028,L03_31,hyponyms - misc,mixer,,mixer
1029,,,,blender,miscelatore
1030,,,,liquidizer,frullatore
1031,,,,liquidiser,DUPLICATE_frullatore
1032,,,,eggbeater,sbattiuova
1033,,,,eggwhisk,sbattitore
1034,,,,electric,fullatore_elettrico
1035,,,,whisk,frusta
1036,,,,,"tritatutto,impastatrice,minipiemer"
1037,L03_32,hyponyms - misc,month,,mese
1038,,,,january,gennaio
1039,,,,february,febbraio
1040,,,,march,marzo
1041,,,,april,aprile
1042,,,,may,maggio
1043,,,,june,giugno
1044,,,,july,luglio
1045,,,,august,agosto
1046,,,,september,settembre
1047,,,,october,ottobre
1048,,,,november,novembre
1049,,,,december,dicembre
1050,,,,jan,gen
1051,,,,feb,feb
1052,,,,mar,mar
1053,,,,apr,apr
1054,,,,jun,giu
1055,,,,jul,lug
1056,,,,aug,ago
1057,,,,sep,set
1058,,,,oct,ott
1059,,,,nov,nov
1060,,,,dec,dic
1062,L03_33,hyponyms - misc,oven,,forno
1063,,,,broiler,forno_a_vapore
1064,,,,dutch_oven,forno_olandese
1065,,,,gas_oven,forno_a_gas
1066,,,,rotisserie,girarrosto
1067,,,,tandoor,forno_tandoor
1068,,,,,"forno_ad_aria,forno_a_legna,forno_elettrico,microonde"
1069,L03_34,hyponyms - misc,painting,,pittura
1070,,,,watercolor,acquerello
1071,,,,abstraction,astrattismo
1072,,,,cityscape,paesaggio_urbano
1073,,,,daub,pittura_d'_azione
1074,,,,distemper,pittura_a_tempera
1075,,,,finger-painting,pittura_con_le_dita
1076,,,,icon,pittura_di_icone
1077,,,,ikon,DUPLICATE_pittura_di_icone
1078,,,,landscape,pittura_paesaggistica
1079,,,,miniature,miniatura
1080,,,,illumination,pittura_con_la_luce
1081,,,,monochrome,pittura_monocromatica
1082,,,,mural,pittura_murale
1083,,,,wall,murale
1084,,,,nude,nudo
1085,,,,nude_painting,nudo_artistico
1086,,,,oil,pittura_a_olio
1087,,,,pentimento,pentimento
1088,,,,sand,pittura_con_la_sabbia
1089,,,,seascape,paesaggio_marino
1090,,,,waterscape,paesaggio_acquatico
1091,,,,semi-abstraction,pittura_semi-astratta
1092,,,,still_life,natura_morta
1093,,,,tanka,dipinto_tangka
1094,,,,water-color,DUPLICATE_acquerello
1095,,,,watercolour,DUPLICATE_acquerello
1096,,,,water-colour,DUPLICATE_acquerello
1097,,,,fresco,affresco
1098,,,,graffitti,gaffiti
1099,,,,,"puntinismo,tavola,bozzetto,tela,kakemono,ritratto,veduta,prospettiva,polittico,tempera,guazzo,acquarello,pastello,body_painting"
1100,L03_35,hyponyms - misc,poem,,poesia
1101,,,,haiku,haiku
1102,,,,abecedarius,abecedario
1103,,,,alcaic,strofe_alcaica
1104,,,,alcaic_verse,DUPLICATE_strofe_alcaica
1105,,,,ballad,ballata
1106,,,,lay,lai
1107,,,,ballade,DUPLICATE_ballata
1108,,,,blank_verse,versi_sciolti
1109,,,,elegy,elegia
1110,,,,lament,lamento
1111,,,,epic_poem,poema_epico
1112,,,,heroic_poem,poema_eroico
1113,,,,epic,DUPLICATE_poema_epico
1114,,,,epos,DUPLICATE_poema_epico
1115,,,,free_verse,verso_libero
1116,,,,vers_libre,DUPLICATE_verso_libero
1117,,,,lyric,lirica
1118,,,,lyric_poem,poesia_lirica
1119,,,,rondeau,rondò
1120,,,,rondel,rondel
1121,,,,sonnet,sonetto
1122,,,,tanka,tanka
1123,,,,terza_rima,terzina_dantesca
1124,,,,verse,versetto
1125,,,,rhyme,rima
1126,,,,versicle,versicolo
1127,,,,,"canto,triolet,poema_eroicomico,filastrocca,lauda,epodo,ritmo,canzone,bucolica,palinodia,polimetro,cantica,cantico,canzonetta,carme,satira,giostra,inno,rapsodia,strambotto,epodo,ditirambo,ode,epigramma,serventese,ritmo"
1128,L03_36,hyponyms - misc,railway,,ferrovia
1129,,,,monorail,ferrovia_monorotaia
1130,,,,cable,funivia
1131,,,,funicular,ferrovia_funicolare
1132,,,,cog,ferrovia_a_cremagliera
1133,,,,rack,DUPLICATE_ferrovia_a_cremagliera
1134,,,,elevated,ferrovia_sopraelevata
1135,,,,el,DUPLICATE_ferrovia_sopraelevata
1136,,,,overhead,DUPLICATE_ferrovia_sopraelevata
1137,,,,metro,metro
1138,,,,tube,metrò
1139,,,,underground,metropolitana
1140,,,,subway,DUPLICATE_metropolitana
1141,,,,rail,binario
1142,,,,,"strada_ferrata,rotaia"
1143,L03_37,hyponyms - misc,season,,stagione
1144,,,,spring,primavera
1145,,,,harvest,raccolto
1146,,,,haying,fienagione
1147,,,,fall,autunno
1148,,,,autumn,DUPLICATE_autunno
1149,,,,springtime,DUPLICATE_primavera
1150,,,,summer,estate
1151,,,,summertime,DUPLICATE_estate
1152,,,,winter,inverno
1153,,,,wintertime,DUPLICATE_inverno
1154,,,,rainy,stagione_delle_piogge
1155,,,,dry,stagione_secca
1156,,,,growing,stagione_di_crescita
1157,,,,seedtime,semina
1158,,,,sheepshearing,stagione_della_tosatura
1159,,,,holiday,vacanza
1160,,,,high,alta_stagione
1161,,,,peak,DUPLICATE_alta_stagione
1162,,,,off-season,fuori_stagione
1163,,,,preseason,precampionato
1164,,,,baseball,stagione_di_baseball
1165,,,,basketball,stagione_di_basketball
1166,,,,exhibition,stagione_espositiva
1167,,,,concert,stagione_concertistica
1168,,,,fishing,stagione_di_pesca
1169,,,,football,stagione_di_calcio
1170,,,,hockey,stagione_di_hockey
1171,,,,hunting,stagione_di_caccia
1172,,,,social,stagione_sociale
1173,,,,theatrical,stagione_teatrale
1174,,,,whitsun,pentecoste
1175,,,,whitsuntide,pasquarosa
1176,,,,whitweek,DUPLICATE_pentecoste
1177,,,,,"stagione_della_semina,stagione_fredda,stagione_umida,verno,vere,bassa_stagione,stagione_piovosa,stagione_estiva,stagione_invernale,stagione_autunnale,stagione_primaverile"
1178,L03_38,hyponyms - misc,seat,,sedile
1179,,,,chair,sedia
1180,,,,bench,panchina
1181,,,,box,palco
1182,,,,ottoman,ottomana
1183,,,,pouf,pouf
1184,,,,pouffe,DUPLICATE_pouf
1185,,,,puff,DUPLICATE_pouf
1186,,,,hassock,inginocchiatoio
1187,,,,sofa,sofà
1188,,,,couch,divano
1189,,,,lounge,panca
1190,,,,stool,sgabello
1191,,,,toilet,tavoletta_del_water
1192,,,,,"palco_di_prospetto,appoggiapiedi,suppedaneo,sediolino,seggiolino,seggio,seduta"
1193,L03_39,hyponyms - misc,shelf,,ripiano
1194,,,,bookshelf,libreria
1195,,,,hob,piano_cottura
1196,,,,mantel,mensola
1197,,,,mantelpiece,caminiera
1198,,,,mantle,DUPLICATE_mensola
1199,,,,mantlepiece,DUPLICATE_caminiera
1200,,,,chimneypiece,DUPLICATE_caminiera
1201,,,,overmantel,DUPLICATE_caminiera
1202,,,,berm,scaffale
1203,,,,,"scaffalatura,scansia,piano,piano_d'_appoggio,asse_del_water"
1204,L03_40,hyponyms - misc,shirt,,camicia
1205,,,,polo,polo
1206,,,,camise,camicetta
1207,,,,dashiki,dashiki
1208,,,,daishiki,DUPLICATE_dashiki
1209,,,,dress,camicia_elegante
1210,,,,evening,camicia_da_sera
1211,,,,hair,cilicio
1212,,,,jersey,maglia_di_jersey
1213,,,,t-shirt,maglietta
1214,,,,tee,DUPLICATE_maglietta
1215,,,,kurta,kurta
1216,,,,sport,camicia_sportiva
1217,,,,tank,canotta
1218,,,,work-shirt,camicia_da_lavoro
1219,,,,,"blusa,camiciotto,camiciola"
1220,L03_41,hyponyms - misc,shoes,,calzature
1221,,,,sneakers,sneakers
1222,,,,anklet,stivaletti_alla_caviglia
1223,,,,baby_shoes,scarpe_da_neonato
1224,,,,balmoral,stivali_balmoral
1225,,,,blucher,scarpe_blucher
1226,,,,bowling_shoes,scarpe_da_bowling
1227,,,,brogan,stivale_brogan
1228,,,,brogue,calzatura_brogue
1229,,,,clodhopper,ciabatta
1230,,,,work_shoes,scarpe_da_lavoro
1231,,,,calceus,calceus
1232,,,,chopine,chopine
1233,,,,platform_shoes,scarpe_con_plateau
1234,,,,chukka,stivale_chukka
1235,,,,boots,stivali
1236,,,,cleats,tacchetti
1237,,,,congress_shoes,scarpe_da_sala
1238,,,,gaiters,ghette
1239,,,,flipper_shoes,pinne
1240,,,,fin_shoes,DUPLICATE_pinne
1241,,,,ghillie,ghillies
1242,,,,gillie,DUPLICATE_ghillies
1243,,,,gym_shoes,scarpe_da_ginnastica
1244,,,,tennis_shoes,scarpe_da_tennis
1245,,,,loafers,loafer
1246,,,,moccasins,mocassini
1247,,,,mocassins,DUPLICATE_mocassini
1248,,,,oxford_shoes,scarpa_oxford
1249,,,,pump_shoes,ballerina
1250,,,,running_shoes,scarpe_da_corsa
1251,,,,sabot,sabot
1252,,,,wooden_shoes,calzatura_in_legno
1253,,,,sandals,sandali
1254,,,,slingbacks,slingback
1255,,,,sling_shoes,DUPLICATE_slingback
1256,,,,walker_shoes,scarpe_per_primi_passi
1257,,,,walking_shoes,scarpe_da_passeggio
1258,,,,wedgie,scarpa_con_zeppa
1259,,,,wing_shoes,anfibio
1260,,,,tip_shoes,scarpette_da_punta
1261,,,,stiletto,tacco_a_spillo
1262,,,,heeled,scarpe_coi_tacchi
1263,,,,,"scarpette_da_calcio,decolté,scarpe_da_trakking,zoccolo,pedule,coturno,ciocia,stivale,stivaletto,scarpe_da_ballo"
1264,L03_42,hyponyms - misc,sofa,,divano
1265,,,,divan,ottomana
1266,,,,diwan,sofà
1267,,,,convertible_sofa,divano_letto
1268,,,,daybed,DUPLICATE_divano_letto
1269,,,,loveseat,divanetto
1270,,,,settee,DUPLICATE_divano
1271,,,,squab,DUPLICATE_divano
1272,,,,,canapé
1273,L03_43,hyponyms - misc,song,,canzone
1274,,,,lullaby,ninna_nanna
1275,,,,religious_song,canto_religioso
1276,,,,anthem,inno
1277,,,,aria,aria
1278,,,,ballad,ballata
1279,,,,lay,lai
1280,,,,barcarole,barcarola
1281,,,,barcarolle,DUPLICATE_barcarola
1282,,,,ditty,canzoncina
1283,,,,dirge,nenia
1284,,,,coronach,canto_funebre
1285,,,,lament,lamento
1286,,,,requiem,requiem
1287,,,,threnody,trenodia
1288,,,,drinking_song,canzone_conviviale
1289,,,,folk_song,canto_popolare
1290,,,,folksong,musica_folk
1291,,,,folk_ballad,ballata_popolare
1292,,,,lied,lied
1293,,,,love_song,canzone_d'_amore
1294,,,,love-song,DUPLICATE_canzone_d'_amore
1295,,,,cradlesong,cradlesong
1296,,,,berceuse,berceuse_musicale
1297,,,,oldie,canzone_di_sempre
1298,,,,golden_oldie,grandi_successi
1299,,,,partsong,partsong
1300,,,,prothalamion,protalamo
1301,,,,prothalamium,DUPLICATE_protalamo
1302,,,,roundelay,rondelet
1303,,,,scolion,scolio
1304,,,,banquet_song,musica_da_banchetto
1305,,,,serenade,serenata
1306,,,,torch_song,torch_song
1307,,,,work_song,canto_di_lavoro
1308,,,,,"inno,spiritual,salmodia,cantilena,alleluia,resposorio,parodo,antifona,jodler,monodia,staismo,epicedio,esodo,lirica,raglio,treno,salmo,stornello"
1309,L03_44,hyponyms - misc,spice,,spezia
1310,,,,pepper,pepe
1311,,,,allspice,pepe_di_giamaica
1312,,,,ajwain,ajwain
1313,,,,cumin,cumino
1314,,,,caraway_seed,carvi
1315,,,,cardamom,cardamomo
1316,,,,cassia,cassia
1317,,,,cayenne,pepe_di_cayenna
1318,,,,celery_seeds,semi_di_sedano
1319,,,,chile_pepper,peperoncino
1320,,,,chile,peperoncino_in_polvere
1321,,,,cinnamon,cannella
1322,,,,clove,chiodo_di_garofano
1323,,,,coriander,coriandolo
1324,,,,dill,aneto
1325,,,,fennel,finocchio
1326,,,,fenugreek,fieno_greco
1327,,,,frankincense,franchincenso
1328,,,,galangal,galanga
