,ID,Relation,Source,Target,IT
865,,,,glenoid_fossa,regione_glenoidea
866,,,,nates,DUPLICATE_natiche
867,,,,colic_artery,DUPLICATE_arteria_colica
868,,,,lumbar_vertebra,vertebra_lombare
869,,,,hind_end,sederino
871,L06_47,meronyms - part,tripod,,treppiede
872,,,,leg,gamba
873,,,,stand,supporto
875,L06_48,meronyms - part,typewriter,,macchina_da_scrivere
876,,,,keyboard,tastiera
877,,,,typewriter,DUPLICATE_macchina_da_scrivere
878,,,,carriage,carrello
879,,,,tab,tasto
880,,,,ribbon,nastro
881,,,,shift,spazio
882,,,,backspace,backspace
883,,,,action,azione
884,,,,key,DUPLICATE_tasto
885,,,,typewriter_carriage,carrello_della_macchina_da_scrivere
886,,,,backspace_key,tasto_per_backspace
887,,,,action_mechanism,funzionamento_del_meccanismo
888,,,,typewriter_keyboard,tastiera_della_macchina_da_scrivere
889,,,,shift_key,tasto_per_spazio
890,,,,space_bar,barra_spaziatrice
891,,,,tab_key,DUPLICATE_tasto
892,,,,typewriter_ribbon,nastro_della_macchina_da_scrivere
893,,,,backspacer,DUPLICATE_tasto_per_backspace
895,L06_49,meronyms - part,window,,finestra
896,,,,pane,lastra_di_vetro
897,,,,sash,telaio_a_ghigliottina
898,,,,windowpane,lastra_di_vetro_della_finestra
899,,,,window,DUPLICATE_finestra
900,,,,fastener,vite
901,,,,glass,vetro
902,,,,frame,cornice
903,,,,case,infisso
904,,,,windowsill,davanzale
905,,,,mullion,inglesina
906,,,,jamb,stipite
907,,,,lock,serratura
908,,,,casing,DUPLICATE_infisso
909,,,,sash_lock,serratura_dell'anta
910,,,,window_glass,vetro_della_finestra
911,,,,sash_fastener,vite_dell'anta
912,,,,pane_of_glass,DUPLICATE_lastra_di_vetro
913,,,,window_lock,serratura_della_finestra
914,,,,window_sash,anta_della_finestra
915,,,,window_frame,cornice_della_finestra
917,L06_50,meronyms - part,womb,,utero
918,,,,cervix,cervice_uterina
919,,,,caul,omento
920,,,,placenta,placenta
921,,,,oviduct,ovidotto
922,,,,veil,velo
923,,,,myometrium,miometrio
924,,,,endometrium,endometrio
925,,,,uterine_artery,arteria_uterina
926,,,,embryonic_membrane,membrana_embrionale
927,,,,uterine_cervix,DUPLICATE_cervice_uterina
928,,,,uterine_cavity,cavità_uterina
929,,,,fallopian_tube,tuba_di_falloppio
930,,,,uterine_tube,tuba_uterina
931,,,,cervix_uteri,DUPLICATE_cervice_uterina
932,,,,arteria_uterina,DUPLICATE_arteria_uterina
