,ID,Relation,Source,Target,IT
802,,,,physical_entity,entità_fisica
803,,,,entity,entità
805,,,,,"capo_di_vestiario,cosa,prodotto,maglietta"
806,L02_45,hypernyms - misc,toaster,,tostapane
807,,,,appliance,apparecchio
808,,,,entity,entità
809,,,,unit,unità
810,,,,object,oggetto
811,,,,physical_object,oggetto_fisico
812,,,,kitchen_appliance,elettrodomestico_da_cucina
813,,,,home_appliance,elettrodomestico
814,,,,household_appliance,DUPLICATE_elettrodomestico
815,,,,durables,beni_durevoli
816,,,,durable_goods,DUPLICATE_beni_durevoli
817,,,,consumer_durables,beni_di_consumo_durevoli
818,,,,consumer_goods,beni_di_consumo
819,,,,commodity,merce
820,,,,trade_good,prodotto_commerciale
821,,,,good,bene
822,,,,artifact,artefatto
823,,,,artefact,DUPLICATE_artefatto
824,,,,physical_entity,DUPLICATE_entità_fisica
825,,,,,"tostatrice,prodotto,congegno,meccanismo,manufatto,mercanzia,suppellettile,apparecchio_elettrico,dispositivo"
826,L02_46,hypernyms - misc,toothbrush,,spazzolino_da_denti
827,,,,brush,spazzola
828,,,,toiletry,toeletta
829,,,,toilet_articles,articolo_da_bagno
830,,,,implement,strumento
831,,,,artifact,artefatto
832,,,,artefact,DUPLICATE_artefatto
833,,,,unit,unità
834,,,,object,oggetto
835,,,,physical_object,oggetto_fisico
836,,,,physical_entity,entità_fisica
837,,,,entity,entità
838,,,,mustache,baffo
839,,,,moustache,DUPLICATE_baffo
840,,,,facial_hair,barba
841,,,,hair,peli
842,,,,body_covering,NO_TRANSLATION
843,,,,covering,copertura
844,,,,natural_covering,copertura_naturale
845,,,,cover,DUPLICATE_copertura
846,,,,natural_object,oggetto_naturale
847,,,,,"attrezzo,utensile,arnese,prodotto,bene_di_consumo,igiene,igiene_personale,casalinghi"
848,L02_47,hypernyms - misc,tub,,vasca
849,,,,container,contenitore
850,,,,vessel,recipiente
851,,,,artifact,artefatto
852,,,,artefact,DUPLICATE_artefatto
853,,,,unit,unità
854,,,,object,oggetto
855,,,,physical_object,oggetto_fisico
856,,,,physical_entity,entità_fisica
857,,,,entity,entità
858,,,,,"prodotto,vasca_da_bagno"
859,L02_48,hypernyms - misc,tv,,televisione
860,,,,device,apparecchio
861,,,,machine,macchina
862,,,,receiver,ricevitore
863,,,,receiving_system,sistema_di_ricezione
864,,,,set,scena
865,,,,electronic_equipment,apparecchiatura_elettronica
866,,,,equipment,apparecchiatura
867,,,,artifact,artefatto
868,,,,artefact,DUPLICATE_artefatto
869,,,,unit,unità
870,,,,object,oggetto
871,,,,physical_object,oggetto_fisico
872,,,,physical_entity,entità_fisica
873,,,,entity,entità
874,,,,broadcasting,trasmissione
875,,,,telecommunication,telecomunicazione
876,,,,telecom,DUPLICATE_telecomunicazione
877,,,,medium,mezzo
878,,,,,"dispositivo,ricevente,set,radiodiffusione,tivù,meccanismo,congegno,strumento,tv,televisiore"
879,L02_49,hypernyms - misc,vase,,vaso
880,,,,jar,barattolo
881,,,,vessel,recipiente
882,,,,container,contenitore
883,,,,artifact,artefatto
884,,,,artefact,DUPLICATE_artefatto
885,,,,unit,unità
886,,,,object,oggetto
887,,,,physical_object,oggetto_fisico
888,,,,physical_entity,entità_fisica
889,,,,entity,entità
890,,,,,"vasellame,porcellana,prodotto,manufatto"
891,L02_50,hypernyms - misc,wristband,,polsino
892,,,,band,cinturino
893,,,,strip,fascia
894,,,,slip,NO_TRANSLATION
895,,,,artifact,artefatto
896,,,,artefact,DUPLICATE_artefatto
897,,,,unit,unità
898,,,,object,oggetto
899,,,,physical_object,oggetto_fisico
900,,,,physical_entity,entità_fisica
901,,,,entity,entità
902,,,,,"banda,lista,nastro,cosa,bracciale,braccialetto,prodotto,manufatto,vestiario,accessorio"
