,ID,Relation,Source,Target,IT
845,,,,bland,insipido
846,,,,flat,scialbo
847,,,,flavorless,DUPLICATE_insapore
848,,,,flavourless,DUPLICATE_insapore
849,,,,insipid,DUPLICATE_insipido
850,,,,savorless,senza_sapore
851,,,,savourless,DUPLICATE_senza_sapore
852,,,,vapid,DUPLICATE_scialbo
853,,,,unflavored,senza_aromi_aggiunti
854,,,,unflavoured,DUPLICATE_senza_aromi_aggiunti
855,,,,nonflavored,DUPLICATE_senza_aromi_aggiunti
856,,,,nonflavoured,DUPLICATE_senza_aromi_aggiunti
857,,,,unsalted,senza_sale
858,,,,unseasoned,non_condito
859,,,,unappetizing,non_invitante
860,,,,unappetising,DUPLICATE_non_invitante
861,,,,unpalatable,sgradito
863,L09_45,antonyms - gradable,tight,,stretto
864,,,,loose,largo
865,,,,lax,lassista
866,,,,baggy,DUPLICATE_largo
867,,,,loose-fitting,non_aderente
868,,,,sloppy,DUPLICATE_largo
869,,,,flyaway,scompigliato
870,,,,free,DUPLICATE_largo
871,,,,liberal,liberale
872,,,,informal,informale
873,,,,unofficial,non_ufficiale
875,L09_46,antonyms - gradable,warm,,caldo
876,,,,cool,fresco
877,,,,cold,freddo
878,,,,chilly,gelido
879,,,,frosty,ghiacciato
880,,,,frigid,glaciale
882,L09_47,antonyms - gradable,white,,bianco
883,,,,black,nero
884,,,,dark,scuro
885,,,,lightless,senza_luce
887,L09_48,antonyms - gradable,wide,,ampio
888,,,,narrow,angusto
889,,,,constricting,costrittivo
890,,,,constrictive,restrittivo
891,,,,narrowing,strozzatura
892,,,,narrowed,ristretto
893,,,,narrow-mouthed,a_bocca_stretta
894,,,,slender,filiforme
895,,,,thin,sottile
896,,,,strait,stretto
897,,,,straplike,stretto_e_lungo
898,,,,tapered,affusolato
899,,,,tapering,DUPLICATE_affusolato
900,,,,limited,ridotto
902,L09_49,antonyms - gradable,willing,,favorevole
903,,,,unwilling,riluttante
904,,,,defiantnoncompliant,non_conforme
905,,,,involuntary,involontario
906,,,,nonvoluntary,DUPLICATE_involontario
907,,,,unvoluntary,DUPLICATE_involontario
908,,,,disinclined,essere_restio
909,,,,averse,contrario_a
910,,,,backward,all'indietro
911,,,,hesitant,esitante
912,,,,indisposed,indisposto
913,,,,loath,essere_riluttante
914,,,,reluctant,DUPLICATE_riluttante
915,,,,uneager,non_entusiasta
916,,,,unwishful,non_speranzoso
918,L09_50,antonyms - gradable,young,,giovane_
919,,,,old,vecchio
920,,,,aged,invecchiato
921,,,,elderly,anziano
922,,,,older,più_vecchio_di
923,,,,senior,senior
924,,,,age,invecchiare
925,,,,aging,invecchiamento
926,,,,ageing,DUPLICATE_invecchiamento
927,,,,senescent,senescente
928,,,,ancient,antico
929,,,,anile,donna_anziana_e_schiva
930,,,,centenarian,centenario
931,,,,darkened,oscurato
932,,,,doddering,indebolito
933,,,,doddery,barcollante
934,,,,gaga,pazzo
935,,,,senile,senile
936,,,,emeritus,emerito
937,,,,grey,grigio
938,,,,gray,DUPLICATE_grigio
939,,,,grey-haired,con_i_capelli_grigi
940,,,,gray-haired,DUPLICATE_con_i_capelli_grigi
941,,,,grey-headed,canuto
942,,,,gray-headed,DUPLICATE_canuto
943,,,,grizzly,brizzolato
944,,,,hoar,brina
945,,,,hoary,DUPLICATE_con_i_capelli_grigi
946,,,,white-haired,con_i_capelli_bianchi
947,,,,middle-aged,di_mezza_età
948,,,,nonagenarian,nonagenario
949,,,,octogenarian,ottuagenario
950,,,,oldish,vecchiotto
951,,,,overage,più_vecchio_della_media
952,,,,overaged,DUPLICATE_più_vecchio_della_media
953,,,,superannuated,obsoleto
954,,,,over-the-hill,essere_in_declino
955,,,,sexagenarian,sessantenne
956,,,,venerable,venerando
957,,,,experienced,con_esperienza
958,,,,experient,esperiente
959,,,,mature,maturo
