,ID,Relation,Source,Target,IT
874,,,,archosaur,arcosauro
875,,,,archosaurian,DUPLICATE_arcosauro
876,,,,archosaurian_reptile,rettile_arcosauro
878,L01_48,hypernyms - animals,viper,,vipera_
879,,,,snake,serpente
880,,,,reptile,rettile
881,,,,serpent,DUPLICATE_serpente
882,,,,ophidian,ofide
885,L01_49,hypernyms - animals,vulture,,avvoltoio
886,,,,raptor,rapace
887,,,,bird,uccello
888,,,,vertebrate,vertebrato
889,,,,creature,creatura
890,,,,beast,bestia
891,,,,being,essere_vivente
892,,,,animal,animale
893,,,,organism,organismo
894,,,,fauna,fauna
895,,,,chordate,cordato
896,,,,animate_being,DUPLICATE_essere_vivente
897,,,,craniate,craniato
898,,,,living_thing,DUPLICATE_essere_vivente
899,,,,raptorial_bird,DUPLICATE_uccello_rapace
900,,,,bird_of_prey,uccello_rapace
902,L01_50,hypernyms - animals,wolf,,lupo
903,,,,canine,canino
904,,,,vertebrate,vertebrato
905,,,,creature,creatura
906,,,,beast,bestia
907,,,,canid,canide
908,,,,being,essere_vivente
909,,,,animal,animale
910,,,,organism,organismo
911,,,,fauna,fauna
912,,,,placental,placentare
913,,,,carnivore,carnivoro
914,,,,chordate,cordato
915,,,,eutherian,euteriano
916,,,,mammal,mammifero
917,,,,mammalian,DUPLICATE_mammifero
918,,,,animate_being,DUPLICATE_essere_vivente
919,,,,eutherian_mammal,mammifero_euteriano
920,,,,locomote,NO_TRANSLATION
921,,,,placental_mammal,mammifero_placentare
922,,,,craniate,craniato
923,,,,domesticated_animal,animale_domestico
924,,,,physical_entity,entità_fisica
925,,,,domestic_animal,DUPLICATE_animale_domestico
926,,,,living_thing,DUPLICATE_essere_vivente
