,ID,Relation,Source,Target,MK
872,,,,reptile,рептил
873,,,,maniraptor,NO_TRANSLATION
874,,,,archosaur,DUPLICATE_NO_TRANSLATION
875,,,,archosaurian,DUPLICATE_NO_TRANSLATION
876,,,,archosaurian_reptile,DUPLICATE_NO_TRANSLATION
878,L01_48,hypernyms - animals,viper,,аспида
879,,,,snake,змија
880,,,,reptile,рептил
881,,,,serpent,DUPLICATE_змија
882,,,,ophidian,DUPLICATE_змија
885,L01_49,hypernyms - animals,vulture,,мршојад
886,,,,raptor,птица_грабливка
887,,,,bird,птица
888,,,,vertebrate,`рбетник
889,,,,creature,суштество
890,,,,beast,ѕвер
891,,,,being,DUPLICATE_суштество
892,,,,animal,животно
893,,,,organism,организам
894,,,,fauna,фауна
895,,,,chordate,хордати
896,,,,animate_being,живо_суштество
897,,,,craniate,черепни
898,,,,living_thing,живо_битие
899,,,,raptorial_bird,DUPLICATE_птица_грабливка
900,,,,bird_of_prey,DUPLICATE_птица_грабливка
902,L01_50,hypernyms - animals,wolf,,волк
903,,,,canine,кучиња
904,,,,vertebrate,`рбетник
905,,,,creature,суштество
906,,,,beast,ѕвер
907,,,,canid,DUPLICATE_кучиња
908,,,,being,DUPLICATE_суштество
909,,,,animal,животно
910,,,,organism,организам
911,,,,fauna,фауна
912,,,,placental,плацентален_цицач
913,,,,carnivore,месојад
914,,,,chordate,хордати
915,,,,eutherian,виш_цицач
916,,,,mammal,цицач
917,,,,mammalian,DUPLICATE_цицач
918,,,,animate_being,живо_суштество
919,,,,eutherian_mammal,DUPLICATE_виш_цицач
920,,,,locomote,NO_TRANSLATION
921,,,,placental_mammal,DUPLICATE_плацентален_цицач
922,,,,craniate,черепни
923,,,,domesticated_animal,припитомено_животно
924,,,,physical_entity,физички_ентитет
925,,,,domestic_animal,домашно_животно
926,,,,living_thing,живо_битие
