,ID,Relation,Source,Target,SL
879,L02_49,hypernyms - misc,vase,,vaza
880,,,,jar,kozarec
881,,,,vessel,posoda
882,,,,container,vsebnik
883,,,,artifact,predmet
884,,,,artefact,DUPLICATE_predmet
885,,,,unit,kos
886,,,,object,objekt
887,,,,physical_object,fizični_predmet
888,,,,physical_entity,fizična_stvar
889,,,,entity,stvar
891,L02_50,hypernyms - misc,wristband,,zapestnica
892,,,,band,obroč
893,,,,strip,trak
894,,,,slip,NO_TRANSLATION
895,,,,artifact,predmet
896,,,,artefact,DUPLICATE_predmet
897,,,,unit,kos
898,,,,object,objekt
899,,,,physical_object,fizični_predmet
900,,,,physical_entity,fizična_stvar
901,,,,entity,stvar
