,ID,Relation,Source,Target,SL
875,L09_46,antonyms - gradable,warm,,toplo
876,,,,cool,hladno
877,,,,cold,hladneje
878,,,,chilly,zmrznjeno
879,,,,frosty,zamrznjeno
880,,,,frigid,hladen
882,L09_47,antonyms - gradable,white,,belo
883,,,,black,črno
884,,,,dark,temno
885,,,,lightless,nesvetleče
887,L09_48,antonyms - gradable,wide,,široko
888,,,,narrow,ozko
889,,,,constricting,zoženo
890,,,,constrictive,zožitev
891,,,,narrowing,zoženje
892,,,,narrowed,DUPLICATE_zoženo
893,,,,narrow-mouthed,ozek
894,,,,slender,vitek
895,,,,thin,tanek
896,,,,strait,ožina
897,,,,straplike,zapeto
898,,,,tapered,DUPLICATE_zoženo
899,,,,tapering,DUPLICATE_zožitev
900,,,,limited,omejeno
902,L09_49,antonyms - gradable,willing,,pripravljen
903,,,,unwilling,nepripravljen
904,,,,defiantnoncompliant,NO_TRANSLATION
905,,,,involuntary,neprostovoljen
906,,,,nonvoluntary,DUPLICATE_neprostovoljen
907,,,,unvoluntary,DUPLICATE_neprostovoljen
908,,,,disinclined,neposrečen
909,,,,averse,nasproten
910,,,,backward,nasprotujoč
911,,,,hesitant,oklevajoč
912,,,,indisposed,nerazstavljen
913,,,,loath,nagel
914,,,,reluctant,nenaklonjen
915,,,,uneager,nepravilen
916,,,,unwishful,neupravičen
918,L09_50,antonyms - gradable,young,,mlad
919,,,,old,star
920,,,,aged,staran
921,,,,elderly,starejši
922,,,,older,DUPLICATE_starejši
923,,,,senior,senior
924,,,,age,starost
925,,,,aging,staranje
926,,,,ageing,DUPLICATE_staranje
927,,,,senescent,stara
928,,,,ancient,starodaven
929,,,,anile,ostarel
930,,,,centenarian,stoletnik
931,,,,darkened,zatemnjen
932,,,,doddering,izmikajoče
933,,,,doddery,starčevski
934,,,,gaga,DUPLICATE_ostarel
935,,,,senile,senilen
936,,,,emeritus,emeritus
937,,,,grey,siv
938,,,,gray,DUPLICATE_siv
939,,,,grey-haired,sivolas
940,,,,gray-haired,sivolaska
941,,,,grey-headed,sivoglav
942,,,,gray-headed,sivoglava
943,,,,grizzly,DUPLICATE_siv
944,,,,hoar,DUPLICATE_siv
945,,,,hoary,sivkast
946,,,,white-haired,belolas
947,,,,middle-aged,srednjih_let
948,,,,nonagenarian,doba
949,,,,octogenarian,osemdesetletnik
950,,,,oldish,DUPLICATE_starejši
951,,,,overage,prestar
952,,,,overaged,DUPLICATE_prestar
953,,,,superannuated,nadgrajen
954,,,,over-the-hill,čez_hrib
955,,,,sexagenarian,estdesetletnik
956,,,,venerable,časten
957,,,,experienced,izkušen
958,,,,experient,z_izkušnjami
959,,,,mature,zrel
