,ID,Relation,Source,Target,SL
781,,,,amorousness,zaljubljenost
782,,,,enamoredness,DUPLICATE_zaljubljenost
783,,,,ardor,gorečnost
784,,,,ardour,DUPLICATE_gorečnost
785,,,,benevolence,dobrohotnost
786,,,,devotion,predanost
787,,,,devotedness,DUPLICATE_predanost
788,,,,filial_love,sinovska_ljubezen
789,,,,heartstrings,srčne_strune
790,,,,lovingness,ljubeznivost
791,,,,caring,skrben
792,,,,loyalty,zvestoba
793,,,,puppy_love,pasja_ljubezen
794,,,,calf_love,telečja_ljubezen
795,,,,crush,simpatija
796,,,,infatuation,DUPLICATE_zaljubljenost
797,,,,worship,DUPLICATE_čaščenje
798,,,,adoration,občudovanje
799,,,,aggravation,razburljenje
800,,,,exasperation,DUPLICATE_ogorčenje
801,,,,displeasure,nezadovoljstvo
802,,,,frustration,frustracija
803,,,,harassment,nadlegovanje
804,,,,torment,mučenje
805,,,,pique,DUPLICATE_razdraženost
806,,,,temper,temperament
807,,,,irritation,draženje
808,,,,fit,ihta
809,,,,tantrum,DUPLICATE_ihta
810,,,,scene,scena
811,,,,conniption,DUPLICATE_NO_TRANSLATION
812,,,,irascibility,razdražljivost
813,,,,short_temper,slabi_živci
814,,,,spleen,vranica
815,,,,quick_temper,hitro_razdražljiv
816,,,,lividity,živahnost
817,,,,wrath,DUPLICATE_jeza
818,,,,dudgeon,DUPLICATE_zamera
819,,,,high_dudgeon,DUPLICATE_NO_TRANSLATION
820,,,,willies,neprijetnost
821,,,,comfort,udobje
822,,,,quality_of_life,kakovost_življenja
823,,,,blessedness,blagor
824,,,,beatitude,DUPLICATE_blagor
825,,,,beatification,blaženost
826,,,,radiance,sijaj
827,,,,embitterment,zagrenjenost
828,,,,sadness,žalost
829,,,,sorrow,DUPLICATE_žalost
830,,,,sorrowfulness,poln_žalosti
831,,,,pall,DUPLICATE_NO_TRANSLATION
832,,,,foreboding,slutnja
833,,,,premonition,DUPLICATE_slutnja
834,,,,presentiment,DUPLICATE_slutnja
835,,,,boding,DUPLICATE_NO_TRANSLATION
836,,,,gloom,mrak
837,,,,gloominess,mračnost
838,,,,somberness,DUPLICATE_mračnost
839,,,,sombreness,DUPLICATE_mračnost
840,,,,suspense,napetost
841,,,,trepidation,DUPLICATE_trema
842,,,,swivet,zelo_razburjen
843,,,,cold_feet,prestrašen
844,,,,diffidence,nezaupljivost
845,,,,self-doubt,dvom_vase
846,,,,self-distrust,samouničujoč
847,,,,shyness,sramežljivost
848,,,,aggression,agresija
849,,,,aggressiveness,agresivnost
850,,,,animosity,neprijaznost
851,,,,animus,DUPLICATE_NO_TRANSLATION
852,,,,bad_blood,slabi_odnosi
853,,,,antagonism,antagonizem
854,,,,belligerence,bojevitost
855,,,,belligerency,DUPLICATE_bojevitost
856,,,,class_feeling,nevoščljivost
857,,,,resentment,DUPLICATE_zamera
858,,,,bitterness,grenkoba
859,,,,gall,DUPLICATE_NO_TRANSLATION
860,,,,rancor,DUPLICATE_sovraštvo
861,,,,rancour,DUPLICATE_sovraštvo
862,,,,maleficence,DUPLICATE_zlobnost
863,,,,malice,DUPLICATE_zloba
864,,,,maliciousness,zlonamernost
865,,,,spite,DUPLICATE_zamera
866,,,,spitefulness,zamerljivost
867,,,,venom,strup
868,,,,vindictiveness,maščevalnost
869,,,,vengefulness,DUPLICATE_maščevalnost
870,,,,misocainea,DUPLICATE_NO_TRANSLATION
871,,,,euphoria,evforija
872,,,,euphory,DUPLICATE_evforija
873,,,,bang,bum
874,,,,boot,DUPLICATE_NO_TRANSLATION
875,,,,charge,vodstven
876,,,,rush,hiteč
877,,,,flush,rdečica
878,,,,kick,brca
879,,,,intoxication,zastrupljen
880,,,,titillation,žgečkljivost
881,,,,triumph,DUPLICATE_zmagoslavje
882,,,,beneficence,dobrotljivost
883,,,,warmheartedness,toplosrčnost
884,,,,warmth,toplina
885,,,,nirvana,nirvana
886,,,,enlightenment,razsvetljenost
887,,,,mourning,žalovanje
888,,,,bereavement,DUPLICATE_žalovanje
889,,,,poignance,pretresen
890,,,,poignancy,oster
891,,,,presage,napovedan
892,,,,shadow,senčen
893,,,,hesitance,oklevajoč
894,,,,hesitancy,DUPLICATE_oklevajoč
895,,,,unassertiveness,nesorazmeren
896,,,,warpath,bojevit
897,,,,envy,zavist
898,,,,enviousness,zavisten
899,,,,grudge,DUPLICATE_zamera
900,,,,score,dosegljiv
901,,,,grievance,žalujoč
902,,,,heartburning,srce_parajoč
903,,,,sulkiness,čemernost
904,,,,huffishness,DUPLICATE_NO_TRANSLATION
905,,,,covetousness,pohlep
906,,,,jealousy,ljubosumje
907,,,,green-eyed_monster,zelenooka_pošast
908,,,,penis_envy,moška_zavist
910,L03_26,hyponyms - misc,flask,,posoda
911,,,,thermos,termos
912,,,,ampulla,ampula
913,,,,canteen,kantina
914,,,,erlenmeyer_flask,erlenmajerica
915,,,,hipflask,posoda_za_pas
916,,,,pocket_flask,žepna_posoda
917,,,,round-bottom_flask,posoda_z_okroglim_dnom
918,,,,vacuum_flask,posoda_na_vakum
919,,,,vacuum_bottle,steklenica_na_vakum
920,,,,dewar_flask,dewarjeva_posoda
921,,,,dewar,dewarjevica
922,,,,thermos_bottle,termo_steklenica
923,,,,thermos_flask,termo_posoda
925,L03_27,hyponyms - misc,guitar,,kitara
926,,,,ukulele,ukulele
927,,,,bass,bas
928,,,,bass_guitar,bas_kitara
929,,,,acoustic_guitar,akustična_kitara
930,,,,cittern,citre
931,,,,cithern,DUPLICATE_citre
932,,,,cither,DUPLICATE_citre
933,,,,citole,NO_TRANSLATION
934,,,,gittern,DUPLICATE_NO_TRANSLATION
935,,,,electric_guitar,električna_kitara
936,,,,hawaiian,havajski
937,,,,steel,jeklo
938,,,,uke,uku
940,L03_28,hyponyms - misc,gun,,pištola
941,,,,rifle,puška
942,,,,air,zrak
943,,,,airgun,zračna_pištola
944,,,,antiaircraft,protizračna
945,,,,flak,flak
946,,,,flack,DUPLICATE_flak
947,,,,pom-pom,pom-pom
948,,,,ack-ack,ack-ack
949,,,,breechloader,nakladalnik
950,,,,cannon,top
951,,,,firearm,strelno_orožje
952,,,,piece,kos
953,,,,small-arm,majhno_orožje
954,,,,gas,plun
955,,,,minute,minuta
956,,,,quaker,potresnik
957,,,,set,set
958,,,,spring,vzmet
959,,,,whaling,kitolov
961,L03_29,hyponyms - misc,jewel,,dragulj
962,,,,diamond,diaman
963,,,,ruby,rubin
964,,,,pearl,biser
965,,,,emerald,smaragd
966,,,,sapphire,safir
968,L03_30,hyponyms - misc,jewelry,,nakit
969,,,,bracelet,zapestnica
970,,,,bead,kroglica
971,,,,bijou,bijou
972,,,,bling,blesk
973,,,,bling_bling,blesk_blesk
974,,,,bangle,DUPLICATE_zapestnica
975,,,,clip,sponka
976,,,,cufflink,manšeta
977,,,,earring,uhan
978,,,,jewel,dragulj
979,,,,gem,DUPLICATE_dragulj
980,,,,precious_stone,dragi_kamen
981,,,,necklace,ogrlica
982,,,,pin,bucika
983,,,,ring,prstan
984,,,,band,trak
985,,,,tie_clip,sponka_za_kravato
986,,,,bugle,NO_TRANSLATION
987,,,,anklet,DUPLICATE_NO_TRANSLATION
988,,,,ankle_bracelet,zapestnica_okoli_gležnja
989,,,,armilla,armilarna_krogla
990,,,,pendant_earring,obesek_uhan
991,,,,drop_earring,spuščen_uhan
992,,,,eardrop,ušesna_kapljica
993,,,,crown_jewel,kronin_dragulj
994,,,,diamond,diamant
995,,,,emerald,smaragd
996,,,,pearl,biser
997,,,,ruby,rubin
998,,,,sapphire,safir
999,,,,solitaire,pasjansa
1000,,,,chain,veriga
1001,,,,string,vrvica
1002,,,,strand,pramen
1003,,,,choker,čoker
1004,,,,collar,ovratnik
1005,,,,dog_collar,pasja_ovratnica
1006,,,,neckband,pas_za_vrat
1007,,,,brooch,broška
1008,,,,broach,broš
1009,,,,breastpin,prsna_igla
1010,,,,scatter_pin,razpršena_igla
1011,,,,stickpin,DUPLICATE_NO_TRANSLATION
1012,,,,tie_tack,igla_za_kravato
1013,,,,tiepin,kravatna_igla
1014,,,,scarfpin,igla_za_šal
1015,,,,annulet,obroček
1016,,,,engagement_ring,zaročni_prstan
1017,,,,mourning_ring,žalovalni_prstan
1018,,,,ringlet,DUPLICATE_NO_TRANSLATION
1019,,,,signet_ring,pečatni_prstan
1020,,,,seal_ring,DUPLICATE_pečatni_prstan
1021,,,,wedding_ring,poročni_prstan
1022,,,,wedding_band,poročni_trak
1023,,,,ice,led
1024,,,,sparkler,iskrica
1025,,,,seed_pearl,semenski_biser
1026,,,,sunburst,sončni_udar
1028,L03_31,hyponyms - misc,mixer,,mešalnik
1029,,,,blender,mešalnik
1030,,,,liquidizer,likvidator
1031,,,,liquidiser,DUPLICATE_likvidator
1032,,,,eggbeater,mešalnik_za_jajca
1033,,,,eggwhisk,metlica_za_jajca
1034,,,,electric,električni
1035,,,,whisk,stepalnik
1037,L03_32,hyponyms - misc,month,,mesec
1038,,,,january,januar
1039,,,,february,februar
1040,,,,march,marec
1041,,,,april,april
1042,,,,may,maj
1043,,,,june,junij
1044,,,,july,julij
1045,,,,august,avgust
1046,,,,september,september
1047,,,,october,oktober
1048,,,,november,november
1049,,,,december,december
1050,,,,jan,jan
1051,,,,feb,feb
1052,,,,mar,mar
1053,,,,apr,apr
1054,,,,jun,jun
1055,,,,jul,jul
1056,,,,aug,avg
1057,,,,sep,sep
1058,,,,oct,okt
1059,,,,nov,nov
1060,,,,dec,dec
1062,L03_33,hyponyms - misc,oven,,pečica
1063,,,,broiler,pekač
1064,,,,dutch_oven,nizozemska_pečica
1065,,,,gas_oven,plinska_pečica
1066,,,,rotisserie,žar
1067,,,,tandoor,tandur
1069,L03_34,hyponyms - misc,painting,,slika
1070,,,,watercolor,akvarel
1071,,,,abstraction,abstrakcija
1072,,,,cityscape,mestna_pokrajina
1073,,,,daub,NO_TRANSLATION
1074,,,,distemper,DUPLICATE_NO_TRANSLATION
1075,,,,finger-painting,slikanje_s_prstom
1076,,,,icon,ikona
1077,,,,ikon,DUPLICATE_ikona
1078,,,,landscape,pokrajina
1079,,,,miniature,miniatura
1080,,,,illumination,osvetlitev
1081,,,,monochrome,enobarvno
1082,,,,mural,freska
1083,,,,wall,zid
1084,,,,nude,golota
1085,,,,nude_painting,akt
1086,,,,oil,olje
1087,,,,pentimento,DUPLICATE_NO_TRANSLATION
1088,,,,sand,pesek
1089,,,,seascape,morska_pokrajina
1090,,,,waterscape,vodna_pokrajina
1091,,,,semi-abstraction,pol_abstraktno
1092,,,,still_life,mirno_življenje
1093,,,,tanka,DUPLICATE_NO_TRANSLATION
1094,,,,water-color,vodna_barva
1095,,,,watercolour,DUPLICATE_vodna_barva
1096,,,,water-colour,DUPLICATE_vodna_barva
1097,,,,fresco,DUPLICATE_freska
1098,,,,graffitti,grafit
1100,L03_35,hyponyms - misc,poem,,pesem
1101,,,,haiku,haiku
1102,,,,abecedarius,abecedarius
1103,,,,alcaic,alkaik
1104,,,,alcaic_verse,alkaičen_verz
1105,,,,ballad,balada
1106,,,,lay,položitev
1107,,,,ballade,DUPLICATE_balada
1108,,,,blank_verse,prazen_verz
1109,,,,elegy,elegija
1110,,,,lament,objokavanje
1111,,,,epic_poem,epska_pesem
1112,,,,heroic_poem,herojska_pesem
1113,,,,epic,ep
1114,,,,epos,DUPLICATE_ep
1115,,,,free_verse,prosti_verz
1116,,,,vers_libre,DUPLICATE_prosti_verz
1117,,,,lyric,lirika
1118,,,,lyric_poem,lirična_pesem
1119,,,,rondeau,rondel
1120,,,,rondel,DUPLICATE_rondel
1121,,,,sonnet,sonet
1122,,,,tanka,NO_TRANSLATION
1123,,,,terza_rima,terza_rima
1124,,,,verse,verz
1125,,,,rhyme,rima
1126,,,,versicle,verzikla
1128,L03_36,hyponyms - misc,railway,,železnica
1129,,,,monorail,enotirna_železnica
1130,,,,cable,žičnica
1131,,,,funicular,vzpenjača
1132,,,,cog,zobnik
1133,,,,rack,stojalo
1134,,,,elevated,povišano
1135,,,,el,el
1136,,,,overhead,nadglavno
1137,,,,metro,metro
1138,,,,tube,cev
1139,,,,underground,podzemna
1140,,,,subway,DUPLICATE_podzemna
1141,,,,rail,železnica
1143,L03_37,hyponyms - misc,season,,sezona
1144,,,,spring,pomlad
1145,,,,harvest,žetev
1146,,,,haying,seno
1147,,,,fall,jesen
1148,,,,autumn,DUPLICATE_jesen
1149,,,,springtime,pomladni_čas
1150,,,,summer,poletje
1151,,,,summertime,poletni_čas
1152,,,,winter,zima
1153,,,,wintertime,zimski_čas
1154,,,,rainy,deževno
1155,,,,dry,suho
1156,,,,growing,rastoče
1157,,,,seedtime,čas_za_setev
1158,,,,sheepshearing,striženje_ovvc
1159,,,,holiday,počitnica
1160,,,,high,visok
1161,,,,peak,vrh
1162,,,,off-season,izzven_sezone
1163,,,,preseason,predsezona
1164,,,,baseball,bejzbol
1165,,,,basketball,košarka
1166,,,,exhibition,razstava
1167,,,,concert,koncert
1168,,,,fishing,ribolov
1169,,,,football,nogomet
1170,,,,hockey,hokej
1171,,,,hunting,lov
1172,,,,social,socialni
1173,,,,theatrical,gledališko
1174,,,,whitsun,vnebohod
1175,,,,whitsuntide,vnebohodna_nedelja
1176,,,,whitweek,vnebohodni_teden
1178,L03_38,hyponyms - misc,seat,,sedež
1179,,,,chair,stol
1180,,,,bench,klop
1181,,,,box,škatla
1182,,,,ottoman,tabure
1183,,,,pouf,blazina
1184,,,,pouffe,DUPLICATE_blazina
1185,,,,puff,DUPLICATE_blazina
1186,,,,hassock,DUPLICATE_tabure
1187,,,,sofa,zofa
1188,,,,couch,kavč
1189,,,,lounge,lounge
1190,,,,stool,stolček
1191,,,,toilet,stranišče
1193,L03_39,hyponyms - misc,shelf,,polica
1194,,,,bookshelf,knjižna_polica
1195,,,,hob,grelna_polica
1196,,,,mantel,kamin
1197,,,,mantelpiece,kaminska_polica
1198,,,,mantle,DUPLICATE_kamin
1199,,,,mantlepiece,DUPLICATE_kaminska_polica
1200,,,,chimneypiece,dimnik
1201,,,,overmantel,kaminska_obloga
1202,,,,berm,nabrežje
1204,L03_40,hyponyms - misc,shirt,,srajca
1205,,,,polo,polo
1206,,,,camise,tunika
1207,,,,dashiki,dašiki
1208,,,,daishiki,DUPLICATE_dašiki
1209,,,,dress,obleka
1210,,,,evening,večer
1211,,,,hair,lasje
1212,,,,jersey,dres
1213,,,,t-shirt,majica
1214,,,,tee,DUPLICATE_majica
1215,,,,kurta,kurta
1216,,,,sport,šport
1217,,,,tank,rezervoar
1218,,,,work-shirt,delovna_majica
1220,L03_41,hyponyms - misc,shoes,,čevlji
1221,,,,sneakers,superge
1222,,,,anklet,gležnarji
1223,,,,baby_shoes,čevlji_za_dojenčke
1224,,,,balmoral,DUPLICATE_gležnarji
1225,,,,blucher,DUPLICATE_gležnarji
1226,,,,bowling_shoes,čevlji_za_bowling
1227,,,,brogan,DUPLICATE_gležnarji
1228,,,,brogue,NO_TRANSLATION
1229,,,,clodhopper,težki_čevlji
1230,,,,work_shoes,delovni_čevlji
1231,,,,calceus,kalceus
1232,,,,chopine,DUPLICATE_NO_TRANSLATION
1233,,,,platform_shoes,čevlji_s_platformo
1234,,,,chukka,škornji_chukka
1235,,,,boots,škornji
1236,,,,cleats,klini
1237,,,,congress_shoes,DUPLICATE_NO_TRANSLATION
1238,,,,gaiters,gamaše
1239,,,,flipper_shoes,čevlji_s_plavutko
1240,,,,fin_shoes,DUPLICATE_čevlji_s_plavutko
1241,,,,ghillie,DUPLICATE_NO_TRANSLATION
1242,,,,gillie,DUPLICATE_NO_TRANSLATION
1243,,,,gym_shoes,športni_copati
1244,,,,tennis_shoes,DUPLICATE_športni_copati
1245,,,,loafers,mokasinke
1246,,,,moccasins,DUPLICATE_mokasinke
1247,,,,mocassins,DUPLICATE_mokasinke
1248,,,,oxford_shoes,Oxford_čevlji
1249,,,,pump_shoes,salonarji
1250,,,,running_shoes,tekaški_čevlji
1251,,,,sabot,cokla
1252,,,,wooden_shoes,lesene_cokle
1253,,,,sandals,sandale
1254,,,,slingbacks,čevlji_s_peto
1255,,,,sling_shoes,DUPLICATE_čevlji_s_peto
1256,,,,walker_shoes,sprehajalni_čevlji
1257,,,,walking_shoes,pohodni_čevlji
1258,,,,wedgie,platformni_čevlji
1259,,,,wing_shoes,krilni_čevlji
1260,,,,tip_shoes,čevlji_s_konico
1261,,,,stiletto,DUPLICATE_čevlji_s_peto
1262,,,,heeled,DUPLICATE_čevlji_s_peto
1264,L03_42,hyponyms - misc,sofa,,kavč
1265,,,,divan,divan
1266,,,,diwan,DUPLICATE_divan
1267,,,,convertible_sofa,raztegljivi_kavč
1268,,,,daybed,dnevna_postelja
1269,,,,loveseat,dvosed
1270,,,,settee,zofa
1271,,,,squab,NO_TRANSLATION
1273,L03_43,hyponyms - misc,song,,pesem
1274,,,,lullaby,uspavanka
1275,,,,religious_song,verska_pesem
1276,,,,anthem,himna
1277,,,,aria,arija
1278,,,,ballad,balada
1279,,,,lay,laična_pesem
1280,,,,barcarole,barkarola
1281,,,,barcarolle,DUPLICATE_barkarola
1282,,,,ditty,popevka
1283,,,,dirge,žalostinka
1284,,,,coronach,pogrebnica
1285,,,,lament,DUPLICATE_žalostinka
1286,,,,requiem,rekvijem
1287,,,,threnody,nagrobnica
1288,,,,drinking_song,pivska_pesem
1289,,,,folk_song,ljudska_pesem
1290,,,,folksong,DUPLICATE_ljudska_pesem
1291,,,,folk_ballad,ljudska_balada
1292,,,,lied,NO_TRANSLATION
1293,,,,love_song,ljubezenska_pesem
1294,,,,love-song,DUPLICATE_ljubezenska_pesem
1295,,,,cradlesong,otroška_pesem
1296,,,,berceuse,DUPLICATE_uspavanka
1297,,,,oldie,stara_pesem
1298,,,,golden_oldie,dobra_stara_pesem
1299,,,,partsong,večglasna_pesem
1300,,,,prothalamion,poročna_pesem
1301,,,,prothalamium,svatbena_pesem
1302,,,,roundelay,kratka_pesem
1303,,,,scolion,DUPLICATE_banketna_pesem
1304,,,,banquet_song,banketna_pesem
1305,,,,serenade,serenada
1306,,,,torch_song,DUPLICATE_ljubezenska_pesem
1307,,,,work_song,delovna_pesem
1309,L03_44,hyponyms - misc,spice,,začimba
1310,,,,pepper,poper
1311,,,,allspice,piment
1312,,,,ajwain,ajwain
1313,,,,cumin,kumina
1314,,,,caraway_seed,DUPLICATE_kumina
1315,,,,cardamom,kardamom
1316,,,,cassia,kasia
1317,,,,cayenne,kajen
1318,,,,celery_seeds,semena_zelene
1319,,,,chile_pepper,DUPLICATE_čili
1320,,,,chile,čili
1321,,,,cinnamon,cimet
1322,,,,clove,nageljnova_žbica
1323,,,,coriander,koriander
1324,,,,dill,koper
1325,,,,fennel,koromač
1326,,,,fenugreek,triplat
1327,,,,frankincense,kadilo
1328,,,,galangal,galangal
1329,,,,garlic,česenj
1330,,,,ginger,ingver
1331,,,,horseradish,hren
1332,,,,jalapeño,jalapeno
1333,,,,juniper,brin
1334,,,,licorice,sladič
1335,,,,mace,muškatni_cvet
1336,,,,mustard,gorčica
1337,,,,nutmeg,muškatni_orešček
1338,,,,onion,ebula
1339,,,,paprika,paprika
1340,,,,peppercorns,poprova_zrna
1341,,,,saffron,žafran
1342,,,,savory,šetraj
1343,,,,sesame,sezam
1344,,,,anise,janež
1345,,,,sumac,ruj
1346,,,,tabasco,tabasko
1347,,,,tamarind,tamarind
1348,,,,turmeric,kurkuma
1349,,,,five_spice_powder,prah_petih_začimb
1350,,,,powdered_ginger,ingver_v_prahu
1351,,,,chinese_anise,kitajski_janež
1352,,,,star_anise,zvezdasti_janež
1353,,,,star_aniseed,DUPLICATE_zvezdasti_janež
1355,L03_45,hyponyms - misc,sweater,,jopica
1356,,,,turtleneck,puli
1357,,,,cardigan,jopa
1358,,,,pullover,pulover
1359,,,,slipover,DUPLICATE_pulover
1360,,,,turtle,DUPLICATE_puli
1361,,,,polo-neck,DUPLICATE_puli
1363,L03_46,hyponyms - misc,tool,,orodje
1364,,,,rake,grablje
1365,,,,abrader,brusilnik
1366,,,,abradant,rezalno_orodje
1367,,,,bender,zvijalnik
1368,,,,clincher,NO_TRANSLATION
1369,,,,comb,glavnik
1370,,,,cutting_implement,orodje_za_rezanje
1371,,,,drill,vrtalnik
1372,,,,eolith,DUPLICATE_NO_TRANSLATION
1373,,,,fork,vilice
1374,,,,gang,žaga
1375,,,,garden_tool,vrtno_orodje
1376,,,,lawn_tool,orodje_za_trato
1377,,,,grapnel,kavelj
1378,,,,grapple,kljuka
1379,,,,grappler,zagrabljač
1380,,,,grappling_hook,zagrabljalni_kavelj
1381,,,,grappling_iron,sidro
1382,,,,hack,kramp
1383,,,,hand_tool,ročno_orodje
1384,,,,hoe,motika
1385,,,,jack,udarno_kladivo
1386,,,,jaws_of_life,rezalnik_za_reševanje
1387,,,,neolith,neolitsko_orodje
1388,,,,paleolith,paleolit
1389,,,,pestle,tolkač
1390,,,,muller,bat
1391,,,,pounder,DUPLICATE_tolkač
1392,,,,plow,plug
1393,,,,plough,DUPLICATE_plug
1394,,,,power_tool,električno_orodje
1395,,,,punch,luknjač
1396,,,,puncher,DUPLICATE_luknjač
1397,,,,ram,oven
1398,,,,rounder,orodje_za_zaokroževanje
1399,,,,saw_set,komplet_žag
1400,,,,shaping_tool,oblikovalno_orodje
1401,,,,strickle,orodje_za_črte
1402,,,,stylus,paličica
1403,,,,style,pisalo
1404,,,,tamp,drog
1405,,,,tamper,podporni_drog
1406,,,,tamping_bar,podporna_palica
1407,,,,tap,orodje_za_izdelavo_navoja
1408,,,,upset,DUPLICATE_NO_TRANSLATION
1409,,,,swage,kalup
1411,L03_47,hyponyms - misc,toy,,igrača
1412,,,,doll,lutka
1413,,,,ball,oga
1414,,,,balloon,balon
1415,,,,cockhorse,jezdec
1416,,,,dolly,punčka
1417,,,,dollhouse,hišica_za_punčke
1418,,,,house,hiša
1419,,,,frisbee,frizbi
1420,,,,hobby,hobi
1421,,,,hobbyhorse,konjiček
1422,,,,rocking,zibalnik
1423,,,,horse,gugalni_konj
1424,,,,hula-hoop,hula-hoop_obroč
1425,,,,jack-in-the-box,jakec_v_škatli
1426,,,,jungle,vrtno_igralo
1427,,,,gym,otroško_igralo
1428,,,,jumping,cepetavček
1429,,,,jack,DUPLICATE_cepetavček
1430,,,,kaleidoscope,kaleidoskop
1431,,,,kite,zmaj
1432,,,,lego,lego
1433,,,,meccano,meccano
1434,,,,shooter,igrača_za_streljanje
1435,,,,pinata,pinjata
1436,,,,pinwheel,vetrnica
1437,,,,playhouse,igralna_hiša
1438,,,,wendy,igrala
1439,,,,pogo,pogo_palica
1440,,,,stick,DUPLICATE_pogo_palica
1441,,,,popgun,pokalica
1442,,,,rattle,ropotulja
1443,,,,sandbox,peskovnik
1444,,,,sandpile,pesek
1445,,,,sandpit,DUPLICATE_peskovnik
1446,,,,seesaw,DUPLICATE_gugalnica
1447,,,,teeter,nihalna_gugalnica
1448,,,,teeter-totter,previsna_gugalnica
1449,,,,teetertotter,DUPLICATE_previsna_gugalnica
1450,,,,teeterboard,plošča_za_igranje
1451,,,,tilting,zibalček
1452,,,,board,deska
1453,,,,dandle,viseča_igrača
1454,,,,slide,tobogan
1455,,,,playground,igrišče
1456,,,,sliding,drča
1457,,,,slingshot,frača
1458,,,,sling,DUPLICATE_frača
1459,,,,catapult,katapult
1460,,,,swing,gugalnica
1461,,,,teddy,medvedek
1462,,,,bear,DUPLICATE_medvedek
1463,,,,top,vrh
1464,,,,whirligig,vrtavka
1465,,,,teetotum,DUPLICATE_vrtavka
1466,,,,spinning,DUPLICATE_vrtavka
1467,,,,train,vlakec
1468,,,,water_pistol,vodna_pištola
1469,,,,gun,pištola
1470,,,,squirt,DUPLICATE_vodna_pištola
1471,,,,squirter,DUPLICATE_vodna_pištola
1472,,,,yo-yo,yo-yo
1474,L03_48,hyponyms - misc,trousers,,hlače
1475,,,,jeans,kavbojke
1476,,,,bellbottom_trousers,hlače_na_zvonec
1477,,,,bell-bottoms,DUPLICATE_hlače_na_zvonec
1478,,,,bellbottom_pants,DUPLICATE_hlače_na_zvonec
1479,,,,breeches,brgeše
1480,,,,knee_breeches,hlače_do_kolen
1481,,,,knee_pants,DUPLICATE_hlače_do_kolen
1482,,,,knickerbockers,pumparice
1483,,,,knickers,spodnjice
1484,,,,chino,DUPLICATE_hlače
1485,,,,churidars,NO_TRANSLATION
1486,,,,cords,kabel
1487,,,,corduroys,žametne_hlače
1488,,,,flannel,flanelne_hlače
1489,,,,gabardine,kaftan
1490,,,,tweed,tvid
1491,,,,white,bela
1492,,,,jean,jeans
1493,,,,blue_jean,modri_jeans
1494,,,,denim,denim
1495,,,,jodhpurs,jahalne_hlače
1496,,,,jodhpur_breeches,DUPLICATE_jahalne_hlače
1497,,,,riding_breeches,DUPLICATE_jahalne_hlače
1498,,,,long_trousers,dolge_hlače
1499,,,,long_pants,DUPLICATE_dolge_hlače
1500,,,,pajama,pižama
1501,,,,pyjama,DUPLICATE_pižama
1502,,,,pantaloon,pantalonske_hlače
1503,,,,pedal_pusher,tričetrtinske_hlače
1504,,,,toreador_pants,bikoborske_hlače
1505,,,,salwar,šalvar_hlače
1506,,,,shalwar,DUPLICATE_šalvar_hlače
1507,,,,short_pants,kratke_hlače
1508,,,,shorts,DUPLICATE_kratke_hlače
1509,,,,trunks,hlačke
1510,,,,slacks,DUPLICATE_hlače
1511,,,,stretch_pants,elastične_hlače
1512,,,,sweat_pants,trenirka
1513,,,,sweatpants,DUPLICATE_trenirka
1514,,,,trews,svitice
1515,,,,britches,DUPLICATE_jahalne_hlače
1516,,,,buckskins,usnjene_hlače
1517,,,,plus_fours,golf_hlače
1518,,,,trunk_hose,DUPLICATE_NO_TRANSLATION
1519,,,,levi's,hlače_levi's
1520,,,,levis,hlače_levis
1521,,,,bermuda_shorts,bermuda_hlače
1522,,,,jamaica_shorts,jamajka_hlače
1523,,,,hot_pants,DUPLICATE_kratke_hlače
1524,,,,lederhosen,lederhosen
1526,L03_49,hyponyms - misc,weapon,,orožje
1527,,,,gun,pištola
1528,,,,bow,lok
1529,,,,arrow,puščica
1530,,,,dart,DUPLICATE_ploščica
1531,,,,knucks,boksar
1532,,,,knuckles,DUPLICATE_boksar
1533,,,,flamethrower,plamenometalec
1534,,,,knife,nož
1535,,,,missile,raketa
1536,,,,pike,sulica
1537,,,,projectile,izstrelek
1538,,,,slasher,rezalnik
1539,,,,sling,frača
1540,,,,spear,kopje
1541,,,,lance,DUPLICATE_kopje
1542,,,,shaft,cev
1543,,,,stun,igrača
1544,,,,baton,pondrek
1545,,,,sword,meč
1546,,,,blade,rezilo
1547,,,,brand,vžgati
1548,,,,steel,jeklo
1549,,,,tomahawk,DUPLICATE_sekira
1550,,,,hatchet,sekira
1551,,,,fire,ogenj
1553,L03_50,hyponyms - misc,weekday,,dan_v_tednu
1554,,,,monday,ponedeljek
1555,,,,workday,delovni_dan
1556,,,,working_day,DUPLICATE_delovni_dan
1557,,,,work_day,DUPLICATE_delovni_dan
1558,,,,feria,DUPLICATE_delovni_dan
1559,,,,mon,pon
1560,,,,tuesday,torek
1561,,,,tues,tor
1562,,,,wednesday,sreda
1563,,,,midweek,sredina_tedna
1564,,,,wed,sre
1565,,,,thursday,četrtek
1566,,,,th,čet
1567,,,,friday,petek
1568,,,,fri,pet
1569,,,,saturday,sobota
1570,,,,sabbatum,sabat
1571,,,,sat,sob
