,ID,Relation,Source,Target,SL
849,,,,animal,žival
850,,,,organism,organizem
851,,,,fauna,favna
852,,,,chordate,strunar
853,,,,domestic_fowl,domača_perjad
854,,,,animate_being,gibajoče_bitje
855,,,,gallinaceous_bird,kura
856,,,,craniate,craniata
857,,,,gallinacean,DUPLICATE_kura
858,,,,living_thing,živo_bitje
860,L01_46,hypernyms - animals,tyrannosaurus,,tiranozaver
861,,,,dinosaur,dinozaver
862,,,,reptile,plazilec
863,,,,theropod,teropod
864,,,,theropod_dinosaur,dinozaver_teropod
865,,,,bird-footed_dinosaur,ptičjenogi_dinozaver
866,,,,archosaur,arhozaver
867,,,,archosaurian,arhozaverski
868,,,,archosaurian_reptile,arhozaverski_plazilec
870,L01_47,hypernyms - animals,velociraptor,,velociraptor
871,,,,dinosaur,dinozaver
872,,,,reptile,plazilec
873,,,,maniraptor,maniraptor
874,,,,archosaur,arhozaver
875,,,,archosaurian,arhozaverski
876,,,,archosaurian_reptile,arhozaverski_plazilec
878,L01_48,hypernyms - animals,viper,,viper
879,,,,snake,kača
880,,,,reptile,plazilec
881,,,,serpent,DUPLICATE_kača
882,,,,ophidian,DUPLICATE_kača
885,L01_49,hypernyms - animals,vulture,,jastreb
886,,,,raptor,ujeda
887,,,,bird,ptica
888,,,,vertebrate,vretenčar
889,,,,creature,DUPLICATE_bitje
890,,,,beast,zver
891,,,,being,bitje
892,,,,animal,žival
893,,,,organism,organizem
894,,,,fauna,favna
895,,,,chordate,strunar
896,,,,animate_being,gibajoče_bitje
897,,,,craniate,craniata
898,,,,living_thing,živo_bitje
899,,,,raptorial_bird,DUPLICATE_ptica_ujeda
900,,,,bird_of_prey,ptica_ujeda
902,L01_50,hypernyms - animals,wolf,,volk
903,,,,canine,pes
904,,,,vertebrate,vretenčar
905,,,,creature,DUPLICATE_bitje
906,,,,beast,zver
907,,,,canid,DUPLICATE_pes
908,,,,being,bitje
909,,,,animal,žival
910,,,,organism,organizem
911,,,,fauna,favna
912,,,,placental,placentalni_sesalec
913,,,,carnivore,mesojed
914,,,,chordate,strunar
915,,,,eutherian,višji_sesalec
916,,,,mammal,sesalec
917,,,,mammalian,DUPLICATE_sesalec
918,,,,animate_being,gibajoče_bitje
919,,,,eutherian_mammal,DUPLICATE_višji_sesalec
920,,,,locomote,NO_TRANSLATION
921,,,,placental_mammal,DUPLICATE_placentalni_sesalec
922,,,,craniate,craniata
923,,,,domesticated_animal,udomačena_žival
924,,,,physical_entity,fizična_stvar
925,,,,domestic_animal,domača_žival
926,,,,living_thing,živo_bitje
