,ID,Relation,Source,Target,SL
860,,,,chest_cavity,prsna_votlina
861,,,,deltoid_muscle,DUPLICATE_deltoidna_mišica
862,,,,belly_button,DUPLICATE_popek
863,,,,gluteal_artery,zadnjična_arterija
864,,,,thoracic_vein,prsna_vena
865,,,,glenoid_fossa,DUPLICATE_glenoidna_votlina
866,,,,nates,DUPLICATE_rit
867,,,,colic_artery,črevesna_arterija
868,,,,lumbar_vertebra,ledvena_vretenca
869,,,,hind_end,DUPLICATE_zadnjica
870,,,,,---
871,L06_47,meronyms - part,tripod,,stojalo
872,,,,leg,noga
873,,,,stand,stojalo
875,L06_48,meronyms - part,typewriter,,pisalni_stroj
876,,,,keyboard,tipkovnica
877,,,,typewriter,pisalni_stroj
878,,,,carriage,vračalka
879,,,,tab,tabulator
880,,,,ribbon,trak
881,,,,shift,shift
882,,,,backspace,DUPLICATE_vračalka
883,,,,action,akcijska_tipka
884,,,,key,tipka
885,,,,typewriter_carriage,vračalka_na_pisalnem_stroju
886,,,,backspace_key,tipka_vračalke
887,,,,action_mechanism,mehanizem_akcijske_tipke
888,,,,typewriter_keyboard,tipkovnica_pisalnega_stroja
889,,,,shift_key,shift_tipka
890,,,,space_bar,preslednica
891,,,,tab_key,tabulatorska_tipka
892,,,,typewriter_ribbon,trak_pisalnega_stroja
893,,,,backspacer,DUPLICATE_vračalka
895,L06_49,meronyms - part,window,,okno
896,,,,pane,podokno
897,,,,sash,okensko_krilo
898,,,,windowpane,okensko_steklo
899,,,,window,okno
900,,,,fastener,pritrdilni_element
901,,,,glass,steklo
902,,,,frame,okvir
903,,,,case,ohišje
904,,,,windowsill,okenska_polica
905,,,,mullion,paličevje
906,,,,jamb,podboj
907,,,,lock,ključavnica
908,,,,casing,okensko_ohišje
909,,,,sash_lock,zaklep
910,,,,window_glass,DUPLICATE_okensko_steklo
911,,,,sash_fastener,pritrdilo_za_krilo
912,,,,pane_of_glass,plošča_stekla
913,,,,window_lock,ključavnica_na_oknu
914,,,,window_sash,zapah_na_oknu
915,,,,window_frame,okenski_okvir
917,L06_50,meronyms - part,womb,,maternica
918,,,,cervix,maternični_vrat
919,,,,caul,DUPLICATE_maternica
920,,,,placenta,posteljica
921,,,,oviduct,jajcevod
922,,,,veil,tančica
923,,,,myometrium,miometrij
924,,,,endometrium,endometrij
925,,,,uterine_artery,maternična_arterija
926,,,,embryonic_membrane,embrionična_membrana
927,,,,uterine_cervix,DUPLICATE_maternični_vrat
928,,,,uterine_cavity,maternična_votlina
929,,,,fallopian_tube,DUPLICATE_jajcevod
930,,,,uterine_tube,maternična_cev
931,,,,cervix_uteri,DUPLICATE_maternični_vrat
932,,,,arteria_uterina,arteria_uterina
