,ID,Relation,Source,Target,AL
878,L01_48,hypernyms - animals,viper,,nepërkë
879,,,,snake,gjarpër
880,,,,reptile,zvarranik
881,,,,serpent,DUPLICATE_gjarpër
882,,,,ophidian,ofidian
885,L01_49,hypernyms - animals,vulture,,shkaba
886,,,,raptor,grabitqar
887,,,,bird,zog
888,,,,vertebrate,vertebror
889,,,,creature,krijesë
890,,,,beast,bishë
891,,,,being,gjallesë
892,,,,animal,kafshë
893,,,,organism,organizëm
894,,,,fauna,faunë
895,,,,chordate,kordatë
896,,,,animate_being,qenie_e_gjallë
897,,,,craniate,kafkë
898,,,,living_thing,gjë_e_gjallë
899,,,,raptorial_bird,zog_grabitqar
900,,,,bird_of_prey,DUPLICATE_zog_grabitqar
902,L01_50,hypernyms - animals,wolf,,ujk
903,,,,canine,qen
904,,,,vertebrate,vertebror
905,,,,creature,krijesë
906,,,,beast,bishë
907,,,,canid,DUPLICATE_qen
908,,,,being,gjallesë
909,,,,animal,kafshë
910,,,,organism,organizëm
911,,,,fauna,faunë
912,,,,placental,placental
913,,,,carnivore,mishngrënës
914,,,,chordate,kordatë
915,,,,eutherian,euterik
916,,,,mammal,gjitar
917,,,,mammalian,DUPLICATE_gjitar
918,,,,animate_being,qenie_e_gjallë
919,,,,eutherian_mammal,gjitar_euterian
921,,,,placental_mammal,gjitar_placental
922,,,,craniate,kafkë
923,,,,domesticated_animal,kafshë_shtëpiake
924,,,,physical_entity,entitet_fizik
925,,,,domestic_animal,DUPLICATE_kafshë_shtëpiake
926,,,,living_thing,gjë_e_gjallë
