,ID,Relation,Source,Target,AL
798,,,,adoration,DUPLICATE_adhurim
799,,,,aggravation,rëndim
800,,,,exasperation,acarim
801,,,,displeasure,DUPLICATE_pakënaqësi
802,,,,frustration,frustrim
803,,,,harassment,ngacmim
804,,,,torment,mundim
805,,,,pique,DUPLICATE_NO_TRANSLATION
806,,,,temper,temperament
807,,,,irritation,DUPLICATE_acarim
808,,,,fit,përshtatje
809,,,,tantrum,zemërim;_i_zemëruar
810,,,,scene,skenë
811,,,,conniption,dredhi
812,,,,irascibility,DUPLICATE_nervozizëm
813,,,,short_temper,temperament_i_shkurtër
814,,,,spleen,shpretkë
815,,,,quick_temper,temperament_i_shpejtë
816,,,,lividity,DUPLICATE_NO_TRANSLATION
817,,,,wrath,DUPLICATE_zemërim
818,,,,dudgeon,DUPLICATE_NO_TRANSLATION
819,,,,high_dudgeon,DUPLICATE_NO_TRANSLATION
820,,,,willies,DUPLICATE_NO_TRANSLATION
821,,,,comfort,rehati
822,,,,quality_of_life,cilësia_e_jetës
823,,,,blessedness,bekim
824,,,,beatitude,begati
825,,,,beatification,lumturim
826,,,,radiance,rrezatim
827,,,,embitterment,hidhërim
828,,,,sadness,trishtim
829,,,,sorrow,pikëllim
830,,,,sorrowfulness,DUPLICATE_pikëllim
831,,,,pall,i_zbehtë
832,,,,foreboding,parandjenja
833,,,,premonition,DUPLICATE_parandjenja
834,,,,presentiment,prezentim
835,,,,boding,nxitje
836,,,,gloom,errësirë
837,,,,gloominess,zymtësi
838,,,,somberness,DUPLICATE_trishtim
839,,,,sombreness,përgjumje
840,,,,suspense,pezullim
841,,,,trepidation,drithërimë
842,,,,swivet,i_përdredhur
843,,,,cold_feet,këmbët_e_ftohta
844,,,,diffidence,mosbesim
845,,,,self-doubt,vetëdyshim
846,,,,self-distrust,mosbesim__te_vetja
847,,,,shyness,DUPLICATE_ndrojtje
848,,,,aggression,sulm
849,,,,aggressiveness,agresivitet
850,,,,animosity,DUPLICATE_armiqësi
851,,,,animus,DUPLICATE_NO_TRANSLATION
852,,,,bad_blood,gjak_i_keq
853,,,,antagonism,antagonizëm
854,,,,belligerence,luftarak
855,,,,belligerency,DUPLICATE_luftarak
856,,,,class_feeling,klasë_ndjesi
857,,,,resentment,fyerje
858,,,,bitterness,DUPLICATE_hidhërim
859,,,,gall,vrer
860,,,,rancor,DUPLICATE_inat
861,,,,rancour,DUPLICATE_inat
862,,,,maleficence,DUPLICATE_keqdashje
863,,,,malice,DUPLICATE_keqdashje
864,,,,maliciousness,DUPLICATE_keqdashje
865,,,,spite,keq
866,,,,spitefulness,keqardhje
867,,,,venom,helm
868,,,,vindictiveness,hakmarrje
869,,,,vengefulness,DUPLICATE_hakmarrje
870,,,,misocainea,DUPLICATE_NO_TRANSLATION
871,,,,euphoria,eufori
872,,,,euphory,DUPLICATE_eufori
873,,,,bang,DUPLICATE_zhurmë
874,,,,boot,çizme
875,,,,charge,ngarkuar
876,,,,rush,nxitojnë
877,,,,flush,skuqem
878,,,,kick,goditje_me_shkelm
879,,,,intoxication,dehje
880,,,,titillation,kultivim
881,,,,triumph,triumfim
882,,,,beneficence,mirësi
883,,,,warmheartedness,ngrohtësi
884,,,,warmth,DUPLICATE_ngrohtësi
885,,,,nirvana,nirvana
886,,,,enlightenment,iluminizmi
887,,,,mourning,zi
888,,,,bereavement,humbje
889,,,,poignance,therëse
890,,,,poignancy,DUPLICATE_therëse
891,,,,presage,parathënie
892,,,,shadow,hije
893,,,,hesitance,hezitim
894,,,,hesitancy,DUPLICATE_hezitim
895,,,,unassertiveness,mohim
896,,,,warpath,rrugë_luftarake
897,,,,envy,zili
898,,,,enviousness,DUPLICATE_zili
899,,,,grudge,mëri
900,,,,score,pikë
901,,,,grievance,ankesë
902,,,,heartburning,thartirë_e_stomakut
903,,,,sulkiness,i_ndyrë
904,,,,huffishness,pështjellim
905,,,,covetousness,lakmi
906,,,,jealousy,xhelozi
907,,,,green-eyed_monster,përbindësh_me_sy_të_gjelbër
908,,,,penis_envy,zili_penisi
910,L03_26,hyponyms - misc,flask,,termos
911,,,,thermos,DUPLICATE_termos
912,,,,ampulla,ampulë
913,,,,canteen,mensë
914,,,,erlenmeyer_flask,NO_TRANSLATION
915,,,,hipflask,termos_për_ije
916,,,,pocket_flask,termos_xhepi
917,,,,round-bottom_flask,termos_me_fund_të_rrumbullakët
918,,,,vacuum_flask,termos_vakumi
919,,,,vacuum_bottle,termos_shishe
920,,,,dewar_flask,DUPLICATE_NO_TRANSLATION
921,,,,dewar,DUPLICATE_NO_TRANSLATION
922,,,,thermos_bottle,DUPLICATE_termos_shishe
923,,,,thermos_flask,DUPLICATE_termos
925,L03_27,hyponyms - misc,guitar,,kitarë
926,,,,ukulele,ukulele
927,,,,bass,bas
928,,,,bass_guitar,bas_kitarë
929,,,,acoustic_guitar,kitarë_akustike
930,,,,cittern,gropë
931,,,,cithern,DUPLICATE_gropë
932,,,,cither,DUPLICATE_gropë
933,,,,citole,NO_TRANSLATION
934,,,,gittern,grykë
935,,,,electric_guitar,kitarë_elektrike
936,,,,hawaiian,e_havait
937,,,,steel,hekur
938,,,,uke,DUPLICATE_NO_TRANSLATION
940,L03_28,hyponyms - misc,gun,,armë
941,,,,rifle,pushkë
942,,,,air,ajri
943,,,,airgun,pistoletë_ajrore
944,,,,antiaircraft,kundërajrore
945,,,,flak,zjarr_kundërajror
946,,,,flack,DUPLICATE_zjarr_kundërajror
947,,,,pom-pom,pom-pom
948,,,,ack-ack,pranoj
949,,,,breechloader,NO_TRANSLATION
950,,,,cannon,top
951,,,,firearm,armë_zjarri
952,,,,piece,pjesë
953,,,,small-arm,krah-vogël
954,,,,gas,e_gazit
955,,,,minute,minutë
956,,,,quaker,drithërues
957,,,,set,vendosur
958,,,,spring,me_sustë
959,,,,whaling,DUPLICATE_NO_TRANSLATION
961,L03_29,hyponyms - misc,jewel,,xhevahir
962,,,,diamond,diamant
963,,,,ruby,rubin
964,,,,pearl,perla
965,,,,emerald,smerald
966,,,,sapphire,safir
968,L03_30,hyponyms - misc,jewelry,,bizhuteri
969,,,,bracelet,byzylyk
970,,,,bead,rruaza
971,,,,bijou,DUPLICATE_bizhuteri
972,,,,bling,bling
973,,,,bling_bling,bling_bling
974,,,,bangle,DUPLICATE_byzylyk
975,,,,clip,klip
976,,,,cufflink,mansheta
977,,,,earring,vathë
978,,,,jewel,xhevahir
979,,,,gem,perlë
980,,,,precious_stone,gur_i_çmuar
981,,,,necklace,gjerdan
982,,,,pin,gjilpërë
983,,,,ring,unazë
984,,,,band,rrip
985,,,,tie_clip,lidhëse
986,,,,bugle,NO_TRANSLATION
987,,,,anklet,byzylyk_këmbe
988,,,,ankle_bracelet,DUPLICATE_byzylyk_këmbe
989,,,,armilla,DUPLICATE_NO_TRANSLATION
990,,,,pendant_earring,varëse_vathë
991,,,,drop_earring,vathë_rënës
992,,,,eardrop,pikë_veshi
993,,,,crown_jewel,kurorë_xhevahiri
994,,,,diamond,diamant
995,,,,emerald,smerald
996,,,,pearl,DUPLICATE_perlë
997,,,,ruby,rubin
998,,,,sapphire,safir
999,,,,solitaire,diamant_i_vetëm
1000,,,,chain,zinxhir
1001,,,,string,varg
1002,,,,strand,fillesë
1003,,,,choker,qafore
1004,,,,collar,jakë
1005,,,,dog_collar,jakë_qeni
1006,,,,neckband,rrip_qafe
1007,,,,brooch,karficë_zbukuruese
1008,,,,broach,brosh
1009,,,,breastpin,gjilpërë_gjoksi
1010,,,,scatter_pin,gjilpërë_e_shpërndarë
1011,,,,stickpin,gjilpërë_ngjitëse
1012,,,,tie_tack,kravatë_ngitëse
1013,,,,tiepin,DUPLICATE_NO_TRANSLATION
1014,,,,scarfpin,shami
1015,,,,annulet,DUPLICATE_unazë
1016,,,,engagement_ring,unazë_fejese
1017,,,,mourning_ring,unazë_zije
1018,,,,ringlet,zile
1019,,,,signet_ring,unazë_me_shenjë
1020,,,,seal_ring,unaza_vulë
1021,,,,wedding_ring,unazë_martese
1022,,,,wedding_band,orkestra_e_dasmës
1023,,,,ice,akull
1024,,,,sparkler,që_shkëlqen
1025,,,,seed_pearl,perla_farore
1026,,,,sunburst,shpërthim_dielli
1028,L03_31,hyponyms - misc,mixer,,miksues
1029,,,,blender,blender
1030,,,,liquidizer,shtrydhëse
1031,,,,liquidiser,DUPLICATE_shtrydhëse
1032,,,,eggbeater,rrahëse_vezësh
1033,,,,eggwhisk,rrahje_e_vezëve
1034,,,,electric,elektrike
1035,,,,whisk,tundje
1037,L03_32,hyponyms - misc,month,,muaji
1038,,,,january,janar
1039,,,,february,shkurt
1040,,,,march,mars
1041,,,,april,prill
1042,,,,may,maj
1043,,,,june,qershor
1044,,,,july,korrik
1045,,,,august,gusht
1046,,,,september,shtator
1047,,,,october,tetor
1048,,,,november,nentor
1049,,,,december,dhjetor
1050,,,,jan,jan
1051,,,,feb,shk
1052,,,,mar,mar
1053,,,,apr,pri
1054,,,,jun,qer
1055,,,,jul,korr
1056,,,,aug,gus
1057,,,,sep,sht
1058,,,,oct,tet
1059,,,,nov,nen
1060,,,,dec,dhje
1062,L03_33,hyponyms - misc,oven,,furrë
1063,,,,broiler,skarë
1064,,,,dutch_oven,furrë_holandeze
1065,,,,gas_oven,furrë_gazi
1066,,,,rotisserie,NO_TRANSLATION
1067,,,,tandoor,DUPLICATE_NO_TRANSLATION
1069,L03_34,hyponyms - misc,painting,,pikturim
1070,,,,watercolor,ngjyra_uji
1071,,,,abstraction,abstrakte
1072,,,,cityscape,peisazh_qyteti
1073,,,,daub,lyej
1074,,,,distemper,trazim
1075,,,,finger-painting,pikturim_me_gishta
1076,,,,icon,ikonë
1077,,,,ikon,DUPLICATE_ikonë
1078,,,,landscape,peisazh
1079,,,,miniature,miniaturë
1080,,,,illumination,ndriçim
1081,,,,monochrome,pikturë_njëngjyrëshe
1082,,,,mural,murale
1083,,,,wall,mur
1084,,,,nude,nudo
1085,,,,nude_painting,pikturë_nudo
1086,,,,oil,vaj
1087,,,,pentimento,NO_TRANSLATION
1088,,,,sand,rërë
1089,,,,seascape,peisazh_deti
1090,,,,waterscape,peisazh_ujor
1091,,,,semi-abstraction,gjysmë_abstraksion
1092,,,,still_life,jetë_e_qetë
1093,,,,tanka,DUPLICATE_NO_TRANSLATION
1094,,,,water-color,ngjyrë_uji
1095,,,,watercolour,DUPLICATE_ngjyrë_uji
1096,,,,water-colour,DUPLICATE_ngjyrë_uji
1097,,,,fresco,afresk
1098,,,,graffitti,mbishkrime;_grafiti
1100,L03_35,hyponyms - misc,poem,,poezi
1101,,,,haiku,haiku
1102,,,,abecedarius,abecedë
1103,,,,alcaic,alkaike
1104,,,,alcaic_verse,varg_alkaik
1105,,,,ballad,baladë
1106,,,,lay,vë
1107,,,,ballade,DUPLICATE_baladë
1108,,,,blank_verse,varg_bosh
1109,,,,elegy,elegji
1110,,,,lament,vajtoj
1111,,,,epic_poem,poemë_epike
1112,,,,heroic_poem,poemë_heroike
1113,,,,epic,epik
1114,,,,epos,epos
1115,,,,free_verse,varg_i_lirë
1116,,,,vers_libre,varg_libre
1117,,,,lyric,lirike
1118,,,,lyric_poem,poemë_lirike
1119,,,,rondeau,NO_TRANSLATION
1120,,,,rondel,DUPLICATE_NO_TRANSLATION
1121,,,,sonnet,sonet
1122,,,,tanka,DUPLICATE_NO_TRANSLATION
1123,,,,terza_rima,DUPLICATE_NO_TRANSLATION
1124,,,,verse,varg
1125,,,,rhyme,rimë
1126,,,,versicle,versikul
1128,L03_36,hyponyms - misc,railway,,hekurudhë
1129,,,,monorail,hekurudhë_me_një_shinë
1130,,,,cable,kabllo
1131,,,,funicular,teleferik
1132,,,,cog,dhëmbëzor
1133,,,,rack,raft
1134,,,,elevated,i_ngritur
1135,,,,el,NO_TRANSLATION
1136,,,,overhead,lart
1137,,,,metro,metro
1138,,,,tube,tub
1139,,,,underground,nëntokësore
1140,,,,subway,DUPLICATE_metro
1141,,,,rail,hekurudhor
1143,L03_37,hyponyms - misc,season,,sezonë
1144,,,,spring,pranverë
1145,,,,harvest,korrje
1146,,,,haying,bari
1147,,,,fall,bien
1148,,,,autumn,vjeshtë
1149,,,,springtime,DUPLICATE_pranverë
1150,,,,summer,verë
1151,,,,summertime,kohë_vere
1152,,,,winter,dimër
1153,,,,wintertime,kohë_dimri
1154,,,,rainy,me_shi
1155,,,,dry,thatë
1156,,,,growing,në_rritje
1157,,,,seedtime,kohë_e_mbjelljes
1158,,,,sheepshearing,qethje_e_deleve
1159,,,,holiday,pushime
1160,,,,high,lartë
1161,,,,peak,kulmi
1162,,,,off-season,jashtë_sezonit
1163,,,,preseason,parasezonale
1164,,,,baseball,bejsboll
1165,,,,basketball,basketbolli
1166,,,,exhibition,ekspozitë
1167,,,,concert,koncert
1168,,,,fishing,peshkim
1169,,,,football,futboll
1170,,,,hockey,hokej
1171,,,,hunting,gjueti
1172,,,,social,sociale
1173,,,,theatrical,teatrale
1174,,,,whitsun,NO_TRANSLATION
1175,,,,whitsuntide,gjatë_gjithë_kohës
1176,,,,whitweek,DUPLICATE_NO_TRANSLATION
1178,L03_38,hyponyms - misc,seat,,ulëse
1179,,,,chair,karrige
1180,,,,bench,stol
1181,,,,box,kuti
1182,,,,ottoman,osmane
1183,,,,pouf,NO_TRANSLATION
1184,,,,pouffe,DUPLICATE_NO_TRANSLATION
1185,,,,puff,fryrje
1186,,,,hassock,çorape
1187,,,,sofa,divan
1188,,,,couch,DUPLICATE_divan
1189,,,,lounge,sallë_pritjeje
1190,,,,stool,DUPLICATE_stol
1191,,,,toilet,tualet
1193,L03_39,hyponyms - misc,shelf,,raft
1194,,,,bookshelf,raft_i_librave
1195,,,,hob,NO_TRANSLATION
1196,,,,mantel,rreth_oxhaku
1197,,,,mantelpiece,DUPLICATE_rreth_oxhaku
1198,,,,mantle,DUPLICATE_rreth_oxhaku
1199,,,,mantlepiece,DUPLICATE_rreth_oxhaku
1200,,,,chimneypiece,pjesë_oxhaku
1201,,,,overmantel,mbi_oxhak
1202,,,,berm,DUPLICATE_NO_TRANSLATION
1204,L03_40,hyponyms - misc,shirt,,këmishë
1205,,,,polo,polo
1206,,,,camise,DUPLICATE_këmishë
1207,,,,dashiki,dashiki
1208,,,,daishiki,DUPLICATE_dashiki
1209,,,,dress,veshje
1210,,,,evening,mbrëmje
1211,,,,hair,flokë
1212,,,,jersey,fanellë
1213,,,,t-shirt,bluzë
1214,,,,tee,NO_TRANSLATION
1215,,,,kurta,DUPLICATE_NO_TRANSLATION
1216,,,,sport,sport
1217,,,,tank,DUPLICATE_NO_TRANSLATION
1218,,,,work-shirt,këmishë_pune
1220,L03_41,hyponyms - misc,shoes,,këpucë
1221,,,,sneakers,atlete
1222,,,,anklet,kyçi_i_këmbës
1223,,,,baby_shoes,këpucë_bebe
1224,,,,balmoral,NO_TRANSLATION
1225,,,,blucher,DUPLICATE_NO_TRANSLATION
1226,,,,bowling_shoes,këpucë_për_bouling
1227,,,,brogan,DUPLICATE_NO_TRANSLATION
1228,,,,brogue,DUPLICATE_NO_TRANSLATION
1229,,,,clodhopper,DUPLICATE_NO_TRANSLATION
1230,,,,work_shoes,punë_këpucë
1231,,,,calceus,DUPLICATE_NO_TRANSLATION
1232,,,,chopine,DUPLICATE_NO_TRANSLATION
1233,,,,platform_shoes,këpucë_platforme
1234,,,,chukka,DUPLICATE_NO_TRANSLATION
1235,,,,boots,çizme
1236,,,,cleats,këpucë_futbolli
1237,,,,congress_shoes,këpucë_për_kongres
1238,,,,gaiters,DUPLICATE_NO_TRANSLATION
1239,,,,flipper_shoes,DUPLICATE_NO_TRANSLATION
1240,,,,fin_shoes,DUPLICATE_NO_TRANSLATION
1241,,,,ghillie,DUPLICATE_NO_TRANSLATION
1242,,,,gillie,DUPLICATE_NO_TRANSLATION
1243,,,,gym_shoes,këpucë_për_palestër
1244,,,,tennis_shoes,këpucë_tenisi
1245,,,,loafers,mokasina
1246,,,,moccasins,DUPLICATE_mokasina
1247,,,,mocassins,DUPLICATE_mokasina
1248,,,,oxford_shoes,këpucë_oksfordi
1249,,,,pump_shoes,DUPLICATE_NO_TRANSLATION
1250,,,,running_shoes,këpucë_vrapimi
1251,,,,sabot,DUPLICATE_NO_TRANSLATION
1252,,,,wooden_shoes,këpucë_druri
1253,,,,sandals,sandale
1254,,,,slingbacks,DUPLICATE_NO_TRANSLATION
1255,,,,sling_shoes,DUPLICATE_NO_TRANSLATION
1256,,,,walker_shoes,këpucë_për_ecje
1257,,,,walking_shoes,DUPLICATE_këpucë_për_ecje
1258,,,,wedgie,pykë
1259,,,,wing_shoes,DUPLICATE_NO_TRANSLATION
1260,,,,tip_shoes,DUPLICATE_NO_TRANSLATION
1261,,,,stiletto,DUPLICATE_NO_TRANSLATION
1262,,,,heeled,me_taka
1264,L03_42,hyponyms - misc,sofa,,divan
1265,,,,divan,DUPLICATE_divan
1266,,,,diwan,DUPLICATE_divan
1267,,,,convertible_sofa,divan_i_konvertueshëm
1268,,,,daybed,shtrat_ditor
1269,,,,loveseat,ulëse_dashurie
1270,,,,settee,NO_TRANSLATION
1271,,,,squab,kanape
1273,L03_43,hyponyms - misc,song,,këngë
1274,,,,lullaby,ninullë
1275,,,,religious_song,këngë_fetare
1276,,,,anthem,himën
1277,,,,aria,arie
1278,,,,ballad,baladë
1279,,,,lay,vë
1280,,,,barcarole,NO_TRANSLATION
1281,,,,barcarolle,DUPLICATE_NO_TRANSLATION
1282,,,,ditty,këngë_e_shkurtër
1283,,,,dirge,këngë_mortore
1284,,,,coronach,DUPLICATE_këngë_mortore
1285,,,,lament,vajtoj
1286,,,,requiem,rekuiem
1287,,,,threnody,DUPLICATE_NO_TRANSLATION
1288,,,,drinking_song,këngë_për_pije
1289,,,,folk_song,këngë_popullore
1290,,,,folksong,DUPLICATE_këngë_popullore
1291,,,,folk_ballad,baladë_popullore
1292,,,,lied,DUPLICATE_NO_TRANSLATION
1293,,,,love_song,këngë_dashurie
1294,,,,love-song,DUPLICATE_kenge_dashurie
1295,,,,cradlesong,këngë_djepi
1296,,,,berceuse,DUPLICATE_NO_TRANSLATION
1297,,,,oldie,këngë_e_vjetër
1298,,,,golden_oldie,këngë_e_vjetër_e_artë
1299,,,,partsong,pjesë_kënge
1300,,,,prothalamion,DUPLICATE_NO_TRANSLATION
1301,,,,prothalamium,DUPLICATE_NO_TRANSLATION
1302,,,,roundelay,DUPLICATE_NO_TRANSLATION
1303,,,,scolion,DUPLICATE_NO_TRANSLATION
1304,,,,banquet_song,këngë_banketi
1305,,,,serenade,serenatë
1306,,,,torch_song,DUPLICATE_NO_TRANSLATION
1307,,,,work_song,këngë_pune
1309,L03_44,hyponyms - misc,spice,,melmesa
1310,,,,pepper,piper
1311,,,,allspice,gjithë_melmesat
1312,,,,ajwain,NO_TRANSLATION
1313,,,,cumin,qimnon
1314,,,,caraway_seed,farë_qimnoni
1315,,,,cardamom,kardamom
1316,,,,cassia,DUPLICATE_NO_TRANSLATION
1317,,,,cayenne,kajen
1318,,,,celery_seeds,farë_selino
1319,,,,chile_pepper,spec_i_djegës
1320,,,,chile,kili
1321,,,,cinnamon,kanellë
1322,,,,clove,karafil
1323,,,,coriander,koriandër
1324,,,,dill,kopër
1325,,,,fennel,DUPLICATE_kopër
1326,,,,fenugreek,DUPLICATE_NO_TRANSLATION
1327,,,,frankincense,temjan
1328,,,,galangal,DUPLICATE_NO_TRANSLATION
1329,,,,garlic,hudhra
1330,,,,ginger,xhenxhefil
1331,,,,horseradish,rrikë
1332,,,,jalapeño,xhalapeno
1333,,,,juniper,dëllinjë
1334,,,,licorice,DUPLICATE_NO_TRANSLATION
1335,,,,mace,topuz
1336,,,,mustard,mustardë
1337,,,,nutmeg,arrëmyshk
1338,,,,onion,qepë
1339,,,,paprika,spec
1340,,,,peppercorns,piper_kokërr
1341,,,,saffron,shafrani
1342,,,,savory,DUPLICATE_NO_TRANSLATION
1343,,,,sesame,susam
1344,,,,anise,DUPLICATE_NO_TRANSLATION
1345,,,,sumac,DUPLICATE_NO_TRANSLATION
1346,,,,tabasco,tabasko
1347,,,,tamarind,tamarind
1348,,,,turmeric,shafran_i_Indisë
1349,,,,five_spice_powder,pesë_erëza_pluhur
1350,,,,powdered_ginger,pluhur_xhinxheri
1351,,,,chinese_anise,DUPLICATE_NO_TRANSLATION
1352,,,,star_anise,DUPLICATE_NO_TRANSLATION
1353,,,,star_aniseed,DUPLICATE_NO_TRANSLATION
1355,L03_45,hyponyms - misc,sweater,,pulovër;_triko
1356,,,,turtleneck,jakë_breshkë
1357,,,,cardigan,triko
1358,,,,pullover,DUPLICATE_pulovër
1359,,,,slipover,rrëshqitës
1360,,,,turtle,breshkë
1361,,,,polo-neck,qafë_polo
1363,L03_46,hyponyms - misc,tool,,vegël
1364,,,,rake,grabujë
1365,,,,abrader,gërryes
1366,,,,abradant,DUPLICATE_gërryes
1367,,,,bender,lakues
1368,,,,clincher,kapëse
1369,,,,comb,krehër
1370,,,,cutting_implement,NO_TRANSLATION
1371,,,,drill,stërvitje
1372,,,,eolith,DUPLICATE_NO_TRANSLATION
1373,,,,fork,pirun
1374,,,,gang,bandë
1375,,,,garden_tool,mjet_kopshti
1376,,,,lawn_tool,mjet_lëndine
1377,,,,grapnel,grep
1378,,,,grapple,DUPLICATE_grep
1379,,,,grappler,DUPLICATE_grep
1380,,,,grappling_hook,DUPLICATE_grep
1381,,,,grappling_iron,grep_hekuri
1382,,,,hack,DUPLICATE_NO_TRANSLATION
1383,,,,hand_tool,mjet_dore
1384,,,,hoe,shat
1385,,,,jack,DUPLICATE_NO_TRANSLATION
1386,,,,jaws_of_life,nofullat_e_jetës
1387,,,,neolith,neolit
1388,,,,paleolith,paleolit
1389,,,,pestle,DUPLICATE_NO_TRANSLATION
1390,,,,muller,DUPLICATE_NO_TRANSLATION
1391,,,,pounder,rrahëse
1392,,,,plow,parmendë
1393,,,,plough,DUPLICATE_parmendë
1394,,,,power_tool,mjet_elektrik
1395,,,,punch,grusht
1396,,,,puncher,grushtues
1397,,,,ram,dash
1398,,,,rounder,DUPLICATE_NO_TRANSLATION
1399,,,,saw_set,set_i_sharrave
1400,,,,shaping_tool,vegla_formësuese
1401,,,,strickle,rrjedhin
1402,,,,stylus,majë_shkruese
1403,,,,style,stil
1404,,,,tamp,shtypëse
1405,,,,tamper,shtyp
1406,,,,tamping_bar,kockë_shtypëse
1407,,,,tap,tapë
1408,,,,upset,DUPLICATE_NO_TRANSLATION
1409,,,,swage,prerëse
1411,L03_47,hyponyms - misc,toy,,lodër
1412,,,,doll,kukull
1413,,,,ball,top
1414,,,,balloon,tullumbace
1415,,,,cockhorse,lodër_kali
1416,,,,dolly,DUPLICATE_kukull
1417,,,,dollhouse,shtëpi_kukullash
1418,,,,house,shtëpi
1419,,,,frisbee,frizbi
1420,,,,hobby,hobi
1421,,,,hobbyhorse,kalë_hobi
1422,,,,rocking,lëkundëse
1423,,,,horse,kalë
1424,,,,hula-hoop,hulahop
1425,,,,jack-in-the-box,NO_TRANSLATION
1426,,,,jungle,xhungël
1427,,,,gym,palestër
1428,,,,jumping,kërcim
1429,,,,jack,DUPLICATE_NO_TRANSLATION
1430,,,,kaleidoscope,kaleidoskop
1431,,,,kite,qift;_hutë
1432,,,,lego,lego
1433,,,,meccano,DUPLICATE_NO_TRANSLATION
1434,,,,shooter,qitës
1435,,,,pinata,DUPLICATE_NO_TRANSLATION
1436,,,,pinwheel,DUPLICATE_NO_TRANSLATION
1437,,,,playhouse,shtëpi_lojrash
1438,,,,wendy,DUPLICATE_NO_TRANSLATION
1439,,,,pogo,DUPLICATE_NO_TRANSLATION
1440,,,,stick,shkop
1441,,,,popgun,DUPLICATE_NO_TRANSLATION
1442,,,,rattle,DUPLICATE_NO_TRANSLATION
1443,,,,sandbox,kuti_rëre
1444,,,,sandpile,grumbull_rëre
1445,,,,sandpit,gropë_rëre
1446,,,,seesaw,sharrë
1447,,,,teeter,DUPLICATE_NO_TRANSLATION
1448,,,,teeter-totter,rrëqethës
1449,,,,teetertotter,DUPLICATE_NO_TRANSLATION
1450,,,,teeterboard,DUPLICATE_NO_TRANSLATION
1451,,,,tilting,anon_në_një_anë
1452,,,,board,dërrasë
1453,,,,dandle,DUPLICATE_NO_TRANSLATION
1454,,,,slide,rrëshqitëse
1455,,,,playground,shesh_lojrash
1456,,,,sliding,rrëshqitje
1457,,,,slingshot,llastiqe
1458,,,,sling,hobe
1459,,,,catapult,katapultë
1460,,,,swing,lëkundje
1461,,,,teddy,pelush
1462,,,,bear,ari
1463,,,,top,krye
1464,,,,whirligig,vorbull
1465,,,,teetotum,DUPLICATE_NO_TRANSLATION
1466,,,,spinning,tjerrje
1467,,,,train,tren
1468,,,,water_pistol,ujë_pistolete
1469,,,,gun,armë
1470,,,,squirt,shiringë
1471,,,,squirter,DUPLICATE_shiringë
1472,,,,yo-yo,DUPLICATE_NO_TRANSLATION
1474,L03_48,hyponyms - misc,trousers,,pantallona
1475,,,,jeans,xhinse
1476,,,,bellbottom_trousers,pantallona_deri_te_kërthiza
1477,,,,bell-bottoms,deri_te_kërthiza
1478,,,,bellbottom_pants,DUPLICATE_pantallona_deri_te_kërthiza
1479,,,,breeches,DUPLICATE_pantallona
1480,,,,knee_breeches,brekë_deri_në_gju
1481,,,,knee_pants,pantallona_deri_në_gju
1482,,,,knickerbockers,NO_TRANSLATION
1483,,,,knickers,DUPLICATE_pantallona_deri_në_gju
1484,,,,chino,DUPLICATE_pantallona
1485,,,,churidars,DUPLICATE_NO_TRANSLATION
1486,,,,cords,litarët
1487,,,,corduroys,pantallona_kadifeje
1488,,,,flannel,fanellë
1489,,,,gabardine,DUPLICATE_NO_TRANSLATION
1490,,,,tweed,DUPLICATE_NO_TRANSLATION
1491,,,,white,e_bardhë
1492,,,,jean,DUPLICATE_xhinse
1493,,,,blue_jean,xhinse_të_kaltërta
1494,,,,denim,DUPLICATE_xhinse
1495,,,,jodhpurs,DUPLICATE_NO_TRANSLATION
1496,,,,jodhpur_breeches,DUPLICATE_NO_TRANSLATION
1497,,,,riding_breeches,DUPLICATE_NO_TRANSLATION
1498,,,,long_trousers,pantallona_të_gjata
1499,,,,long_pants,DUPLICATE_pantallona_të_gjata
1500,,,,pajama,pizhame
1501,,,,pyjama,DUPLICATE_pizhame
1502,,,,pantaloon,DUPLICATE_pantallona
1503,,,,pedal_pusher,DUPLICATE_NO_TRANSLATION
1504,,,,toreador_pants,pantallona_toreadoresh
1505,,,,salwar,shallvare
1506,,,,shalwar,DUPLICATE_shallvare
1507,,,,short_pants,pantallona_të_shkurtra
1508,,,,shorts,DUPLICATE_pantallona_të_shkurtra
1509,,,,trunks,brekë
1510,,,,slacks,pantallona_të_gjëra
1511,,,,stretch_pants,DUPLICATE_pantallona_të_gjëra
1512,,,,sweat_pants,trenerka;_tuta
1513,,,,sweatpants,pantallona_sportive
1514,,,,trews,DUPLICATE_NO_TRANSLATION
1515,,,,britches,DUPLICATE_NO_TRANSLATION
1516,,,,buckskins,DUPLICATE_NO_TRANSLATION
1517,,,,plus_fours,DUPLICATE_NO_TRANSLATION
1518,,,,trunk_hose,DUPLICATE_NO_TRANSLATION
1519,,,,levi's,levis
1520,,,,levis,DUPLICATE_levis
1521,,,,bermuda_shorts,pantallona_të_shkurtra_bermude
1522,,,,jamaica_shorts,pantallona_të_shkurtra_xhamajka
1523,,,,hot_pants,brekë_joshëse
1524,,,,lederhosen,DUPLICATE_NO_TRANSLATION
1526,L03_49,hyponyms - misc,weapon,,armë
1527,,,,gun,armë
1528,,,,bow,hark
1529,,,,arrow,shigjetë
1530,,,,dart,DUPLICATE_shigjetë
1531,,,,knucks,boks_hekuri
1532,,,,knuckles,DUPLICATE_boks_hekuri
