,ID,Relation,Source,Target,AL
745,,,,long-shanked,DUPLICATE_këmbëgjatë
746,,,,tall-growing,DUPLICATE_i_gjatë
747,,,,long,DUPLICATE_i_gjatë
748,,,,long-stalked,DUPLICATE_i_gjatë
749,,,,tall-stalked,DUPLICATE_i_gjatë
750,,,,stately,shtatderdhur
751,,,,statuesque,DUPLICATE_shtatderdhur
752,,,,tallish,DUPLICATE_i_gjatë
754,L09_40,antonyms - gradable,simple,,i_thjeshtë
755,,,,difficult,i_vështirë
756,,,,challenging,sfidues
757,,,,hard,DUPLICATE_i_vështirë
758,,,,complicated,i_ndërlikuar
759,,,,demanding,që_kërkon_punë
760,,,,daunting,i_frikshëm
761,,,,taxing,i_mundimshëm
763,L09_41,antonyms - gradable,sincere,,i_sinqertë
764,,,,insincere,i_pasinqertë
765,,,,bootlicking,lëpirës
766,,,,fawning,lajkatar
767,,,,obsequious,DUPLICATE_lajkatar
768,,,,sycophantic,NO_TRANSLATION
769,,,,toadyish,sahanlëpirës
770,,,,buttery,DUPLICATE_NO_TRANSLATION
771,,,,fulsome,DUPLICATE_NO_TRANSLATION
772,,,,oily,DUPLICATE_NO_TRANSLATION
773,,,,oleaginous,DUPLICATE_NO_TRANSLATION
774,,,,smarmy,DUPLICATE_lëpirës
775,,,,soapy,DUPLICATE_NO_TRANSLATION
776,,,,unctuous,DUPLICATE_NO_TRANSLATION
777,,,,dissimulative,i_shtirur
778,,,,False,fals
779,,,,feigned,i_shtirë
780,,,,gilded,i_lustruar
781,,,,meretricious,i_zbukuruar
782,,,,specious,mashtrues
783,,,,hypocritical,hipokrit
784,,,,plausible,bindës
785,,,,counterfeit,i_falsifikuar
786,,,,imitative,imitues
787,,,,dishonest,i_pandershëm
788,,,,dishonorable,DUPLICATE_i_pandershëm
789,,,,disingenuous,DUPLICATE_i_pasinqertë
790,,,,artful,DUPLICATE_NO_TRANSLATION
791,,,,unreal,i_pavërtetë
793,L09_42,antonyms - gradable,slow,,i_ngadaltë
794,,,,fast,i_shpejtë
795,,,,quick,DUPLICATE_i_shpejtë
796,,,,accelerated,i_shpejtuar
797,,,,alacritous,DUPLICATE_i_menjëhershëm
798,,,,blistering,NO_TRANSLATION
799,,,,hot,i_nxehtë
800,,,,red-hot,DUPLICATE_i_nxehtë
801,,,,double-quick,dyfish_i_shpejtë
802,,,,express,ekspres
803,,,,fast-breaking,shumë_i_shpejtë
804,,,,fast-paced,me_ritëm_të_shpejtë
805,,,,fleet,DUPLICATE_NO_TRANSLATION
806,,,,swift,DUPLICATE_i_shpejtë
807,,,,high-speed,me_shpejtësi_të_lartë
808,,,,high-velocity,DUPLICATE_me_shpejtësi_të_lartë
809,,,,hurrying,i_nxituar
810,,,,scurrying,DUPLICATE_i_nxituar
811,,,,immediate,i_menjëhershëm
812,,,,prompt,DUPLICATE_i_shpejtë
813,,,,straightaway,i_atypëratyshëm
814,,,,instantaneous,DUPLICATE_i_çastit
815,,,,instant,i_çastit
816,,,,meteoric,DUPLICATE_NO_TRANSLATION
817,,,,speedy,DUPLICATE_i_shpejtë
818,,,,rapid,DUPLICATE_i_shpejtë
819,,,,winged,me_krahë
820,,,,windy,si_era
822,L09_43,antonyms - gradable,sweet,,i_ëmbël
823,,,,sour,i_thartë
824,,,,acerb,DUPLICATE_i_hidhur
825,,,,acerbic,DUPLICATE_i_hidhur
826,,,,astringent,rrudhës
827,,,,acetose,acetik
828,,,,acetous,DUPLICATE_acetik
829,,,,vinegary,uthullaç
830,,,,vinegarish,DUPLICATE_uthullaç
831,,,,acidic,DUPLICATE_acid
832,,,,acid,acid
833,,,,acidulent,DUPLICATE_majhosh
834,,,,acidulous,DUPLICATE_majhosh
835,,,,lemony,si_limon
836,,,,lemonlike,DUPLICATE_si_limon
837,,,,sourish,DUPLICATE_i_thartë
838,,,,tangy,i_athët
839,,,,tart,majhosh
840,,,,subacid,DUPLICATE_i_thartë
841,,,,bitter,i_hidhur
843,L09_44,antonyms - gradable,tasty,,i_shijshëm
844,,,,tasteless,i_pashijshëm
845,,,,bland,i_shpëlarë
846,,,,flat,pa_shije
847,,,,flavorless,i_pashije
848,,,,flavourless,DUPLICATE_i_pashije
849,,,,insipid,i_zbarët
850,,,,savorless,DUPLICATE_i_pashijshëm
851,,,,savourless,DUPLICATE_i_pashijshëm
852,,,,vapid,DUPLICATE_i_shpëlarë
853,,,,unflavored,pa_aromatizues
854,,,,unflavoured,DUPLICATE_pa_aromatizues
855,,,,nonflavored,DUPLICATE_pa_aromatizues
856,,,,nonflavoured,DUPLICATE_pa_aromatizues
857,,,,unsalted,i_pakripë
858,,,,unseasoned,pa_erëza
859,,,,unappetizing,që_nuk_të_hap_oreksin
860,,,,unappetising,DUPLICATE_që_nuk_të_hap_oreksin
861,,,,unpalatable,DUPLICATE_i_pashijshëm
863,L09_45,antonyms - gradable,tight,,i_ngushtë
864,,,,loose,i_lirshëm
865,,,,lax,i_lehtë
866,,,,baggy,i_gjerë
867,,,,loose-fitting,DUPLICATE_i_lirshëm
868,,,,sloppy,i_çrregullt
869,,,,flyaway,i_lëshuar
870,,,,free,i_lirë
871,,,,liberal,liberal
872,,,,informal,jo_formal
873,,,,unofficial,jo_zyrtar
875,L09_46,antonyms - gradable,warm,,ngrohtë
876,,,,cool,freskët
877,,,,cold,ftohtë
878,,,,chilly,DUPLICATE_ftohtë
879,,,,frosty,ngricë
880,,,,frigid,DUPLICATE_ftohtë
882,L09_47,antonyms - gradable,white,,i_bardhë
883,,,,black,i_zi
884,,,,dark,i_errët
885,,,,lightless,pa_dritë
887,L09_48,antonyms - gradable,wide,,i_gjerë
888,,,,narrow,i_ngushtë
889,,,,constricting,shtrëngues
890,,,,constrictive,DUPLICATE_shtrëngues
891,,,,narrowing,DUPLICATE_shtrëngues
892,,,,narrowed,i_ngushtuar
893,,,,narrow-mouthed,gojështrënguar
894,,,,slender,i_hollë
895,,,,thin,DUPLICATE_i_hollë
896,,,,strait,DUPLICATE_i_ngushtë
897,,,,straplike,si_rrip
898,,,,tapered,i_ngushtë_nga_fundi
899,,,,tapering,që_ngushtohet_nga_fundi
900,,,,limited,i_kufizuar
902,L09_49,antonyms - gradable,willing,,i_gatshëm
903,,,,unwilling,jo_i_gatshëm
904,,,,defiantnoncompliant,i_pabindur
905,,,,involuntary,i_pavullnetshëm
906,,,,nonvoluntary,DUPLICATE_i_pavullnetshëm
907,,,,unvoluntary,DUPLICATE_i_pavullnetshëm
908,,,,disinclined,DUPLICATE_jo_i_gatshëm
909,,,,averse,NO_TRANSLATION
910,,,,backward,DUPLICATE_ngurrues
911,,,,hesitant,ngurrues
912,,,,indisposed,DUPLICATE_NO_TRANSLATION
913,,,,loath,DUPLICATE_jo_i_gatshëm
914,,,,reluctant,DUPLICATE_ngurrues
915,,,,uneager,DUPLICATE_nuk_ka_dëshirë
916,,,,unwishful,nuk_ka_dëshirë
918,L09_50,antonyms - gradable,young,,i_ri
919,,,,old,i_vjetër
920,,,,aged,i_moshuar
921,,,,elderly,DUPLICATE_i_moshuar
922,,,,older,DUPLICATE_i_moshuar
923,,,,senior,i_madh
924,,,,age,moshë
925,,,,aging,DUPLICATE_në_plakje
926,,,,ageing,në_plakje
927,,,,senescent,DUPLICATE_i_vjetër
928,,,,ancient,i_lashtë
929,,,,anile,plakë
930,,,,centenarian,shekullor
931,,,,darkened,i_ngrysur
932,,,,doddering,i_rrëgjuar_nga_mendtë
933,,,,doddery,DUPLICATE_i_rrëgjuar_nga_mendtë
934,,,,gaga,plak
935,,,,senile,matuf
936,,,,emeritus,emeritus
937,,,,grey,i_hirtë
938,,,,gray,DUPLICATE_i_hirtë
939,,,,grey-haired,flokëthinjur
940,,,,gray-haired,DUPLICATE_flokëthinjur
941,,,,grey-headed,kokëthinjur
942,,,,gray-headed,DUPLICATE_kokëthinjur
943,,,,grizzly,i_përhimë
944,,,,hoar,i_thinjur
945,,,,hoary,DUPLICATE_i_thinjur
946,,,,white-haired,flokëbardhë
947,,,,middle-aged,i_moshës_së_mesme
948,,,,nonagenarian,në_të_nëntëdhjetatat
949,,,,octogenarian,në_të_tetëdhjetat
950,,,,oldish,DUPLICATE_i_vjetër
951,,,,overage,mbi_moshë
952,,,,overaged,DUPLICATE_mbi_moshë
953,,,,superannuated,NO_TRANSLATION
954,,,,over-the-hill,i_ka_kaluar_mosha
955,,,,sexagenarian,në_të_gjashtëdhjetat
956,,,,venerable,i_nderuar
957,,,,experienced,me_përvojë
958,,,,experient,DUPLICATE_me_përvojë
959,,,,mature,i_pjekur
