,ID,Relation,Source,Target,AL
868,,,,artefact,DUPPLICATE_artefakt
869,,,,unit,njësi
870,,,,object,objekt
871,,,,physical_object,objekt_fizik
872,,,,physical_entity,entitet_fizik
873,,,,entity,entitet
874,,,,broadcasting,transmetim
875,,,,telecommunication,telekomunikim
876,,,,telecom,telekom
877,,,,medium,mjedis
879,L02_49,hypernyms - misc,vase,,vazo
880,,,,jar,kavanoz
881,,,,vessel,enë
882,,,,container,DUPLICATE_enë
883,,,,artifact,artefakt
884,,,,artefact,DUPPLICATE_artefakt
885,,,,unit,njësi
886,,,,object,objekt
887,,,,physical_object,objekt_fizik
888,,,,physical_entity,entitet_fizik
889,,,,entity,entitet
891,L02_50,hypernyms - misc,wristband,,rrip_dore
892,,,,band,rrip
893,,,,strip,DUPLICATE_rrip
894,,,,slip,DUPLICATE_rrip
895,,,,artifact,artefakt
896,,,,artefact,DUPPLICATE_artefakt
897,,,,unit,njësi
898,,,,object,objekt
899,,,,physical_object,objekt_fizik
900,,,,physical_entity,entitet_fizik
901,,,,entity,entitet
