,ID,Relation,Source,Target,AL
822,,,,arteria_colica,arteria_kolike
823,,,,articulatio_humeri,DUPLICATE_NO_TRANSLATION
824,,,,shoulder_joint,nyja_e_shpatullave
825,,,,gall_bladder,fshikëza_e_tëmthit
826,,,,spare_tire,DUPLICATE_NO_TRANSLATION
827,,,,arteria_circumflexa_humeri,DUPLICATE_NO_TRANSLATION
828,,,,serratus_muscles,muskujt_serratus
829,,,,axillary_artery,arteria_sqetullore
830,,,,gluteus_muscle,muskul_i_vitheve
831,,,,love_handle,DUPLICATE_NO_TRANSLATION
832,,,,latissimus_dorsi,muskuli_latisimus_dorsi
833,,,,pectoral_muscle,muskuj_gjoksi
834,,,,tooshie,DUPLICATE_NO_TRANSLATION
835,,,,abdominal_muscle,muskul_i_barkut
836,,,,circumflex_humeral_artery,arteria_humerale_rrethore
837,,,,abdominal_aorta,aorta_abdominale
838,,,,vena_thoracica,vena_toraçika
839,,,,musculus_pectoralis,muskuj_pektoralis
840,,,,hypochondrium,hipokondrium
841,,,,area_of_cardiac_dullness,DUPLICATE_NO_TRANSLATION
842,,,,glenoid_cavity,DUPLICATE_NO_TRANSLATION
843,,,,rib_cage,kafazi_i_kraharorit
844,,,,thoracic_aorta,aorta_torakale
845,,,,omphalus,omfalus
846,,,,circumflex_scapular_artery,arteria_skapulare_rrethore
847,,,,acromial_process,proces_akromial
848,,,,shoulder_bone,kocka_e_shpatullës
849,,,,tail_end,kërrbisht
850,,,,rear_end,DUPLICATE_kërrbisht
851,,,,gluteal_muscle,muskul_gluteal
852,,,,inguen,inguin
853,,,,shoulder_blade,maja_e_shpatullës
854,,,,rotator_cuff,"patella_e_shpatullave,_patella_e_supit"
855,,,,corpus_sternum,korpus_sternum
856,,,,dorsal_vertebra,vertebra_dorsale
857,,,,teres_muscle,muskul_terës
858,,,,thoracic_cavity,zgavra_e_kraharorit
859,,,,axillary_cavity,zgavra_sqetullore
860,,,,chest_cavity,DUPLICATE_zgavra_e_kraharorit
861,,,,deltoid_muscle,muskul_deltoid
862,,,,belly_button,DUPLICATE_kërthizë
863,,,,gluteal_artery,arteria_gluteale
864,,,,thoracic_vein,venë_torakale
865,,,,glenoid_fossa,"gropa_glenoidale,_zgavra_glenoidale"
866,,,,nates,DUPLICATE_NO_TRANSLATION
867,,,,colic_artery,arterie_kolikale
868,,,,lumbar_vertebra,rruaza_e_mesit
869,,,,hind_end,DUPLICATE_kërbisht
871,L06_47,meronyms - part,tripod,,trekëmbësh
872,,,,leg,këmbë
873,,,,stand,qëndrim
875,L06_48,meronyms - part,typewriter,,makinë_shkrimi
876,,,,keyboard,tastierë
877,,,,typewriter,makinë_shkrimi
878,,,,carriage,karrocë
879,,,,tab,skedë
880,,,,ribbon,"shirit,_fjongo"
881,,,,shift,ndërrim
882,,,,backspace,mbrapa
883,,,,action,veprim
884,,,,key,"çelës,_tast"
885,,,,typewriter_carriage,mbajtëse_makine_shkrimi
886,,,,backspace_key,"çelësi_fshirës,_tasti_fshirës"
887,,,,action_mechanism,mekanizmi_i_veprimit
888,,,,typewriter_keyboard,tastierë_makine_shkrimi
889,,,,shift_key,tasti_shift
890,,,,space_bar,tasti_hapësirë
891,,,,tab_key,tasti_i_skedës
892,,,,typewriter_ribbon,shirit_makine_shkrimi
893,,,,backspacer,tasti_mbrapa
895,L06_49,meronyms - part,window,,dritare
896,,,,pane,panel
897,,,,sash,brez
898,,,,windowpane,xhami_i_dritares
899,,,,window,dritare
900,,,,fastener,mbërthyes
901,,,,glass,xham
902,,,,frame,kornizë
903,,,,case,rast
904,,,,windowsill,pragu_i_dritares
905,,,,mullion,milion
906,,,,jamb,bllokim
907,,,,lock,"bravë,_dry"
908,,,,casing,kaso
909,,,,sash_lock,shtresë_e_jashtme
910,,,,window_glass,DUPLICATE_xhami_i_dritares
911,,,,sash_fastener,mbyllës_kanatash
912,,,,pane_of_glass,panel_xhami
913,,,,window_lock,bravë_dritareje
914,,,,window_sash,kanatë_dritare
915,,,,window_frame,kornizë_dritareje
917,L06_50,meronyms - part,womb,,mitër
918,,,,cervix,qafa_e_mitrës
919,,,,caul,kaul
920,,,,placenta,placentë
921,,,,oviduct,vezore
922,,,,veil,vello
923,,,,myometrium,miometrium
924,,,,endometrium,endometrium
925,,,,uterine_artery,arteria_e_mitrës
926,,,,embryonic_membrane,membrana_embrionale
927,,,,uterine_cervix,DUPLICATE_qafa_e_mitrës
928,,,,uterine_cavity,zgavra_e_mitrës
929,,,,fallopian_tube,tub_fallopian
930,,,,uterine_tube,tub_uterine
931,,,,cervix_uteri,DUPLICATE_qafa_e_mitrës
932,,,,arteria_uterina,DUPLICATE_arteria_e_mitrës
