,ID,Relation,Source,Target,HE
797,,,,waistline,קו_המתניים
798,,,,sternum,סטרנום
799,,,,scapula,עצם_השכם
800,,,,glute,DUPLICATE_שרירי_העכוז
801,,,,manubrium,מנובריום
802,,,,fanny,DUPLICATE_עכוז
803,,,,side,DUPLICATE_כתף
804,,,,midsection,החלק_האמצעי
805,,,,pecs,DUPLICATE_שרירי_החזה
806,,,,hip,ירך
807,,,,buttock,DUPLICATE_ישבן
808,,,,intestine,DUPLICATE_מעי
809,,,,breast,שד
810,,,,can,DUPLICATE_ישבן
811,,,,tail,DUPLICATE_ישבן
812,,,,hindquarters,DUPLICATE_עכוז
813,,,,xiphoid_process,חלק_סחוסי
814,,,,thoracic_vertebra,חוליות_החזה
815,,,,abdominal_wall,דופן_הבטן
816,,,,musculus_deltoideus,DUPLICATE_שריר_דלתא
817,,,,abdominal_cavity,חלל_הבטן
818,,,,arteria_circumflexa_scapulae,עורק_עצם_השכמה
819,,,,arteria_glutes,עורק_העכוז
820,,,,arteria_axillaris,עורק_בית_השחי
821,,,,axillary_fossa,פוסה_אקסילרית
822,,,,arteria_colica,עורקי_הקוליקה
823,,,,articulatio_humeri,ארטיקולטיו_הומרי
824,,,,shoulder_joint,מפרק_כתף
825,,,,gall_bladder,DUPLICATE_כיס_המרה
826,,,,spare_tire,צמיג_רזרבי
827,,,,arteria_circumflexa_humeri,העורק_של_הכתף
828,,,,serratus_muscles,שרירי_סראטוס
829,,,,axillary_artery,DUPLICATE_עורק_בית_השחי
830,,,,gluteus_muscle,שריר_גלוטאוס
831,,,,love_handle,שומן_מעל_המתניים
832,,,,latissimus_dorsi,שריר_הגב_הרחיב
833,,,,pectoral_muscle,שרירי_חזה
834,,,,tooshie,DUPLICATE_עכוז
835,,,,abdominal_muscle,שרירי_הבטן
836,,,,circumflex_humeral_artery,עורק_הומרלי_סירקומפלקס
837,,,,abdominal_aorta,אב_העורקים_הבטני
838,,,,vena_thoracica,DUPLICATE_וריד_בית_החזה
839,,,,musculus_pectoralis,DUPLICATE_שרירי_החזה
840,,,,hypochondrium,היפוכונדריום
841,,,,area_of_cardiac_dullness,אזור_של_קהות_לב
842,,,,glenoid_cavity,חלל_גלנואידי
843,,,,rib_cage,DUPLICATE_בית_החזה
844,,,,thoracic_aorta,אבי_העורקים_החזי
845,,,,omphalus,DUPLICATE_אומפלוס
846,,,,circumflex_scapular_artery,עורק_עצם_השכמה_הכותר
847,,,,acromial_process,תהליך_אקרומיאלי
848,,,,shoulder_bone,עצם_הכתף
849,,,,tail_end,קצה_הזנב
850,,,,rear_end,DUPLICATE_עכוז
851,,,,gluteal_muscle,שריר_גלוטאלי
852,,,,inguen,DUPLICATE_מִפשָׂעָה
853,,,,shoulder_blade,שִׁכְמָה
854,,,,rotator_cuff,מסובבי_הכתף
855,,,,corpus_sternum,קורפוס_עצם_החזה
856,,,,dorsal_vertebra,החוליה_הגבית
857,,,,teres_muscle,שריר_טרס
858,,,,thoracic_cavity,חלל_בית_החזה
859,,,,axillary_cavity,חלל_בית_השחי
860,,,,chest_cavity,חלל_החזה
861,,,,deltoid_muscle,שריר_דלתא
862,,,,belly_button,DUPLICATE_חור_הטבור
863,,,,gluteal_artery,עורק_גלוטאלי
864,,,,thoracic_vein,וריד_בית_החזה
865,,,,glenoid_fossa,פוסה_גלנואיד
866,,,,nates,DUPLICATE_עכוז
867,,,,colic_artery,עורק_המעי_הגס
868,,,,lumbar_vertebra,חוליה_מותנית
869,,,,hind_end,DUPLICATE_אחורי
871,L06_47,meronyms - part,tripod,,חֲצוּבָה
872,,,,leg,רגל
873,,,,stand,עמדה
875,L06_48,meronyms - part,typewriter,,מכונת_כתיבה
876,,,,keyboard,מקלדת
877,,,,typewriter,מכונת_כתיבה
878,,,,carriage,גרר
879,,,,tab,כרטיסייה
880,,,,ribbon,סֶרֶט
881,,,,shift,מַעֲבָר
882,,,,backspace,מקש_לחזור_אחורה
883,,,,action,מעבד
884,,,,key,מַקָּשׁ
885,,,,typewriter_carriage,גרר_מכונת_כתיבה
886,,,,backspace_key,DUPLICATE_מקש_לחזור_אחורה
887,,,,action_mechanism,מנגנון_פעולה
888,,,,typewriter_keyboard,מקלדת_מכונת_כתיבה
889,,,,shift_key,כפתור_שיפט
890,,,,space_bar,מקש_רווח
891,,,,tab_key,מקש_טאב
892,,,,typewriter_ribbon,סרט_מכונת_כתיבה
893,,,,backspacer,DUPLICATE_מקש_לחזור_אחורה
895,L06_49,meronyms - part,window,,חַלוֹן
896,,,,pane,שִׁמשָׁה
897,,,,sash,מַשְׁקוֹף
898,,,,windowpane,DUPLICATE_שמשה
899,,,,window,חַלוֹן
900,,,,fastener,סגר
901,,,,glass,זכוכית
902,,,,frame,מִסגֶרֶת
903,,,,case,DUPLICATE_מעטפת
904,,,,windowsill,אדן_החלון
905,,,,mullion,מוליון
906,,,,jamb,מְזוּזָה
907,,,,lock,מנעול
908,,,,casing,מַעֲטֶפֶת
909,,,,sash_lock,מנעול_אבנט
910,,,,window_glass,חלון_זכוכית
911,,,,sash_fastener,סוגר_אבנט
912,,,,pane_of_glass,זגוגית_זכוכית
913,,,,window_lock,מנעול_חלון
914,,,,window_sash,אבנט_לחלון
915,,,,window_frame,מסגרת_חלון
917,L06_50,meronyms - part,womb,,רֶחֶם
918,,,,cervix,צוואר_הרחם
919,,,,caul,כיפת_לידה
920,,,,placenta,שִׁליָה
921,,,,oviduct,DUPLICATE_חצוצרת_הרחם
922,,,,veil,צָעִיף
923,,,,myometrium,מיומטריום
924,,,,endometrium,רירית_הרחם
925,,,,uterine_artery,עורק_הרחם
926,,,,embryonic_membrane,קרום_עוברי
927,,,,uterine_cervix,DUPLICATE_צוואר_הרחם
928,,,,uterine_cavity,חלל_הרחם
929,,,,fallopian_tube,חֲצוֹצְרַת_הָרֶחֶם
930,,,,uterine_tube,צינור_רחם
931,,,,cervix_uteri,DUPLICATE_צוואר_הרחם
932,,,,arteria_uterina,עורקי_הרחם
