,ID,Relation,Source,Target,HE
772,,,,oily,שַמנוּנִי
773,,,,oleaginous,DUPLICATE_חלקלק
774,,,,smarmy,מִתחַסֵד
775,,,,soapy,סַבּוֹנִי
776,,,,unctuous,חֲלַקְלַק
777,,,,dissimulative,דיסימולטיבי
779,,,,feigned,העמיד_פנים
780,,,,gilded,מוּזהָב
781,,,,meretricious,שאינו_כן
782,,,,specious,מַטעֶה
783,,,,hypocritical,היפוקריטי
784,,,,plausible,מתקבל_על_הדעת
785,,,,counterfeit,מְזוּיָף
786,,,,imitative,חיקוי
787,,,,dishonest,לֹא_יָשָׁר
788,,,,dishonorable,מביש
789,,,,disingenuous,חסר_כנות
790,,,,artful,עַרמוּמִי
791,,,,unreal,לא_אמיתי
793,L09_42,antonyms - gradable,slow,,לְהַאֵט
794,,,,fast,מָהִיר
795,,,,quick,DUPLICATE_מהיר
796,,,,accelerated,מוּאָץ
797,,,,alacritous,נלהב
798,,,,blistering,חם_מאד
799,,,,hot,חַם
800,,,,red-hot,אדום_לוהט
801,,,,double-quick,מהירות_כפולה
802,,,,express,אֶקְסְפּרֶס
803,,,,fast-breaking,מהיר_שובר
804,,,,fast-paced,בקצב_מהיר
805,,,,fleet,DUPLICATE_מהיר
806,,,,swift,DUPLICATE_מהיר
807,,,,high-speed,מהירות_גבוהה
808,,,,high-velocity,DUPLICATE_מהירות_גבוהה
809,,,,hurrying,ממהר
810,,,,scurrying,מיהר
811,,,,immediate,מיידי
812,,,,prompt,DUPLICATE_מיידי
813,,,,straightaway,מיד
814,,,,instantaneous,DUPLICATE_מיידי
815,,,,instant,רֶגַע
816,,,,meteoric,מטאורי
817,,,,speedy,DUPLICATE_מהיר
818,,,,rapid,DUPLICATE_מהיר
819,,,,winged,מכונף
820,,,,windy,סוער
822,L09_43,antonyms - gradable,sweet,,מתוק
823,,,,sour,חָמוּץ
824,,,,acerb,DUPLICATE_חמוץ
825,,,,acerbic,DUPLICATE_חמוץ
826,,,,astringent,עפיץ
827,,,,acetose,אצטוזה
828,,,,acetous,טעמו_כשל_חומץ
829,,,,vinegary,DUPLICATE_חמצמץ
830,,,,vinegarish,חומץ
831,,,,acidic,חומצי
832,,,,acid,חוּמצָה
833,,,,acidulent,חומצה
834,,,,acidulous,DUPLICATE_חמוצי
835,,,,lemony,לימוני
836,,,,lemonlike,לימון
837,,,,sourish,חֲמַצמַץ
838,,,,tangy,חריף
839,,,,tart,DUPLICATE_חמוץ
840,,,,subacid,תת-חומצה
841,,,,bitter,טעם_מר
843,L09_44,antonyms - gradable,tasty,,טָעִים
844,,,,tasteless,חסר_טעם
845,,,,bland,DUPLICATE_תפל
846,,,,flat,DUPLICATE_תפל
847,,,,flavorless,DUPLICATE_חסר_טעם
848,,,,flavourless,DUPLICATE_חסר_טעם
849,,,,insipid,תָפֵל
850,,,,savorless,DUPLICATE_חסר_טעם
851,,,,savourless,DUPLICATE_חסר_טעם
852,,,,vapid,DUPLICATE_תפל
853,,,,unflavored,ללא_טעם
854,,,,unflavoured,DUPLICATE_ללא_טעם
855,,,,nonflavored,DUPLICATE_ללא_טעם
856,,,,nonflavoured,DUPLICATE_ללא_טעם
857,,,,unsalted,DUPLICATE_תפל
858,,,,unseasoned,לא_מתובל
859,,,,unappetizing,שאינו_מעורר_תיאבון
860,,,,unappetising,DUPLICATE_שאינו_מעורר_תיאבון
861,,,,unpalatable,שאינו_ערב_לחיך
863,L09_45,antonyms - gradable,tight,,הדוק
864,,,,loose,מְשׁוּחרָר
865,,,,lax,רָפֶה
866,,,,baggy,רחב
867,,,,loose-fitting,מתאים
868,,,,sloppy,מרושל
869,,,,flyaway,DUPLICATE_חופשי
870,,,,free,חופשי
871,,,,liberal,לִיבֵּרָלִי
872,,,,informal,לא_רשמי
873,,,,unofficial,בלתי_רשמי
875,L09_46,antonyms - gradable,warm,,נעים
876,,,,cool,קריר
877,,,,cold,קַר
878,,,,chilly,DUPLICATE_קריר
879,,,,frosty,צוֹנֵן
880,,,,frigid,קָפוּא
882,L09_47,antonyms - gradable,white,,לבן
883,,,,black,שָׁחוֹר
884,,,,dark,אפל
885,,,,lightless,חסר_אור
887,L09_48,antonyms - gradable,wide,,רָחָב
888,,,,narrow,צר
889,,,,constricting,צימצום
890,,,,constrictive,מכווץ
891,,,,narrowing,הֲצָרָה
892,,,,narrowed,צמצם
893,,,,narrow-mouthed,צרה_בפה
894,,,,slender,DUPLICATE_רזה
895,,,,thin,רזה
896,,,,strait,DUPLICATE_צר
897,,,,straplike,דמוי_רצועה
898,,,,tapered,התחודד
899,,,,tapering,מתחדד
900,,,,limited,מוגבל
902,L09_49,antonyms - gradable,willing,,מוּכָן
903,,,,unwilling,מסרב
904,,,,defiantnoncompliant,מתריס_לא_תואם
905,,,,involuntary,לא_רצוני
906,,,,nonvoluntary,לא_מרצון
907,,,,unvoluntary,בלתי_רצוני
908,,,,disinclined,הפגין_חוסר_רצון
909,,,,averse,מִתנַגֵד
910,,,,backward,מפגר
911,,,,hesitant,מְהַסֵס
912,,,,indisposed,חסרי_רצון
913,,,,loath,מְתַעֵב
914,,,,reluctant,DUPLICATE_מסרב
915,,,,uneager,לא_להוט
916,,,,unwishful,לא_רצוי
918,L09_50,antonyms - gradable,young,,צָעִיר
919,,,,old,ישן
920,,,,aged,זָקֵן
921,,,,elderly,קשיש
922,,,,older,ישן_יותר
923,,,,senior,בָּכִיר
924,,,,age,גיל
925,,,,aging,הְזדַקְנוּת
926,,,,ageing,DUPLICATE_הזדקנות
927,,,,senescent,מזדקן
928,,,,ancient,עַתִיק
929,,,,anile,כמו_של_זקנה
930,,,,centenarian,בן_מאה
931,,,,darkened,חשוך
932,,,,doddering,רוטט
933,,,,doddery,רועד_מחולשה
934,,,,gaga,קוּקוּ
935,,,,senile,סֵנִילִי
936,,,,emeritus,אמריטוס
937,,,,grey,DUPLICATE_אפור
938,,,,gray,אפור
939,,,,grey-haired,DUPLICATE_אפור_שיער
940,,,,gray-haired,אפור_שיער
941,,,,grey-headed,DUPLICATE_אפור_ראש
942,,,,gray-headed,אפור_ראש
943,,,,grizzly,ששערו_אפור
944,,,,hoar,מאפיר
945,,,,hoary,כסוף_שיער
946,,,,white-haired,לבן_שיער
947,,,,middle-aged,גיל_העמידה
948,,,,nonagenarian,בשנות_התשעים_לחייו
949,,,,octogenarian,אוקטוגני
950,,,,oldish,DUPLICATE_זקן
951,,,,overage,מעל_למגבלת_גיל
952,,,,overaged,DUPLICATE_מעל_למגבלת_גיל
953,,,,superannuated,הוצא_לגמלאות
954,,,,over-the-hill,מעבר_לגבעה
955,,,,sexagenarian,סקסגני
956,,,,venerable,נִכבָּד
957,,,,experienced,מְנוּסֶה
958,,,,experient,DUPLICATE_מנוסה
959,,,,mature,בּוֹגֵר
