,ID,Relation,Source,Target,HE
724,,,,living_thing,יצור_חי
725,,,,odd-toed_ungulate,DUPLICATE_מפריטי_פרסה
726,,,,animate_being,DUPLICATE_יצור_חי
727,,,,eutherian_mammal,יונק_אוטרי
728,,,,perissodactyl,מפריטי_פרסה
729,,,,placental_mammal,יונק_שליה_DUPLICATE
730,,,,craniate,בעל_גולגלת
731,,,,hoofed_mammal,בעל_פרסות
732,,,,physical_entity,ישות_פיזית
733,,,,perissodactyl_mammal,יונק_פריסודקטיל
734,,,,equus_caballus,סוס_הבית
735,,,,,"בריה,ברוא"
736,L01_38,hypernyms - animals,porcupine,,דַּרְבָּן
737,,,,rodent,מְכַרְסֵם
738,,,,vertebrate,בעלי_חוליות
739,,,,creature,יצור
740,,,,beast,DUPLICATE_חיה
741,,,,animal,חיה
742,,,,organism,אורגניזם
743,,,,fauna,ממלכת_עולם_החי
744,,,,placental,שִׁלְיָתִי
745,,,,chordate,מיתרנים
746,,,,eutherian,יונקי_שליה
747,,,,mammal,יוֹנֵק
748,,,,mammalian,DUPLICATE_יונק
749,,,,eutherian_mammal,יונק_אוטרי
750,,,,gnawer,מכרסמים
751,,,,animate_being,DUPLICATE_יצור_חי
752,,,,living_thing,יצור_חי
753,,,,placental_mammal,יונק_שליה_DUPLICATE
754,,,,craniate,בעל_גולגלת
755,,,,,"בריה,ברוא"
756,L01_39,hypernyms - animals,quail,,שְׂלָו
757,,,,fowl,DUPLICATE_עוף
758,,,,bird,צפור
759,,,,vertebrate,בעלי_חוליות
760,,,,poultry,עוֹף
761,,,,creature,יצור
762,,,,beast,DUPLICATE_חיה
763,,,,being,DUPLICATE_יצור
764,,,,animal,חיה
765,,,,organism,אורגניזם
766,,,,fauna,ממלכת_עולם_החי
767,,,,chordate,מיתרנים
768,,,,wild_fowl,DUPLICATE_עופות_בר
769,,,,wildfowl,עופות_בר
770,,,,animate_being,DUPLICATE_יצור_חי
771,,,,gallinaceous_bird,ציפור_גלינסית
772,,,,craniate,בעל_גולגלת
773,,,,gallinacean,קְלִינַאי
774,,,,living_thing,יצור_חי
775,,,,,"בריה,ברוא"
776,L01_40,hypernyms - animals,rattlesnake,,עַכְסָן
777,,,,snake,נחש
778,,,,reptile,זוחל
779,,,,pit_viper,צפעוני_גומה
780,,,,serpent,DUPLICATE_נחש
781,,,,ophidian,דמוי_נחש
783,L01_41,hypernyms - animals,squirrel,,סְנָאִי
784,,,,rodent,מְכַרְסֵם
785,,,,vertebrate,בעלי_חוליות
786,,,,creature,יצור
787,,,,beast,DUPLICATE_חיה
788,,,,animal,חיה
789,,,,organism,אֹורגניזם
790,,,,fauna,ממלכת_עולם_החי
791,,,,placental,שִׁלְיָתִי
792,,,,chordate,מיתרנים
793,,,,eutherian,יונקי_שליה
794,,,,mammal,יוֹנֵק
795,,,,mammalian,DUPLICATE_יונק
796,,,,eutherian_mammal,יונק_אוטרי
797,,,,gnawer,מכרסמים
798,,,,animate_being,DUPLICATE_יצור_חי
799,,,,living_thing,יצור_חי
800,,,,placental_mammal,יונק_שליה_DUPLICATE
801,,,,craniate,בעל_גולגולת
802,,,,,"בריה,ברוא"
803,L01_42,hypernyms - animals,stegosaurus,,סְטֶגוֹזָאוּר
804,,,,dinosaur,דינוזאור
805,,,,reptile,זוחל
806,,,,armored_dinosaur,תיראופורה
807,,,,archosaur,ארכוזאוריה
808,,,,archosaurian,DUPLICATE_ארכוזאוריה
809,,,,archosaurian_reptile,זוחל_ארכוזאורי
811,L01_43,hypernyms - animals,tiger,,טִיגְרִיס
812,,,,feline,DUPLICATE_חתול
813,,,,cat,חתול
814,,,,beast,DUPLICATE_חיה
815,,,,animal,חיה
816,,,,organism,אורגניזם
817,,,,fauna,ממלכת_עולם_החי
818,,,,placental,שִׁלְיָתִי
819,,,,carnivore,טורף
820,,,,chordate,מיתרנים
821,,,,felid,בעל_חיים_ממשפחת_החתוליים
822,,,,eutherian,יונקי_שליה
823,,,,mammal,יוֹנֵק
824,,,,mammalian,DUPLICATE_יונק
825,,,,eutherian_mammal,יונק_אוטרי
826,,,,animate_being,DUPLICATE_יצור_חי
827,,,,placental_mammal,יונק_שליה_DUPLICATE
828,,,,craniate,בעל_גולגולת
829,,,,big_cat,חתול_גדול
831,,,,,אוכל_בשר
832,L01_44,hypernyms - animals,triceratops,,טריצרטופס
833,,,,dinosaur,דינוזאור
834,,,,reptile,זוחל_ארכוזאורי
835,,,,ceratopsian,צרטופסים
836,,,,horned_dinosaur,בעל_קרניים
837,,,,archosaur,ארכוזאוריה
838,,,,archosaurian,DUPLICATE_ארכוזאוריה
839,,,,archosaurian_reptile,DUPLICATE_זוחל_ארכוזאורי
841,L01_45,hypernyms - animals,turkey,,תַּרְנְגוֹל_הוֹדוּ
842,,,,fowl,DUPLICATE_עוף
843,,,,bird,צפור
844,,,,vertebrate,בעלי_חוליות
845,,,,poultry,עוֹף
846,,,,creature,יצור
847,,,,beast,DUPLICATE_חיה
848,,,,being,DUPLICATE_יצור
849,,,,animal,חיה
850,,,,organism,אֹורגניזם
851,,,,fauna,ממלכת_עולם_החי
852,,,,chordate,מיתרנים
853,,,,domestic_fowl,עוף_ביתי
854,,,,animate_being,DUPLICATE_יצור_חי
855,,,,gallinaceous_bird,ציפור_גלינסית
856,,,,craniate,בעל_גולגולת
857,,,,gallinacean,קְלִינַאי
858,,,,living_thing,יצור_חי
859,,,,,"בריה,ברוא"
860,L01_46,hypernyms - animals,tyrannosaurus,,טירנוזאורוס
861,,,,dinosaur,דינוזאור
862,,,,reptile,זוחל
863,,,,theropod,תרופודה
864,,,,theropod_dinosaur,DUPLICATE_תרופודה
865,,,,bird-footed_dinosaur,דינוזאור_בעל_רגל_ציפור
866,,,,archosaur,ארכוזאוריה
867,,,,archosaurian,DUPLICATE_ארכוזאוריה
868,,,,archosaurian_reptile,זוחל_ארכוזאורי
870,L01_47,hypernyms - animals,velociraptor,,ולוצירפטור
871,,,,dinosaur,דינוזאור
872,,,,reptile,זוחל
873,,,,maniraptor,מנירפטורים
874,,,,archosaur,ארכוזאוריה
875,,,,archosaurian,DUPLICATE_ארכוזאוריה
876,,,,archosaurian_reptile,זוחל_ארכוזאורי
878,L01_48,hypernyms - animals,viper,,צֶפַע
879,,,,snake,נחש
880,,,,reptile,זוחל
881,,,,serpent,DUPLICATE_נחש
882,,,,ophidian,דמוי_נחש
885,L01_49,hypernyms - animals,vulture,,נֶשֶׁר
886,,,,raptor,עוף_דורס
887,,,,bird,צפור
888,,,,vertebrate,בעלי_חוליות
889,,,,creature,יצור
890,,,,beast,DUPLICATE_חיה
891,,,,being,DUPLICATE_יצור
892,,,,animal,חיה
893,,,,organism,אֹורגניזם
894,,,,fauna,ממלכת_עולם_החי
895,,,,chordate,מיתרנים
896,,,,animate_being,DUPLICATE_יצור_חי
897,,,,craniate,בעל_גולגולת
898,,,,living_thing,יצור_חי
899,,,,raptorial_bird,ציפור_דורס
900,,,,bird_of_prey,DUPLICATE_עוף_דורס
901,,,,,"בריה,ברוא,ציפור_טרף"
902,L01_50,hypernyms - animals,wolf,,זְאֵב
903,,,,canine,כַּלבִּי
904,,,,vertebrate,בעלי_חוליות
905,,,,creature,יצור
906,,,,beast,DUPLICATE_חיה
907,,,,canid,כלביים
908,,,,being,DUPLICATE_יצור
909,,,,animal,חיה
910,,,,organism,אֹורגניזם
911,,,,fauna,ממלכת_עולם_החי
912,,,,placental,שִׁלְיָתִי
913,,,,carnivore,טורף
914,,,,chordate,מיתרנים
915,,,,eutherian,יונקי_שליה
916,,,,mammal,יוֹנֵק
917,,,,mammalian,DUPLICATE_יונק
918,,,,animate_being,DUPLICATE_יצור_חי
919,,,,eutherian_mammal,יונק_אוטרי
920,,,,locomote,נע_ממקום_למקום
921,,,,placental_mammal,יונק_שליה_DUPLICATE
922,,,,craniate,בעל_גולגולת
923,,,,domesticated_animal,חיה_מבויתת
924,,,,physical_entity,ישות_פיזית
925,,,,domestic_animal,חיית_בית
926,,,,living_thing,יצור_חי
927,,,,,"בריה,ברוא,אוכל_בשר"
