,ID,Relation,Source,Target,HE
770,,,,high_spirits,מצב_רוח_מרומם
771,,,,lightness,קְלִילוּת
772,,,,exhilaration,הִתְלַהֲבוּת
773,,,,excitement,התרגשות
774,,,,exuberance,חִיּוּנִיּוּת
775,,,,exultation,צָהֳלָה
776,,,,jubilance,DUPLICATE_שמחה
777,,,,jubilancy,DUPLICATE_שמחה
778,,,,jubilation,DUPLICATE_שמחה
779,,,,agape,פעור_פה
780,,,,agape_love,אהבה_נוצרית
781,,,,amorousness,מאוהב
782,,,,enamoredness,חריף
783,,,,ardor,לַהַט
784,,,,ardour,DUPLICATE_להט
785,,,,benevolence,חֶסֶד
786,,,,devotion,מְסִירוּת
787,,,,devotedness,DUPLICATE_מסירות
788,,,,filial_love,אהבה_פיליאלית
789,,,,heartstrings,מיתרי_הלב
790,,,,lovingness,DUPLICATE_אהבה
791,,,,caring,אכפתית
792,,,,loyalty,נֶאֱמָנוּת
793,,,,puppy_love,אהבת_נעורים
794,,,,calf_love,אהבת_בוסר
795,,,,crush,לִמְחוֹץ
796,,,,infatuation,אהבה_עורת
797,,,,worship,פולחן
798,,,,adoration,DUPLICATE_הַעֲרָצָה
799,,,,aggravation,הַחמָרָה
800,,,,exasperation,רוֹגֶז
801,,,,displeasure,אי_שביעות_רצון
802,,,,frustration,תסכול
803,,,,harassment,הַטרָדָה
804,,,,torment,לַעֲנוֹת
805,,,,pique,DUPLICATE_טִינָה
806,,,,temper,מזג
807,,,,irritation,הַקפָּדָה
808,,,,fit,התאמה
809,,,,tantrum,התפרצות_זעם
810,,,,scene,סְצֵינָה
811,,,,conniption,חיבור
812,,,,irascibility,רַתחָנוּת
813,,,,short_temper,מזג_קצר
814,,,,spleen,דִּכָּאוֹן
815,,,,quick_temper,מהיר_חמה
816,,,,lividity,DUPLICATE_עצבנות
817,,,,wrath,DUPLICATE_זעם
818,,,,dudgeon,תַּרְעֹמֶת
819,,,,high_dudgeon,מעליב
820,,,,willies,עַצְבָּנוּת
821,,,,comfort,נוחות
822,,,,quality_of_life,איכות_חיים
823,,,,blessedness,ברכה
824,,,,beatitude,אושר_עילאי
825,,,,beatification,הַקדָשָׁה
826,,,,radiance,זוֹהַר
827,,,,embitterment,מְרִירוּת
828,,,,sadness,עֶצֶב
829,,,,sorrow,צַעַר
830,,,,sorrowfulness,DUPLICATE_צער
831,,,,pall,אריה_אבל
832,,,,foreboding,מבשר_רעות
833,,,,premonition,תחשה_מוקדמת
834,,,,presentiment,מנבא_רעות
835,,,,boding,מבשר
836,,,,gloom,קַדרוּת
837,,,,gloominess,דִכדוּך
838,,,,somberness,קודר
839,,,,sombreness,DUPLICATE_קודר
840,,,,suspense,מֶתַח
841,,,,trepidation,DUPLICATE_חרדה
842,,,,swivet,מצוקה
843,,,,cold_feet,רגליים_קרות
844,,,,diffidence,בַּיְשָׁנוּת
845,,,,self-doubt,ספק_עצמי
846,,,,self-distrust,חוסר_אמון_עצמי
847,,,,shyness,בַּישָׁנוּת
848,,,,aggression,תוֹקפָּנוּת
849,,,,aggressiveness,DUPLICATE_תוקפנות
850,,,,animosity,DUPLICATE_איבה
851,,,,animus,DUPLICATE_עוינות
852,,,,bad_blood,דם_רע
853,,,,antagonism,אַנְטָגוֹנִיזְם
854,,,,belligerence,אַגְרֶסִיבִיּוּת
855,,,,belligerency,DUPLICATE_אגרסיביות
856,,,,class_feeling,תחושה_כיתתית
857,,,,resentment,DUPLICATE_תַּרְעֹמֶת
858,,,,bitterness,DUPLICATE_מְרִירוּת
859,,,,gall,חוּצפָּה
860,,,,rancor,DUPLICATE_שנאה
861,,,,rancour,DUPLICATE_שנאה
862,,,,maleficence,עֲבֵרָה
863,,,,malice,זָדוֹן
864,,,,maliciousness,זדוניות
865,,,,spite,DUPLICATE_רוע_לב
866,,,,spitefulness,מרגישות
867,,,,venom,אֶרֶס
868,,,,vindictiveness,נַקמָנוּת
869,,,,vengefulness,DUPLICATE_נקמנות
870,,,,misocainea,מיסוקיינה
871,,,,euphoria,DUPLICATE_אופוריה
872,,,,euphory,אופוריה
873,,,,bang,חבטה
874,,,,boot,מַגָף
875,,,,charge,עֲלוּת
876,,,,rush,מְהִירוּת
877,,,,flush,סומק
878,,,,kick,בְּעִיטָה
879,,,,intoxication,הַרעָלָה
880,,,,titillation,דִגדוּג
881,,,,triumph,נצחון
882,,,,beneficence,DUPLICATE_תועלת
883,,,,warmheartedness,חום_לב
884,,,,warmth,חוֹם
885,,,,nirvana,נירוונה
886,,,,enlightenment,הֶאָרָה
887,,,,mourning,אֵבֶל
888,,,,bereavement,שִׁכּוּל
889,,,,poignance,נוקבות
890,,,,poignancy,חֲרִיפוּת
891,,,,presage,אות_לבאות
892,,,,shadow,צֵל
893,,,,hesitance,DUPLICATE_הַסְסָנוּת
894,,,,hesitancy,פִּקפּוּק
895,,,,unassertiveness,אָסֶרְטִיבִיּוּת
896,,,,warpath,נתיב_מלחמה
897,,,,envy,קִנְאָה
898,,,,enviousness,DUPLICATE_קנאה
899,,,,grudge,DUPLICATE_טִינָה
900,,,,score,ציון
901,,,,grievance,תְלוּנָה
902,,,,heartburning,צָרֶבֶת
903,,,,sulkiness,זעזוע
904,,,,huffishness,הורדות
905,,,,covetousness,חַמדָנוּת
906,,,,jealousy,קנאה
907,,,,green-eyed_monster,מפלצת_ירוקת_עיניים
908,,,,penis_envy,קנאת_הפין
910,L03_26,hyponyms - misc,flask,,בקבוק
911,,,,thermos,תֶרמוֹס
912,,,,ampulla,אמפולה
913,,,,canteen,מזנון
914,,,,erlenmeyer_flask,בקבוק_ארלנמייר
915,,,,hipflask,היפפלסק
916,,,,pocket_flask,בקבוק_כיס
917,,,,round-bottom_flask,בקבוק_תחתי_עגול
918,,,,vacuum_flask,בקבוקון_ואקום
919,,,,vacuum_bottle,בקבוק_ואקום
920,,,,dewar_flask,בקבוק_דיואר
921,,,,dewar,דוואר
922,,,,thermos_bottle,בקבוק_תרמוס
923,,,,thermos_flask,תרמוס
925,L03_27,hyponyms - misc,guitar,,גִיטָרָה
926,,,,ukulele,יוקלילי
927,,,,bass,בַּס
928,,,,bass_guitar,גיטרת_בס
929,,,,acoustic_guitar,גיטרה_אקוסטית
930,,,,cittern,ציתרן
931,,,,cithern,DUPLICATE_ציתרן
932,,,,cither,DUPLICATE_ציתרן
933,,,,citole,ציטול
934,,,,gittern,גיטרן
935,,,,electric_guitar,גיטרה_חשמלית
936,,,,hawaiian,הוואי
937,,,,steel,פְּלָדָה
938,,,,uke,DUPLICATE_יוקלילי
940,L03_28,hyponyms - misc,gun,,אֶקְדָח
941,,,,rifle,רובה
942,,,,air,אוויר
943,,,,airgun,רובה_אוויר
944,,,,antiaircraft,נגד_מטוסים
945,,,,flak,אש_נגד_מטוסים
946,,,,flack,DUPLICATE_אש_נגד_מטוסים
947,,,,pom-pom,אקדח_פום_פום
948,,,,ack-ack,תותח_נגד_מטוסים
949,,,,breechloader,אקדח_שמטעינים_מאחור
950,,,,cannon,תוֹתָח
951,,,,firearm,DUPLICATE_אקדח
952,,,,piece,DUPLICATE_אקדח
953,,,,small-arm,זרוע_קטנה
954,,,,gas,גַז
955,,,,minute,דַקָה
956,,,,quaker,קְוֵקֶר
957,,,,set,מַעֲרֶכֶת
958,,,,spring,אביב
959,,,,whaling,ציד_לווייתנים
961,L03_29,hyponyms - misc,jewel,,תכשיטים
962,,,,diamond,יהלום
963,,,,ruby,אוֹדֶם
964,,,,pearl,פְּנִינָה
965,,,,emerald,בַּרֶקֶת
966,,,,sapphire,סַפִּיר
968,L03_30,hyponyms - misc,jewelry,,תכשיט
969,,,,bracelet,צמיד
970,,,,bead,חָרוּז
971,,,,bijou,DUPLICATE_תכשיט
972,,,,bling,תכשיט_נוצץ
973,,,,bling_bling,DUPLICATE_תכשיט_נוצץ
974,,,,bangle,DUPLICATE_צמיד
975,,,,clip,קליפס
976,,,,cufflink,חפתים
977,,,,earring,עָגִיל
978,,,,jewel,תַכשִׁיט
979,,,,gem,פְּנִינָה
980,,,,precious_stone,אבן_יקרה
981,,,,necklace,שַׁרשֶׁרֶת
982,,,,pin,סיכה
983,,,,ring,טַבַּעַת
984,,,,band,סרט
985,,,,tie_clip,סיכת_עניבה
986,,,,bugle,שרשרת_סיכות
987,,,,anklet,קַרסוּלִית
988,,,,ankle_bracelet,צמיד_לקרסול
989,,,,armilla,ארמילה
990,,,,pendant_earring,עגיל_תליון
991,,,,drop_earring,עגיל_טיפה
992,,,,eardrop,DUPLICATE_עגיל
993,,,,crown_jewel,היהלום_שבכתר
994,,,,diamond,יהלום
995,,,,emerald,בַּרֶקֶת
996,,,,pearl,DUPLICATE_פְּנִינָה
997,,,,ruby,אוֹדֶם
998,,,,sapphire,סַפִּיר
999,,,,solitaire,סוליטר
1000,,,,chain,DUPLICATE_שרשרת
1001,,,,string,חוּט
1002,,,,strand,גָדִיל
1003,,,,choker,שרשרת_צ'וקר
1004,,,,collar,צַוָּארוֹן
1005,,,,dog_collar,קולר_לכלב
1006,,,,neckband,רצועת_צוואר
1007,,,,brooch,סיכת_נוי
1008,,,,broach,DUPLICATE_סיכת_נוי
1009,,,,breastpin,סיכת_חזה
1010,,,,scatter_pin,סיכה_קטנה
1011,,,,stickpin,סיכת_מקל
1012,,,,tie_tack,DUPLICATE_סיכת_עניבה
1013,,,,tiepin,DUPLICATE_סיכת_עניבה
1014,,,,scarfpin,סיכת_צעיף
1015,,,,annulet,DUPLICATE_טבעת_קטנה
1016,,,,engagement_ring,טבעת_אירוסין
1017,,,,mourning_ring,טבעת_אבל
1018,,,,ringlet,טבעת_קטנה
1019,,,,signet_ring,DUPLICATE_טבעת_חותם
1020,,,,seal_ring,טבעת_חותם
1021,,,,wedding_ring,טבעת_נישואין
1022,,,,wedding_band,להקת_חתונות
1023,,,,ice,קרח
1024,,,,sparkler,נוצץ
1025,,,,seed_pearl,פנינת_זרעים
1026,,,,sunburst,שמש
1028,L03_31,hyponyms - misc,mixer,,מִיקסֵר
1029,,,,blender,בלנדר
1030,,,,liquidizer,DUPLICATE_בלנדר
1031,,,,liquidiser,DUPLICATE_בלנדר
1032,,,,eggbeater,מטרפה
1033,,,,eggwhisk,קצפת_ביצים
1034,,,,electric,חשמלי
1035,,,,whisk,מַקְצֵף
1037,L03_32,hyponyms - misc,month,,חוֹדֶשׁ
1038,,,,january,יָנוּאָר
1039,,,,february,פברואר
1040,,,,march,מרץ
1041,,,,april,אַפּרִיל
1042,,,,may,מאי
1043,,,,june,יוני
1044,,,,july,יולי
1045,,,,august,אוגוסט
1046,,,,september,סֶפּטֶמבֶּר
1047,,,,october,אוֹקְטוֹבֶּר
1048,,,,november,נוֹבֶמבֶּר
1049,,,,december,דֵצֶמבֶּר
1050,,,,jan,DUPLICATE_ינואר
1051,,,,feb,DUPLICATE_פברואר
1052,,,,mar,DUPLICATE_מרץ
1053,,,,apr,DUPLICATE_אפריל
1054,,,,jun,DUPLICATE_יוני
1055,,,,jul,DUPLICATE_יולי
1056,,,,aug,DUPLICATE_אוגוסט
1057,,,,sep,DUPLICATE_ספטמבר
1058,,,,oct,DUPLICATE_אוקטובר
1059,,,,nov,DUPLICATE_נובמבר
1060,,,,dec,DUPLICATE_דצמבר
1062,L03_33,hyponyms - misc,oven,,תנור
1063,,,,broiler,גְּרִיל
1064,,,,dutch_oven,תנור_הולנדי
1065,,,,gas_oven,תנור_גז
1066,,,,rotisserie,מסעדת_גריל
1067,,,,tandoor,טנדור
1069,L03_34,hyponyms - misc,painting,,צִיוּר
1070,,,,watercolor,צבעי_מים
1071,,,,abstraction,מופשט
1072,,,,cityscape,נוף_עירוני
1073,,,,daub,מריחה
1074,,,,distemper,סִיוּד
1075,,,,finger-painting,צביעת_אצבעות
1076,,,,icon,אייקון
1077,,,,ikon,DUPLICATE_אייקון
1078,,,,landscape,נוֹף
1079,,,,miniature,מִינִיאָטוּרָה
1080,,,,illumination,תְאוּרָה
1081,,,,monochrome,מונוכרום
1082,,,,mural,ציור_קור
1083,,,,wall,קִיר
1084,,,,nude,עָרוֹם
1085,,,,nude_painting,ציור_ערום
1086,,,,oil,שמן
1087,,,,pentimento,פנטימנטו
1088,,,,sand,חוֹל
1089,,,,seascape,נוף_ימי
1090,,,,waterscape,נוף_מים
1091,,,,semi-abstraction,חצי_הפשטה
1092,,,,still_life,טבע_דומם
1093,,,,tanka,טנקה
1094,,,,water-color,DUPLICATE_צבעי_מים
1095,,,,watercolour,DUPLICATE_צבעי_מים
1096,,,,water-colour,DUPLICATE_צבעי_מים
1097,,,,fresco,פרֶסקוֹ
1098,,,,graffitti,גרפיטי
1100,L03_35,hyponyms - misc,poem,,שִׁיר
1101,,,,haiku,הייקו
1102,,,,abecedarius,אבקדאריוס
1103,,,,alcaic,אלקאית
1104,,,,alcaic_verse,פסוק_אלקאי
1105,,,,ballad,בַּלָדָה
1106,,,,lay,שכבה
1107,,,,ballade,בלדה
1108,,,,blank_verse,פסוק_ריק
1109,,,,elegy,DUPLICATE_קינה
1110,,,,lament,קִינָה
1111,,,,epic_poem,שיר_אפי
1112,,,,heroic_poem,שיר_גבורה
1113,,,,epic,אפוס
1114,,,,epos,DUPLICATE_אפוס
1115,,,,free_verse,חרוז_חופשי
1116,,,,vers_libre,DUPLICATE_חרוז_חופשי
1117,,,,lyric,לִירִיקָה
1118,,,,lyric_poem,שיר_לירי
1119,,,,rondeau,רונדו
1120,,,,rondel,DUPLICATE_רונדו
1121,,,,sonnet,סוֹנֶטָה
1122,,,,tanka,טנקה
1123,,,,terza_rima,טרצינה
1124,,,,verse,פָּסוּק
1125,,,,rhyme,חרוז
1126,,,,versicle,פסוקית
1128,L03_36,hyponyms - misc,railway,,מסילת_רכבת
1129,,,,monorail,מוֹנוֹרֵיִל
1130,,,,cable,כֶּבֶל
1131,,,,funicular,רַכֶּבֶל
1132,,,,cog,גלגל_שיניים
1133,,,,rack,דְפוּפָה
1134,,,,elevated,מוּרָם
1135,,,,el,מסילת_רכבת_עילית
1136,,,,overhead,מעל
1137,,,,metro,רכבת_תחתית
1138,,,,tube,צינור
1139,,,,underground,DUPLICATE_רכבת_תחתית
1140,,,,subway,DUPLICATE_רכבת_תחתית
1141,,,,rail,רכבת
1143,L03_37,hyponyms - misc,season,,עונה
1144,,,,spring,אביב
1145,,,,harvest,קְצִיר
1146,,,,haying,חָצִיר
1147,,,,fall,סתָיו
1148,,,,autumn,DUPLICATE_סתיו
1149,,,,springtime,DUPLICATE_אביב
1150,,,,summer,קַיִץ
1151,,,,summertime,שעון_קיץ
1152,,,,winter,חוֹרֶף
1153,,,,wintertime,DUPLICATE_שעון_קיץ
1154,,,,rainy,גָשׁוּם
1155,,,,dry,יָבֵשׁ
1156,,,,growing,גָדֵל
1157,,,,seedtime,זמן_זריעה
1158,,,,sheepshearing,גזירת_כבשים
1159,,,,holiday,חַג
1160,,,,high,גוֹבה
1161,,,,peak,שִׂיא
1162,,,,off-season,מחוץ_לעונה
1163,,,,preseason,תקופה_מוקדמת
1164,,,,baseball,בייסבול
1165,,,,basketball,כדורסל
1166,,,,exhibition,תערוכה
1167,,,,concert,קוֹנצֶרט
1168,,,,fishing,דיג
1169,,,,football,כדורגל
1170,,,,hockey,הוֹקֵי
1171,,,,hunting,ציד
1172,,,,social,חֶברָתִי
1173,,,,theatrical,תיאטרלי
1174,,,,whitsun,חג_הפסחא
1175,,,,whitsuntide,DUPLICATE_חג_הפסחא
1176,,,,whitweek,שבוע_לבן
1178,L03_38,hyponyms - misc,seat,,מושב
1179,,,,chair,כִּסֵא
1180,,,,bench,סַפְסָל
1181,,,,box,קופסא
1182,,,,ottoman,דַרגָשׁ
1183,,,,pouf,פוף
1184,,,,pouffe,כר_גדול
1185,,,,puff,נשיפה
1186,,,,hassock,כָּרִית
1187,,,,sofa,סַפָּה
1188,,,,couch,DUPLICATE_ספה
1189,,,,lounge,טְרַקלִין
1190,,,,stool,שְׁרַפרַף
1191,,,,toilet,שֵׁרוּתִים
1193,L03_39,hyponyms - misc,shelf,,מַדָף
1194,,,,bookshelf,מדף_הספרים
1195,,,,hob,כיריים
1196,,,,mantel,DUPLICATE_מדף
1197,,,,mantelpiece,אדן_האח
1198,,,,mantle,מַעֲטֶה
1199,,,,mantlepiece,DUPLICATE_אדן_האח
1200,,,,chimneypiece,ארובה
1201,,,,overmantel,אוברמנטל
1202,,,,berm,מַדְרֵגָה
1204,L03_40,hyponyms - misc,shirt,,חוּלצָה
1205,,,,polo,פּוֹלוֹ
1206,,,,camise,DUPLICATE_חולצה
1207,,,,dashiki,Dashiki
1208,,,,daishiki,DUPLICATE_דשיקי
1209,,,,dress,שמלה
1210,,,,evening,עֶרֶב
1211,,,,hair,שיער
1212,,,,jersey,אֲפֻדָּה
1213,,,,t-shirt,חולצת_טי
1214,,,,tee,DUPLICATE_חולצת_טי
1215,,,,kurta,קורטה
1216,,,,sport,ספּוֹרט
1217,,,,tank,טַנק
1218,,,,work-shirt,חולצת_עבודה
1220,L03_41,hyponyms - misc,shoes,,נעליים
1221,,,,sneakers,נעלי_ספורט
1222,,,,anklet,קַרסוּלִית
1223,,,,baby_shoes,נעלי_תינוקות
1224,,,,balmoral,בלמורל
1225,,,,blucher,בלוצ'ר
1226,,,,bowling_shoes,נעלי_באולינג
1227,,,,brogan,ברוגן
1228,,,,brogue,DUPLICATE_נעל
1229,,,,clodhopper,קלודופר
1230,,,,work_shoes,נעלי_עבודה
1231,,,,calceus,קלציוס
1232,,,,chopine,שופיין
1233,,,,platform_shoes,נעלי_פלטפורמה
1234,,,,chukka,צ'וקה
1235,,,,boots,מגפיים
1236,,,,cleats,סוליות
1237,,,,congress_shoes,נעלי_קונגרס
1238,,,,gaiters,DUPLICATE_קרסוליות
1239,,,,flipper_shoes,נעלי_סנפיר
1240,,,,fin_shoes,DUPLICATE_נעלי_סנפיר
1241,,,,ghillie,ג'ילי
1242,,,,gillie,DUPLICATE_ג'ילי
1243,,,,gym_shoes,DUPLICATE_נעלי_ספורט
1244,,,,tennis_shoes,נעלי_טניס
1245,,,,loafers,מוֹקָסִינִים
1246,,,,moccasins,DUPLICATE_מוקסינים
1247,,,,mocassins,DUPLICATE_מוקסינים
1248,,,,oxford_shoes,נעלי_אוקספורד
1249,,,,pump_shoes,נעלי_משאבה
1250,,,,running_shoes,נעלי_ריצה
1251,,,,sabot,קַבקַב
1252,,,,wooden_shoes,נעלי_עץ
1253,,,,sandals,סנדלים
1254,,,,slingbacks,קלעים
1255,,,,sling_shoes,נעלי_קלע
1256,,,,walker_shoes,נעלי_הליכון
1257,,,,walking_shoes,נעלי_הליכה
1258,,,,wedgie,וודגי
1259,,,,wing_shoes,נעלי_כנף
1260,,,,tip_shoes,נעלי_קצה
1261,,,,stiletto,עקב_גבוה
1262,,,,heeled,עקב
1264,L03_42,hyponyms - misc,sofa,,סַפָּה
1265,,,,divan,דַרגָשׁ
1266,,,,diwan,דיוואן
1267,,,,convertible_sofa,ספה_נפתחת
1268,,,,daybed,מיטת_יום
1269,,,,loveseat,מושב_אהבה
1270,,,,settee,DUPLICATE_ספה
1271,,,,squab,DUPLICATE_ספה
1273,L03_43,hyponyms - misc,song,,שִׁיר
1274,,,,lullaby,שיר_ערש
1275,,,,religious_song,שיר_דתי
1276,,,,anthem,הִמנוֹן
1277,,,,aria,אַריָה
1278,,,,ballad,בַּלָדָה
1279,,,,lay,שכבה
1280,,,,barcarole,DUPLICATE_ברקרולה
1281,,,,barcarolle,ברקרולה
1282,,,,ditty,פִּזמוֹן
1283,,,,dirge,DUPLICATE_קינה
1284,,,,coronach,קורונך
1285,,,,lament,קִינָה
1286,,,,requiem,רֶקְוִיאֶם
1287,,,,threnody,DUPLICATE_קינה
1288,,,,drinking_song,שיר_שתייה
1289,,,,folk_song,שיר_עממי
1290,,,,folksong,DUPLICATE_שיר_עממי
1291,,,,folk_ballad,בלדה_עממית
1292,,,,lied,לִיד
1293,,,,love_song,שיר_אהבה
1294,,,,love-song,DUPLICATE_שיר_אהבה
1295,,,,cradlesong,DUPLICATE_שיר_ערש
1296,,,,berceuse,DUPLICATE_שיר_ערש
1297,,,,oldie,דבר_ישן
1298,,,,golden_oldie,שיר_ישן_פופולרי
1299,,,,partsong,שיר_חלקים
1300,,,,prothalamion,פרוטלמיון
1301,,,,prothalamium,DUPLICATE_פרוטלמיון
1302,,,,roundelay,שיר_עגול
1303,,,,scolion,סקוליון
1304,,,,banquet_song,שיר_משתה
1305,,,,serenade,סֶרֶנָדָה
1306,,,,torch_song,שיר_לפידים
1307,,,,work_song,שיר_עבודה
1309,L03_44,hyponyms - misc,spice,,תבלין
1310,,,,pepper,פלפל
1311,,,,allspice,פלפל_אנגלי
1312,,,,ajwain,אג'וויין
1313,,,,cumin,כמון
1314,,,,caraway_seed,זרעי_קימל
1315,,,,cardamom,הל
1316,,,,cassia,קְצִיעָה
1317,,,,cayenne,פִּלפֶּלֶת
1318,,,,celery_seeds,זרעי_סלרי
1319,,,,chile_pepper,פלפל_חריף
1320,,,,chile,צ'ילי
1321,,,,cinnamon,קינמון
1322,,,,clove,צפורן
1323,,,,coriander,כוסברה
1324,,,,dill,שָׁמִיר
1325,,,,fennel,שׁוּמָר
1326,,,,fenugreek,חִלבָּה
1327,,,,frankincense,לְבוֹנָה
1328,,,,galangal,גלנגל
1329,,,,garlic,שום
1330,,,,ginger,ג'ינג'ר
1331,,,,horseradish,חֲזֶרֶת
1332,,,,jalapeño,חלפניו
1333,,,,juniper,עַרעָר
1334,,,,licorice,שׁוּשׁ
1335,,,,mace,שַׁרבִּיט
1336,,,,mustard,חרדל
1337,,,,nutmeg,אגוז_מוסקט
1338,,,,onion,בצל
1339,,,,paprika,פפריקה
1340,,,,peppercorns,גרגירי_פלפל
1341,,,,saffron,זעפרן
1342,,,,savory,מְתוּבָּל
1343,,,,sesame,שׂוּמשׂוּם
1344,,,,anise,אניס
1345,,,,sumac,סומק
1346,,,,tabasco,טבסקו
1347,,,,tamarind,תמרהינדי
1348,,,,turmeric,כּוּרכּוּם
1349,,,,five_spice_powder,תערובת_חמשת_התבלינים
1350,,,,powdered_ginger,אבקת_ג'ינג'ר
1351,,,,chinese_anise,אניס_סיני
1352,,,,star_anise,כוכב_אניס
1353,,,,star_aniseed,DUPLICATE_כוכב_אניס
1355,L03_45,hyponyms - misc,sweater,,סווֶדֶר
1356,,,,turtleneck,גוֹלף
1357,,,,cardigan,אריג_צמר
1358,,,,pullover,אפודה
1359,,,,slipover,DUPLICATE_אפודה
1360,,,,turtle,צָב
1361,,,,polo-neck,צָווארון_פולו
1363,L03_46,hyponyms - misc,tool,,כְּלִי
1364,,,,rake,מַגְרֵפָה
1365,,,,abrader,DUPLICATE_שוחק
1366,,,,abradant,שוחק
1367,,,,bender,מכופף
1368,,,,clincher,קלינצ'ר
1369,,,,comb,מַסרֵק
1370,,,,cutting_implement,כלי_חיתוך
1371,,,,drill,מקדחה
1372,,,,eolith,אאולית
1373,,,,fork,מזלג
1374,,,,gang,גאנג
1375,,,,garden_tool,כלי_גינה
1376,,,,lawn_tool,כלי_דשא
1377,,,,grapnel,גראנל
1378,,,,grapple,DUPLICATE_כלי_אחיזה
1379,,,,grappler,כלי_אחיזה
1380,,,,grappling_hook,וו_אחיזה
1381,,,,grappling_iron,אנקול
1382,,,,hack,גַרזֶן
1383,,,,hand_tool,כלי_עבודה
1384,,,,hoe,מַעדֵר
1385,,,,jack,ג'ֵק
1386,,,,jaws_of_life,מלתעות_החיים
1387,,,,neolith,ניאולית
1388,,,,paleolith,פליאולית
1389,,,,pestle,בּוּכנָה
1390,,,,muller,מולר
1391,,,,pounder,כתשן
1392,,,,plow,מחרשה
1393,,,,plough,DUPLICATE_מחרשה
1394,,,,power_tool,כלי_חשמלי
1395,,,,punch,DUPLICATE_מחורר
1396,,,,puncher,מחורר
1397,,,,ram,איל
1398,,,,rounder,מעגל
1399,,,,saw_set,סט_מסור
1400,,,,shaping_tool,כלי_עיצוב
1401,,,,strickle,כלי_לשיטוח
1402,,,,stylus,חֶרֶט
1403,,,,style,סִגְנוֹן
1404,,,,tamp,DUPLICATE_מכשיר_לדחיפה
1405,,,,tamper,מכשיר_לדחיפה
1406,,,,tamping_bar,מוט_דחיסה
1407,,,,tap,בֶּרֶז
1408,,,,upset,להרגיז
1409,,,,swage,מַטְבַּעַת
1411,L03_47,hyponyms - misc,toy,,צַעֲצוּעַ
1412,,,,doll,בּוּבָּה
1413,,,,ball,כַּדוּר
1414,,,,balloon,בַּלוֹן
1415,,,,cockhorse,סוס_נדנדה
1416,,,,dolly,DUPLICATE_בובה
1417,,,,dollhouse,בית_בובות
1418,,,,house,בַּיִת
1419,,,,frisbee,פריסבי
1420,,,,hobby,תַחבִּיב
1421,,,,hobbyhorse,DUPLICATE_סוס_נדנדה
1422,,,,rocking,נִענוּעַ
1423,,,,horse,סוּס
1424,,,,hula-hoop,חישוק
1425,,,,jack-in-the-box,ג'ק_בתיבה
1426,,,,jungle,ג'וּנגֶל
1427,,,,gym,חדר_כושר
1428,,,,jumping,קפיצה
1429,,,,jack,ג'ֵק
1430,,,,kaleidoscope,קָלֵידוֹסקוֹפּ
1431,,,,kite,עֲפִיפוֹן
1432,,,,lego,לֶגוֹ
1433,,,,meccano,מכאנו
1434,,,,shooter,יוֹרֶה
1435,,,,pinata,פינאטה
1436,,,,pinwheel,גלגל_שיניים
1437,,,,playhouse,DUPLICATE_בית_בובות
1438,,,,wendy,וונדי
1439,,,,pogo,פוגו
1440,,,,stick,מקל
1441,,,,popgun,פופגון
1442,,,,rattle,רעשן
1443,,,,sandbox,ארגז_חול
1444,,,,sandpile,עֲרימת_חול
1445,,,,sandpit,בור_חול
1446,,,,seesaw,נַדְנֵדָה
1447,,,,teeter,DUPLICATE_נדנדה
1448,,,,teeter-totter,נדנדה_מאוזנת
1449,,,,teetertotter,DUPLICATE_נדנדה_מאוזנת
1450,,,,teeterboard,DUPLICATE_נדנדה
1451,,,,tilting,הטיה
1452,,,,board,גלשן
1453,,,,dandle,נענע
1454,,,,slide,מגלשה
1455,,,,playground,גן_שעשועים
1456,,,,sliding,הַחלָקָה
1457,,,,slingshot,קֶלַע
1458,,,,sling,DUPLICATE_קלע
1459,,,,catapult,קָטָפּוּלְטָה
1460,,,,swing,DUPLICATE_נַדְנֵדָה
1461,,,,teddy,טדי
1462,,,,bear,דוב
1463,,,,top,חלק_עליון
1464,,,,whirligig,סביבון
1465,,,,teetotum,סביבון_קוביה
1466,,,,spinning,מסתובב
1467,,,,train,רכבת
1468,,,,water_pistol,אקדח_מים
1469,,,,gun,אֶקְדָח
1470,,,,squirt,לְהַשְׁפּרִיץ
1471,,,,squirter,התזה
1472,,,,yo-yo,יוֹ_יו
1474,L03_48,hyponyms - misc,trousers,,מכנסיים
1475,,,,jeans,גִ'ינס
1476,,,,bellbottom_trousers,מכנסי_פעמון
1477,,,,bell-bottoms,DUPLICATE_מכסני_פעמון
1478,,,,bellbottom_pants,DUPLICATE_מכסני_פעמון
1479,,,,breeches,DUPLICATE_מכנסיים
1480,,,,knee_breeches,מכנסי_רכיבה
1481,,,,knee_pants,מכנסי_ברך
1482,,,,knickerbockers,גטקס
1483,,,,knickers,תחתונים
1484,,,,chino,צ'ינו
1485,,,,churidars,כורידרים
1486,,,,cords,מיתרים
1487,,,,corduroys,קורדרוי
1488,,,,flannel,פלָנֶל
1489,,,,gabardine,גברדין
1490,,,,tweed,אריג_טויד
1491,,,,white,לבן
1492,,,,jean,DUPLICATE_ג'ינס
1493,,,,blue_jean,ג'ינס_כחולים
1494,,,,denim,דֵנִים
1495,,,,jodhpurs,מכנסי_ספורט
1496,,,,jodhpur_breeches,DUPLICATE_מכנסי_ספורט
