,ID,Relation,Source,Target,EL
743,,,,fauna,πανίδα
744,,,,placental,πλακουντοφόρο
745,,,,chordate,χορδωτό
746,,,,eutherian,ευθήριο
747,,,,mammal,θηλαστικό
748,,,,mammalian,DUPLICATE_θηλαστικό
749,,,,eutherian_mammal,ευθήριο_θηλαστικό
750,,,,gnawer,DUPLICATE_τρωκτικό
751,,,,animate_being,έμψυχο_ον
752,,,,living_thing,ζωντανό_ον
753,,,,placental_mammal,πλακουντοφόρο_θηλαστικό
754,,,,craniate,κρανιωτό
756,L01_39,hypernyms - animals,quail,,ορτύκι
757,,,,fowl,πουλερικό
758,,,,bird,πτηνό
759,,,,vertebrate,σπονδυλωτό
760,,,,poultry,DUPLICATE_πουλερικό
761,,,,creature,πλάσμα
762,,,,beast,θηρίο
763,,,,being,ον
764,,,,animal,ζώο
765,,,,organism,οργανισμός
766,,,,fauna,πανίδα
767,,,,chordate,χορδωτό
768,,,,wild_fowl,άγριο_πτηνό
769,,,,wildfowl,DUPLICATE_άγριο_πτηνό
770,,,,animate_being,έμψυχο_ον
771,,,,gallinaceous_bird,ορνιθοειδές_πτηνό
772,,,,craniate,κρανιωτό
773,,,,gallinacean,ορνιθοειδές
774,,,,living_thing,ζωντανό_ον
776,L01_40,hypernyms - animals,rattlesnake,,κροταλίας
777,,,,snake,φίδι
778,,,,reptile,ερπετό
779,,,,pit_viper,DUPLICATE_κροταλίας
780,,,,serpent,DUPLICATE_φίδι
781,,,,ophidian,NO_TRANSLATION
783,L01_41,hypernyms - animals,squirrel,,σκίουρος
784,,,,rodent,τρωκτικό
785,,,,vertebrate,σπονδυλωτό
786,,,,creature,πλάσμα
787,,,,beast,θηρίο
788,,,,animal,ζώο
789,,,,organism,οργανισμός
790,,,,fauna,πανίδα
791,,,,placental,πλακουντοφόρο
792,,,,chordate,χορδωτό
793,,,,eutherian,ευθήριο
794,,,,mammal,θηλαστικό
795,,,,mammalian,DUPLICATE_θηλαστικό
796,,,,eutherian_mammal,ευθήριο_θηλαστικό
797,,,,gnawer,DUPLICATE_τρωκτικό
798,,,,animate_being,έμψυχο_ον
799,,,,living_thing,ζωντανό_ον
800,,,,placental_mammal,πλακουντοφόρο_θηλαστικό
801,,,,craniate,κρανιωτό
803,L01_42,hypernyms - animals,stegosaurus,,στεγόσαυρος
804,,,,dinosaur,δεινόσαυρος
805,,,,reptile,ερπετό
806,,,,armored_dinosaur,θωρακισμένος_δεινόσαυρος
807,,,,archosaur,αρχόσαυρος
808,,,,archosaurian,DUPLICATE_αρχόσαυρος
809,,,,archosaurian_reptile,αρχοσαύριο_ερπετό
811,L01_43,hypernyms - animals,tiger,,τίγρης
812,,,,feline,αιλουροειδές
813,,,,cat,γάτα
814,,,,beast,θηρίο
815,,,,animal,ζώο
816,,,,organism,οργανισμός
817,,,,fauna,πανίδα
818,,,,placental,πλακουντοφόρο
819,,,,carnivore,σαρκοφάγο
820,,,,chordate,χορδωτό
821,,,,felid,DUPLICATE_αιλουροειδές
822,,,,eutherian,ευθήριο
823,,,,mammal,θηλαστικό
824,,,,mammalian,DUPLICATE_θηλαστικό
825,,,,eutherian_mammal,ευθήριο_θηλαστικό
826,,,,animate_being,έμψυχο_ον
827,,,,placental_mammal,πλακουντοφόρο_θηλαστικό
828,,,,craniate,κρανιωτό
829,,,,big_cat,μεγάλη_γάτα
832,L01_44,hypernyms - animals,triceratops,,τρικεράτωψ
833,,,,dinosaur,δεινόσαυρος
834,,,,reptile,ερπετό
835,,,,ceratopsian,κερατόψιο
836,,,,horned_dinosaur,οπληφόρο_θηλαστικό
837,,,,archosaur,αρχόσαυρος
838,,,,archosaurian,DUPLICATE_αρχόσαυρος
839,,,,archosaurian_reptile,αρχοσαύριο_ερπετό
841,L01_45,hypernyms - animals,turkey,,γαλοπούλα
842,,,,fowl,πουλερικό
843,,,,bird,πτηνό
844,,,,vertebrate,σπονδυλωτό
845,,,,poultry,DUPLICATE_πουλερικό
846,,,,creature,πλάσμα
847,,,,beast,θηρίο
848,,,,being,ον
849,,,,animal,ζώο
850,,,,organism,οργανισμός
851,,,,fauna,πανίδα
852,,,,chordate,χορδωτό
853,,,,domestic_fowl,κατοικίδιο_πτηνό
854,,,,animate_being,έμψυχο_ον
855,,,,gallinaceous_bird,ορνιθοειδές_πτηνό
856,,,,craniate,κρανιωτό
857,,,,gallinacean,ορνιθοειδές
858,,,,living_thing,ζωντανό_ον
859,,,,,οικόσιτο_πτηνό
860,L01_46,hypernyms - animals,tyrannosaurus,,τυραννόσαυρος
861,,,,dinosaur,δεινόσαυρος
862,,,,reptile,ερπετό
863,,,,theropod,θηριόποδο
864,,,,theropod_dinosaur,θηριόποδος_δεινόσαυρος
865,,,,bird-footed_dinosaur,δεινόσαυρος_με_πόδια_πτηνού
866,,,,archosaur,αρχόσαυρος
867,,,,archosaurian,DUPLICATE_αρχόσαυρος
868,,,,archosaurian_reptile,αρχοσαύριο_ερπετό
870,L01_47,hypernyms - animals,velociraptor,,βελοσιράπτορας
871,,,,dinosaur,δεινόσαυρος
872,,,,reptile,ερπετό
873,,,,maniraptor,NO_TRANSLATION
874,,,,archosaur,αρχόσαυρος
875,,,,archosaurian,DUPLICATE_αρχόσαυρος
876,,,,archosaurian_reptile,αρχοσαύριο_ερπετό
878,L01_48,hypernyms - animals,viper,,οχιά
879,,,,snake,φίδι
880,,,,reptile,ερπετό
881,,,,serpent,DUPLICATE_φίδι
882,,,,ophidian,NO_TRANSLATION
885,L01_49,hypernyms - animals,vulture,,γύπας
886,,,,raptor,αρπακτικό
887,,,,bird,πτηνό
888,,,,vertebrate,σπονδυλωτό
889,,,,creature,πλάσμα
890,,,,beast,θηρίο
891,,,,being,ον
892,,,,animal,ζώο
893,,,,organism,οργανισμός
894,,,,fauna,πανίδα
895,,,,chordate,χορδωτό
896,,,,animate_being,έμψυχο_ον
897,,,,craniate,κρανιωτό
898,,,,living_thing,ζωντανό_ον
899,,,,raptorial_bird,αρπακτικό_πτηνό
900,,,,bird_of_prey,DUPLICATE_αρπακτικό_πτηνό
901,,,,,αρπακτικό_πουλί
902,L01_50,hypernyms - animals,wolf,,λύκος
903,,,,canine,NO_TRANSLATION
904,,,,vertebrate,σπονδυλωτό
905,,,,creature,πλάσμα
906,,,,beast,θηρίο
907,,,,canid,κυνίδης
908,,,,being,ον
909,,,,animal,ζώο
910,,,,organism,οργανισμός
911,,,,fauna,πανίδα
912,,,,placental,πλακουντοφόρο
913,,,,carnivore,σαρκοφάγο
914,,,,chordate,χορδωτό
915,,,,eutherian,ευθήριο
916,,,,mammal,θηλαστικό
917,,,,mammalian,DUPLICATE_θηλαστικό
918,,,,animate_being,έμψυχο_ον
919,,,,eutherian_mammal,ευθήριο_θηλαστικό
920,,,,locomote,DUPLICATE_NO_TRANSLATION
921,,,,placental_mammal,πλακουντοφόρο_θηλαστικό
922,,,,craniate,κρανιωτό
923,,,,domesticated_animal,εξημερωμένο_ζώο
924,,,,physical_entity,φυσική_οντότητα
925,,,,domestic_animal,κατοικίδιο_ζώο
926,,,,living_thing,ζωντανό_ον
927,,,,,οικόσιτο_ζώο
