,ID,Relation,Source,Target,EL
716,,,,necessitous,ενδεής
717,,,,needy,σε_ανάγκη
718,,,,poverty-stricken,πάμφτωχος
719,,,,hard_up,ζωρισμένος
720,,,,impecunious,απένταρος
721,,,,penniless,DUPLICATE_άφραγκος
722,,,,penurious,θεόφτωχος
723,,,,pinched,DUPLICATE_φτωχός
724,,,,moneyless,DUPLICATE_αδέκαρος
725,,,,unprovided,απροστάτευτος
726,,,,,"ταπί,φαλιρισμένος,στριμωγμένος"
727,L09_38,antonyms - gradable,sane,,σώφρονας
728,,,,crazy,τρελός
729,,,,loony,παλαβός
730,,,,looney,DUPLICATE_παλαβός
731,,,,nutcase,μουρλός
732,,,,weirdo,αλλόκοτος
733,,,,mad,DUPLICATE_τρελός
734,,,,insane,παράφρονας
735,,,,,"φρενοβλαβής,παράξενος"
736,L09_39,antonyms - gradable,short,,κοντός
737,,,,tall,ψηλός
738,,,,gangling,ψηλόλιγνος
739,,,,gangly,DUPLICATE_ψηλόλιγνος
740,,,,lanky,ξερακιανός
741,,,,rangy,DUPLICATE_ψηλόλιγνος
742,,,,height,NO_TRANSLATION
743,,,,leggy,με_μακριά_πόδια
744,,,,long-legged,μακρυπόδαρος
745,,,,long-shanked,DUPLICATE_μακρυπόδαρος
746,,,,tall-growing,DUPLICATE_ψηλόλιγνος
747,,,,long,μακρύς
748,,,,long-stalked,μακρόστενος
749,,,,tall-stalked,DUPLICATE_μακρόστενος
750,,,,stately,επιβλητικός
751,,,,statuesque,αγαλματένιος
752,,,,tallish,ψηλούτσικος
754,L09_40,antonyms - gradable,simple,,απλός
755,,,,difficult,δύσκολος
756,,,,challenging,προκλητικός
757,,,,hard,σκληρός
758,,,,complicated,περίπλοκος
759,,,,demanding,απαιτητικός
760,,,,daunting,τρομακτικός
761,,,,taxing,επίπονος
763,L09_41,antonyms - gradable,sincere,,ειλικρινής
764,,,,insincere,ανειλικρινής
765,,,,bootlicking,γλείφτης
766,,,,fawning,δουλοπρεπής
767,,,,obsequious,υποτακτικός
768,,,,sycophantic,συκοφαντικός
769,,,,toadyish,χαμερπής
770,,,,buttery,κολακευτικός
771,,,,fulsome,πληθωρικός
772,,,,oily,κόλακας
773,,,,oleaginous,γλοιώδης
774,,,,smarmy,γλιτσερός
775,,,,soapy,γαλίφικος
776,,,,unctuous,DUPLICATE_γλιτσερός
777,,,,dissimulative,διχαστικός
778,,,,False,ψευδής
779,,,,feigned,ψεύτικος
780,,,,gilded,επιχρυσωμένος
781,,,,meretricious,φτιασιδωμένος
782,,,,specious,αληθοφανής
783,,,,hypocritical,υποκριτικός
784,,,,plausible,DUPLICATE_αληθοφανής
785,,,,counterfeit,πλαστός
786,,,,imitative,μιμητικός
787,,,,dishonest,ανέντιμος
788,,,,dishonorable,ατιμωτικός
789,,,,disingenuous,DUPLICATE_ανειλικρινής
790,,,,artful,επιτήδειος
791,,,,unreal,αναληθής
793,L09_42,antonyms - gradable,slow,,αργός
794,,,,fast,γρήγορος
795,,,,quick,ταχύς
796,,,,accelerated,επιταχυνόμενος
797,,,,alacritous,ταχύτατος
798,,,,blistering,ιλιγγιώδης
799,,,,hot,καυτός
800,,,,red-hot,DUPLICATE_καυτός
801,,,,double-quick,σαν_αστραπή
802,,,,express,εξπρές
803,,,,fast-breaking,DUPLICATE_ταχύς
804,,,,fast-paced,με_γρήγορο_βηματισμό
805,,,,fleet,σβέλτος
806,,,,swift,DUPLICATE_γρήγορος
807,,,,high-speed,υψηλής_ταχύτητας
808,,,,high-velocity,DUPLICATE_υψηλής_ταχύτητας
809,,,,hurrying,βιαστικός
810,,,,scurrying,με_τρεχαλητό
811,,,,immediate,άμεσος
812,,,,prompt,DUPLICATE_άμεσος
813,,,,straightaway,DUPLICATE_άμεσος
814,,,,instantaneous,στιγμιαίος
815,,,,instant,της_στιγμής
816,,,,meteoric,ραγδαίος
817,,,,speedy,DUPLICATE_ταχύς
818,,,,rapid,DUPLICATE_γρήγορος
819,,,,winged,φτερωτός
820,,,,windy,σαν_τον_άνεμο
822,L09_43,antonyms - gradable,sweet,,γλυκός
823,,,,sour,ξινός
824,,,,acerb,αψύς
825,,,,acerbic,DUPLICATE_αψύς
826,,,,astringent,στυφός
827,,,,acetose,όξινος
828,,,,acetous,DUPLICATE_όξινος
829,,,,vinegary,ξυδάτος
830,,,,vinegarish,ξυδένιος
831,,,,acidic,DUPLICATE_όξινος
832,,,,acid,DUPLICATE_όξινος
833,,,,acidulent,DUPLICATE_όξινος
834,,,,acidulous,DUPLICATE_όξινος
835,,,,lemony,λεμονάτος
836,,,,lemonlike,σαν_λεμόνι
837,,,,sourish,ξινούτσικος
838,,,,tangy,πικάντικος
839,,,,tart,DUPLICATE_στυφός
840,,,,subacid,υπόξινος
841,,,,bitter,πικρός
843,L09_44,antonyms - gradable,tasty,,νόστιμος
844,,,,tasteless,άγευστος
845,,,,bland,άνοστος
846,,,,flat,επίπεδος
847,,,,flavorless,DUPLICATE_άγευστος
848,,,,flavourless,DUPLICATE_άγευστος
849,,,,insipid,ανούσιος
850,,,,savorless,χωρίς_γεύση
851,,,,savourless,DUPLICATE_χωρίς_γεύση
852,,,,vapid,DUPLICATE_ανούσιος
853,,,,unflavored,μη_γευστικός
854,,,,unflavoured,DUPLICATE_μη_γευστικός
855,,,,nonflavored,DUPLICATE_άγευστος
856,,,,nonflavoured,DUPLICATE_άγευστος
857,,,,unsalted,ανάλατος
858,,,,unseasoned,ακαρύκευτος
859,,,,unappetizing,DUPLICATE_άνοστος
860,,,,unappetising,DUPLICATE_άνοστος
861,,,,unpalatable,μη_εύγευστος
862,,,,,ανάρτυτος
863,L09_45,antonyms - gradable,tight,,σφιχτός
864,,,,loose,χαλαρός
865,,,,lax,λάσκος
866,,,,baggy,μπάγκι
867,,,,loose-fitting,μπόσικος
868,,,,sloppy,χαχόλικος
869,,,,flyaway,ανάλαφρος
870,,,,free,ελεύθερος
871,,,,liberal,φιλελεύθερος
872,,,,informal,ανεπίσημος
873,,,,unofficial,DUPLICATE_ανεπίσημος
874,,,,,"πλαδαρός,άνετος"
875,L09_46,antonyms - gradable,warm,,ζεστός
876,,,,cool,δροσερός
877,,,,cold,κρύος
878,,,,chilly,ψυχρός
879,,,,frosty,παγωμένος
880,,,,frigid,παγερός
882,L09_47,antonyms - gradable,white,,λευκός
883,,,,black,μαύρος
884,,,,dark,σκοτεινός
885,,,,lightless,χωρίς_φως
887,L09_48,antonyms - gradable,wide,,πλατύς
888,,,,narrow,στενός
889,,,,constricting,περιοριστικός
890,,,,constrictive,DUPLICATE_περιοριστικός
891,,,,narrowing,που_στενεύει
892,,,,narrowed,στενεμένος
893,,,,narrow-mouthed,με_στενό_στόμα
894,,,,slender,λιγνός
895,,,,thin,λεπτός
896,,,,strait,DUPLICATE_στενός
897,,,,straplike,στενός_σαν_λουρί
898,,,,tapered,DUPLICATE_που_στενεύει
899,,,,tapering,DUPLICATE_που_στενεύει
900,,,,limited,περιορισμένος
901,,,,,στενωπός
902,L09_49,antonyms - gradable,willing,,πρόθυμος
903,,,,unwilling,απρόθυμος
904,,,,defiantnoncompliant,προκλητικός
905,,,,involuntary,ακούσιος
906,,,,nonvoluntary,DUPLICATE_ακούσιος
907,,,,unvoluntary,DUPLICATE_ακούσιος
908,,,,disinclined,DUPLICATE_απρόθυμος
909,,,,averse,που_απεχθάνεται
910,,,,backward,οπισθοδρομικός
911,,,,hesitant,διστακτικός
912,,,,indisposed,χωρίς_όρεξη
913,,,,loath,DUPLICATE_ακούσιος
914,,,,reluctant,DUPLICATE_απρόθυμος
915,,,,uneager,DUPLICATE_απρόθυμος
916,,,,unwishful,που_δεν_επιθυμεί
918,L09_50,antonyms - gradable,young,,νέος
919,,,,old,γέρος
920,,,,aged,γερασμένος
921,,,,elderly,ηλικιωμένος
922,,,,older,γηραιότερος
923,,,,senior,DUPLICATE_ηλικιωμένος
924,,,,age,NO_TRANSLATION
925,,,,aging,που_γερνά
926,,,,ageing,DUPLICATE_που_γερνά
927,,,,senescent,γηράσκων
928,,,,ancient,αρχαίος
929,,,,anile,DUPLICATE_γερασμένος
930,,,,centenarian,εκατονταετής
931,,,,darkened,που_έχει_σκοτεινιάσει
932,,,,doddering,ραμολί
933,,,,doddery,DUPLICATE_ραμολί
934,,,,gaga,ξεμωραμένος
935,,,,senile,DUPLICATE_γερασμένος
936,,,,emeritus,επίτιμος
937,,,,grey,γκρίζος
938,,,,gray,DUPLICATE_γκρίζος
939,,,,grey-haired,γκριζομάλλης
940,,,,gray-haired,DUPLICATE_γκριζομάλλης
941,,,,grey-headed,DUPLICATE_γκριζομάλλης
942,,,,gray-headed,DUPLICATE_γκριζομάλλης
943,,,,grizzly,ψαρομάλλης
944,,,,hoar,ψαρός
945,,,,hoary,DUPLICATE_ψαρός
946,,,,white-haired,λευκομάλλης
947,,,,middle-aged,μεσήλικας
948,,,,nonagenarian,ενενηντάρης
949,,,,octogenarian,ογδοντάρης
950,,,,oldish,μεγαλούτσικος
951,,,,overage,υπερήλικας
952,,,,overaged,DUPLICATE_υπερήλικας
953,,,,superannuated,υπεραιωνόβιος
954,,,,over-the-hill,που_τον_πήραν_τα_χρόνια
955,,,,sexagenarian,εξηντάρης
956,,,,venerable,σεβάσμιος
957,,,,experienced,έμπειρος
958,,,,experient,DUPLICATE_έμπειρος
959,,,,mature,ώριμος
