,ID,Relation,Source,Target,EL
742,,,,lat,πλατύς_ραχιαίος_μυς
743,,,,pectoralis,θωρακικός
744,,,,behind,πισινός
745,,,,gluteus,γλουτός
746,,,,middle,μέση
747,,,,stomach,στομάχι
748,,,,teres,στρογγύλος
749,,,,thorax,θώρακας
750,,,,tush,κωλαράκι
751,,,,ab,κοιλιακός_μυς
752,,,,rump,οπίσθιο
753,,,,breastbone,στέρνο
754,,,,buns,DUPLICATE_πισινός
755,,,,gladiolus,σώμα_στέρνου
756,,,,haunch,ισχίο
757,,,,backside,πίσω_πλευρά
758,,,,buttocks,κωλομέρια
759,,,,serratus,οδοντωτός
760,,,,pectoral,DUPLICATE_θωρακικός
761,,,,stern,DUPLICATE_στέρνο
762,,,,navel,αφαλός
763,,,,paunch,DUPLICATE_κοιλιά
764,,,,seat,DUPLICATE_πισινός
765,,,,mediastinum,μεσοθωράκιο
766,,,,ass,DUPLICATE_κώλος
767,,,,axilla,DUPLICATE_μασχάλη
768,,,,back,ράχη
769,,,,belly,DUPLICATE_κοιλιά
770,,,,bottom,DUPLICATE_πισινός
771,,,,omphalos,DUPLICATE_ομφαλός
772,,,,fundament,οπίσθια
773,,,,acromion,ακρώμιο
774,,,,derriere,DUPLICATE_πισινός
775,,,,hindgut,επιγάστριο
776,,,,gut,DUPLICATE_έντερο
777,,,,gallbladder,χοληδόχος_κύστη
778,,,,saddle,σέλα
779,,,,cheek,μάγουλο
780,,,,waist,DUPLICATE_μέση
781,,,,butt,DUPLICATE_πισινός
782,,,,bowel,έντερο
783,,,,keister,DUPLICATE_ποπός
784,,,,bellybutton,DUPLICATE_αφαλός
785,,,,pectus,DUPLICATE_θώρακας
786,,,,prat,DUPLICATE_πισινός
787,,,,loins,οσφύες
788,,,,abdominal,κοιλιακός
789,,,,rear,DUPLICATE_πισινός
790,,,,dorsum,DUPLICATE_ράχη
791,,,,posterior,DUPLICATE_πισινός
792,,,,venter,υπογάστριο
793,,,,small,μικρός
794,,,,abdomen,DUPLICATE_κοιλιά
795,,,,umbilicus,DUPLICATE_ομφαλός
796,,,,armpit,μασχάλη
797,,,,waistline,περιφέρεια_μέσης
798,,,,sternum,DUPLICATE_στέρνο
799,,,,scapula,ωμοπλάτη
800,,,,glute,DUPLICATE_γλουτός
801,,,,manubrium,λαβή_στέρνου
802,,,,fanny,DUPLICATE_πισινός
803,,,,side,πλευρά
804,,,,midsection,DUPLICATE_μέση
805,,,,pecs,θωρακικοί_μύες
806,,,,hip,DUPLICATE_ισχίο
807,,,,buttock,κωλομέρι
808,,,,intestine,σπλάχνο
809,,,,breast,DUPLICATE_στήθος
810,,,,can,DUPLICATE_έντερο
811,,,,tail,ουρά
812,,,,hindquarters,οπίσθια_τεταρτημόρια
813,,,,xiphoid_process,ξιφοειδής_απόφυση
814,,,,thoracic_vertebra,θωρακικοί_σπόνδυλοι
815,,,,abdominal_wall,κοιλιακό_τοίχωμα
816,,,,musculus_deltoideus,DUPLICATE_δελτοειδής_μυς
817,,,,abdominal_cavity,κοιλιακή_κοιλότητα
818,,,,arteria_circumflexa_scapulae,αρτηρία_ωμοπλάτης
819,,,,arteria_glutes,γλουτιαία_αρτηρία
820,,,,arteria_axillaris,μασχαλιαία_αρτηρία
821,,,,axillary_fossa,μασχαλιαίος_βόθρος
822,,,,arteria_colica,κολική_αρτηρία
823,,,,articulatio_humeri,άρθρωση_βραχίονα
824,,,,shoulder_joint,άρθρωση_ώμου
825,,,,gall_bladder,DUPLICATE_χοληδόχος_κύστη
826,,,,spare_tire,σωσίβιο
827,,,,arteria_circumflexa_humeri,βραχιόνια_αρτηρία
828,,,,serratus_muscles,οδοντωτοί_μύες
829,,,,axillary_artery,DUPLICATE_μασχαλιαία_αρτηρία
830,,,,gluteus_muscle,DUPLICATE_γλουτιαίος_μυς
831,,,,love_handle,παχάκι
832,,,,latissimus_dorsi,DUPLICATE_πλατύς_ραχιαίος_μυς
833,,,,pectoral_muscle,DUPLICATE_θωρακικός_μυς
834,,,,tooshie,DUPLICATE_κωλαράκι
835,,,,abdominal_muscle,DUPLICATE_κοιλιακός_μυς
836,,,,circumflex_humeral_artery,DUPLICATE_βραχιόνια_αρτηρία
837,,,,abdominal_aorta,κοιλιακή_αορτή
838,,,,vena_thoracica,DUPLICATE_θωρακική_φλέβα
839,,,,musculus_pectoralis,θωρακικός_μυς
840,,,,hypochondrium,υποχόνδριο
841,,,,area_of_cardiac_dullness,περιοχή_καρδιακής_αμβλύτητας
842,,,,glenoid_cavity,γληνοειδής_κοιλότητα
843,,,,rib_cage,θωρακικός_κλωβός
844,,,,thoracic_aorta,θωρακική_αορτή
845,,,,omphalus,ομφαλός
846,,,,circumflex_scapular_artery,DUPLICATE_αρτηρία_ωμοπλάτης
847,,,,acromial_process,απόφυση_ακρωμίου
848,,,,shoulder_bone,οστό_ώμου
849,,,,tail_end,άκρο_ουράς
850,,,,rear_end,DUPLICATE_πισινός
851,,,,gluteal_muscle,γλουτιαίος_μυς
852,,,,inguen,DUPLICATE_βουβώνας
853,,,,shoulder_blade,DUPLICATE_ωμοπλάτη
854,,,,rotator_cuff,στροφικό_τενόντιο_πέταλο
855,,,,corpus_sternum,DUPLICATE_στέρνο
856,,,,dorsal_vertebra,ραχιαίοι_σπόνδυλοι
857,,,,teres_muscle,στρογγύλος_μυς
858,,,,thoracic_cavity,θωρακική_κοιλότητα
859,,,,axillary_cavity,μασχαλιαία_κοιλότητα
860,,,,chest_cavity,κοιλότητα_στήθους
861,,,,deltoid_muscle,δελτοειδής_μυς
862,,,,belly_button,DUPLICATE_αφαλός
863,,,,gluteal_artery,DUPLICATE_γλουτιαία_αρτηρία
864,,,,thoracic_vein,θωρακική_φλέβα
865,,,,glenoid_fossa,γληνοειδής_βόθρος
866,,,,nates,γλουτοί
867,,,,colic_artery,DUPLICATE_κολική_αρτηρία
868,,,,lumbar_vertebra,οσφυϊκοί_σπόνδυλοι
869,,,,hind_end,DUPLICATE_πισινός
870,,,,,"κορμός,κοιλιακή_χώρα,βουβωνική_χώρα,οσφυϊκή_χώρα,πλάτη,γοφός"
871,L06_47,meronyms - part,tripod,,τρίποδο
872,,,,leg,πόδι
873,,,,stand,βάση
875,L06_48,meronyms - part,typewriter,,γραφομηχανή
876,,,,keyboard,πληκτρολόγιο
877,,,,typewriter,NO_TRANSLATION
878,,,,carriage,κύλινδρος
879,,,,tab,στηλοθέτης
880,,,,ribbon,ταινία
881,,,,shift,πλήκτρο_shift
882,,,,backspace,οπισθοδιάστημα
883,,,,action,δράση
884,,,,key,πλήκτρο
885,,,,typewriter_carriage,κύλινδρος_γραφομηχανής
886,,,,backspace_key,πλήκτρο_backspace
887,,,,action_mechanism,μηχανισμός_δράσης
888,,,,typewriter_keyboard,πληκτρολόγιο_γραφομηχανής
889,,,,shift_key,DUPLICATE_πλήκτρο_shift
890,,,,space_bar,διάστημα
891,,,,tab_key,πλήκτρο_tab
892,,,,typewriter_ribbon,ταινία_γραφομηχανής
893,,,,backspacer,DUPLICATE_πλήκτρο_backspace
895,L06_49,meronyms - part,window,,παράθυρο
896,,,,pane,τζάμι
897,,,,sash,κορδέλα
898,,,,windowpane,τζάμι_παραθύρου
899,,,,window,NO_TRANSLATION
900,,,,fastener,μάνταλο
901,,,,glass,γυαλί
902,,,,frame,κορνίζα
903,,,,case,πλαίσιο
904,,,,windowsill,περβάζι
905,,,,mullion,διαχώρισμα
906,,,,jamb,DUPLICATE_πλαίσιο
907,,,,lock,κλειδαριά
908,,,,casing,κάσα
909,,,,sash_lock,κλειδαριά_φύλλου
910,,,,window_glass,γυαλί_παραθύρου
911,,,,sash_fastener,κλείσιμο_φύλλου
912,,,,pane_of_glass,γυάλινο_τζάμι
913,,,,window_lock,κλειδαριά_παραθύρου
914,,,,window_sash,φύλλο_παραθύρου
915,,,,window_frame,κορνίζα_παραθύρου
916,,,,,κάσωμα
917,L06_50,meronyms - part,womb,,μήτρα
918,,,,cervix,τράχηλος
919,,,,caul,αμνιακός_σάκος
920,,,,placenta,πλακούντας
921,,,,oviduct,σάλπιγγα
922,,,,veil,NO_TRANSLATION
923,,,,myometrium,μυομήτριο
924,,,,endometrium,ενδομήτριο
925,,,,uterine_artery,αρτηρία_μήτρας
926,,,,embryonic_membrane,εμβρυϊκός_υμένας
927,,,,uterine_cervix,τράχηλος_μήτρας
928,,,,uterine_cavity,κοιλότητα_μήτρας
929,,,,fallopian_tube,DUPLCATE_σάλπιγγα
930,,,,uterine_tube,σωλήνας_μήτρας
931,,,,cervix_uteri,DUPLICATE_τράχηλος_μήτρας
932,,,,arteria_uterina,DUPLICATE_αρτηρία_μήτρας
933,,,,,"εμβρυϊκός_σάκος,ωαγωγός"
