,ID,Relation,Source,Target,EL
646,,,,anger,θυμός
647,,,,choler,χολή
648,,,,ire,DUPLICATE_θυμός
649,,,,anxiety,ανησυχία
650,,,,conditioned_emotional_response,εξαρτημένη_συναισθηματική_απόκριση
651,,,,cer,ΕΣΑ
652,,,,conditioned_emotion,εξαρτημένο_συναίσθημα
653,,,,emotional_state,συναισθηματική_κατάσταση
654,,,,spirit,πνεύμα
655,,,,fear,φόβος
656,,,,fearfulness,τρόμος
657,,,,fright,τρομάρα
658,,,,reverence,ευλάβεια
659,,,,awe,δέος
660,,,,veneration,σεβασμός
661,,,,hate,μίσος
662,,,,hatred,έχθρα
663,,,,joy,χαρά
664,,,,joyousness,DUPLICATE_χαρά
665,,,,joyfulness,DUPLICATE_χαρά
666,,,,love,αγάπη
667,,,,annoyance,ενόχληση
668,,,,chafe,όχληση
669,,,,vexation,εκνευρισμός
670,,,,bad_temper,κακή_διάθεση
671,,,,ill_temper,DUPLICATE_κακή_διάθεση
672,,,,dander,οργή
673,,,,hackles,NO_TRANSLATION
674,,,,fury,μανία
675,,,,rage,DUPLICATE_οργή
676,,,,madness,παραφροσύνη
677,,,,huffiness,αγένεια
678,,,,indignation,αγανάκτηση
679,,,,outrage,DUPLICATE_θυμός
680,,,,infuriation,εξαγρίωση
681,,,,enragement,DUPLICATE_οργή
682,,,,umbrage,δυσαρέσκεια
683,,,,offense,συναίσθημα_προσβολής
684,,,,offence,προσβολή
685,,,,angst,άγχος
686,,,,anxiousness,DUPLICATE_άγχος
687,,,,disquiet,DUPLICATE_ανησυχία
688,,,,concern,αγωνία
689,,,,care,φροντίδα
690,,,,discomfiture,σύγχυση
691,,,,discomposure,DUPLICATE_σύγχυση
692,,,,disconcertion,DUPLICATE_ανησυχία
693,,,,disconcertment,δυσφορία
694,,,,edginess,νευρικότητα
695,,,,uneasiness,DUPLICATE_ανησυχία
696,,,,inquietude,έλλειψη_ηρεμίας
697,,,,disquietude,DUPLICATE_ανησυχία
698,,,,insecurity,ανασφάλεια
699,,,,jitteriness,DUPLICATE_νευρικότητα
700,,,,jumpiness,DUPLICATE_νευρικότητα
701,,,,nervousness,DUPLICATE_νευρικότητα
702,,,,restiveness,DUPLICATE_νευρικότητα
703,,,,scruple,ενδοιασμός
704,,,,qualm,DUPLICATE_ενδοιασμός
705,,,,misgiving,DUPLICATE_φόβος
706,,,,sinking,καταβύθιση
708,,,,worry,DUPLICATE_ανησυχία
709,,,,trouble,ταλαιπωρία
710,,,,ecstasy,έκσταση
711,,,,rapture,DUPLICATE_έκσταση
713,,,,exaltation,εξύψωση
714,,,,raptus,DUPLICATE_έκσταση
715,,,,embarrassment,αμηχανία
716,,,,gratification,ευγνωμοσύνη
717,,,,satisfaction,ικανοποίηση
718,,,,happiness,ευτυχία
719,,,,felicity,ευδαιμονία
720,,,,state,κατάσταση
721,,,,unhappiness,δυστυχία
722,,,,alarm,DUPLICATE_τρόμος
723,,,,dismay,DUPLICATE_φόβος
724,,,,consternation,κατάπληξη
725,,,,apprehension,κατανόηση
726,,,,apprehensiveness,DUPLICATE_κατανόηση
727,,,,dread,DUPLICATE_φόβος
728,,,,creeps,ανατριχίλα
729,,,,frisson,ρίγος
730,,,,shiver,DUPLICATE_ρίγος
731,,,,chill,ψύχρα
732,,,,quiver,DUPLICATE_ανατριχίλα
733,,,,shudder,DUPLICATE_ανατριχίλα
734,,,,thrill,συγκίνηση
735,,,,tingle,μούδιασμα
736,,,,horror,φρίκη
737,,,,hysteria,υστερία
738,,,,intimidation,εκφοβισμός
739,,,,panic,πανικός
740,,,,terror,DUPLICATE_τρόμος
741,,,,affright,DUPLICATE_φόβος
742,,,,scare,DUPLICATE_φόβος
743,,,,panic_attack,κρίση_πανικού
744,,,,stage_fright,τρακ
745,,,,timidity,δειλία
746,,,,timidness,DUPLICATE_δειλία
747,,,,timorousness,DUPLICATE_φόβος
748,,,,abhorrence,αποστροφή
749,,,,abomination,βδέλυγμα
750,,,,detestation,DUPLICATE_αποστροφή
751,,,,execration,κατάρα
752,,,,loathing,σιχαμάρα
753,,,,odium,απέχθεια
754,,,,despisal,περιφρόνηση
755,,,,despising,DUPLICATE_περιφρόνηση
756,,,,hostility,εχθρότητα
757,,,,enmity,DUPLICATE_έχθρα
758,,,,ill_will,κακία
759,,,,malevolence,χαιρεκακία
760,,,,malignity,κακοήθεια
761,,,,misanthropy,μισανθρωπία
762,,,,misogamy,μισογαμία
763,,,,misogyny,μισογυνισμός
764,,,,misogynism,DUPLICATE_μισογυνισμός
765,,,,misology,μίσος_για_τη_λογική
766,,,,misoneism,μίσος_για_το_καινούριο
767,,,,misopedia,μίσος_για_τα_παιδιά
768,,,,murderousness,φονικότητα
769,,,,elation,έξαρση
770,,,,high_spirits,σε_μεγάλα_κέφια
771,,,,lightness,ελαφρότητα
772,,,,exhilaration,DUPLICATE_χαρά
773,,,,excitement,ενθουσιασμός
774,,,,exuberance,μεγάλη_αφθονία
775,,,,exultation,αγαλλίαση
776,,,,jubilance,DUPLICATE_αγαλλίαση
777,,,,jubilancy,ευφροσύνη
778,,,,jubilation,DUPLICATE_αγαλλίαση
779,,,,agape,DUPLICATE_αγάπη
780,,,,agape_love,DUPLICATE_αγάπη
781,,,,amorousness,ερωτοληψία
782,,,,enamoredness,ερεθισμός
783,,,,ardor,ζέση
784,,,,ardour,DUPLICATE_ζέση
785,,,,benevolence,καλοσύνη
786,,,,devotion,DUPLICATE_ευλάβεια
787,,,,devotedness,αφοσίωση
788,,,,filial_love,αγάπη_παιδιού_προς_γονέα
789,,,,heartstrings,ευαίσθητες_χορδές
790,,,,lovingness,DUPLICATE_αγάπη
791,,,,caring,DUPLICATE_φροντίδα
792,,,,loyalty,DUPLICATE_αφοσίωση
793,,,,puppy_love,εφηβικός_έρωτας
794,,,,calf_love,νεανικός_έρωτας
795,,,,crush,τσίμπημα
796,,,,infatuation,πάθος
797,,,,worship,λατρεία
798,,,,adoration,DUPLICATE_λατρεία
799,,,,aggravation,επιδείνωση
800,,,,exasperation,εξόργιση
801,,,,displeasure,DUPLICATE_δυσαρέσκεια
802,,,,frustration,DUPLICATE_εκνευρισμός
803,,,,harassment,DUPLICATE_παρενόχληση
804,,,,torment,βάσανο
805,,,,pique,πικάρισμα
806,,,,temper,ευερέθιστος_χαρακτήρας
807,,,,irritation,DUPLICATE_ερεθισμός
808,,,,fit,παροξυσμός
809,,,,tantrum,DUPLICATE_θυμός
810,,,,scene,σκηνή
811,,,,conniption,DUPLICATE_μανία
812,,,,irascibility,οξυθυμία
813,,,,short_temper,ευερεθιστότητα
814,,,,spleen,DUPLICATE_απέχθεια
815,,,,quick_temper,ευέξαπτος_χαρακτήρας
816,,,,lividity,DUPLICATE_ευφροσύνη
817,,,,wrath,DUPLICATE_οργή
818,,,,dudgeon,DUPLICATE_θυμός
819,,,,high_dudgeon,μεγάλη_αγανάκτηση
820,,,,willies,DUPLICATE_ανατριχίλα
821,,,,comfort,άνεση
822,,,,quality_of_life,ποιότητα_ζωής
823,,,,blessedness,ευλογία
824,,,,beatitude,μακαριότητα
825,,,,beatification,εξύμνηση
826,,,,radiance,ακτινοβολία
827,,,,embitterment,πίκρα
828,,,,sadness,θλίψη
829,,,,sorrow,λύπη
830,,,,sorrowfulness,λυπηρότητα
831,,,,pall,DUPLICATE_θλίψη
832,,,,foreboding,προαίσθημα
833,,,,premonition,DUPLICATE_προαίσθημα
834,,,,presentiment,DUPLICATE_προαίσθημα
835,,,,boding,προμήνυμα
836,,,,gloom,κατήφεια
837,,,,gloominess,DUPLICATE_κατήφεια
838,,,,somberness,νηφαλιότητα
839,,,,sombreness,DUPLICATE_νηφαλιότητα
840,,,,suspense,DUPLICATE_αγωνία
841,,,,trepidation,DUPLICATE_τρόμος
842,,,,swivet,DUPLICATE_πανικός
843,,,,cold_feet,κρύα_πόδια
844,,,,diffidence,ατολμία
845,,,,self-doubt,αυτοαμφιβολία
846,,,,self-distrust,έλλειψη_αυτοπεποίθησης
847,,,,shyness,συστολή
848,,,,aggression,επίθεση
849,,,,aggressiveness,επιθετικότητα
850,,,,animosity,DUPLICATE_έχθρα
851,,,,animus,διάθεση
852,,,,bad_blood,DUPLICATE_μίσος
853,,,,antagonism,ανταγωνισμός
854,,,,belligerence,εριστικότητα
855,,,,belligerency,DUPLICATE_επιθετικότητα
856,,,,class_feeling,ταξική_έχθρα
857,,,,resentment,μνησικακία
858,,,,bitterness,πικρία
859,,,,gall,DUPLICATE_χολή
860,,,,rancor,DUPLICATE_μνησικακία
861,,,,rancour,DUPLICATE_μνησικακία
862,,,,maleficence,DUPLICATE_κακία
863,,,,malice,DUPLICATE_κακία
864,,,,maliciousness,κακεντρέχεια
865,,,,spite,πείσμα
866,,,,spitefulness,DUPLICATE_πείσμα
867,,,,venom,δηλητήριο
868,,,,vindictiveness,εκδικητικότητα
869,,,,vengefulness,DUPLICATE_εκδικητικότητα
870,,,,misocainea,DUPLICATE_μίσος_για_το_καινούριο
871,,,,euphoria,ευφορία
872,,,,euphory,DUPLICATE_ευφορία
873,,,,bang,χτύπημα
874,,,,boot,DUPLICATE_NO_TRANSLATION
875,,,,charge,DUPLICATE_επίθεση
876,,,,rush,βιασύνη
877,,,,flush,αναψοκοκκίνισμα
878,,,,kick,λάκτισμα
879,,,,intoxication,μέθη
880,,,,titillation,γαργάλισμα
881,,,,triumph,θρίαμβος
882,,,,beneficence,DUPLICATE_καλοσύνη
883,,,,warmheartedness,εγκαρδιότητα
884,,,,warmth,ζεστασιά
885,,,,nirvana,νιρβάνα
886,,,,enlightenment,διαφώτιση
887,,,,mourning,πένθος
888,,,,bereavement,DUPLICATE_πένθος
889,,,,poignance,δριμύτητα
890,,,,poignancy,DUPLICATE_δριμύτητα
891,,,,presage,DUPLICATE_προμήνυμα
892,,,,shadow,σκιά
893,,,,hesitance,δισταγμός
894,,,,hesitancy,DUPLICATE_δισταγμός
895,,,,unassertiveness,αβεβαιότητα
896,,,,warpath,διάθεση_για_καβγά
897,,,,envy,ζήλια
898,,,,enviousness,φθόνος
899,,,,grudge,DUPLICATE_μνησικακία
900,,,,score,επιτυχία
901,,,,grievance,παράπονο
902,,,,heartburning,καούρα_στο_στομάχι
903,,,,sulkiness,κατσούφιασμα
904,,,,huffishness,DUPLICATE_θυμός
905,,,,covetousness,απληστία
906,,,,jealousy,DUPLICATE_ζήλια
907,,,,green-eyed_monster,πράσινο_τέρας
908,,,,penis_envy,φθόνος_του_πέους
910,L03_26,hyponyms - misc,flask,,φλασκί
911,,,,thermos,θερμός
912,,,,ampulla,αμπούλα
913,,,,canteen,καραβάνα
914,,,,erlenmeyer_flask,κωνική_φιάλη
915,,,,hipflask,DUPLICATE_φλασκί
916,,,,pocket_flask,φλασκί_τσέπης
917,,,,round-bottom_flask,σφαιρική_φιάλη
918,,,,vacuum_flask,DUPLICATE_θερμός
919,,,,vacuum_bottle,μπουκάλι_θερμός
920,,,,dewar_flask,DUPLICATE_θερμός
921,,,,dewar,DUPLICATE_θερμός
922,,,,thermos_bottle,DUPLICATE_μπουκάλι_θερμός
923,,,,thermos_flask,DUPLICATE_θερμός
925,L03_27,hyponyms - misc,guitar,,κιθάρα
926,,,,ukulele,γιουκαλίλι
927,,,,bass,μπάσο
928,,,,bass_guitar,DUPLICATE_μπάσο
929,,,,acoustic_guitar,ακουστική_κιθάρα
930,,,,cittern,τσιτέρνα
931,,,,cithern,DUPLICATE_τσιτέρνα
932,,,,cither,DUPLICATE_τσιτέρνα
933,,,,citole,DUPLICATE_τσιτέρνα
934,,,,gittern,NO_TRANSLATION
935,,,,electric_guitar,ηλεκτρική_κιθάρα
936,,,,hawaiian,DUPLICATE_NO_TRANSLATION
937,,,,steel,DUPLICATE_NO_TRANSLATION
938,,,,uke,ουκουλέλε
939,,,,,κλασική_κιθάρα
940,L03_28,hyponyms - misc,gun,,όπλο
941,,,,rifle,τουφέκι
942,,,,air,αεροβόλο
943,,,,airgun,αεροπίστολο
944,,,,antiaircraft,αντιαεροπορικό
945,,,,flak,DUPLICATE_αντιαεροπορικό
946,,,,flack,DUPLICATE_αντιαεροπορικό
947,,,,pom-pom,NO_TRANSLATION
948,,,,ack-ack,DUPLICATE_αντιαεροπορικό
949,,,,breechloader,οπισθογεμές_όπλο
950,,,,cannon,κανόνι
951,,,,firearm,πυροβόλο_όπλο
952,,,,piece,κομμάτι
953,,,,small-arm,πιστόλι
954,,,,gas,πιστόλι_αερίου
955,,,,minute,DUPLICATE_NO_TRANSLATION
956,,,,quaker,DUPLICATE_NO_TRANSLATION
957,,,,set,σετ
958,,,,spring,όπλο_ελατηρίου
959,,,,whaling,φαλαινοθηρικό_όπλο
961,L03_29,hyponyms - misc,jewel,,κόσμημα
962,,,,diamond,διαμάντι
963,,,,ruby,ρουμπίνι
964,,,,pearl,μαργαριτάρι
965,,,,emerald,σμαράγδι
966,,,,sapphire,ζαφείρι
968,L03_30,hyponyms - misc,jewelry,,κόσμημα
969,,,,bracelet,βραχιόλι
970,,,,bead,χάντρα
971,,,,bijou,μπιζού
972,,,,bling,φανταχτερό_κόσμημα
973,,,,bling_bling,DUPLICATE_φανταχτερό_κόσμημα
974,,,,bangle,βέργα
975,,,,clip,κλιπ
976,,,,cufflink,μανικετόκουμπο
977,,,,earring,σκουλαρίκι
978,,,,jewel,DUPLICATE_κόσμημα
979,,,,gem,πολύτιμος_λίθος
980,,,,precious_stone,πολύτιμη_πέτρα
981,,,,necklace,κολιέ
982,,,,pin,καρφίτσα
983,,,,ring,δαχτυλίδι
984,,,,band,χειροπέδα
985,,,,tie_clip,κλιπ_γραβάτας
986,,,,bugle,σάλπιγγα
987,,,,anklet,κόσμημα_αστραγάλου
988,,,,ankle_bracelet,αλυσίδα_αστραγάλου
989,,,,armilla,περιβραχιόνιο
990,,,,pendant_earring,κρεμαστό_σκουλαρίκι
991,,,,drop_earring,σκουλαρίκι_σταγόνα
992,,,,eardrop,σταγόνα
993,,,,crown_jewel,κόσμημα_στέμματος
994,,,,diamond,διαμάντι
995,,,,emerald,σμαράγδι
996,,,,pearl,μαργαριτάρι
997,,,,ruby,ρουμπίνι
998,,,,sapphire,ζαφείρι
999,,,,solitaire,μονόπετρο
1000,,,,chain,αλυσίδα
1001,,,,string,κορδόνι
1002,,,,strand,DUPLICATE_αλυσίδα
1003,,,,choker,τσόκερ
1004,,,,collar,κολάρο
1005,,,,dog_collar,κολάρο_σκύλου
1006,,,,neckband,λαιμοδέτης
1007,,,,brooch,DUPLICATE_καρφίτσα
1008,,,,broach,DUPLICATE_καρφίτσα
1009,,,,breastpin,καρφίτσα_στήθους
1010,,,,scatter_pin,NO_TRANSLATION
1011,,,,stickpin,DUPLICATE_καρφίτσα
1012,,,,tie_tack,καρφίτσα_γραβάτας
1013,,,,tiepin,DUPLICATE_καρφίτσα_γραβάτας
1014,,,,scarfpin,καρφίτσα_φουλαριού
1015,,,,annulet,δαχτυλιδάκι
1016,,,,engagement_ring,δαχτυλίδι_αρραβώνων
1017,,,,mourning_ring,δαχτυλίδι_πένθους
1018,,,,ringlet,DUPLICATE_δαχτυλιδάκι
1019,,,,signet_ring,δαχτυλίδι_σφραγίδας
1020,,,,seal_ring,DUPLICATE_δαχτυλίδι_σφραγίδας
1021,,,,wedding_ring,βέρα
1022,,,,wedding_band,δαχτυλίδι_γάμου
1023,,,,ice,DUPLICATE_διαμάντι
1024,,,,sparkler,γυαλιστερή_πέτρα
1025,,,,seed_pearl,DUPLICATE_μαργαριτάρι
1026,,,,sunburst,ηλιαχτίδα
1027,,,,,μπάντα
1028,L03_31,hyponyms - misc,mixer,,μίξερ
1029,,,,blender,μπλέντερ
1030,,,,liquidizer,αποχυμωτής
1031,,,,liquidiser,DUPLICATE_αποχυμωτής
1032,,,,eggbeater,αυγοδάρτης
1033,,,,eggwhisk,σύρμα_αυγών
1034,,,,electric,ηλεκτρικό_μπλέντερ
1035,,,,whisk,σύρμα
1036,,,,,"ραβδομπλέντερ,πολυκόφτης"
1037,L03_32,hyponyms - misc,month,,μήνας
1038,,,,january,Ιανουάριος
1039,,,,february,Φεβρουάριος
1040,,,,march,Μάρτιος
1041,,,,april,Απρίλιος
1042,,,,may,Μάιος
1043,,,,june,Ιούνιος
1044,,,,july,Ιούλιος
1045,,,,august,Αύγουστος
1046,,,,september,Σεπτέμβριος
1047,,,,october,Οκτώβριος
1048,,,,november,Νοέμβριος
1049,,,,december,Δεκέμβριος
1050,,,,jan,Ιαν
1051,,,,feb,Φεβ
1052,,,,mar,Μαρ
1053,,,,apr,Απρ
1054,,,,jun,Ιουν
1055,,,,jul,Ιουλ
1056,,,,aug,Αυγ
1057,,,,sep,Σεπ
1058,,,,oct,Οκτ
1059,,,,nov,Νοε
1060,,,,dec,Δεκ
1062,L03_33,hyponyms - misc,oven,,φούρνος
1063,,,,broiler,σχάρα
1064,,,,dutch_oven,γάστρα
1065,,,,gas_oven,φούρνος_γκαζιού
1066,,,,rotisserie,ροτισερί
1067,,,,tandoor,ταντούρ
1068,,,,,ψησταριά
1069,L03_34,hyponyms - misc,painting,,ζωγραφιά
1070,,,,watercolor,ακουαρέλα
1071,,,,abstraction,αφηρημένη_εικόνα
1072,,,,cityscape,αστικό_τοπίο
1073,,,,daub,μουντζούρα
1074,,,,distemper,τέμπερα
1075,,,,finger-painting,ζωγραφική_με_τα_δάχτυλα
1076,,,,icon,εικόνισμα
1077,,,,ikon,εικόνα
1078,,,,landscape,τοπίο
1079,,,,miniature,μικρογραφία
1080,,,,illumination,φωτισμός
1081,,,,monochrome,μονόχρωμο
1082,,,,mural,τοιχογραφία
1083,,,,wall,DUPLICATE_τοιχογραφία
1084,,,,nude,γυμνό
1085,,,,nude_painting,DUPLICATE_γυμνό
1086,,,,oil,λάδι
1087,,,,pentimento,NO_TRANSLATION
1088,,,,sand,ζωγραφιά_με_άμμο
1089,,,,seascape,θαλασσογραφία
1090,,,,waterscape,υδάτινο_τοπίο
1091,,,,semi-abstraction,ημι-αφαίρεση
1092,,,,still_life,νεκρή_φύση
1093,,,,tanka,τάνκα
1094,,,,water-color,DUPLICATE_ακουαρέλα
1095,,,,watercolour,DUPLICATE_ακουαρέλα
1096,,,,water-colour,DUPLICATE_ακουαρέλα
1097,,,,fresco,φρέσκο
1098,,,,graffitti,γκράφιτι
1099,,,,,υδατογραφία
1100,L03_35,hyponyms - misc,poem,,ποίημα
1101,,,,haiku,χαϊκού
1102,,,,abecedarius,αλφαβητάριο
1103,,,,alcaic,αλκαϊκό
1104,,,,alcaic_verse,αλκαϊκός_στίχος
1105,,,,ballad,μπαλάντα
1106,,,,lay,λαϊκό
1107,,,,ballade,DUPLICATE_μπαλάντα
1108,,,,blank_verse,NO_TRANSLATION
1109,,,,elegy,ελεγεία
1110,,,,lament,θρήνος
1111,,,,epic_poem,επικό_ποίημα
1112,,,,heroic_poem,ηρωικό_ποίημα
1113,,,,epic,έπος
1114,,,,epos,DUPLICATE_έπος
1115,,,,free_verse,ελεύθερος_στίχος
1116,,,,vers_libre,DUPLICATE_ελεύθερος_στίχος
1117,,,,lyric,λυρικό
1118,,,,lyric_poem,DUPLICATE_λυρικό_ποίημα
1119,,,,rondeau,ροντέλο
1120,,,,rondel,κυκλωτό
1121,,,,sonnet,σονέτο
1122,,,,tanka,τάνκα
1123,,,,terza_rima,τέρτσα_ρίμα
1124,,,,verse,στίχος
1125,,,,rhyme,ομοιοκαταληξία
1126,,,,versicle,DUPLICATE_NO_TRANSLATION
1128,L03_36,hyponyms - misc,railway,,σιδηρόδρομος
1129,,,,monorail,σιδηρόδρομος_μονής_τροχιάς
1130,,,,cable,τελεφερίκ
1131,,,,funicular,DUPLICATE_τελεφερίκ
1132,,,,cog,οδοντωτός
1133,,,,rack,DUPLICATE_οδοντωτός
1134,,,,elevated,υπερυψωμένος_σιδηρόδρομος
1135,,,,el,NO_TRANSLATION
1136,,,,overhead,εναέριος_σιδηρόδρομος
1137,,,,metro,μετρό
1138,,,,tube,DUPLICATE_μετρό
1139,,,,underground,υπόγειος
1140,,,,subway,DUPLICATE_μετρό
1141,,,,rail,ράγα
1143,L03_37,hyponyms - misc,season,,εποχή
1144,,,,spring,άνοιξη
1145,,,,harvest,εποχή_θερισμού
1146,,,,haying,DUPLICATE_εποχή_θερισμού
1147,,,,fall,φθινόπωρο
1148,,,,autumn,DUPLICATE_φθινόπωρο
1149,,,,springtime,DUPLICATE_άνοιξη
1150,,,,summer,καλοκαίρι
1151,,,,summertime,καλοκαιρινή_περίοδος
1152,,,,winter,χειμώνας
1153,,,,wintertime,χειμερινή_περίοδος
1154,,,,rainy,εποχή_βροχών
1155,,,,dry,ξερή_εποχή
1156,,,,growing,NO_TRANSLATION
1157,,,,seedtime,εποχή_σποράς
1158,,,,sheepshearing,DUPLICATE_NO_TRANSLATION
1159,,,,holiday,εορταστική_περίοδος
1160,,,,high,υψηλή_περίοδος
1161,,,,peak,περίοδος_αιχμής
1162,,,,off-season,εκτός_εποχής
1163,,,,preseason,περίοδος_πριν_την_αγωνιστική_εποχή
1164,,,,baseball,σεζόν_μπέιζμπολ
1165,,,,basketball,σεζόν_μπάσκετ
1166,,,,exhibition,εκθεσιακή_σεζόν
1167,,,,concert,περίοδος_συναυλιών
1168,,,,fishing,περίοδος_αλιείας
1169,,,,football,σεζόν_ποδοσφαίρου
1170,,,,hockey,σεζόν_χόκεϊ
1171,,,,hunting,κυνηγετική_περίοδος
1172,,,,social,DUPLICATE_NO_TRANSLATION
1173,,,,theatrical,θεατρική_σεζόν
1174,,,,whitsun,Πεντηκοστή
1175,,,,whitsuntide,εβδομάδα_του_Αγίου_Πνεύματος
1176,,,,whitweek,εβδομάδα_της_Πεντηκοστής
1178,L03_38,hyponyms - misc,seat,,κάθισμα
1179,,,,chair,καρέκλα
1180,,,,bench,παγκάκι
1181,,,,box,κουτί
1182,,,,ottoman,υποπόδιο
1183,,,,pouf,πουφ
1184,,,,pouffe,DUPLICATE_πουφ
1185,,,,puff,φούσκα
1186,,,,hassock,DUPLICATE_υποπόδιο
1187,,,,sofa,ανάκλιντρο
1188,,,,couch,καναπές
1189,,,,lounge,κάθισμα_σαλονιού
1190,,,,stool,σκαμπό
1191,,,,toilet,κάθισμα_τουαλέτας
1193,L03_39,hyponyms - misc,shelf,,ράφι
1194,,,,bookshelf,ράφι_για_βιβλία
1195,,,,hob,ράφι_τζακιού
1196,,,,mantel,DUPLICATE_ράφι_τζακιού
1197,,,,mantelpiece,DUPLICATE_ράφι_τζακιού
1198,,,,mantle,DUPLICATE_ράφι_τζακιού
1199,,,,mantlepiece,DUPLICATE_ράφι_τζακιού
1200,,,,chimneypiece,DUPLICATE_ράφι_τζακιού
1201,,,,overmantel,DUPLICATE_ράφι_τζακιού
1202,,,,berm,πεζούλι
1204,L03_40,hyponyms - misc,shirt,,πουκάμισο
1205,,,,polo,πόλο
1206,,,,camise,πουκαμίσα
1207,,,,dashiki,ντασίκι
1208,,,,daishiki,DUPLICATE_ντασίκι
1209,,,,dress,φόρεμα_πουκάμισο
1210,,,,evening,βραδινό_πουκάμισο
1211,,,,hair,κιλίκιο
1212,,,,jersey,φανελένιο_πουκάμισο
1213,,,,t-shirt,κοντομάνικο
1214,,,,tee,DUPLICATE_κοντομάνικο
1215,,,,kurta,κούρτα
1216,,,,sport,σπορ_πουκάμισο
1217,,,,tank,αμάνικο
1218,,,,work-shirt,πουκάμισο_εργασίας
1219,,,,,αθλητικό_πουκάμισο
1220,L03_41,hyponyms - misc,shoes,,παπούτσια
1221,,,,sneakers,αθλητικά
1222,,,,anklet,πέδιλα_με_κορδόνια
1223,,,,baby_shoes,βρεφικά_παπούτσια
1224,,,,balmoral,μποτάκια_balmoral
1225,,,,blucher,NO_TRANSLATION
1226,,,,bowling_shoes,παπούτσια_μπόουλινγκ
1227,,,,brogan,χονδροπάπουτσο
1228,,,,brogue,DUPLICATE_χονδροπάπουτσο
1229,,,,clodhopper,χοντροπάπουτσο
1230,,,,work_shoes,παπούτσια_εργασίας
1231,,,,calceus,ρωμαϊκά_σανδάλια
1232,,,,chopine,DUPLICATE_NO_TRANSLATION
1233,,,,platform_shoes,πλατφόρμες
1234,,,,chukka,μποτάκια_τσούκα
1235,,,,boots,μπότα
1236,,,,cleats,παπούτσια_ποδοσφαίρου
1237,,,,congress_shoes,DUPLICATE_NO_TRANSLATION
1238,,,,gaiters,γκέτες
1239,,,,flipper_shoes,βατραχοπέδιλα
1240,,,,fin_shoes,κοντά_βατραχοπέδιλα
1241,,,,ghillie,παπούτσια_χορού_με_σταυρωτά_κορδόνια
1242,,,,gillie,DUPLICATE_παπούτσια_χορού_με_σταυρωτά_κορδόνια
1243,,,,gym_shoes,παπούτσια_γυμναστικής
1244,,,,tennis_shoes,παπούτσια_τένις
1245,,,,loafers,μοκασίνια
1246,,,,moccasins,DUPLICATE_μοκασίνια
1247,,,,mocassins,DUPLICATE_μοκασίνια
1248,,,,oxford_shoes,παπούτσια_oxford
1249,,,,pump_shoes,σκαρπίνια
1250,,,,running_shoes,παπούτσια_για_τρέξιμο
1251,,,,sabot,τσόκαρο
1252,,,,wooden_shoes,ξύλινα_παπούτσια
1253,,,,sandals,σανδάλια
1254,,,,slingbacks,εξώφτερνα
1255,,,,sling_shoes,DUPLICATE_εξώφτερνα
1256,,,,walker_shoes,παπούτσια_για_περπάτημα
1257,,,,walking_shoes,DUPLICATE_παπούτσια_για_περπάτημα
1258,,,,wedgie,πλατφόρμα
1259,,,,wing_shoes,DUPLICATE_NO_TRANSLATION
1260,,,,tip_shoes,μυτερά_παπούτσια
1261,,,,stiletto,γόβες_στιλέτο
1262,,,,heeled,παπούτσια_με_τακούνι
1264,L03_42,hyponyms - misc,sofa,,καναπές
1265,,,,divan,ντιβάνι
1266,,,,diwan,DUPLICATE_ντιβάνι
1267,,,,convertible_sofa,κρεβάτι_καναπές
1268,,,,daybed,ανάκλιντρο
1269,,,,loveseat,διθέσιος_καναπές
1270,,,,settee,DUPLICATE_καναπές
1271,,,,squab,μαξιλάρι
1273,L03_43,hyponyms - misc,song,,τραγούδι
1274,,,,lullaby,νανούρισμα
1275,,,,religious_song,θρησκευτικό_τραγούδι
1276,,,,anthem,ύμνος
1277,,,,aria,άρια
1278,,,,ballad,μπαλάντα
1279,,,,lay,λαϊκό_τραγούδι
1280,,,,barcarole,βαρκαρόλα
1281,,,,barcarolle,DUPLICATE_βαρκαρόλα
1282,,,,ditty,τραγουδάκι
1283,,,,dirge,μοιρολόι
1284,,,,coronach,μοιρολόγι
1285,,,,lament,θρήνος
1286,,,,requiem,ρέκβιεμ
1287,,,,threnody,θρηνωδία
1288,,,,drinking_song,τραγούδι_για_ποτό
1289,,,,folk_song,παραδοσιακό_τραγούδι
1290,,,,folksong,DUPLICATE_παραδοσιακό_τραγούδι
1291,,,,folk_ballad,παραδοσιακή_μπαλάντα
1292,,,,lied,λιντ
1293,,,,love_song,τραγούδι_αγάπης
1294,,,,love-song,DUPLICATE_τραγούδι_αγάπης
1295,,,,cradlesong,DUPLICATE_νανούρισμα
1296,,,,berceuse,DUPLICATE_νανούρισμα
1297,,,,oldie,παλιό_τραγούδι
1298,,,,golden_oldie,παλιό_χρυσό_τραγούδι
1299,,,,partsong,NO_TRANSLATION
1300,,,,prothalamion,προθαλάμιον
1301,,,,prothalamium,προθαλάμιο
1302,,,,roundelay,τραγούδι_με_κυκλικό_ρεφρέν
1303,,,,scolion,σκόλιο
1304,,,,banquet_song,τραγούδι_συμποσίου
1305,,,,serenade,σερενάτα
1306,,,,torch_song,DUPLICATE_NO_TRANSLATION
1307,,,,work_song,τραγούδι_εργασίας
1309,L03_44,hyponyms - misc,spice,,μπαχαρικό
1310,,,,pepper,πιπέρι
