,ID,Relation,Source,Target,SK
855,,,,gallinaceous_bird,hrabavý_vták
856,,,,craniate,DUPLICATE_stavovec
857,,,,gallinacean,hrabavá_hydina
858,,,,living_thing,živá_vec
860,L01_46,hypernyms - animals,tyrannosaurus,,tyranosaurus
861,,,,dinosaur,dinosaurus
862,,,,reptile,plaz
863,,,,theropod,teropod
864,,,,theropod_dinosaur,DUPLICATE_teropod
865,,,,bird-footed_dinosaur,DUPLICATE_teropod
866,,,,archosaur,archosaurus
867,,,,archosaurian,DUPLICATE_archosaurus
868,,,,archosaurian_reptile,DUPLICATE_archosaurus
870,L01_47,hypernyms - animals,velociraptor,,velociraptor
871,,,,dinosaur,dinosaurus
872,,,,reptile,plaz
873,,,,maniraptor,maniraptor
874,,,,archosaur,archosaurus
875,,,,archosaurian,DUPLICATE_archosaurus
876,,,,archosaurian_reptile,DUPLICATE_archosaurus
878,L01_48,hypernyms - animals,viper,,zmija
879,,,,snake,had
880,,,,reptile,plaz
881,,,,serpent,DUPLICATE_had
882,,,,ophidian,DUPLICATE_had
885,L01_49,hypernyms - animals,vulture,,sup
886,,,,raptor,dravý_vták
887,,,,bird,vták
888,,,,vertebrate,stavovec
889,,,,creature,tvor
890,,,,beast,zviera
891,,,,being,bytosť
892,,,,animal,živočích
893,,,,organism,organizmus
894,,,,fauna,fauna
895,,,,chordate,chordát
896,,,,animate_being,živá_bytosť
897,,,,craniate,DUPLICATE_stavovec
898,,,,living_thing,živá_vec
899,,,,raptorial_bird,DUPLICATE_dravý_vták
900,,,,bird_of_prey,DUPLICATE_dravý_vták
902,L01_50,hypernyms - animals,wolf,,vlk
903,,,,canine,psovitý
904,,,,vertebrate,stavovec
905,,,,creature,tvor
906,,,,beast,zviera
907,,,,canid,DUPLICATE_psovitý
908,,,,being,bytosť
909,,,,animal,živočích
910,,,,organism,organizmus
911,,,,fauna,fauna
912,,,,placental,placentovec
913,,,,carnivore,mäsožravec
914,,,,chordate,chordát
915,,,,eutherian,vyšší_cicavec
916,,,,mammal,cicavec
917,,,,mammalian,DUPLICATE_cicavec
918,,,,animate_being,živá_bytosť
919,,,,eutherian_mammal,DUPLICATE_placentálovec
920,,,,locomote,NO_TRANSLATION
921,,,,placental_mammal,placentálovec
922,,,,craniate,DUPLICATE_stavovec
923,,,,domesticated_animal,domáce_zviera
924,,,,physical_entity,fyzická_entita
925,,,,domestic_animal,DUPLICATE_domáce_zviera
926,,,,living_thing,živá_vec
