,ID,Relation,Source,Target,SK
844,,,,natural_covering,prirodzená_pokrývka
845,,,,cover,kryt
846,,,,natural_object,prírodný_objekt
848,L02_47,hypernyms - misc,tub,,vaňa
849,,,,container,nádoba
850,,,,vessel,DUPLICATE_nádoba
851,,,,artifact,artefakt
852,,,,artefact,DUPLICATE_artefakt
853,,,,unit,NO_TRANSLATION
854,,,,object,objekt
855,,,,physical_object,fyzický_objekt
856,,,,physical_entity,fyzická_entita
857,,,,entity,entita
859,L02_48,hypernyms - misc,tv,,televízia
860,,,,device,zariadenie
861,,,,machine,stroj
862,,,,receiver,prijímač
863,,,,receiving_system,DUPLICATE_prijímač
864,,,,set,NO_TRANSLATION
865,,,,electronic_equipment,elektronické_zariadenie
866,,,,equipment,DUPLICATE_zariadenie
867,,,,artifact,artefakt
868,,,,artefact,DUPLICATE_artefakt
869,,,,unit,DUPLICATE_NO_TRANSLATION
870,,,,object,objekt
871,,,,physical_object,fyzický_objekt
872,,,,physical_entity,fyzická_entita
873,,,,entity,entita
874,,,,broadcasting,vysielanie
875,,,,telecommunication,telekomunikácie
876,,,,telecom,DUPLICATE_NO_TRANSLATION
877,,,,medium,médium
879,L02_49,hypernyms - misc,vase,,váza
880,,,,jar,pohár
881,,,,vessel,DUPLICATE_nádoba
882,,,,container,nádoba
883,,,,artifact,artefakt
884,,,,artefact,DUPLICATE_artefakt
885,,,,unit,NO_TRANSLATION
886,,,,object,objekt
887,,,,physical_object,fyzický_objekt
888,,,,physical_entity,fyzická_entita
889,,,,entity,entita
891,L02_50,hypernyms - misc,wristband,,náramok
892,,,,band,páska
893,,,,strip,pásik
894,,,,slip,DUPLICATE_páska
895,,,,artifact,artefakt
896,,,,artefact,DUPLICATE_artefakt
897,,,,unit,NO_TRANSLATION
898,,,,object,objekt
899,,,,physical_object,fyzický_objekt
900,,,,physical_entity,fyzická_entita
901,,,,entity,entita
