,ID,Relation,Source,Target,SK
825,,,,gall_bladder,cholecysta
826,,,,spare_tire,pneumatika
827,,,,arteria_circumflexa_humeri,arteria_circumflexa_humeri
828,,,,serratus_muscles,pílovité_svaly
829,,,,axillary_artery,pazuchová_tepna
830,,,,gluteus_muscle,sedací_sval
831,,,,love_handle,DUPLICATE_pneumatika
832,,,,latissimus_dorsi,najširší_sval_chrbta
833,,,,pectoral_muscle,DUPLICATE_prsný_sval
834,,,,tooshie,DUPLICATE_zadok
835,,,,abdominal_muscle,brušný_sval
836,,,,circumflex_humeral_artery,ovíjajúca_tepna_ramena
837,,,,abdominal_aorta,srdcovnica_brušná
838,,,,vena_thoracica,hrudníková_žila
839,,,,musculus_pectoralis,musculus_pectoralis
840,,,,hypochondrium,podrebrie
841,,,,area_of_cardiac_dullness,DUPLICATE_NO_TRANSLATION
842,,,,glenoid_cavity,kĺbová_jama
843,,,,rib_cage,hrudný_kôš
844,,,,thoracic_aorta,hrudníková_srdcovnica
845,,,,omphalus,DUPLICATE_omfalos
846,,,,circumflex_scapular_artery,ovíjajúca_tepna_lopatky
847,,,,acromial_process,nadplecok
848,,,,shoulder_bone,DUPLICATE_lopatka
849,,,,tail_end,DUPLICATE_zadok
850,,,,rear_end,DUPLICATE_zadok
851,,,,gluteal_muscle,DUPLICATE_sedací_sval
852,,,,inguen,slabina
853,,,,shoulder_blade,DUPLICATE_lopatka
854,,,,rotator_cuff,rotátorová_manžeta
855,,,,corpus_sternum,telo_mostíka
856,,,,dorsal_vertebra,DUPLICATE_hrudníkový_stavec
857,,,,teres_muscle,oblý_sval
858,,,,thoracic_cavity,hrudníková_dutina
859,,,,axillary_cavity,DUPLICATE_pazuchová_jama
860,,,,chest_cavity,DUPLICATE_hrudníková_dutina
861,,,,deltoid_muscle,deltový_sval
862,,,,belly_button,DUPLICATE_pupok
863,,,,gluteal_artery,sedacia_tepna
864,,,,thoracic_vein,DUPLICATE_hrudníková_žila
865,,,,glenoid_fossa,DUPLICATE_kĺbová_jama
866,,,,nates,sedacia_časť
867,,,,colic_artery,hrubočrevná_tepna
868,,,,lumbar_vertebra,driekový_stavec
869,,,,hind_end,DUPLICATE_zadok
870,,,,,"srdcovnicový_oblúk,podkľúčna_tepna,srdce,komora,pľúca,slezina,pečeň,oblička,dvanástnik,pankreas,corpus_sterni,pazucha,zadné_črevo,prsia,scapula,rukoväť,bok,hrudníkový_stavec,ramenný_kĺb,podrebrová_oblasť,hypochondrium"
871,L06_47,meronyms - part,tripod,,trojnožka
872,,,,leg,noha
873,,,,stand,podstavec
875,L06_48,meronyms - part,typewriter,,písací_stroj
876,,,,keyboard,klávesnica
877,,,,typewriter,písací_stroj
878,,,,carriage,vozík
879,,,,tab,tabulátor
880,,,,ribbon,páska
881,,,,shift,preraďovač
882,,,,backspace,backspace
883,,,,action,NO_TRANSLATION
884,,,,key,kláves
885,,,,typewriter_carriage,DUPLICATE_vozík
886,,,,backspace_key,kláves_backspace
887,,,,action_mechanism,DUPLICATE_NO_TRANSLATION
888,,,,typewriter_keyboard,DUPLICATE_klávesnica
889,,,,shift_key,preeraďovač
890,,,,space_bar,medzerovník
891,,,,tab_key,kláves_tabulátora
892,,,,typewriter_ribbon,DUPLICATE_páska
893,,,,backspacer,DUPLICATE_NO_TRANSLATION
895,L06_49,meronyms - part,window,,okno
896,,,,pane,tabuľka
897,,,,sash,krídlo
898,,,,windowpane,okenná_tabuľa
899,,,,window,NO_TRANSLATION
900,,,,fastener,DUPLICATE_zámok
901,,,,glass,sklo
902,,,,frame,rám_okna
903,,,,case,rám
904,,,,windowsill,parapet
905,,,,mullion,stĺpik
906,,,,jamb,ostenie
907,,,,lock,zámka
908,,,,casing,DUPLICATE_rám_okna
909,,,,sash_lock,DUPLICATE_NO_TRANSLATION
910,,,,window_glass,DUPLICATE_sklo
911,,,,sash_fastener,DUPLICATE_NO_TRANSLATION
912,,,,pane_of_glass,sklená_tabuľka
913,,,,window_lock,okenný_zámok
914,,,,window_sash,okenné_krídlo
915,,,,window_frame,okenný_rám
916,,,,,"kovanie,kľučka,tesnenie,tabuľa"
917,L06_50,meronyms - part,womb,,maternica
918,,,,cervix,cervix
919,,,,caul,plodový_obal
920,,,,placenta,placenta
921,,,,oviduct,ovidukt
922,,,,veil,plodová_blana
923,,,,myometrium,myometrium
924,,,,endometrium,endometrium
925,,,,uterine_artery,tepna_maternicová
926,,,,embryonic_membrane,NO_TRANSLATION
927,,,,uterine_cervix,krčok_maternice
928,,,,uterine_cavity,dutina_maternice
929,,,,fallopian_tube,vajíčkovod
930,,,,uterine_tube,vajcovod
931,,,,cervix_uteri,cervix_uteri
932,,,,arteria_uterina,arteria_uterina
933,,,,,"svalovina_maternice,maternicová_sliznica,artéria_maternicová"
