,Language,a,b,c,d,prompts
99,HE,מְסוּכָּן,בטוח,יפה,"['מְכוֹעָר', 'מעוות', 'רע-למראה', 'מכוער_מאד', 'גרוֹטֶסקִי', 'מִפלַצתִי', 'דוֹחֶה', 'מגושם', 'לא_נעים_למראה', 'לא_ציורי', 'לא_נעים', 'לא_מושך', 'מוזר']"," ל ""יפה"" כ ""בטוח"" ל ""מְסוּכָּן"""
100,HE,מְסוּכָּן,בטוח,מְסוּכָּן,"['בטוח', 'אל-כשל', 'ללא_סיכון', 'חסר_סיכון', 'בלתי_מסוכן', 'בריא_ושלם', 'ללא_פגע', 'לא_מזיק', 'לא_פגיע', 'מאובטח', 'לא_נפגע']"," ל ""מְסוּכָּן"" כ ""בטוח"" ל ""מְסוּכָּן"""
101,HE,צִבעוֹנִי,מולבן,צִבעוֹנִי,"['חסר_צבע', 'קֵהֶה', 'ניטראלי', 'חיוור', 'לבן', 'מולבן', 'דהה', 'דהוי', 'מְשַׁעֲמֵם', 'קוֹדֵר', 'עמום', 'אפור', 'הֶחְוִיר', 'חִוֵּר', 'שעווה', 'דמוי_שעווה', 'הלבנה']"," ל ""צִבעוֹנִי"" כ ""מולבן"" ל ""צִבעוֹנִי"""
102,HE,מַכרִיעַ,חוֹשֵׁשׁ,צִבעוֹנִי,"['חסר_צבע', 'קֵהֶה', 'ניטראלי', 'חיוור', 'לבן', 'מולבן', 'דהה', 'דהוי', 'מְשַׁעֲמֵם', 'קוֹדֵר', 'עמום', 'אפור', 'הֶחְוִיר', 'חִוֵּר', 'שעווה', 'דמוי_שעווה', 'הלבנה']"," ל ""צִבעוֹנִי"" כ ""חוֹשֵׁשׁ"" ל ""מַכרִיעַ"""
103,HE,צִבעוֹנִי,חסר_צבע,מוסמך,"['חסר_יכולת', 'לא_מקצועי', 'לא_מוסמך', 'לא_יעיל']"," ל ""מוסמך"" כ ""חסר_צבע"" ל ""צִבעוֹנִי"""
104,HE,צִבעוֹנִי,מולבן,שׁוֹפֵעַ,"['נָדִיר', 'הדוק', 'דַל', 'בדל', 'קַמצָן', 'קמץ', 'לא_מספיק', 'חָסֵר']"," ל ""שׁוֹפֵעַ"" כ ""מולבן"" ל ""צִבעוֹנִי"""
105,HE,יפה,לא_נעים_למראה,מוסמך,"['חסר_יכולת', 'לא_מקצועי', 'לא_מוסמך', 'לא_יעיל']"," ל ""מוסמך"" כ ""לא_נעים_למראה"" ל ""יפה"""
106,HE,יפה,דוֹחֶה,צִבעוֹנִי,"['חסר_צבע', 'קֵהֶה', 'ניטראלי', 'חיוור', 'לבן', 'מולבן', 'דהה', 'דהוי', 'מְשַׁעֲמֵם', 'קוֹדֵר', 'עמום', 'אפור', 'הֶחְוִיר', 'חִוֵּר', 'שעווה', 'דמוי_שעווה', 'הלבנה']"," ל ""צִבעוֹנִי"" כ ""דוֹחֶה"" ל ""יפה"""
107,HE,מַכרִיעַ,חוֹשֵׁשׁ,ברור,"['מְעוּרפָּל', 'לא_ברור', 'לא_מוגדר', 'בלתי_ניתן_להגדרה']"," ל ""ברור"" כ ""חוֹשֵׁשׁ"" ל ""מַכרִיעַ"""
108,HE,צִבעוֹנִי,מולבן,מְסוּכָּן,"['בטוח', 'אל-כשל', 'ללא_סיכון', 'חסר_סיכון', 'בלתי_מסוכן', 'בריא_ושלם', 'ללא_פגע', 'לא_מזיק', 'לא_פגיע', 'מאובטח', 'לא_נפגע']"," ל ""מְסוּכָּן"" כ ""מולבן"" ל ""צִבעוֹנִי"""
109,HE,צִבעוֹנִי,לבן,צִבעוֹנִי,"['חסר_צבע', 'קֵהֶה', 'ניטראלי', 'חיוור', 'לבן', 'מולבן', 'דהה', 'דהוי', 'מְשַׁעֲמֵם', 'קוֹדֵר', 'עמום', 'אפור', 'הֶחְוִיר', 'חִוֵּר', 'שעווה', 'דמוי_שעווה', 'הלבנה']"," ל ""צִבעוֹנִי"" כ ""לבן"" ל ""צִבעוֹנִי"""
110,HE,מוּדָע,אָדִישׁ,צִבעוֹנִי,"['חסר_צבע', 'קֵהֶה', 'ניטראלי', 'חיוור', 'לבן', 'מולבן', 'דהה', 'דהוי', 'מְשַׁעֲמֵם', 'קוֹדֵר', 'עמום', 'אפור', 'הֶחְוִיר', 'חִוֵּר', 'שעווה', 'דמוי_שעווה', 'הלבנה']"," ל ""צִבעוֹנִי"" כ ""אָדִישׁ"" ל ""מוּדָע"""
111,HE,שׁוֹפֵעַ,הדוק,יפה,"['מְכוֹעָר', 'מעוות', 'רע-למראה', 'מכוער_מאד', 'גרוֹטֶסקִי', 'מִפלַצתִי', 'דוֹחֶה', 'מגושם', 'לא_נעים_למראה', 'לא_ציורי', 'לא_נעים', 'לא_מושך', 'מוזר']"," ל ""יפה"" כ ""הדוק"" ל ""שׁוֹפֵעַ"""
112,HE,מְבוּשָׁל,אפוי_למחצה,מַכרִיעַ,"['חוֹשֵׁשׁ', 'הססני', 'מְהַסֵס', 'לא_מכריע']"," ל ""מַכרִיעַ"" כ ""אפוי_למחצה"" ל ""מְבוּשָׁל"""
113,HE,צִבעוֹנִי,ניטראלי,שׁוֹפֵעַ,"['נָדִיר', 'הדוק', 'דַל', 'בדל', 'קַמצָן', 'קמץ', 'לא_מספיק', 'חָסֵר']"," ל ""שׁוֹפֵעַ"" כ ""ניטראלי"" ל ""צִבעוֹנִי"""
114,HE,מוסמך,חסר_יכולת,צִבעוֹנִי,"['חסר_צבע', 'קֵהֶה', 'ניטראלי', 'חיוור', 'לבן', 'מולבן', 'דהה', 'דהוי', 'מְשַׁעֲמֵם', 'קוֹדֵר', 'עמום', 'אפור', 'הֶחְוִיר', 'חִוֵּר', 'שעווה', 'דמוי_שעווה', 'הלבנה']"," ל ""צִבעוֹנִי"" כ ""חסר_יכולת"" ל ""מוסמך"""
115,HE,יפה,מְכוֹעָר,צִבעוֹנִי,"['חסר_צבע', 'קֵהֶה', 'ניטראלי', 'חיוור', 'לבן', 'מולבן', 'דהה', 'דהוי', 'מְשַׁעֲמֵם', 'קוֹדֵר', 'עמום', 'אפור', 'הֶחְוִיר', 'חִוֵּר', 'שעווה', 'דמוי_שעווה', 'הלבנה']"," ל ""צִבעוֹנִי"" כ ""מְכוֹעָר"" ל ""יפה"""
116,HE,מוּדָע,אָדִישׁ,מוסמך,"['חסר_יכולת', 'לא_מקצועי', 'לא_מוסמך', 'לא_יעיל']"," ל ""מוסמך"" כ ""אָדִישׁ"" ל ""מוּדָע"""
117,HE,ברור,לא_מוגדר,יכול,"['לא_מסוגל', 'חסר_יכולת']"," ל ""יכול"" כ ""לא_מוגדר"" ל ""ברור"""
118,HE,מְשׁוּתָף,נָדִיר,מודאג,"['לא_אכפתי', 'עַלִיז', 'אַגָבִי', 'שַׁאֲנָן', 'קר_רוח', 'לא_מודאג', 'מְנוּתָק', 'לא_מעורב', 'אָדִישׁ', 'רשלן', 'חסר_דאגה']"," ל ""מודאג"" כ ""נָדִיר"" ל ""מְשׁוּתָף"""
119,HE,מְבוּשָׁל,אפוי_למחצה,ברור,"['מְעוּרפָּל', 'לא_ברור', 'לא_מוגדר', 'בלתי_ניתן_להגדרה']"," ל ""ברור"" כ ""אפוי_למחצה"" ל ""מְבוּשָׁל"""
120,AL,me_ngjyra,neutral,i_vendosur,"['ngurrues', 'i_pavendosur', 'jo_përfundimtar']","""me_ngjyra"" është për ""neutral"" ashtu si ""i_vendosur"" për "
121,AL,i_ndërgjegjshëm,indiferent,me_ngjyra,"['pa_ngjyra', 'i_zbehtë', 'neutral', 'i_bardhë', 'i_zbardhur', 'i_zbehur', 'i_ka_dalë_boja', 'i_shpëlarë', 'i_zymtë', 'i_thinjur', 'zbardh', 'i_dylltë', 'si_dyll', 'dyllor']","""i_ndërgjegjshëm"" është për ""indiferent"" ashtu si ""me_ngjyra"" për "
122,AL,i_shqetësuar,i_zakonshëm,i_shqetësuar,"['i_pashqetësuar', 'moskokëçarës', 'shpërfillës', 'i_zakonshëm', 'mospërfillës', 'i_shpenguar', 'i_shkëputur', 'i_papërfshirë', 'indiferent', 'i_pakujdesshëm']","""i_shqetësuar"" është për ""i_zakonshëm"" ashtu si ""i_shqetësuar"" për "
123,AL,me_ngjyra,i_zymtë,i_bukur,"['i_shëmtuar', 'i_shpërfytyruar', 'i_ligë', 'grotesk', 'i_përdhosur', 'neveritës', 'i_pakëndshëm', 'i_parregullt', 'antipatik', 'jo_piktoresk', 'jo_tërheqës']","""me_ngjyra"" është për ""i_zymtë"" ashtu si ""i_bukur"" për "
124,AL,i_vendosur,i_pavendosur,i_aftë,"['i_paaftë', 'i_pakualifikuar', 'i_paefektshëm']","""i_vendosur"" është për ""i_pavendosur"" ashtu si ""i_aftë"" për "
125,AL,me_ngjyra,i_bardhë,i_vendosur,"['ngurrues', 'i_pavendosur', 'jo_përfundimtar']","""me_ngjyra"" është për ""i_bardhë"" ashtu si ""i_vendosur"" për "
126,AL,i_bollshëm,i_mangët,i_gatuar,"['i_gjallë', 'gjysmë_i_pjekur', 'i_freskët', 'natural', 'i_pabërë', 'i_rrallë', 'i_pagatuar', 'i_papjekur']","""i_bollshëm"" është për ""i_mangët"" ashtu si ""i_gatuar"" për "
127,AL,i_aftë,i_paaftë,i_zakonshëm,"['i_rrallë', 'jo_i_shpeshtë', 'i_pakët', 'i_pazakonshëm', 'i_jashtëzakonshëm']","""i_aftë"" është për ""i_paaftë"" ashtu si ""i_zakonshëm"" për "
128,AL,i_bukur,i_shëmtuar,i_shqetësuar,"['i_pashqetësuar', 'moskokëçarës', 'shpërfillës', 'i_zakonshëm', 'mospërfillës', 'i_shpenguar', 'i_shkëputur', 'i_papërfshirë', 'indiferent', 'i_pakujdesshëm']","""i_bukur"" është për ""i_shëmtuar"" ashtu si ""i_shqetësuar"" për "
129,AL,i_rrezikshëm,i_sigurt,i_bukur,"['i_shëmtuar', 'i_shpërfytyruar', 'i_ligë', 'grotesk', 'i_përdhosur', 'neveritës', 'i_pakëndshëm', 'i_parregullt', 'antipatik', 'jo_piktoresk', 'jo_tërheqës']","""i_rrezikshëm"" është për ""i_sigurt"" ashtu si ""i_bukur"" për "
130,AL,i_rrezikshëm,i_sigurt,i_rrezikshëm,"['i_sigurt', 'pa_rreziqe', 'pa_rrezik', 'i_parrezikshëm', 'shëndoshë_e_mirë', 'i_palënduar', 'i_padëmshëm', 'i_paprekshëm']","""i_rrezikshëm"" është për ""i_sigurt"" ashtu si ""i_rrezikshëm"" për "
131,AL,me_ngjyra,i_zbardhur,me_ngjyra,"['pa_ngjyra', 'i_zbehtë', 'neutral', 'i_bardhë', 'i_zbardhur', 'i_zbehur', 'i_ka_dalë_boja', 'i_shpëlarë', 'i_zymtë', 'i_thinjur', 'zbardh', 'i_dylltë', 'si_dyll', 'dyllor']","""me_ngjyra"" është për ""i_zbardhur"" ashtu si ""me_ngjyra"" për "
132,AL,i_vendosur,ngurrues,me_ngjyra,"['pa_ngjyra', 'i_zbehtë', 'neutral', 'i_bardhë', 'i_zbardhur', 'i_zbehur', 'i_ka_dalë_boja', 'i_shpëlarë', 'i_zymtë', 'i_thinjur', 'zbardh', 'i_dylltë', 'si_dyll', 'dyllor']","""i_vendosur"" është për ""ngurrues"" ashtu si ""me_ngjyra"" për "
133,AL,me_ngjyra,pa_ngjyra,i_aftë,"['i_paaftë', 'i_pakualifikuar', 'i_paefektshëm']","""me_ngjyra"" është për ""pa_ngjyra"" ashtu si ""i_aftë"" për "
134,AL,me_ngjyra,i_zbardhur,i_bollshëm,"['i_pakët', 'i_rrallë', 'i_ngushtë', 'i_pamjaftueshëm', 'i_varfër', 'me_pakicë', 'i_mangët']","""me_ngjyra"" është për ""i_zbardhur"" ashtu si ""i_bollshëm"" për "
135,AL,i_bukur,antipatik,i_aftë,"['i_paaftë', 'i_pakualifikuar', 'i_paefektshëm']","""i_bukur"" është për ""antipatik"" ashtu si ""i_aftë"" për "
136,AL,i_bukur,neveritës,me_ngjyra,"['pa_ngjyra', 'i_zbehtë', 'neutral', 'i_bardhë', 'i_zbardhur', 'i_zbehur', 'i_ka_dalë_boja', 'i_shpëlarë', 'i_zymtë', 'i_thinjur', 'zbardh', 'i_dylltë', 'si_dyll', 'dyllor']","""i_bukur"" është për ""neveritës"" ashtu si ""me_ngjyra"" për "
137,AL,i_vendosur,ngurrues,i_qartë,"['i_turbullut', 'i_errët', 'i_paqartë', 'i_pacaktuar', 'i_papërcaktueshëm']","""i_vendosur"" është për ""ngurrues"" ashtu si ""i_qartë"" për "
138,AL,me_ngjyra,i_zbardhur,i_rrezikshëm,"['i_sigurt', 'pa_rreziqe', 'pa_rrezik', 'i_parrezikshëm', 'shëndoshë_e_mirë', 'i_palënduar', 'i_padëmshëm', 'i_paprekshëm']","""me_ngjyra"" është për ""i_zbardhur"" ashtu si ""i_rrezikshëm"" për "
139,AL,me_ngjyra,i_bardhë,me_ngjyra,"['pa_ngjyra', 'i_zbehtë', 'neutral', 'i_bardhë', 'i_zbardhur', 'i_zbehur', 'i_ka_dalë_boja', 'i_shpëlarë', 'i_zymtë', 'i_thinjur', 'zbardh', 'i_dylltë', 'si_dyll', 'dyllor']","""me_ngjyra"" është për ""i_bardhë"" ashtu si ""me_ngjyra"" për "
140,AL,i_ndërgjegjshëm,indiferent,me_ngjyra,"['pa_ngjyra', 'i_zbehtë', 'neutral', 'i_bardhë', 'i_zbardhur', 'i_zbehur', 'i_ka_dalë_boja', 'i_shpëlarë', 'i_zymtë', 'i_thinjur', 'zbardh', 'i_dylltë', 'si_dyll', 'dyllor']","""i_ndërgjegjshëm"" është për ""indiferent"" ashtu si ""me_ngjyra"" për "
141,AL,i_bollshëm,i_ngushtë,i_bukur,"['i_shëmtuar', 'i_shpërfytyruar', 'i_ligë', 'grotesk', 'i_përdhosur', 'neveritës', 'i_pakëndshëm', 'i_parregullt', 'antipatik', 'jo_piktoresk', 'jo_tërheqës']","""i_bollshëm"" është për ""i_ngushtë"" ashtu si ""i_bukur"" për "
142,AL,i_gatuar,gjysmë_i_pjekur,i_vendosur,"['ngurrues', 'i_pavendosur', 'jo_përfundimtar']","""i_gatuar"" është për ""gjysmë_i_pjekur"" ashtu si ""i_vendosur"" për "
143,AL,me_ngjyra,neutral,i_bollshëm,"['i_pakët', 'i_rrallë', 'i_ngushtë', 'i_pamjaftueshëm', 'i_varfër', 'me_pakicë', 'i_mangët']","""me_ngjyra"" është për ""neutral"" ashtu si ""i_bollshëm"" për "
144,AL,i_aftë,i_paaftë,me_ngjyra,"['pa_ngjyra', 'i_zbehtë', 'neutral', 'i_bardhë', 'i_zbardhur', 'i_zbehur', 'i_ka_dalë_boja', 'i_shpëlarë', 'i_zymtë', 'i_thinjur', 'zbardh', 'i_dylltë', 'si_dyll', 'dyllor']","""i_aftë"" është për ""i_paaftë"" ashtu si ""me_ngjyra"" për "
145,AL,i_bukur,i_shëmtuar,me_ngjyra,"['pa_ngjyra', 'i_zbehtë', 'neutral', 'i_bardhë', 'i_zbardhur', 'i_zbehur', 'i_ka_dalë_boja', 'i_shpëlarë', 'i_zymtë', 'i_thinjur', 'zbardh', 'i_dylltë', 'si_dyll', 'dyllor']","""i_bukur"" është për ""i_shëmtuar"" ashtu si ""me_ngjyra"" për "
146,AL,i_ndërgjegjshëm,indiferent,i_aftë,"['i_paaftë', 'i_pakualifikuar', 'i_paefektshëm']","""i_ndërgjegjshëm"" është për ""indiferent"" ashtu si ""i_aftë"" për "
147,AL,i_qartë,i_pacaktuar,i_aftë,['i_paaftë'],"""i_qartë"" është për ""i_pacaktuar"" ashtu si ""i_aftë"" për "
148,AL,i_zakonshëm,i_rrallë,i_shqetësuar,"['i_pashqetësuar', 'moskokëçarës', 'shpërfillës', 'i_zakonshëm', 'mospërfillës', 'i_shpenguar', 'i_shkëputur', 'i_papërfshirë', 'indiferent', 'i_pakujdesshëm']","""i_zakonshëm"" është për ""i_rrallë"" ashtu si ""i_shqetësuar"" për "
149,AL,i_gatuar,gjysmë_i_pjekur,i_qartë,"['i_turbullut', 'i_errët', 'i_paqartë', 'i_pacaktuar', 'i_papërcaktueshëm']","""i_gatuar"" është për ""gjysmë_i_pjekur"" ashtu si ""i_qartë"" për "
150,BM,kulɛrilenw,kelenna,ko_latigɛlen,"['ka_sigasiga', 'min_tɛ_se_ka_latigɛ', 'min_tɛ_dantigɛli_kɛ']","""kulɛrilenw"" is to ""kelenna"" as ""ko_latigɛlen"" is to "
151,BM,hakilimaya,min_tɛ_a_janto_mɔgɔw_la,kulɛrilenw,"['kulɛri_tɛ_min_na', 'manamantanya', 'kelenna', 'jɛ́', 'jɛman', 'bɔgɔlan', 'kolen-ka-bɔ', 'kolen_don', 'dibi', 'ka_dɔgɔya', 'bugurinjɛ', 'a_finman_don']","""hakilimaya"" is to ""min_tɛ_a_janto_mɔgɔw_la"" as ""kulɛrilenw"" is to "
152,BM,a_bɛ_a_la,nɔgɔma,a_bɛ_a_la,"['hami_tɛ_min_na', 'nisɔndiyako', 'nɔgɔma', 'mɔgɔ_min_tɛ_mɔgɔw_bila_u_yɛrɛ_la', 'ka_bɔ_ɲɔgɔn_na', 'min_tɛ_a_sen_don_a_la', 'min_tɛ_a_janto_mɔgɔw_la', 'hamibali', 'mada']","""a_bɛ_a_la"" is to ""nɔgɔma"" as ""a_bɛ_a_la"" is to "
153,BM,kulɛrilenw,dibi,cɛɲi,"['cɛjugu', 'a_farikolo_tiɲɛnen', 'jinɛw_ka', 'yecogo_jugu', 'min_bɛ_mɔgɔ_fari_faga', 'min_tɛ_kanu', 'min_man_di', 'min_tɛ_mɔgɔ_ɲɛnajɛ', 'tɔɔrɔlan']","""kulɛrilenw"" is to ""dibi"" as ""cɛɲi"" is to "
154,BM,ko_latigɛlen,min_tɛ_se_ka_latigɛ,fàamuyalen,"['seko_tɛ_minnu_na', 'min_tɛ_se_ka_kɛ', 'baarakɛbaliya']","""ko_latigɛlen"" is to ""min_tɛ_se_ka_latigɛ"" as ""fàamuyalen"" is to "
155,BM,kulɛrilenw,jɛman,ko_latigɛlen,"['ka_sigasiga', 'min_tɛ_se_ka_latigɛ', 'min_tɛ_dantigɛli_kɛ']","""kulɛrilenw"" is to ""jɛman"" as ""ko_latigɛlen"" is to "
156,BM,caman,dɛsɛ_bɛ_min_na,tobilen_don,"['kɛnɛ', 'tila-tilalen', 'yɛrɛyɛrɛ', 'baarakɛbaliya', 'manteli_ka_kɛ', 'min_ma_tobi']","""caman"" is to ""dɛsɛ_bɛ_min_na"" as ""tobilen_don"" is to "
157,BM,se,se_tan,min_bɛ_deli_ka_kɛ,"['manteli_ka_kɛ', 'a_man_teli_ka_kɛ', 'dɔ́gɔ', 'kɛrɛnkɛrɛnlen', 'kabakoma']","""se"" is to ""se_tan"" as ""min_bɛ_deli_ka_kɛ"" is to "
158,BM,cɛɲi,cɛjugu,a_bɛ_a_la,"['hami_tɛ_min_na', 'nisɔndiyako', 'nɔgɔma', 'mɔgɔ_min_tɛ_mɔgɔw_bila_u_yɛrɛ_la', 'ka_bɔ_ɲɔgɔn_na', 'min_tɛ_a_sen_don_a_la', 'min_tɛ_a_janto_mɔgɔw_la', 'hamibali', 'mada']","""cɛɲi"" is to ""cɛjugu"" as ""a_bɛ_a_la"" is to "
159,BM,faratima,lakanalen,cɛɲi,"['cɛjugu', 'a_farikolo_tiɲɛnen', 'jinɛw_ka', 'yecogo_jugu', 'min_bɛ_mɔgɔ_fari_faga', 'min_tɛ_kanu', 'min_man_di', 'min_tɛ_mɔgɔ_ɲɛnajɛ', 'tɔɔrɔlan']","""faratima"" is to ""lakanalen"" as ""cɛɲi"" is to "
160,BM,faratima,lakanalen,faratima,"['lakanalen', 'farati_tɛ_min_na', 'lakana_ani_kɛnɛya', 'min_ma_dimi', 'kojugu_tɛ_min_na', 'min_tɛ_se_ka_tiɲɛ', 'lakanalen_don', 'min_ma_jogin']","""faratima"" is to ""lakanalen"" as ""faratima"" is to "
161,BM,kulɛrilenw,bɔgɔlan,kulɛrilenw,"['kulɛri_tɛ_min_na', 'manamantanya', 'kelenna', 'jɛ́', 'jɛman', 'bɔgɔlan', 'kolen-ka-bɔ', 'kolen_don', 'dibi', 'ka_dɔgɔya', 'bugurinjɛ', 'a_finman_don']","""kulɛrilenw"" is to ""bɔgɔlan"" as ""kulɛrilenw"" is to "
162,BM,ko_latigɛlen,ka_sigasiga,kulɛrilenw,"['kulɛri_tɛ_min_na', 'manamantanya', 'kelenna', 'jɛ́', 'jɛman', 'bɔgɔlan', 'kolen-ka-bɔ', 'kolen_don', 'dibi', 'ka_dɔgɔya', 'bugurinjɛ', 'a_finman_don']","""ko_latigɛlen"" is to ""ka_sigasiga"" as ""kulɛrilenw"" is to "
163,BM,kulɛrilenw,kulɛri_tɛ_min_na,fàamuyalen,"['seko_tɛ_minnu_na', 'min_tɛ_se_ka_kɛ', 'baarakɛbaliya']","""kulɛrilenw"" is to ""kulɛri_tɛ_min_na"" as ""fàamuyalen"" is to "
164,BM,kulɛrilenw,bɔgɔlan,caman,"['dɔ́gɔ', 'manteli_ka_kɛ', 'ncɔyin', 'min_ka_fasa', 'ni_fɛn_fitinin_ye', 'tɛgɛmagɛlɛ', 'fɛn_fitininw', 'min_tɛ_dafa', 'dɛsɛ_bɛ_min_na']","""kulɛrilenw"" is to ""bɔgɔlan"" as ""caman"" is to "
165,BM,cɛɲi,min_man_di,fàamuyalen,"['seko_tɛ_minnu_na', 'min_tɛ_se_ka_kɛ', 'baarakɛbaliya']","""cɛɲi"" is to ""min_man_di"" as ""fàamuyalen"" is to "
166,BM,cɛɲi,min_bɛ_mɔgɔ_fari_faga,kulɛrilenw,"['kulɛri_tɛ_min_na', 'manamantanya', 'kelenna', 'jɛ́', 'jɛman', 'bɔgɔlan', 'kolen-ka-bɔ', 'kolen_don', 'dibi', 'ka_dɔgɔya', 'bugurinjɛ', 'a_finman_don']","""cɛɲi"" is to ""min_bɛ_mɔgɔ_fari_faga"" as ""kulɛrilenw"" is to "
167,BM,ko_latigɛlen,ka_sigasiga,jɛman,"['kɔnɔdun', 'dibilen', 'min_ma_jɛya', 'ɲɛfɔbali', 'min_tɛ_se_ka_ɲɛfɔ']","""ko_latigɛlen"" is to ""ka_sigasiga"" as ""jɛman"" is to "
168,BM,kulɛrilenw,bɔgɔlan,faratima,"['lakanalen', 'farati_tɛ_min_na', 'lakana_ani_kɛnɛya', 'min_ma_dimi', 'kojugu_tɛ_min_na', 'min_tɛ_se_ka_tiɲɛ', 'lakanalen_don', 'min_ma_jogin']","""kulɛrilenw"" is to ""bɔgɔlan"" as ""faratima"" is to "
169,BM,kulɛrilenw,jɛman,kulɛrilenw,"['kulɛri_tɛ_min_na', 'manamantanya', 'kelenna', 'jɛ́', 'jɛman', 'bɔgɔlan', 'kolen-ka-bɔ', 'kolen_don', 'dibi', 'ka_dɔgɔya', 'bugurinjɛ', 'a_finman_don']","""kulɛrilenw"" is to ""jɛman"" as ""kulɛrilenw"" is to "
170,BM,hakilimaya,min_tɛ_a_janto_mɔgɔw_la,kulɛrilenw,"['kulɛri_tɛ_min_na', 'manamantanya', 'kelenna', 'jɛ́', 'jɛman', 'bɔgɔlan', 'kolen-ka-bɔ', 'kolen_don', 'dibi', 'ka_dɔgɔya', 'bugurinjɛ', 'a_finman_don']","""hakilimaya"" is to ""min_tɛ_a_janto_mɔgɔw_la"" as ""kulɛrilenw"" is to "
171,BM,caman,ncɔyin,cɛɲi,"['cɛjugu', 'a_farikolo_tiɲɛnen', 'jinɛw_ka', 'yecogo_jugu', 'min_bɛ_mɔgɔ_fari_faga', 'min_tɛ_kanu', 'min_man_di', 'min_tɛ_mɔgɔ_ɲɛnajɛ', 'tɔɔrɔlan']","""caman"" is to ""ncɔyin"" as ""cɛɲi"" is to "
172,BM,tobilen_don,tila-tilalen,ko_latigɛlen,"['ka_sigasiga', 'min_tɛ_se_ka_latigɛ', 'min_tɛ_dantigɛli_kɛ']","""tobilen_don"" is to ""tila-tilalen"" as ""ko_latigɛlen"" is to "
173,BM,kulɛrilenw,kelenna,caman,"['dɔ́gɔ', 'manteli_ka_kɛ', 'ncɔyin', 'min_ka_fasa', 'ni_fɛn_fitinin_ye', 'tɛgɛmagɛlɛ', 'fɛn_fitininw', 'min_tɛ_dafa', 'dɛsɛ_bɛ_min_na']","""kulɛrilenw"" is to ""kelenna"" as ""caman"" is to "
174,BM,fàamuyalen,seko_tɛ_minnu_na,kulɛrilenw,"['kulɛri_tɛ_min_na', 'manamantanya', 'kelenna', 'jɛ́', 'jɛman', 'bɔgɔlan', 'kolen-ka-bɔ', 'kolen_don', 'dibi', 'ka_dɔgɔya', 'bugurinjɛ', 'a_finman_don']","""fàamuyalen"" is to ""seko_tɛ_minnu_na"" as ""kulɛrilenw"" is to "
175,BM,cɛɲi,cɛjugu,kulɛrilenw,"['kulɛri_tɛ_min_na', 'manamantanya', 'kelenna', 'jɛ́', 'jɛman', 'bɔgɔlan', 'kolen-ka-bɔ', 'kolen_don', 'dibi', 'ka_dɔgɔya', 'bugurinjɛ', 'a_finman_don']","""cɛɲi"" is to ""cɛjugu"" as ""kulɛrilenw"" is to "
176,BM,hakilimaya,min_tɛ_a_janto_mɔgɔw_la,fàamuyalen,"['seko_tɛ_minnu_na', 'min_tɛ_se_ka_kɛ', 'baarakɛbaliya']","""hakilimaya"" is to ""min_tɛ_a_janto_mɔgɔw_la"" as ""fàamuyalen"" is to "
177,BM,jɛman,ɲɛfɔbali,se,"['se_tan', 'se_tɛ_min_ye', 'seko_tɛ_minnu_na', 'bɛnbaliya']","""jɛman"" is to ""ɲɛfɔbali"" as ""se"" is to "
178,BM,min_bɛ_deli_ka_kɛ,manteli_ka_kɛ,a_bɛ_a_la,"['hami_tɛ_min_na', 'nisɔndiyako', 'nɔgɔma', 'mɔgɔ_min_tɛ_mɔgɔw_bila_u_yɛrɛ_la', 'ka_bɔ_ɲɔgɔn_na', 'min_tɛ_a_sen_don_a_la', 'min_tɛ_a_janto_mɔgɔw_la', 'hamibali', 'mada']","""min_bɛ_deli_ka_kɛ"" is to ""manteli_ka_kɛ"" as ""a_bɛ_a_la"" is to "
179,BM,tobilen_don,tila-tilalen,jɛman,"['kɔnɔdun', 'dibilen', 'min_ma_jɛya', 'ɲɛfɔbali', 'min_tɛ_se_ka_ɲɛfɔ']","""tobilen_don"" is to ""tila-tilalen"" as ""jɛman"" is to "
180,EL,χρωματιστός,ουδέτερος,αποφασιστικός,"['διστακτικός', 'αναποφάσιστος', 'ατελέσφορος', 'ακαταστάλαχτος']","το ""χρωματιστός"" είναι προς το ""ουδέτερος"" ό,τι το ""αποφασιστικός"" προς το "
181,EL,γνώστης,αδιάφορος,χρωματιστός,"['άχρωμος', 'θαμπός', 'ουδέτερος', 'χλωμός', 'λευκός', 'λευκασμένος', 'ξεθωριασμένος', 'ξεπλυμένος', 'άτονος', 'μουντός', 'σκοτεινιασμένος', 'σκοτεινός', 'βαρετός', 'γκριζαρισμένος', 'που_έχει_υποστεί_ωχρίαση', 'μαραζωμένος', 'ζωηρός', 'κέρινος', 'κηρώδης', 'κερένιος', 'ξασπρισμένος']","το ""γνώστης"" είναι προς το ""αδιάφορος"" ό,τι το ""χρωματιστός"" προς το "
182,EL,ανήσυχος,άνετος,ανήσυχος,"['αδιάφορος', 'μπλαζέ', 'χαλαρός', 'άνετος', 'που_δεν_ανησυχεί', 'απαθής', 'που_δε_νοιάζεται', 'αποστασιοποιημένος', 'αμέτοχος', 'απρόσεκτος']","το ""ανήσυχος"" είναι προς το ""άνετος"" ό,τι το ""ανήσυχος"" προς το "
