,Language,a,b,c,d,prompts
150,BM,patisri,sɛfan,buru,"['mugu', 'fununnan']","""patisri"" is to ""sɛfan"" as ""buru"" is to "
151,BM,tabali,nɛgɛ,jikuruba,"['glasi', 'ji']","""tabali"" is to ""nɛgɛ"" as ""jikuruba"" is to "
152,BM,da_sɔgɔlen,yiri,wari,"['papiye', 'nɛgɛ', 'warijɛ', 'sanu', 'dɛn']","""da_sɔgɔlen"" is to ""yiri"" as ""wari"" is to "
153,BM,warijɛ,dɛn,da_sɔgɔlen,"['nɛgɛ', 'sira', 'yiri']","""warijɛ"" is to ""dɛn"" as ""da_sɔgɔlen"" is to "
154,BM,bɛtɔn,cɛncɛn,sokola,"['kakawo', 'sɔ']","""bɛtɔn"" is to ""cɛncɛn"" as ""sokola"" is to "
155,BM,bili,NO_TRANSALATION,bonbonw,"['sukaro', 'sokola', 'melasi', 'siro', 'di', 'yiriden']","""bili"" is to ""NO_TRANSALATION"" as ""bonbonw"" is to "
156,BM,kɔgɔji,ji,jikuruba,"['glasi', 'ji']","""kɔgɔji"" is to ""ji"" as ""jikuruba"" is to "
157,BM,kabanɔgɔ,sisi,kogo,"['siman', 'birikiw', 'kabakurunw', 'faraw', 'yiri', 'kartɔn_papiye', 'tabulo', 'pan', 'bɔgɔ']","""kabanɔgɔ"" is to ""sisi"" as ""kogo"" is to "
158,BM,wari,dɛn,ji,"['ɔkisizɛni', 'hidrɔzɛni', 'ji']","""wari"" is to ""dɛn"" as ""ji"" is to "
159,BM,mana,sarabon,diwɛn,"['rezɛnw', 'rezɛn']","""mana"" is to ""sarabon"" as ""diwɛn"" is to "
160,BM,sira,dɛn,jikuruba,"['glasi', 'ji']","""sira"" is to ""dɛn"" as ""jikuruba"" is to "
161,BM,bonbonsi,kunsigi,jikuruba,"['glasi', 'ji']","""bonbonsi"" is to ""kunsigi"" as ""jikuruba"" is to "
162,BM,warijɛ,nikɛri,ji,"['ɔkisizɛni', 'hidrɔzɛni', 'ji']","""warijɛ"" is to ""nikɛri"" as ""ji"" is to "
163,BM,kogo,bɔgɔ,wari,"['papiye', 'nɛgɛ', 'warijɛ', 'sanu', 'dɛn']","""kogo"" is to ""bɔgɔ"" as ""wari"" is to "
164,BM,jida,kabakurunw,tabali,"['yiri', 'nɛgɛ', 'mana']","""jida"" is to ""kabakurunw"" as ""tabali"" is to "
165,BM,bonbonw,yiriden,mana,"['tulu', 'gazi', 'sarabon']","""bonbonw"" is to ""yiriden"" as ""mana"" is to "
166,BM,nɛzi,hidrɔzɛni,nɛzi,"['ji', 'ɔkisizɛni', 'hidrɔzɛni', 'glasi,jikuru']","""nɛzi"" is to ""hidrɔzɛni"" as ""nɛzi"" is to "
167,BM,sɛfan_yiranen,sɛfanw,jida,"['cɛncɛn', 'siliyɔmu', 'farakurun', 'kabakurunw']","""sɛfan_yiranen"" is to ""sɛfanw"" as ""jida"" is to "
168,BM,nɛzi,"glasi,jikuru",warijɛ,"['nɛgɛ', 'nɛgɛkurun', 'sira', 'nikɛri', 'dɛn']","""nɛzi"" is to ""glasi,jikuru"" as ""warijɛ"" is to "
169,BM,fiɲɛbɔyɔrɔ,gazi,kogo,"['siman', 'birikiw', 'kabakurunw', 'faraw', 'yiri', 'kartɔn_papiye', 'tabulo', 'pan', 'bɔgɔ']","""fiɲɛbɔyɔrɔ"" is to ""gazi"" as ""kogo"" is to "
170,BM,bonbonw,melasi,wari,"['papiye', 'nɛgɛ', 'warijɛ', 'sanu', 'dɛn']","""bonbonw"" is to ""melasi"" as ""wari"" is to "
171,BM,buteli,manan,kuyɛri,"['fukan', 'yiri', 'nɛgɛ']","""buteli"" is to ""manan"" as ""kuyɛri"" is to "
172,BM,glasi,ɔkisizɛni,glasi,"['ji', 'ɔkisizɛni', 'hidrɔzɛni']","""glasi"" is to ""ɔkisizɛni"" as ""glasi"" is to "
173,BM,saki,golo,glasi,"['ji', 'ɔkisizɛni', 'hidrɔzɛni']","""saki"" is to ""golo"" as ""glasi"" is to "
174,BM,bili,nɛgɛ,tasa,"['wɛɛrɛ', 'bɔgɔni', 'funka', 'yiri', 'nɛgɛ', 'manan', 'bɔgɔ']","""bili"" is to ""nɛgɛ"" as ""tasa"" is to "
175,BM,tabali,nɛgɛ,da_sɔgɔlen,"['nɛgɛ', 'sira', 'yiri']","""tabali"" is to ""nɛgɛ"" as ""da_sɔgɔlen"" is to "
176,BM,mana,gazi,jida,"['cɛncɛn', 'siliyɔmu', 'farakurun', 'kabakurunw']","""mana"" is to ""gazi"" as ""jida"" is to "
177,BM,nɛgɛ,sarabon,sokola,"['kakawo', 'sɔ']","""nɛgɛ"" is to ""sarabon"" as ""sokola"" is to "
178,BM,so,birikiw,bɛtɔn,"['siman', 'ji', 'cɛncɛn']","""so"" is to ""birikiw"" as ""bɛtɔn"" is to "
179,BM,so,bɔgɔ,fiɲɛbɔyɔrɔ,"['gazi', 'ɔkisizɛni', 'hidrɔzɛni', 'ozɔni']","""so"" is to ""bɔgɔ"" as ""fiɲɛbɔyɔrɔ"" is to "
180,MK,тестенини,јајце,леб,"['брашно', 'квасец']","Односот меѓу зборовите ""тестенини"" и ""јајце"" е еднаков со односот меѓу зборовите ""леб"" и "
181,MK,маса,метал,мразулец,"['мраз', 'вода']","Односот меѓу зборовите ""маса"" и ""метал"" е еднаков со односот меѓу зборовите ""мразулец"" и "
182,MK,квака,дрво,пари,"['хартија', 'метал', 'сребро', 'злато', 'железо', 'бакар', 'калај']","Односот меѓу зборовите ""квака"" и ""дрво"" е еднаков со односот меѓу зборовите ""пари"" и "
183,MK,пени,бакар,квака,"['метал', 'челик', 'бронза', 'дрво']","Односот меѓу зборовите ""пени"" и ""бакар"" е еднаков со односот меѓу зборовите ""квака"" и "
184,MK,бетон,песок,чоколадо,"['какао', 'грав', 'какао', 'зрно_какао', 'зрно_какао']","Односот меѓу зборовите ""бетон"" и ""песок"" е еднаков со односот меѓу зборовите ""чоколадо"" и "
185,MK,кров,шиндра,бонбона,"['шеќер', 'нугат', 'чоколадо', 'желатин', 'меласа', 'сируп', 'мед', 'овошје', 'јаткасти_плодови']","Односот меѓу зборовите ""кров"" и ""шиндра"" е еднаков со односот меѓу зборовите ""бонбона"" и "
186,MK,море,вода,мразулец,"['мраз', 'вода']","Односот меѓу зборовите ""море"" и ""вода"" е еднаков со односот меѓу зборовите ""мразулец"" и "
187,MK,облак,пареа,ѕид,"['цемент', 'цигли', 'камења', 'карпи', 'дрво', 'картон', 'штица', 'талпа', 'глина', 'лак']","Односот меѓу зборовите ""облак"" и ""пареа"" е еднаков со односот меѓу зборовите ""ѕид"" и "
188,MK,пари,бакар,вода,"['кислород', 'водород', 'H2O', 'атомски_број_1', 'атомски_број_8', 'H ', 'O', 'перика']","Односот меѓу зборовите ""пари"" и ""бакар"" е еднаков со односот меѓу зборовите ""вода"" и "
189,MK,пластика,ќумур,грозје,"['грозд', 'жица']","Односот меѓу зборовите ""пластика"" и ""ќумур"" е еднаков со односот меѓу зборовите ""грозје"" и "
190,MK,бронза,бакар,мразулец,"['мраз', 'вода']","Односот меѓу зборовите ""бронза"" и ""бакар"" е еднаков со односот меѓу зборовите ""мразулец"" и "
191,MK,брада,коса,мразулец,"['мраз', 'вода']","Односот меѓу зборовите ""брада"" и ""коса"" е еднаков со односот меѓу зборовите ""мразулец"" и "
192,MK,пени,никел,вода,"['кислород', 'водород', 'H2O', 'атомски_број_1', 'атомски_број_8', 'H ', 'O', 'перика']","Односот меѓу зборовите ""пени"" и ""никел"" е еднаков со односот меѓу зборовите ""вода"" и "
193,MK,ѕид,глина,пари,"['хартија', 'метал', 'сребро', 'злато', 'железо', 'бакар', 'калај']","Односот меѓу зборовите ""ѕид"" и ""глина"" е еднаков со односот меѓу зборовите ""пари"" и "
194,MK,плажа,чакал,маса,"['дрво', 'метал', 'пластика']","Односот меѓу зборовите ""плажа"" и ""чакал"" е еднаков со односот меѓу зборовите ""маса"" и "
195,MK,бонбона,овошје,пластика,"['полимер', 'масло', 'гас', 'ќумур']","Односот меѓу зборовите ""бонбона"" и ""овошје"" е еднаков со односот меѓу зборовите ""пластика"" и "
196,MK,снег,водород,снег,"['вода', 'кислород', 'водород', 'снегулка', 'мраз', 'снегулки', 'H2O', 'атосмки_бројj_1', 'атомски_бројj_8', 'H ', 'O']","Односот меѓу зборовите ""снег"" и ""водород"" е еднаков со односот меѓу зборовите ""снег"" и "
197,MK,омлет,јајца,плажа,"['песок', 'силициум', 'карпи', 'чакал', 'атомски_бројj_14', 'Si ']","Односот меѓу зборовите ""омлет"" и ""јајца"" е еднаков со односот меѓу зборовите ""плажа"" и "
198,MK,снег,мраз,пени,"['метал', 'легура', 'бронза', 'никел', 'цинк', 'бакар', 'калај']","Односот меѓу зборовите ""снег"" и ""мраз"" е еднаков со односот меѓу зборовите ""пени"" и "
199,MK,атмосфера,гас,ѕид,"['цемент', 'цигли', 'камења', 'карпи', 'дрво', 'картон', 'штица', 'талпа', 'глина', 'лак']","Односот меѓу зборовите ""атмосфера"" и ""гас"" е еднаков со односот меѓу зборовите ""ѕид"" и "
200,MK,бонбона,меласа,пари,"['хартија', 'метал', 'сребро', 'злато', 'железо', 'бакар', 'калај']","Односот меѓу зборовите ""бонбона"" и ""меласа"" е еднаков со односот меѓу зборовите ""пари"" и "
201,MK,шише,пластика,лажица,"['алуминиум', 'дрво', 'челик']","Односот меѓу зборовите ""шише"" и ""пластика"" е еднаков со односот меѓу зборовите ""лажица"" и "
202,MK,мраз,кислород,мраз,"['вода', 'кислород', 'водород', 'H2O', 'атомски_број_1', 'атомски_бројj_8', 'H ', 'O']","Односот меѓу зборовите ""мраз"" и ""кислород"" е еднаков со односот меѓу зборовите ""мраз"" и "
203,MK,торба,кожа,мраз,"['вода', 'кислород', 'водород', 'H2O', 'атомски_број_1', 'атомски_бројj_8', 'H ', 'O']","Односот меѓу зборовите ""торба"" и ""кожа"" е еднаков со односот меѓу зборовите ""мраз"" и "
204,MK,кров,метал,вангла,"['стакло', 'порцелан', 'алуминиум', 'дрво', 'челик', 'пластика', 'глина']","Односот меѓу зборовите ""кров"" и ""метал"" е еднаков со односот меѓу зборовите ""вангла"" и "
205,MK,биро,метал,квака,"['метал', 'челик', 'бронза', 'дрво']","Односот меѓу зборовите ""биро"" и ""метал"" е еднаков со односот меѓу зборовите ""квака"" и "
206,MK,пластика,гас,плажа,"['песок', 'силициум', 'карпи', 'чакал', 'атомски_бројj_14', 'Si ']","Односот меѓу зборовите ""пластика"" и ""гас"" е еднаков со односот меѓу зборовите ""плажа"" и "
207,MK,челик,јаглерод,чоколадо,"['какао', 'грав', 'какао', 'зрно_какао', 'зрно_какао']","Односот меѓу зборовите ""челик"" и ""јаглерод"" е еднаков со односот меѓу зборовите ""чоколадо"" и "
208,MK,куќа,цигли,бетон,"['силициум', 'цемент', 'вода', 'песок', 'атомски_броj_14', 'Si ']","Односот меѓу зборовите ""куќа"" и ""цигли"" е еднаков со односот меѓу зборовите ""бетон"" и "
209,MK,куќа,глина,атмосфера,"['гас', 'кислород', 'водород', 'азот', 'озон']","Односот меѓу зборовите ""куќа"" и ""глина"" е еднаков со односот меѓу зборовите ""атмосфера"" и "
210,EL,ζύμη,αυγό,ψωμί,"['αλεύρι', 'μαγιά']","το ""ζύμη"" είναι προς το ""αυγό"" ό,τι το ""ψωμί"" προς το "
211,EL,τραπέζι,μέταλλο,παγάκι,"['πάγος', 'νερό']","το ""τραπέζι"" είναι προς το ""μέταλλο"" ό,τι το ""παγάκι"" προς το "
212,EL,πόμολο,ξύλο,χρήμα,"['χαρτί', 'μέταλο', 'ασήμι', 'χρυσός', 'σίδηρος', 'χαλκός', 'κασσίτερος']","το ""πόμολο"" είναι προς το ""ξύλο"" ό,τι το ""χρήμα"" προς το "
213,EL,πένα,χαλκός,πόμολο,"['μέταλο', 'ατσάλι', 'μπρούντζος', 'ξύλο']","το ""πένα"" είναι προς το ""χαλκός"" ό,τι το ""πόμολο"" προς το "
214,EL,μπετόν,άμμος,σοκολάτα,"['κακάο', 'σπόρος', 'σπόρος_κακάο']","το ""μπετόν"" είναι προς το ""άμμος"" ό,τι το ""σοκολάτα"" προς το "
215,EL,οροφή,πλάκα,καραμέλα,"['ζάχαρη', 'αμυγδαλωτό', 'σοκολάτα', 'ζελατίνη', 'μελάσσα', 'σιρόπι', 'μέλι', 'φρούτο', 'ξηρός_καρπός']","το ""οροφή"" είναι προς το ""πλάκα"" ό,τι το ""καραμέλα"" προς το "
216,EL,θάλασσα,νερό,παγάκι,"['πάγος', 'νερό']","το ""θάλασσα"" είναι προς το ""νερό"" ό,τι το ""παγάκι"" προς το "
217,EL,σύννεφο,ατμός,τοίχος,"['τσιμέντο', 'τούβλο', 'πέτρα', 'βράχος', 'ξύλο', 'χαρτόνι', 'σανίδα', 'μαδέρι', 'πήλος', 'λάσπη', 'τάβλα,σανίδι']","το ""σύννεφο"" είναι προς το ""ατμός"" ό,τι το ""τοίχος"" προς το "
218,EL,χρήμα,χαλκός,νερό,"['οξυγόνο', 'υδρογόνο', 'νερό', 'h2o', 'ατομικός_αριθμός_1', 'ατομικός_αριθμός_8', 'h', 'o']","το ""χρήμα"" είναι προς το ""χαλκός"" ό,τι το ""νερό"" προς το "
219,EL,πλαστικό,άνθρακας,κρασί,"['σταφύλια', 'σταφύλι']","το ""πλαστικό"" είναι προς το ""άνθρακας"" ό,τι το ""κρασί"" προς το "
220,EL,μπρούντζος,χαλκός,παγάκι,"['πάγος', 'νερό']","το ""μπρούντζος"" είναι προς το ""χαλκός"" ό,τι το ""παγάκι"" προς το "
221,EL,γενειάδα,τρίχα,παγάκι,"['πάγος', 'νερό']","το ""γενειάδα"" είναι προς το ""τρίχα"" ό,τι το ""παγάκι"" προς το "
222,EL,πένα,νικέλιο,νερό,"['οξυγόνο', 'υδρογόνο', 'νερό', 'h2o', 'ατομικός_αριθμός_1', 'ατομικός_αριθμός_8', 'h', 'o']","το ""πένα"" είναι προς το ""νικέλιο"" ό,τι το ""νερό"" προς το "
223,EL,τοίχος,πήλος,χρήμα,"['χαρτί', 'μέταλο', 'ασήμι', 'χρυσός', 'σίδηρος', 'χαλκός', 'κασσίτερος']","το ""τοίχος"" είναι προς το ""πήλος"" ό,τι το ""χρήμα"" προς το "
224,EL,παραλία,βότσαλο,τραπέζι,"['ξύλο', 'μέταλλο', 'πλαστικό']","το ""παραλία"" είναι προς το ""βότσαλο"" ό,τι το ""τραπέζι"" προς το "
225,EL,καραμέλα,φρούτο,πλαστικό,"['πολυμερές', 'πετρέλαιο', 'βενζίνη', 'άνθρακας', 'κάρβουνο']","το ""καραμέλα"" είναι προς το ""φρούτο"" ό,τι το ""πλαστικό"" προς το "
226,EL,χιόνι,υδρογόνο,χιόνι,"['νερό', 'οξυγόνο', 'υδρογόνο', 'νιφάδα', 'πάγος', 'νιφάδα_χιονιού', 'νιφάδες_χιονιού', 'h2o', 'ατομικός_αριθμός_1', 'ατομικός_αριθμός_8', 'h', 'o']","το ""χιόνι"" είναι προς το ""υδρογόνο"" ό,τι το ""χιόνι"" προς το "
227,EL,ομελέτα,αυγά,παραλία,"['άμμος', 'πυρίτιο', 'βράχος', 'βότσαλο', 'ατομικός_αριθμός_14', 'si']","το ""ομελέτα"" είναι προς το ""αυγά"" ό,τι το ""παραλία"" προς το "
228,EL,χιόνι,πάγος,πένα,"['μέταλο', 'κράμα', 'μπρούντζος', 'νικέλιο', 'ψευδάργυρος', 'χαλκός', 'κασσίτερος', 'τσίγκος']","το ""χιόνι"" είναι προς το ""πάγος"" ό,τι το ""πένα"" προς το "
229,EL,ατμόσφαιρα,διοξείδιο,τοίχος,"['τσιμέντο', 'τούβλο', 'πέτρα', 'βράχος', 'ξύλο', 'χαρτόνι', 'σανίδα', 'μαδέρι', 'πήλος', 'λάσπη', 'τάβλα,σανίδι']","το ""ατμόσφαιρα"" είναι προς το ""διοξείδιο"" ό,τι το ""τοίχος"" προς το "
230,EL,καραμέλα,μελάσσα,χρήμα,"['χαρτί', 'μέταλο', 'ασήμι', 'χρυσός', 'σίδηρος', 'χαλκός', 'κασσίτερος']","το ""καραμέλα"" είναι προς το ""μελάσσα"" ό,τι το ""χρήμα"" προς το "
231,EL,μπουκάλι,πλαστικό,κουτάλι,"['αλουμίνιο', 'ξύλο', 'ατσάλι']","το ""μπουκάλι"" είναι προς το ""πλαστικό"" ό,τι το ""κουτάλι"" προς το "
232,EL,παγός,οξυγόνο,παγός,"['νερό', 'οξυγόνο', 'υδρογόνο', 'h2o', 'ατομικός_αριθμός_1', 'ατομικός_αριθμός_8', 'h', 'o']","το ""παγός"" είναι προς το ""οξυγόνο"" ό,τι το ""παγός"" προς το "
233,EL,τσάντα,δέρμα,παγός,"['νερό', 'οξυγόνο', 'υδρογόνο', 'h2o', 'ατομικός_αριθμός_1', 'ατομικός_αριθμός_8', 'h', 'o']","το ""τσάντα"" είναι προς το ""δέρμα"" ό,τι το ""παγός"" προς το "
234,EL,οροφή,μέταλο,μπολ,"['γυαλί', 'πορσελάνη', 'αλουμίνιο', 'ξύλο', 'μέταλο', 'πλαστικό', 'πηλός']","το ""οροφή"" είναι προς το ""μέταλο"" ό,τι το ""μπολ"" προς το "
235,EL,γραφείο,μέταλο,πόμολο,"['μέταλο', 'ατσάλι', 'μπρούντζος', 'ξύλο']","το ""γραφείο"" είναι προς το ""μέταλο"" ό,τι το ""πόμολο"" προς το "
236,EL,πλαστικό,βενζίνη,παραλία,"['άμμος', 'πυρίτιο', 'βράχος', 'βότσαλο', 'ατομικός_αριθμός_14', 'si']","το ""πλαστικό"" είναι προς το ""βενζίνη"" ό,τι το ""παραλία"" προς το "
237,EL,ατσάλι,άνθρακος,σοκολάτα,"['κακάο', 'σπόρος', 'σπόρος_κακάο']","το ""ατσάλι"" είναι προς το ""άνθρακος"" ό,τι το ""σοκολάτα"" προς το "
238,EL,σπίτι,τούβλο,μπετόν,"['πυρίτιο', 'τσιμέντο', 'νερό', 'άμμος', 'ατομικός_αριθμός_14', 'si']","το ""σπίτι"" είναι προς το ""τούβλο"" ό,τι το ""μπετόν"" προς το "
239,EL,σπίτι,πηλός,ατμόσφαιρα,"['διοξείδιο', 'οξυγόνο', 'υδρογόνο', 'νιτρογόνο', 'όζον']","το ""σπίτι"" είναι προς το ""πηλός"" ό,τι το ""ατμόσφαιρα"" προς το "
240,IT,impasto,uovo,pane,"['farina', 'lievito']","""impasto"" sta a ""uovo"" come ""pane"" sta a  "
241,IT,tavolo,metallo,ghiacciolo,"['ghiaccio', 'acqua']","""tavolo"" sta a ""metallo"" come ""ghiacciolo"" sta a  "
242,IT,pomello,legno,denaro,"['carta', 'metallo', 'argento', 'oro', 'ferro', 'rame', 'lattina']","""pomello"" sta a ""legno"" come ""denaro"" sta a  "
243,IT,penny,rame,pomello,"['metallo', 'acciaio', 'bronzo', 'legno']","""penny"" sta a ""rame"" come ""pomello"" sta a  "
244,IT,calcestruzzo,sabbia,cioccolato,"['cacao', 'chicco', 'chicco_di_cacao']","""calcestruzzo"" sta a ""sabbia"" come ""cioccolato"" sta a  "
245,IT,tetto,ghiaia,caramella,"['zucchero', 'torrone', 'cioccolato', 'gelatina', 'melassa', 'sciroppo', 'miele', 'frutta', 'noci']","""tetto"" sta a ""ghiaia"" come ""caramella"" sta a  "
246,IT,mare,acqua,ghiacciolo,"['ghiaccio', 'acqua']","""mare"" sta a ""acqua"" come ""ghiacciolo"" sta a  "
247,IT,nuvola,vapore,muro,"['cemento', 'mattoni', 'pietre', 'rocce', 'legno', 'cartone', 'tabellone', 'asse', 'argilla', 'fango']","""nuvola"" sta a ""vapore"" come ""muro"" sta a  "
248,IT,denaro,rame,acqua,"['ossigeno', 'idrogeno', 'acqua', 'H2O', 'numero_atomico_1', 'numero_atomico_8', 'H', 'O']","""denaro"" sta a ""rame"" come ""acqua"" sta a  "
249,IT,plastica,carbone,vino,"['grappoli_di_uva', 'chicco_di_uva']","""plastica"" sta a ""carbone"" come ""vino"" sta a  "
250,IT,bronzo,rame,ghiacciolo,"['ghiaccio', 'acqua']","""bronzo"" sta a ""rame"" come ""ghiacciolo"" sta a  "
251,IT,barba,peli,ghiacciolo,"['ghiaccio', 'acqua']","""barba"" sta a ""peli"" come ""ghiacciolo"" sta a  "
252,IT,penny,nichel,acqua,"['ossigeno', 'idrogeno', 'acqua', 'H2O', 'numero_atomico_1', 'numero_atomico_8', 'H', 'O']","""penny"" sta a ""nichel"" come ""acqua"" sta a  "
253,IT,muro,argilla,denaro,"['carta', 'metallo', 'argento', 'oro', 'ferro', 'rame', 'lattina']","""muro"" sta a ""argilla"" come ""denaro"" sta a  "
254,IT,spiaggia,ciottoli,tavolo,"['legno', 'metallo', 'plastica']","""spiaggia"" sta a ""ciottoli"" come ""tavolo"" sta a  "
255,IT,caramella,frutta,plastica,"['polimero', 'petrolio', 'gas', 'carbone']","""caramella"" sta a ""frutta"" come ""plastica"" sta a  "
256,IT,neve,idrogeno,neve,"['acqua', 'ossigeno', 'idrogeno', 'fiocco', 'ghiaccio', 'fiocco_di_neve', 'fiocchi_di_neve', 'H2O', 'numero_atomico_1', 'numero_atomico_8', 'H', 'O']","""neve"" sta a ""idrogeno"" come ""neve"" sta a  "
257,IT,omelette,uova,spiaggia,"['sabbia', 'silicio', 'rocce', 'ciottoli', 'numero_atomico_14', 'Si']","""omelette"" sta a ""uova"" come ""spiaggia"" sta a  "
258,IT,neve,ghiaccio,penny,"['metallo', 'lega', 'bronzo', 'nichel', 'zinco', 'rame', 'lattina']","""neve"" sta a ""ghiaccio"" come ""penny"" sta a  "
259,IT,atmosfera,gas,muro,"['cemento', 'mattoni', 'pietre', 'rocce', 'legno', 'cartone', 'tabellone', 'asse', 'argilla', 'fango']","""atmosfera"" sta a ""gas"" come ""muro"" sta a  "
260,IT,caramella,melassa,denaro,"['carta', 'metallo', 'argento', 'oro', 'ferro', 'rame', 'lattina']","""caramella"" sta a ""melassa"" come ""denaro"" sta a  "
261,IT,bottiglia,plastica,cucchiaio,"['alluminio', 'legno', 'acciaio']","""bottiglia"" sta a ""plastica"" come ""cucchiaio"" sta a  "
262,IT,ghiaccio,ossigeno,ghiaccio,"['acqua', 'ossigeno', 'idrogeno', 'H2O', 'numero_atomico_1', 'numero_atomico_8', 'H', 'O']","""ghiaccio"" sta a ""ossigeno"" come ""ghiaccio"" sta a  "
263,IT,borsa,pelle,ghiaccio,"['acqua', 'ossigeno', 'idrogeno', 'H2O', 'numero_atomico_1', 'numero_atomico_8', 'H', 'O']","""borsa"" sta a ""pelle"" come ""ghiaccio"" sta a  "
264,IT,tetto,metallo,ciotola,"['vetro', 'porcellana', 'alluminio', 'legno', 'acciaio', 'plastica', 'argilla']","""tetto"" sta a ""metallo"" come ""ciotola"" sta a  "
265,IT,scrivania,metallo,pomello,"['metallo', 'acciaio', 'bronzo', 'legno']","""scrivania"" sta a ""metallo"" come ""pomello"" sta a  "
266,IT,plastica,gas,spiaggia,"['sabbia', 'silicio', 'rocce', 'ciottoli', 'numero_atomico_14', 'Si']","""plastica"" sta a ""gas"" come ""spiaggia"" sta a  "
267,IT,acciaio,carbonio,cioccolato,"['cacao', 'chicco', 'chicco_di_cacao']","""acciaio"" sta a ""carbonio"" come ""cioccolato"" sta a  "
268,IT,casa,mattoni,calcestruzzo,"['silicio', 'cemento', 'acqua', 'sabbia', 'numero_atomico_14', 'Si']","""casa"" sta a ""mattoni"" come ""calcestruzzo"" sta a  "
269,IT,casa,argilla,atmosfera,"['gas', 'ossigeno', 'idrogeno', 'azoto', 'ozono']","""casa"" sta a ""argilla"" come ""atmosfera"" sta a  "
270,RO,patiserie,ou,pâine,"['făină', 'drojdie']","""patiserie"" este pentru ""ou"" cum ""pâine"" este pentru "
271,RO,masă,metal,sloi_de_gheață,"['gheață', 'apă']","""masă"" este pentru ""metal"" cum ""sloi_de_gheață"" este pentru "
272,RO,clanță,lemn,bani,"['hârtie', 'metal', 'argint', 'aur', 'fier', 'cupru', 'staniu']","""clanță"" este pentru ""lemn"" cum ""bani"" este pentru "
273,RO,bănuț,cupru,clanță,"['metal', 'oțel', 'bronz', 'lemn']","""bănuț"" este pentru ""cupru"" cum ""clanță"" este pentru "
274,RO,beton,nisip,ciocolată,"['cacao', 'bob', 'bob_de_cacao']","""beton"" este pentru ""nisip"" cum ""ciocolată"" este pentru "
275,RO,acoperiș,zona_zoster,bomboană,"['zahăr', 'nuga', 'ciocolată', 'gelatină', 'melasă', 'sirop', 'miere', 'fruct', 'nuci']","""acoperiș"" este pentru ""zona_zoster"" cum ""bomboană"" este pentru "
276,RO,mare,apă,sloi_de_gheață,"['gheață', 'apă']","""mare"" este pentru ""apă"" cum ""sloi_de_gheață"" este pentru "
277,RO,nor,abur,zid,"['ciment', 'cărămizi', 'pietre', 'stânci', 'lemn', 'carton', 'scândură', 'blană', 'clei', 'noroi']","""nor"" este pentru ""abur"" cum ""zid"" este pentru "
278,RO,bani,cupru,apă,"['oxigen', 'hidrogen', 'h2o', 'număr_atoc_1', 'număr_atoc_8', 'h', 'o']","""bani"" este pentru ""cupru"" cum ""apă"" este pentru "
279,RO,plastic,cărbune,vin,"['struguri', 'strugure']","""plastic"" este pentru ""cărbune"" cum ""vin"" este pentru "
280,RO,bronz,cupru,sloi_de_gheață,"['gheață', 'apă']","""bronz"" este pentru ""cupru"" cum ""sloi_de_gheață"" este pentru "
281,RO,barbă,păr,sloi_de_gheață,"['gheață', 'apă']","""barbă"" este pentru ""păr"" cum ""sloi_de_gheață"" este pentru "
282,RO,bănuț,nichel,apă,"['oxigen', 'hidrogen', 'h2o', 'număr_atoc_1', 'număr_atoc_8', 'h', 'o']","""bănuț"" este pentru ""nichel"" cum ""apă"" este pentru "
283,RO,zid,clei,bani,"['hârtie', 'metal', 'argint', 'aur', 'fier', 'cupru', 'staniu']","""zid"" este pentru ""clei"" cum ""bani"" este pentru "
284,RO,plajă,pietricele,masă,"['lemn', 'metal', 'plastic']","""plajă"" este pentru ""pietricele"" cum ""masă"" este pentru "
285,RO,bomboană,fruct,plastic,"['polimer', 'petrol', 'gaz', 'cărbune']","""bomboană"" este pentru ""fruct"" cum ""plastic"" este pentru "
286,RO,zăpadă,hidrogen,zăpadă,"['apă', 'oxigen', 'hidrogen', 'fulg', 'gheată', 'fulg_de_nea', 'fulgi_de_nea', 'h2o', 'număr_atomic_1', 'număr_atomic_8', 'h', 'o']","""zăpadă"" este pentru ""hidrogen"" cum ""zăpadă"" este pentru "
287,RO,ompletă,ouă,plajă,"['nisip', 'silicon', 'stânci', 'pietricele', 'număr_atomic_14', 'SI']","""ompletă"" este pentru ""ouă"" cum ""plajă"" este pentru "
288,RO,zăpadă,gheată,bănuț,"['metal', 'aloe', 'bronz', 'nichel', 'zinc', 'cupru', 'cositor']","""zăpadă"" este pentru ""gheată"" cum ""bănuț"" este pentru "
289,RO,atmosfera,gaz,zid,"['ciment', 'cărămizi', 'pietre', 'stânci', 'lemn', 'carton', 'scândură', 'blană', 'clei', 'noroi']","""atmosfera"" este pentru ""gaz"" cum ""zid"" este pentru "
290,RO,bomboană,melasă,bani,"['hârtie', 'metal', 'argint', 'aur', 'fier', 'cupru', 'staniu']","""bomboană"" este pentru ""melasă"" cum ""bani"" este pentru "
291,RO,sticla,plastic,lingură,"['aluminiu', 'lemn', 'oțel']","""sticla"" este pentru ""plastic"" cum ""lingură"" este pentru "
292,RO,gheață,oxigen,gheață,"['apă', 'oxigen', 'hidrogen', 'h2o', 'număr_atomic_1', 'număr_atomic_8', 'h', 'o']","""gheață"" este pentru ""oxigen"" cum ""gheață"" este pentru "
