,Language,a,b,c,d,prompts
128,AL,çakalli,entitet_fizik,shqiponjë,"['grabitqar', 'zog', 'bishë', 'gjallesë', 'kafshë', 'organizëm', 'faunë', 'kordatë', 'qenie_e_gjallë', 'kafkë', 'zog_grabitqar', 'vertebror', 'krijesë', 'gjë_e_gjallë']","""çakalli"" është për ""entitet_fizik"" ashtu si ""shqiponjë"" për "
129,AL,tigër,organizëm,rosë,"['shpendë', 'zog', 'bishë', 'gjallesë', 'kafshë', 'organizëm', 'faunë', 'kordatë', 'shpendë_shtëpiak', 'shpend_uji', 'qenie_e_gjallë', 'zog_anseriform', 'gjë_e_gjallë', 'vertebror', 'krijesë', 'kafkë']","""tigër"" është për ""organizëm"" ashtu si ""rosë"" për "
130,AL,flutur,organizëm,poni,"['gjedh', 'gjitar', 'kal', 'vertebror', 'krijesë', 'bishë', 'kafshë', 'organizëm', 'faunë', 'placental', 'euterik', 'i_kalit', 'ekuid', 'gjë_e_gjallë', 'thundrak_me_gishta_jo_të_barabartë', 'gjitar_euterian', 'perisodaktil', 'gjitar_placental', 'kafkë', 'gjitar_me_thundra', 'entitet_fizik', 'gjitar_perisodaktil', 'ekus_kaballus', 'gjitar_mamal', 'qenie_e_gjallë']","""flutur"" është për ""organizëm"" ashtu si ""poni"" për "
131,AL,qen,placental,poni,"['gjedh', 'gjitar', 'kal', 'vertebror', 'krijesë', 'bishë', 'kafshë', 'organizëm', 'faunë', 'placental', 'euterik', 'i_kalit', 'ekuid', 'gjë_e_gjallë', 'thundrak_me_gishta_jo_të_barabartë', 'gjitar_euterian', 'perisodaktil', 'gjitar_placental', 'kafkë', 'gjitar_me_thundra', 'entitet_fizik', 'gjitar_perisodaktil', 'ekus_kaballus', 'gjitar_mamal', 'qenie_e_gjallë']","""qen"" është për ""placental"" ashtu si ""poni"" për "
132,AL,gorillë,faunë,patë,"['shpendë', 'zog', 'vertebror', 'bishë', 'gjallesë', 'kafshë', 'organizëm', 'faunë', 'kordatë', 'shpendë_shtëpiak', 'shpend_uji', 'qenie_e_gjallë', 'zog_anseriform', 'kafkë', 'gjë_e_gjallë', 'krijesë']","""gorillë"" është për ""faunë"" ashtu si ""patë"" për "
133,AL,dhelpër,mishngrënës,orangutan,"['primat', 'vertebror', 'krijesë', 'bishë', 'gjallesë', 'kafshë', 'organizëm', 'faunë', 'placental', 'hominid', 'kordatë', 'euterik', 'gjitar', 'majmun', 'qenie_e_gjallë', 'gjitar_euterian', 'gjitar_placental', 'kafkë', 'entitet_fizik', 'gjë_e_gjallë']","""dhelpër"" është për ""mishngrënës"" ashtu si ""orangutan"" për "
134,AL,flutur,krijesë,kaproll,"['gjedh', 'gjitar', 'vertebror', 'krijesë', 'thundrakë', 'bishë', 'gjallesë', 'kafshë', 'organizëm', 'faunë', 'placental', 'artiodaktil', 'ripërtypës', 'kordatë', 'euterik', 'qenie_e_gjallë', 'gjitar_euterian', 'gjitar_placental', 'kafkë', 'entitet_fizik', 'thundrak_me_gishta_të_barabartë', 'gjitar_artiodaktil', 'gjë_e_gjallë']","""flutur"" është për ""krijesë"" ashtu si ""kaproll"" për "
135,AL,tigër,faunë,kojota,"['qen', 'vertebror', 'krijesë', 'bishë', 'gjallesë', 'kafshë', 'organizëm', 'faunë', 'placental', 'mishngrënës', 'kordatë', 'euterik', 'gjitar', 'qenie_e_gjallë', 'gjitar_euterian', 'gjitar_placental', 'kafkë', 'kafshë_shtëpiake', 'entitet_fizik', 'gjë_e_gjallë']","""tigër"" është për ""faunë"" ashtu si ""kojota"" për "
136,AL,gibon,placental,çakalli,"['qen', 'vertebror', 'krijesë', 'bishë', 'gjallesë', 'kafshë', 'organizëm', 'faunë', 'placental', 'mishngrënës', 'kordatë', 'euterik', 'gjitar', 'qenie_e_gjallë', 'gjitar_euterian', 'gjitar_placental', 'kafkë', 'kafshë_shtëpiake', 'entitet_fizik', 'gjë_e_gjallë']","""gibon"" është për ""placental"" ashtu si ""çakalli"" për "
137,AL,ujk,entitet_fizik,kojota,"['qen', 'vertebror', 'krijesë', 'bishë', 'gjallesë', 'kafshë', 'organizëm', 'faunë', 'placental', 'mishngrënës', 'kordatë', 'euterik', 'gjitar', 'qenie_e_gjallë', 'gjitar_euterian', 'gjitar_placental', 'kafkë', 'kafshë_shtëpiake', 'entitet_fizik', 'gjë_e_gjallë']","""ujk"" është për ""entitet_fizik"" ashtu si ""kojota"" për "
138,AL,falkon,faunë,bleta,"['insekt', 'jo_vertebror', 'krijesë', 'bishë', 'himenopterian', 'gjallesë', 'kafshë', 'organizëm', 'faunë', 'artropod', 'insekt_himenopterian', 'qenie_e_gjallë', 'himenopter', 'gjë_e_gjallë']","""falkon"" është për ""faunë"" ashtu si ""bleta"" për "
139,AL,çakalli,faunë,kaproll,"['gjedh', 'gjitar', 'vertebror', 'krijesë', 'thundrakë', 'bishë', 'gjallesë', 'kafshë', 'organizëm', 'faunë', 'placental', 'artiodaktil', 'ripërtypës', 'kordatë', 'euterik', 'qenie_e_gjallë', 'gjitar_euterian', 'gjitar_placental', 'kafkë', 'entitet_fizik', 'thundrak_me_gishta_të_barabartë', 'gjitar_artiodaktil', 'gjë_e_gjallë']","""çakalli"" është për ""faunë"" ashtu si ""kaproll"" për "
140,AL,luan,faunë,ujk,"['qen', 'vertebror', 'krijesë', 'bishë', 'gjallesë', 'kafshë', 'organizëm', 'faunë', 'placental', 'mishngrënës', 'kordatë', 'euterik', 'gjitar', 'qenie_e_gjallë', 'gjitar_euterian', 'gjitar_placental', 'kafkë', 'kafshë_shtëpiake', 'entitet_fizik', 'gjë_e_gjallë']","""luan"" është për ""faunë"" ashtu si ""ujk"" për "
141,AL,dhelpër,faunë,milingona,"['insekt', 'jo_vertebror', 'krijesë', 'bishë', 'himenopteran', 'gjallesë', 'kafshë', 'organizëm', 'faunë', 'artropod', 'insekt_himenopteroz', 'qenie_e_gjallë', 'himenopteron_fizik', 'entitet_fizik', 'himenopter', 'gjë_e_gjallë']","""dhelpër"" është për ""faunë"" ashtu si ""milingona"" për "
142,AL,jaguar,mishngrënës,miu,"['brejtës', 'vertebror', 'krijesë', 'bishë', 'kafshë', 'organizëm', 'faunë', 'placental', 'kordatë', 'euterik', 'gjitar', 'gjitar_euterian', 'gllabërues', 'qenie_e_gjallë', 'gjë_e_gjallë', 'gjitar_placental', 'kafkë']","""jaguar"" është për ""mishngrënës"" ashtu si ""miu"" për "
143,AL,buf,vertebror,qen,"['bishë', 'gjallesë', 'kafshë', 'organizëm', 'faunë', 'placental', 'mishngrënës', 'kordatë', 'euterik', 'gjitar', 'qenie_e_gjallë', 'gjitar_euterian', 'gjitar_placental', 'kafkë', 'kafshë_shtëpiake', 'entitet_fizik', 'gjë_e_gjallë', 'vertebror', 'krijesë']","""buf"" është për ""vertebror"" ashtu si ""qen"" për "
144,AL,poni,faunë,flutur,"['insekt', 'krijesë', 'bishë', 'lepidopteran', 'kafshë', 'organizëm', 'faunë', 'artropod', 'insekt_lepidopteran', 'qenie_e_gjallë', 'gjë_e_gjallë']","""poni"" është për ""faunë"" ashtu si ""flutur"" për "
145,AL,luan,macë,bleta,"['insekt', 'jo_vertebror', 'krijesë', 'bishë', 'himenopterian', 'gjallesë', 'kafshë', 'organizëm', 'faunë', 'artropod', 'insekt_himenopterian', 'qenie_e_gjallë', 'himenopter', 'gjë_e_gjallë']","""luan"" është për ""macë"" ashtu si ""bleta"" për "
146,AL,leopard,faunë,gjeldeti,"['shpendë', 'zog', 'vertebror', 'krijesë', 'bishë', 'gjallesë', 'kafshë', 'organizëm', 'faunë', 'kordatë', 'shpendë_shtëpiak', 'qenie_e_gjallë', 'zog_galinaceus', 'kafkë', 'galinacean', 'gjë_e_gjallë']","""leopard"" është për ""faunë"" ashtu si ""gjeldeti"" për "
147,AL,milingona,placental,macë,"['mace', 'bishë', 'kafshë', 'organizëm', 'faunë', 'plancental', 'mishngrënës', 'kordatë', 'felid', 'gjitar', 'gjitar_euterian', 'qenie_e_gjallë', 'gjitar_plancental', 'kafkë', 'euterian']","""milingona"" është për ""placental"" ashtu si ""macë"" për "
148,AL,lopë,organizëm,kacabu,"['insekt', 'jo_vertebror', 'krijesë', 'bishë', 'insekt_diktioper', 'gjallesë', 'kafshë', 'organizëm', 'faunë', 'artropod', 'qenie_e_gjallë', 'entitet_fizik', 'gjë_e_gjallë']","""lopë"" është për ""organizëm"" ashtu si ""kacabu"" për "
149,AL,gorillë,organizëm,njeri,"['primat', 'vertebror', 'krijesë', 'bishë', 'gjallesë', 'kafshë', 'organizëm', 'faunë', 'placental', 'hominid', 'kordatë', 'euterik', 'gjitar', 'majmun', 'qenie_e_gjallë', 'gjitar_euterian', 'gjitar_placental', 'kafkë', 'entitet_fizik', 'gjë_e_gjallë']","""gorillë"" është për ""organizëm"" ashtu si ""njeri"" për "
150,BM,sɛgɛ,kɔnɔ,kulokulo,"['kɔnɔw', 'kɔnɔ', 'kolomafɛn', 'datanfɛn,_fɛndalen', 'bagan', 'ni_ma_fɛn', 'fɛnɲɛnamaw', 'kungosogow', 'sokɔnɔ_kɔnɔw', 'ɲɛnamaya', 'ɲɛnama_fɛn', 'kulokuloba']","""sɛgɛ"" is to ""kɔnɔ"" as ""kulokulo"" is to "
151,BM,"sigi,_kungomisi",kolomafɛn,wara,"['jakumama', 'jakuma', 'bagan', 'fɛnɲɛnamaw', 'kungosogow', 'denso_kɔnɔ', 'sogodunbagan', 'baganw', 'ɲɛnamaya', 'denso_bagan', 'jakumaba']","""sigi,_kungomisi"" is to ""kolomafɛn"" as ""wara"" is to "
152,BM,nfirinfirinin,fɛnɲɛnɛmani,kulokulo,"['kɔnɔw', 'kɔnɔ', 'kolomafɛn', 'datanfɛn,_fɛndalen', 'bagan', 'ni_ma_fɛn', 'fɛnɲɛnamaw', 'kungosogow', 'sokɔnɔ_kɔnɔw', 'ɲɛnamaya', 'ɲɛnama_fɛn', 'kulokuloba']","""nfirinfirinin"" is to ""fɛnɲɛnɛmani"" as ""kulokulo"" is to "
153,BM,so,fɛnɲɛnamaw,ɲinbɛrɛ,"['fɛnɲɛnɛmani', 'datanfɛn,_fɛndalen', 'bagan', 'ni_ma_fɛn', 'fɛnɲɛnamaw', 'kungosogow', 'ɲɛnamaya', 'farikolo-ɲɛnajɛ-fɛn', 'ɲɛnama_fɛn']","""so"" is to ""fɛnɲɛnamaw"" as ""ɲinbɛrɛ"" is to "
154,BM,tɔnkɔnɔ,ji_kɔnɔ_kɔnɔw,ba,"['gɛrɛnmafɛn,biɲɛwmafɛn', 'kolomafɛn', 'bagan', 'ni_ma_fɛn', 'fɛnɲɛnamaw', 'kungosogow', 'denso_kɔnɔ', 'baganw', 'ɲɛnamaya', 'denso_bagan', 'ɲɛnama_fɛn', 'bakoroni']","""tɔnkɔnɔ"" is to ""ji_kɔnɔ_kɔnɔw"" as ""ba"" is to "
155,BM,kungowuluni,domesticated_animal,"sigi,_kungomisi","['gɛrɛnmafɛn,biɲɛwmafɛn', 'kungomisi', 'misi', 'kolomafɛn', 'datanfɛn,_fɛndalen', 'bagan', 'ni_ma_fɛn', 'fɛnɲɛnamaw', 'kungosogow', 'denso_kɔnɔ', 'baganw', 'misiw', 'ɲɛnamaya', 'denso_bagan', 'farikolo-ɲɛnajɛ-fɛn', 'ɲɛnama_fɛn']","""kungowuluni"" is to ""domesticated_animal"" as ""sigi,_kungomisi"" is to "
156,BM,"
ntigiɲɛ",fɛnɲɛnɛmani,"
ntigiɲɛ","['fɛnɲɛnɛmani', 'datanfɛn,_fɛndalen', 'bagan', 'ni_ma_fɛn', 'fɛnɲɛnamaw', 'kungosogow', 'ɲɛnamaya', 'farikolo-ɲɛnajɛ-fɛn', 'ɲɛnama_fɛn']","""
ntigiɲɛ"" is to ""fɛnɲɛnɛmani"" as ""
ntigiɲɛ"" is to "
157,BM,jakuma,fɛnɲɛnamaw,nkɛlenni,"['kolomafɛn', 'datanfɛn,_fɛndalen', 'bagan', 'fɛnɲɛnamaw', 'kungosogow', 'denso_kɔnɔ', 'baganw', 'ɲɛnamaya', 'ɲɛnama_fɛn', 'denso_bagan']","""jakuma"" is to ""fɛnɲɛnamaw"" as ""nkɛlenni"" is to "
158,BM,kungowuluni,farikolo-ɲɛnajɛ-fɛn,sɛgɛ,"['kɔnɔ', 'kolomafɛn', 'datanfɛn,_fɛndalen', 'bagan', 'ni_ma_fɛn', 'fɛnɲɛnamaw', 'kungosogow', 'ɲɛnamaya', 'fɛn_min__kɔnɔnin', 'ɲɛnama_fɛn']","""kungowuluni"" is to ""farikolo-ɲɛnajɛ-fɛn"" as ""sɛgɛ"" is to "
159,BM,wara,fɛnɲɛnamaw,tɔnkɔnɔ,"['kɔnɔw', 'kɔnɔ', 'kolomafɛn', 'datanfɛn,_fɛndalen', 'bagan', 'ni_ma_fɛn', 'fɛnɲɛnamaw', 'kungosogow', 'sokɔnɔ_kɔnɔw', 'ji_kɔnɔ_kɔnɔw', 'ɲɛnamaya', 'ɲɛnama_fɛn']","""wara"" is to ""fɛnɲɛnamaw"" as ""tɔnkɔnɔ"" is to "
160,BM,nfirinfirinin,fɛnɲɛnamaw,so,"['gɛrɛnmafɛn,_biɲɛwmafɛn', 'so', 'kolomafɛn', 'datanfɛn,_fɛndalen', 'bagan', 'fɛnɲɛnamaw', 'kungosogow', 'denso_kɔnɔ', 'baganw', 'ɲɛnama_fɛn', 'ɲɛnamaya', 'denso_bagan', 'farikolo-ɲɛnajɛ-fɛn']","""nfirinfirinin"" is to ""fɛnɲɛnamaw"" as ""so"" is to "
161,BM,wulu,denso_kɔnɔ,so,"['gɛrɛnmafɛn,_biɲɛwmafɛn', 'so', 'kolomafɛn', 'datanfɛn,_fɛndalen', 'bagan', 'fɛnɲɛnamaw', 'kungosogow', 'denso_kɔnɔ', 'baganw', 'ɲɛnama_fɛn', 'ɲɛnamaya', 'denso_bagan', 'farikolo-ɲɛnajɛ-fɛn']","""wulu"" is to ""denso_kɔnɔ"" as ""so"" is to "
162,BM,gon,kungosogow,uwa,"['kɔnɔw', 'kɔnɔ', 'kolomafɛn', 'datanfɛn,_fɛndalen', 'bagan', 'ni_ma_fɛn', 'fɛnɲɛnamaw', 'kungosogow', 'sokɔnɔ_kɔnɔw', 'ji_kɔnɔ_kɔnɔw', 'ɲɛnamaya', 'ɲɛnama_fɛn']","""gon"" is to ""kungosogow"" as ""uwa"" is to "
163,BM,kungowulu,sogodunbagan,orangutan,"['kolomafɛn', 'datanfɛn,_fɛndalen', 'bagan', 'ni_ma_fɛn', 'fɛnɲɛnamaw', 'kungosogow', 'denso_kɔnɔ', 'warabilen,bouboutiga', 'baganw', 'ɲɛnamaya', 'denso_bagan', 'farikolo-ɲɛnajɛ-fɛn', 'ɲɛnama_fɛn']","""kungowulu"" is to ""sogodunbagan"" as ""orangutan"" is to "
164,BM,nfirinfirinin,"datanfɛn,_fɛndalen",mangalani,"['gɛrɛnmafɛn,biɲɛwmafɛn', 'kolomafɛn', 'datanfɛn,_fɛndalen', 'bagan', 'ni_ma_fɛn', 'fɛnɲɛnamaw', 'kungosogow', 'denso_kɔnɔ', 'baganw', 'misi', 'ɲɛnamaya', 'denso_bagan', 'farikolo-ɲɛnajɛ-fɛn', 'ɲɛnama_fɛn']","""nfirinfirinin"" is to ""datanfɛn,_fɛndalen"" as ""mangalani"" is to "
165,BM,wara,kungosogow,kungowulu,"['wulu', 'kolomafɛn', 'datanfɛn,_fɛndalen', 'bagan', 'ni_ma_fɛn', 'fɛnɲɛnamaw', 'kungosogow', 'denso_kɔnɔ', 'sogodunbagan', 'baganw', 'ɲɛnamaya', 'denso_bagan', 'farikolo-ɲɛnajɛ-fɛn', 'sokɔnɔbagan', 'ɲɛnama_fɛn']","""wara"" is to ""kungosogow"" as ""kungowulu"" is to "
166,BM,bouboutigɛ,denso_kɔnɔ,kungowuluni,"['wulu', 'kolomafɛn', 'datanfɛn,_fɛndalen', 'bagan', 'ni_ma_fɛn', 'fɛnɲɛnamaw', 'kungosogow', 'denso_kɔnɔ', 'sogodunbagan', 'baganw', 'ɲɛnamaya', 'denso_bagan', 'domesticated_animal', 'farikolo-ɲɛnajɛ-fɛn', 'ɲɛnama_fɛn']","""bouboutigɛ"" is to ""denso_kɔnɔ"" as ""kungowuluni"" is to "
167,BM,lugaru,farikolo-ɲɛnajɛ-fɛn,kungowulu,"['wulu', 'kolomafɛn', 'datanfɛn,_fɛndalen', 'bagan', 'ni_ma_fɛn', 'fɛnɲɛnamaw', 'kungosogow', 'denso_kɔnɔ', 'sogodunbagan', 'baganw', 'ɲɛnamaya', 'denso_bagan', 'farikolo-ɲɛnajɛ-fɛn', 'sokɔnɔbagan', 'ɲɛnama_fɛn']","""lugaru"" is to ""farikolo-ɲɛnajɛ-fɛn"" as ""kungowulu"" is to "
168,BM,sɛgɛ,kungosogow,diden,"['fɛnɲɛnɛmani', 'datanfɛn,_fɛndalen', 'bagan', 'ni_ma_fɛn', 'fɛnɲɛnamaw', 'kungosogow', 'ɲɛnamaya', 'ɲɛnama_fɛn', 'dikisɛ']","""sɛgɛ"" is to ""kungosogow"" as ""diden"" is to "
169,BM,kungowuluni,kungosogow,mangalani,"['gɛrɛnmafɛn,biɲɛwmafɛn', 'kolomafɛn', 'datanfɛn,_fɛndalen', 'bagan', 'ni_ma_fɛn', 'fɛnɲɛnamaw', 'kungosogow', 'denso_kɔnɔ', 'baganw', 'misi', 'ɲɛnamaya', 'denso_bagan', 'farikolo-ɲɛnajɛ-fɛn', 'ɲɛnama_fɛn']","""kungowuluni"" is to ""kungosogow"" as ""mangalani"" is to "
170,BM,wara,kungosogow,lugaru,"['wulu', 'kolomafɛn', 'datanfɛn,_fɛndalen', 'bagan', 'ni_ma_fɛn', 'fɛnɲɛnamaw', 'kungosogow', 'denso_kɔnɔ', 'sogodunbagan', 'baganw', 'ɲɛnamaya', 'denso_bagan', 'sokɔnɔbagan', 'farikolo-ɲɛnajɛ-fɛn', 'ɲɛnama_fɛn']","""wara"" is to ""kungosogow"" as ""lugaru"" is to "
171,BM,kungowulu,kungosogow,"
ntigiɲɛ","['fɛnɲɛnɛmani', 'datanfɛn,_fɛndalen', 'bagan', 'ni_ma_fɛn', 'fɛnɲɛnamaw', 'kungosogow', 'ɲɛnamaya', 'farikolo-ɲɛnajɛ-fɛn', 'ɲɛnama_fɛn']","""kungowulu"" is to ""kungosogow"" as ""
ntigiɲɛ"" is to "
172,BM,wara,sogodunbagan,ɲinɛ,"['kolomafɛn', 'datanfɛn,_fɛndalen', 'bagan', 'fɛnɲɛnamaw', 'kungosogow', 'denso_kɔnɔ', 'baganw', 'ɲɛnamaya', 'ɲɛnama_fɛn', 'denso_bagan']","""wara"" is to ""sogodunbagan"" as ""ɲinɛ"" is to "
173,BM,gingin,kolomafɛn,wulu,"['kolomafɛn', 'datanfɛn,_fɛndalen', 'bagan', 'ni_ma_fɛn', 'fɛnɲɛnamaw', 'kungosogow', 'denso_kɔnɔ', 'sogodunbagan', 'baganw', 'ɲɛnamaya', 'denso_bagan', 'sokɔnɔbagan', 'farikolo-ɲɛnajɛ-fɛn', 'ɲɛnama_fɛn']","""gingin"" is to ""kolomafɛn"" as ""wulu"" is to "
174,BM,so,kungosogow,nfirinfirinin,"['fɛnɲɛnɛmani', 'datanfɛn,_fɛndalen', 'bagan', 'ntumu', 'fɛnɲɛnamaw', 'kungosogow', 'ɲɛnamaya', 'ɲɛnama_fɛn']","""so"" is to ""kungosogow"" as ""nfirinfirinin"" is to "
175,BM,wara,jakuma,diden,"['fɛnɲɛnɛmani', 'datanfɛn,_fɛndalen', 'bagan', 'ni_ma_fɛn', 'fɛnɲɛnamaw', 'kungosogow', 'ɲɛnamaya', 'ɲɛnama_fɛn', 'dikisɛ']","""wara"" is to ""jakuma"" as ""diden"" is to "
176,BM,waranikala,kungosogow,kulokulo,"['kɔnɔw', 'kɔnɔ', 'kolomafɛn', 'datanfɛn,_fɛndalen', 'bagan', 'ni_ma_fɛn', 'fɛnɲɛnamaw', 'kungosogow', 'sokɔnɔ_kɔnɔw', 'ɲɛnamaya', 'ɲɛnama_fɛn', 'kulokuloba']","""waranikala"" is to ""kungosogow"" as ""kulokulo"" is to "
177,BM,"
ntigiɲɛ",denso_kɔnɔ,jakuma,"['jakumama', 'bagan', 'fɛnɲɛnamaw', 'kungosogow', 'denso_kɔnɔ', 'sogodunbagan', 'baganw', 'ɲɛnamaya', 'denso_bagan']","""
ntigiɲɛ"" is to ""denso_kɔnɔ"" as ""jakuma"" is to "
178,BM,misi,fɛnɲɛnamaw,ɲinbɛrɛ,"['fɛnɲɛnɛmani', 'datanfɛn,_fɛndalen', 'bagan', 'ni_ma_fɛn', 'fɛnɲɛnamaw', 'kungosogow', 'ɲɛnamaya', 'farikolo-ɲɛnajɛ-fɛn', 'ɲɛnama_fɛn']","""misi"" is to ""fɛnɲɛnamaw"" as ""ɲinbɛrɛ"" is to "
179,BM,gon,fɛnɲɛnamaw,"hadamaden,_","['kolomafɛn', 'datanfɛn,_fɛndalen', 'bagan', 'ni_ma_fɛn', 'fɛnɲɛnamaw', 'kungosogow', 'denso_kɔnɔ', 'warabilen,bouboutiga', 'baganw', 'ɲɛnamaya', 'denso_bagan', 'farikolo-ɲɛnajɛ-fɛn', 'ɲɛnama_fɛn', 'mɔgɔ']","""gon"" is to ""fɛnɲɛnamaw"" as ""hadamaden,_"" is to "
180,EL,γεράκι,πτηνό,γαλοπούλα,"['πουλερικό', 'πτηνό', 'σπονδυλωτό', 'πλάσμα', 'θηρίο', 'ον', 'ζώο', 'οργανισμός', 'πανίδα', 'χορδωτό', 'κατοικίδιο_πτηνό', 'έμψυχο_ον', 'ορνιθοειδές_πτηνό', 'κρανιωτό', 'ορνιθοειδές', 'ζωντανό_ον', 'οικόσιτο_πτηνό']","το ""γεράκι"" είναι προς το ""πτηνό"" ό,τι το ""γαλοπούλα"" προς το "
181,EL,βουβάλι,σπονδυλωτό,τίγρης,"['αιλουροειδές', 'γάτα', 'θηρίο', 'ζώο', 'οργανισμός', 'πανίδα', 'πλακουντοφόρο', 'σαρκοφάγο', 'χορδωτό', 'ευθήριο', 'θηλαστικό', 'ευθήριο_θηλαστικό', 'έμψυχο_ον', 'πλακουντοφόρο_θηλαστικό', 'κρανιωτό', 'μεγάλη_γάτα']","το ""βουβάλι"" είναι προς το ""σπονδυλωτό"" ό,τι το ""τίγρης"" προς το "
182,EL,πεταλούδα,έντομο,γαλοπούλα,"['πουλερικό', 'πτηνό', 'σπονδυλωτό', 'πλάσμα', 'θηρίο', 'ον', 'ζώο', 'οργανισμός', 'πανίδα', 'χορδωτό', 'κατοικίδιο_πτηνό', 'έμψυχο_ον', 'ορνιθοειδές_πτηνό', 'κρανιωτό', 'ορνιθοειδές', 'ζωντανό_ον', 'οικόσιτο_πτηνό']","το ""πεταλούδα"" είναι προς το ""έντομο"" ό,τι το ""γαλοπούλα"" προς το "
183,EL,πόνι,οργανισμός,κατσαρίδα,"['έντομο', 'ασπόνδυλο', 'πλάσμα', 'θηρίο', 'δικτυόπτερο_έντομο', 'ον', 'ζώο', 'οργανισμός', 'πανίδα', 'αρθρόποδο', 'έμψυχο_ον', 'φυσική_οντότητα', 'ζωντανό_ον']","το ""πόνι"" είναι προς το ""οργανισμός"" ό,τι το ""κατσαρίδα"" προς το "
184,EL,πάπια,υδρόβιο_πτηνό,κατσίκα,"['βοοειδές', 'θηλαστικό', 'σπονδυλωτό', 'οπληφόρο', 'θηρίο', 'ον', 'ζώο', 'οργανισμός', 'πανίδα', 'πλακουντοφόρο', 'αρτιοδάκτυλο', 'χορδωτό', 'ευθήριο', 'έμψυχο_ον', 'ευθήριο_θηλαστικό', 'πλακουντοφόρο_θηλαστικό', 'κρανιωτό', 'οπληφόρο_θηλαστικό', 'οπληφόρο_με_ίσες_οπλές', 'αρτιοδάκτυλο_θηλαστικό', 'ζωντανό_ον', 'γίδα,τράγος']","το ""πάπια"" είναι προς το ""υδρόβιο_πτηνό"" ό,τι το ""κατσίκα"" προς το "
185,EL,τσακάλι,εξημερωμένο_ζώο,βουβάλι,"['βοοειδές', 'θηλαστικό', 'βίσονας', 'αγελάδα', 'σπονδυλωτό', 'πλάσμα', 'οπληφόρο', 'θηρίο', 'ον', 'ζώο', 'οργανισμός', 'πανίδα', 'πλακουντοφόρο', 'αρτιοδάκτυλο', 'μηρυκαστικό', 'χορδωτό', 'ευθήριο', 'έμψυχο_ον', 'ευθήριο_θηλαστικό', 'πλακουντοφόρο_θηλαστικό', 'κρανιωτό', 'φυσική_οντότητα', 'οπληφόρο_με_ίσες_οπλές', 'αρτιοδάκτυλο_θηλαστικό', 'ζωντανό_ον']","το ""τσακάλι"" είναι προς το ""εξημερωμένο_ζώο"" ό,τι το ""βουβάλι"" προς το "
186,EL,μυρμήγκι,έντομο,μυρμήγκι,"['έντομο', 'ασπόνδυλο', 'πλάσμα', 'θηρίο', 'υμενόπτερο', 'ον', 'ζώο', 'οργανισμός', 'πανίδα', 'αρθρόποδο', 'υμενόπτερο_έντομο', 'έμψυχο_ον', 'φυσική_οντότητα', 'ζωντανό_ον']","το ""μυρμήγκι"" είναι προς το ""έντομο"" ό,τι το ""μυρμήγκι"" προς το "
187,EL,γάτα,οργανισμός,σκίουρος,"['τρωκτικό', 'σπονδυλωτό', 'πλάσμα', 'θηρίο', 'ζώο', 'οργανισμός', 'πανίδα', 'πλακουντοφόρο', 'χορδωτό', 'ευθήριο', 'θηλαστικό', 'ευθήριο_θηλαστικό', 'έμψυχο_ον', 'ζωντανό_ον', 'πλακουντοφόρο_θηλαστικό', 'κρανιωτό']","το ""γάτα"" είναι προς το ""οργανισμός"" ό,τι το ""σκίουρος"" προς το "
188,EL,τσακάλι,φυσική_οντότητα,αετός,"['αρπακτικό', 'πτηνό', 'σπονδυλωτό', 'πλάσμα', 'θηρίο', 'ον', 'ζώο', 'οργανισμός', 'πανίδα', 'χορδωτό', 'έμψυχο_ον', 'κρανιωτό', 'ζωντανό_ον', 'αρπακτικό_πτηνό', 'αρπακτικό_πουλί']","το ""τσακάλι"" είναι προς το ""φυσική_οντότητα"" ό,τι το ""αετός"" προς το "
189,EL,τίγρης,οργανισμός,πάπια,"['πουλερικό', 'πτηνό', 'σπονδυλωτό', 'πλάσμα', 'θηρίο', 'ον', 'ζώο', 'οργανισμός', 'πανίδα', 'χορδωτό', 'κατοικίδιο_πτηνό', 'υδρόβιο_πτηνό', 'έμψυχο_ον', 'κρανιωτό', 'ζωντανό_ον', 'οικόσιτο_πτηνό']","το ""τίγρης"" είναι προς το ""οργανισμός"" ό,τι το ""πάπια"" προς το "
190,EL,πεταλούδα,οργανισμός,πόνι,"['θηλαστικό', 'άλογο', 'σπονδυλωτό', 'πλάσμα', 'θηρίο', 'ζώο', 'οργανισμός', 'πανίδα', 'πλακουντοφόρο', 'ευθήριο', 'ιππίδα', 'ζωντανό_ον', 'οπληφόρο_με_άνισες_οπλές', 'έμψυχο_ον', 'ευθήριο_θηλαστικό', 'περισσοδάκτυλος', 'πλακουντοφόρο_θηλαστικό', 'κρανιωτό', 'οπληφόρο_θηλαστικό', 'φυσική_οντότητα', 'περισσοδάκτυλο_θηλαστικό', 'ίππος']","το ""πεταλούδα"" είναι προς το ""οργανισμός"" ό,τι το ""πόνι"" προς το "
