,Language,a,b,c,d,prompts
157,BM,ka_baara_kɛ,ka_gɛn,tiɲɛ,"['galon', 'min_tɛ__tiɲɛ_ye', 'hakɛ', 'fili']","""ka_baara_kɛ"" is to ""ka_gɛn"" as ""tiɲɛ"" is to "
158,BM,k'a_bila_ka_bin,ka_a_tɔmɔ,ka_jigin,['ka_poyi'],"""k'a_bila_ka_bin"" is to ""ka_a_tɔmɔ"" as ""ka_jigin"" is to "
159,BM,daminɛ,kuncɛli,ka_baara_kɛ,"['ka_gɛn', 'tasuma', 'bɔrɛ', 'ka_bɔ_yɔrɔ_la', 'ka_ban']","""daminɛ"" is to ""kuncɛli"" as ""ka_baara_kɛ"" is to "
160,BM,ka_tɛ̀mɛ_a_fɛ,segin,kɔnɔna_na,['kɛnɛma'],"""ka_tɛ̀mɛ_a_fɛ"" is to ""segin"" as ""kɔnɔna_na"" is to "
161,BM,k'a_bɔ_a_la,kan,dynamiki,"['statiki', 'hali_bi', 'min_tɛ_lamaga', 'fɛn_min_tɛ_falen']","""k'a_bɔ_a_la"" is to ""kan"" as ""dynamiki"" is to "
162,BM,ka_baara_kɛ,ka_ban,ɲɛ_fɛ,"['kɔfɛ', 'kɔfɛla', 'kukala', 'ka_kɔn_o_ɲɛ']","""ka_baara_kɛ"" is to ""ka_ban"" as ""ɲɛ_fɛ"" is to "
163,BM,mɔgɔ_satalen,min_tɛ_sa,ka_jigin,['ka_poyi'],"""mɔgɔ_satalen"" is to ""min_tɛ_sa"" as ""ka_jigin"" is to "
164,BM,sanfɛ_kuluw_kan,jiginɛ,kɔnɔ,['kɛnɛma'],"""sanfɛ_kuluw_kan"" is to ""jiginɛ"" as ""kɔnɔ"" is to "
165,BM,fɔlɔ,laban,mɔgɔ_satalen,"['min_tɛ_sa', 'min_bɛ_sa']","""fɔlɔ"" is to ""laban"" as ""mɔgɔ_satalen"" is to "
166,BM,ka_ɲina,ka_hakilina_jigi,dynamiki,"['statiki', 'hali_bi', 'min_tɛ_lamaga', 'fɛn_min_tɛ_falen']","""ka_ɲina"" is to ""ka_hakilina_jigi"" as ""dynamiki"" is to "
167,BM,kɔnɔ,kɛnɛma,sanfɛ_kuluw_kan,"['jiginɛ', 'ka_ban', 'ka_bi', 'dɔgɔyalen', 'duguma-sɔgɔli']","""kɔnɔ"" is to ""kɛnɛma"" as ""sanfɛ_kuluw_kan"" is to "
168,BM,ka_jigin,ka_poyi,ka_baara_kɛ,"['ka_gɛn', 'tasuma', 'bɔrɛ', 'ka_bɔ_yɔrɔ_la', 'ka_ban']","""ka_jigin"" is to ""ka_poyi"" as ""ka_baara_kɛ"" is to "
169,BM,ka_ɲina,ka_hakilina_jigi,ɲɛ_fɛ,"['kɔfɛ', 'kɔfɛla', 'kukala', 'ka_kɔn_o_ɲɛ']","""ka_ɲina"" is to ""ka_hakilina_jigi"" as ""ɲɛ_fɛ"" is to "
170,BM,ɲɛ_fɛ,kɔfɛla,kɔfɛ,"['fɔlɔ', 'joona', 'ka_kɔn_o_ɲɛ']","""ɲɛ_fɛ"" is to ""kɔfɛla"" as ""kɔfɛ"" is to "
171,BM,dynamiki,fɛn_min_tɛ_falen,daminɛ,"['laban', 'labanko', 'laban_na', 'kuncɛli']","""dynamiki"" is to ""fɛn_min_tɛ_falen"" as ""daminɛ"" is to "
172,BM,sanfɛ,duguma,tiɲɛ,"['galon', 'min_tɛ__tiɲɛ_ye', 'hakɛ', 'fili']","""sanfɛ"" is to ""duguma"" as ""tiɲɛ"" is to "
173,BM,fɔlɔ,kɔfɛ,jukɔrɔ,['sanfɛ'],"""fɔlɔ"" is to ""kɔfɛ"" as ""jukɔrɔ"" is to "
174,BM,k'a_bila_ka_bin,ka_a_tɔmɔ,k'a_bila_ka_bin,"['ka_lawili', 'ka_a_tɔmɔ']","""k'a_bila_ka_bin"" is to ""ka_a_tɔmɔ"" as ""k'a_bila_ka_bin"" is to "
175,BM,sanfɛ_kuluw_kan,jiginɛ,ka_tɛ̀mɛ_a_fɛ,"['ka_senbɔ', 'segin']","""sanfɛ_kuluw_kan"" is to ""jiginɛ"" as ""ka_tɛ̀mɛ_a_fɛ"" is to "
176,BM,saheli-kɔrɔn_fɛ,worodugu-kɔrɔn_fɛ,saheli-kɔrɔn_fɛ,"['saheli-tlebi_fɛ', 'worodugu-kɔrɔn_fɛ']","""saheli-kɔrɔn_fɛ"" is to ""worodugu-kɔrɔn_fɛ"" as ""saheli-kɔrɔn_fɛ"" is to "
177,BM,tiɲɛ,galon,jukɔrɔ,['sanfɛ'],"""tiɲɛ"" is to ""galon"" as ""jukɔrɔ"" is to "
178,BM,fɔlɔ,laban,kɔnɔ,['kɛnɛma'],"""fɔlɔ"" is to ""laban"" as ""kɔnɔ"" is to "
179,BM,tiɲɛ,galon,ka_baara_kɛ,"['ka_gɛn', 'tasuma', 'bɔrɛ', 'ka_bɔ_yɔrɔ_la', 'ka_ban']","""tiɲɛ"" is to ""galon"" as ""ka_baara_kɛ"" is to "
180,EL,αρχή,τέλος,ξεχνάω,"['θυμάμαι', 'ανασύρω_στη_μνήμη', 'ανακαλώ', 'ξανακαλώ', 'καλώ']","το ""αρχή"" είναι προς το ""τέλος"" ό,τι το ""ξεχνάω"" προς το "
181,EL,προς,μακριά,εσωτερικός,"['εξωτερικός', 'έξω_από_την_πόρτα', 'έξω']","το ""προς"" είναι προς το ""μακριά"" ό,τι το ""εσωτερικός"" προς το "
182,EL,ανηφορικός,κατηφορικός,κάτω,"['πάνω', 'ψηλότερα', 'ψηλά']","το ""ανηφορικός"" είναι προς το ""κατηφορικός"" ό,τι το ""κάτω"" προς το "
183,EL,θνητός,αθάνατος,ανηφορικός,"['κατηφορικός', 'πτώση', 'με_κλίση_προς_τα_κάτω']","το ""θνητός"" είναι προς το ""αθάνατος"" ό,τι το ""ανηφορικός"" προς το "
184,EL,πρώτος,τελευταίος,προς_τα_εμπρός,"['προς_τα_πίσω', 'πίσω', 'προς_την_όπισθεν', 'όπισθεν']","το ""πρώτος"" είναι προς το ""τελευταίος"" ό,τι το ""προς_τα_εμπρός"" προς το "
185,EL,μέσα,έξω,εμπρός,"['πίσω_από', 'πίσω', 'μετά', 'πριν']","το ""μέσα"" είναι προς το ""έξω"" ό,τι το ""εμπρός"" προς το "
186,EL,ξεχνάω,θυμάμαι,πριν,"['μετά', 'στη_συνέχεια', 'αργότερα', 'έπειτα', 'κατόπιν', 'ύστερα']","το ""ξεχνάω"" είναι προς το ""θυμάμαι"" ό,τι το ""πριν"" προς το "
187,EL,προσλαμβάνω,απολύω,αληθής,"['ψευδής', 'λανθασμένος', 'λάθος', 'εσφαλμένος']","το ""προσλαμβάνω"" είναι προς το ""απολύω"" ό,τι το ""αληθής"" προς το "
188,EL,ρίχνω,μαζεύω_από_κάτω,βυθίζομαι,['αναδύομαι'],"το ""ρίχνω"" είναι προς το ""μαζεύω_από_κάτω"" ό,τι το ""βυθίζομαι"" προς το "
189,EL,αρχή,συμπέρασμα,προσλαμβάνω,"['απολύω', 'διώχνω_από_τη_δουλειά', 'σχολάω', 'απομακρύνω', 'παύω', 'καθαιρώ']","το ""αρχή"" είναι προς το ""συμπέρασμα"" ό,τι το ""προσλαμβάνω"" προς το "
190,EL,προχωρώ,επιστρέφω,εσωτερικός,"['εξωτερικός', 'έξω_από_την_πόρτα', 'έξω']","το ""προχωρώ"" είναι προς το ""επιστρέφω"" ό,τι το ""εσωτερικός"" προς το "
191,EL,εκτός,εντός,δυναμικός,"['στατικός', 'ακίνητος', 'αμετάβλητος']","το ""εκτός"" είναι προς το ""εντός"" ό,τι το ""δυναμικός"" προς το "
192,EL,προσλαμβάνω,παύω,εμπρός,"['πίσω_από', 'πίσω', 'μετά', 'πριν']","το ""προσλαμβάνω"" είναι προς το ""παύω"" ό,τι το ""εμπρός"" προς το "
193,EL,θνητός,αθάνατος,βυθίζομαι,['αναδύομαι'],"το ""θνητός"" είναι προς το ""αθάνατος"" ό,τι το ""βυθίζομαι"" προς το "
194,EL,ανηφορικός,κατηφορικός,μέσα,"['έξω', 'εξωτερικό']","το ""ανηφορικός"" είναι προς το ""κατηφορικός"" ό,τι το ""μέσα"" προς το "
195,EL,πρώτος,τελευταίος,θνητός,['αθάνατος'],"το ""πρώτος"" είναι προς το ""τελευταίος"" ό,τι το ""θνητός"" προς το "
196,EL,ξεχνάω,θυμάμαι,δυναμικός,"['στατικός', 'ακίνητος', 'αμετάβλητος']","το ""ξεχνάω"" είναι προς το ""θυμάμαι"" ό,τι το ""δυναμικός"" προς το "
197,EL,μέσα,έξω,ανηφορικός,"['κατηφορικός', 'πτώση', 'με_κλίση_προς_τα_κάτω']","το ""μέσα"" είναι προς το ""έξω"" ό,τι το ""ανηφορικός"" προς το "
198,EL,βυθίζομαι,αναδύομαι,προσλαμβάνω,"['απολύω', 'διώχνω_από_τη_δουλειά', 'σχολάω', 'απομακρύνω', 'παύω', 'καθαιρώ']","το ""βυθίζομαι"" είναι προς το ""αναδύομαι"" ό,τι το ""προσλαμβάνω"" προς το "
199,EL,ξεχνάω,θυμάμαι,εμπρός,"['πίσω_από', 'πίσω', 'μετά', 'πριν']","το ""ξεχνάω"" είναι προς το ""θυμάμαι"" ό,τι το ""εμπρός"" προς το "
200,EL,εμπρός,πίσω,μετά,"['πριν_από', 'νωρίτερα', 'προηγουμένως']","το ""εμπρός"" είναι προς το ""πίσω"" ό,τι το ""μετά"" προς το "
201,EL,δυναμικός,αμετάβλητος,αρχή,"['τέλος', 'τερματικό', 'τέλειωμα', 'τελευταίο', 'τελικό', 'τέρμα', 'φινάλε', 'συμπέρασμα']","το ""δυναμικός"" είναι προς το ""αμετάβλητος"" ό,τι το ""αρχή"" προς το "
202,EL,πάνω,κάτω,αληθής,"['ψευδής', 'λανθασμένος', 'λάθος', 'εσφαλμένος']","το ""πάνω"" είναι προς το ""κάτω"" ό,τι το ""αληθής"" προς το "
203,EL,πριν,μετά,κάτω,"['πάνω', 'ψηλότερα', 'ψηλά']","το ""πριν"" είναι προς το ""μετά"" ό,τι το ""κάτω"" προς το "
204,EL,ρίχνω,μαζεύω_από_κάτω,ρίχνω,"['σηκώνω', 'μαζεύω_από_κάτω']","το ""ρίχνω"" είναι προς το ""μαζεύω_από_κάτω"" ό,τι το ""ρίχνω"" προς το "
205,EL,ανηφορικός,κατηφορικός,προχωρώ,"['υποχωρώ', 'επιστρέφω']","το ""ανηφορικός"" είναι προς το ""κατηφορικός"" ό,τι το ""προχωρώ"" προς το "
206,EL,νοτιοανατολικός,βορειοανατολικός,νοτιοανατολικός,"['νοτιοδυτικός', 'βορειοανατολικός']","το ""νοτιοανατολικός"" είναι προς το ""βορειοανατολικός"" ό,τι το ""νοτιοανατολικός"" προς το "
207,EL,αληθής,ψευδής,κάτω,"['πάνω', 'ψηλότερα', 'ψηλά']","το ""αληθής"" είναι προς το ""ψευδής"" ό,τι το ""κάτω"" προς το "
208,EL,πρώτος,τελευταίος,μέσα,"['έξω', 'εξωτερικό']","το ""πρώτος"" είναι προς το ""τελευταίος"" ό,τι το ""μέσα"" προς το "
209,EL,αληθής,ψευδής,προσλαμβάνω,"['απολύω', 'διώχνω_από_τη_δουλειά', 'σχολάω', 'απομακρύνω', 'παύω', 'καθαιρώ']","το ""αληθής"" είναι προς το ""ψευδής"" ό,τι το ""προσλαμβάνω"" προς το "
210,IT,inizio,fine,dimenticare,"['ricordare', 'recuperare', 'richiamare', 'chiamare']","""inizio"" sta a ""fine"" come ""dimenticare"" sta a  "
211,IT,verso,via,interiore,"['esteriore', ""all'aperto"", 'fuori']","""verso"" sta a ""via"" come ""interiore"" sta a  "
212,IT,in_salita,in_discesa,sotto,"['sopra', 'superiore', 'su']","""in_salita"" sta a ""in_discesa"" come ""sotto"" sta a  "
213,IT,mortale,immortale,in_salita,"['in_discesa', 'rifiutare', 'cadere', 'ripido', 'in_pendenza_verso_il_basso']","""mortale"" sta a ""immortale"" come ""in_salita"" sta a  "
214,IT,primo,ultimo,in_avanti,"['indietro', 'retro', 'posteriore']","""primo"" sta a ""ultimo"" come ""in_avanti"" sta a  "
215,IT,dentro,fuori,davanti,"['dietro', 'posteriore', 'dopo', 'coda', 'prima']","""dentro"" sta a ""fuori"" come ""davanti"" sta a  "
216,IT,dimenticare,ricordare,prima,"['dopo', 'successivamente', 'poi', 'davanti']","""dimenticare"" sta a ""ricordare"" come ""prima"" sta a  "
217,IT,assumere,licenziare,?,"['?', 'errato', 'sbagliato']","""assumere"" sta a ""licenziare"" come ""?"" sta a  "
218,IT,lasciare_cadere,andare_a_prendere,immergere,['emerge'],"""lasciare_cadere"" sta a ""andare_a_prendere"" come ""immergere"" sta a  "
219,IT,inizio,conclusione,assumere,"['licenziare', 'sostituire', 'interrompere']","""inizio"" sta a ""conclusione"" come ""assumere"" sta a  "
220,IT,procedere,ritorno,interiore,"['esteriore', ""all'aperto"", 'fuori']","""procedere"" sta a ""ritorno"" come ""interiore"" sta a  "
221,IT,off,on,dinamico,"['statico', 'fermo', 'immobile', 'costante']","""off"" sta a ""on"" come ""dinamico"" sta a  "
222,IT,assumere,interrompere,davanti,"['dietro', 'posteriore', 'dopo', 'coda', 'prima']","""assumere"" sta a ""interrompere"" come ""davanti"" sta a  "
223,IT,mortale,immortale,immergere,['emerge'],"""mortale"" sta a ""immortale"" come ""immergere"" sta a  "
224,IT,in_salita,in_discesa,dentro,"['fuori', 'esteriore']","""in_salita"" sta a ""in_discesa"" come ""dentro"" sta a  "
225,IT,primo,ultimo,mortale,['immortale'],"""primo"" sta a ""ultimo"" come ""mortale"" sta a  "
226,IT,dimenticare,ricordare,dinamico,"['statico', 'fermo', 'immobile', 'costante']","""dimenticare"" sta a ""ricordare"" come ""dinamico"" sta a  "
227,IT,dentro,fuori,in_salita,"['in_discesa', 'rifiutare', 'cadere', 'ripido', 'in_pendenza_verso_il_basso']","""dentro"" sta a ""fuori"" come ""in_salita"" sta a  "
228,IT,immergere,emerge,assumere,"['licenziare', 'sostituire', 'interrompere']","""immergere"" sta a ""emerge"" come ""assumere"" sta a  "
229,IT,dimenticare,ricordare,davanti,"['dietro', 'posteriore', 'dopo', 'coda', 'prima']","""dimenticare"" sta a ""ricordare"" come ""davanti"" sta a  "
230,IT,davanti,posteriore,dopo,"['prima', 'prima_di', 'precedentemente']","""davanti"" sta a ""posteriore"" come ""dopo"" sta a  "
231,IT,dinamico,costante,inizio,"['fine', 'ultimo', 'finale', 'finire', 'conclusione']","""dinamico"" sta a ""costante"" come ""inizio"" sta a  "
232,IT,su,giù,?,"['?', 'errato', 'sbagliato']","""su"" sta a ""giù"" come ""?"" sta a  "
233,IT,prima,dopo,sotto,"['sopra', 'superiore', 'su']","""prima"" sta a ""dopo"" come ""sotto"" sta a  "
234,IT,lasciare_cadere,andare_a_prendere,lasciare_cadere,"['sollevare', 'andare_a_prendere']","""lasciare_cadere"" sta a ""andare_a_prendere"" come ""lasciare_cadere"" sta a  "
235,IT,in_salita,in_discesa,procedere,"['ritirata', 'ritorno']","""in_salita"" sta a ""in_discesa"" come ""procedere"" sta a  "
236,IT,sud-est,nord-est,sud-est,"['sud-ovest', 'nord-est']","""sud-est"" sta a ""nord-est"" come ""sud-est"" sta a  "
237,IT,?,?,sotto,"['sopra', 'superiore', 'su']","""?"" sta a ""?"" come ""sotto"" sta a  "
238,IT,primo,ultimo,dentro,"['fuori', 'esteriore']","""primo"" sta a ""ultimo"" come ""dentro"" sta a  "
239,IT,?,?,assumere,"['licenziare', 'sostituire', 'interrompere']","""?"" sta a ""?"" come ""assumere"" sta a  "
240,RO,început,sfărșit,uita,"['aminti', 'recupera', 'reamintire', 'rechema', 'suna', 'amintesc']","""început"" este pentru ""sfărșit"" cum ""uita"" este pentru "
241,RO,către,dinspre,interior,"['exterior', 'în_aer_liber', 'în_afara_ușii', 'în_afară']","""către"" este pentru ""dinspre"" cum ""interior"" este pentru "
242,RO,în_sus,în_jos,dedesupt,"['deaupra', 'mai_sus', 'sus']","""în_sus"" este pentru ""în_jos"" cum ""dedesupt"" este pentru "
243,RO,muritor,nemuritor,în_sus,"['în_jos', 'declin', 'cădea', 'declinat', 'înclinat_în_jos']","""muritor"" este pentru ""nemuritor"" cum ""în_sus"" este pentru "
244,RO,primul,ultimul,înainte,"['înapoi', 'spate', 'invers', 'urmă', 'spre_sparte']","""primul"" este pentru ""ultimul"" cum ""înainte"" este pentru "
245,RO,interior,în_afară,înainte,"['în_spate', 'spate', 'după', 'la_coadă', 'în_prealabil']","""interior"" este pentru ""în_afară"" cum ""înainte"" este pentru "
246,RO,uita,aminti,înainte,"['după', 'ulterior', 'mai_târziu', 'după_acceea', 'în_față']","""uita"" este pentru ""aminti"" cum ""înainte"" este pentru "
247,RO,angajat,demite,adevărat,"['False', 'incorect', 'greșit', 'greșeală']","""angajat"" este pentru ""demite"" cum ""adevărat"" este pentru "
248,RO,cădea,a_ridica,scufunda,['reieși'],"""cădea"" este pentru ""a_ridica"" cum ""scufunda"" este pentru "
249,RO,început,concluzie,angajat,"['demite', 'condedia', 'da_afară', 'deplasa', 'termina']","""început"" este pentru ""concluzie"" cum ""angajat"" este pentru "
250,RO,continua,întoarcere,interior,"['exterior', 'în_aer_liber', 'în_afara_ușii', 'în_afară']","""continua"" este pentru ""întoarcere"" cum ""interior"" este pentru "
251,RO,oprit,deschis,dinamic,"['static', 'calm', 'nemișcat', 'neschimbat']","""oprit"" este pentru ""deschis"" cum ""dinamic"" este pentru "
252,RO,angajat,termina,înainte,"['în_spate', 'spate', 'după', 'la_coadă', 'în_prealabil']","""angajat"" este pentru ""termina"" cum ""înainte"" este pentru "
253,RO,muritor,nemuritor,scufunda,['reieși'],"""muritor"" este pentru ""nemuritor"" cum ""scufunda"" este pentru "
254,RO,în_sus,în_jos,interior,"['în_afară', 'exterior', 'afară']","""în_sus"" este pentru ""în_jos"" cum ""interior"" este pentru "
255,RO,primul,ultimul,muritor,['nemuritor'],"""primul"" este pentru ""ultimul"" cum ""muritor"" este pentru "
256,RO,uita,aminti,dinamic,"['static', 'calm', 'nemișcat', 'neschimbat']","""uita"" este pentru ""aminti"" cum ""dinamic"" este pentru "
257,RO,interior,în_afară,în_sus,"['în_jos', 'declin', 'cădea', 'declinat', 'înclinat_în_jos']","""interior"" este pentru ""în_afară"" cum ""în_sus"" este pentru "
258,RO,scufunda,reieși,angajat,"['demite', 'condedia', 'da_afară', 'deplasa', 'termina']","""scufunda"" este pentru ""reieși"" cum ""angajat"" este pentru "
259,RO,uita,aminti,înainte,"['în_spate', 'spate', 'după', 'la_coadă', 'în_prealabil']","""uita"" este pentru ""aminti"" cum ""înainte"" este pentru "
260,RO,înainte,spate,după,"['înainte', 'mai_devreme', 'anterior']","""înainte"" este pentru ""spate"" cum ""după"" este pentru "
261,RO,dinamic,neschimbat,început,"['sfărșit', 'terminal', 'final', 'ultimul', 'finalizare', 'finală', 'concluzie']","""dinamic"" este pentru ""neschimbat"" cum ""început"" este pentru "
262,RO,sus,jos,adevărat,"['False', 'incorect', 'greșit', 'greșeală']","""sus"" este pentru ""jos"" cum ""adevărat"" este pentru "
263,RO,înainte,după,dedesupt,"['deaupra', 'mai_sus', 'sus']","""înainte"" este pentru ""după"" cum ""dedesupt"" este pentru "
264,RO,cădea,a_ridica,cădea,"['ridica', 'a_ridica']","""cădea"" este pentru ""a_ridica"" cum ""cădea"" este pentru "
265,RO,în_sus,în_jos,continua,"['retragere', 'întoarcere']","""în_sus"" este pentru ""în_jos"" cum ""continua"" este pentru "
266,RO,sud-est,nord-est,sud-est,"['sud-vest', 'nord-est']","""sud-est"" este pentru ""nord-est"" cum ""sud-est"" este pentru "
267,RO,adevărat,False,dedesupt,"['deaupra', 'mai_sus', 'sus']","""adevărat"" este pentru ""False"" cum ""dedesupt"" este pentru "
268,RO,primul,ultimul,interior,"['în_afară', 'exterior', 'afară']","""primul"" este pentru ""ultimul"" cum ""interior"" este pentru "
269,RO,adevărat,False,angajat,"['demite', 'condedia', 'da_afară', 'deplasa', 'termina']","""adevărat"" este pentru ""False"" cum ""angajat"" este pentru "
270,PT,começo,fim,esquecer,"['lembrar', 'recuperar', 'relembrar', 'evocar', 'recordar']","""começo"" está para ""fim"" assim como ""esquecer"" está para "
271,PT,em_direção,longe,interior,"['exterior', 'externo', 'fora']","""em_direção"" está para ""longe"" assim como ""interior"" está para "
272,PT,subida,descida,por_baixo,"['por_cima', 'acima', 'em_cima']","""subida"" está para ""descida"" assim como ""por_baixo"" está para "
273,PT,mortal,imortal,subida,"['descida', 'declínio', 'queda', 'declive', 'inclinado_para_baixo']","""mortal"" está para ""imortal"" assim como ""subida"" está para "
274,PT,primeiro,último,para_a_frente,"['para_trás', 'trás', 'pela_retaguarda']","""primeiro"" está para ""último"" assim como ""para_a_frente"" está para "
275,PT,dentro,fora,adiante,"['atrás', 'traseiro', 'após', 'cauda', 'previamente']","""dentro"" está para ""fora"" assim como ""adiante"" está para "
276,PT,esquecer,lembrar,antes,"['depois', 'subsequentemente', 'mais_tarde', 'adiante', 'ulteriormente,à_frente']","""esquecer"" está para ""lembrar"" assim como ""antes"" está para "
277,PT,empregar,demitir,verdadeiro,"['falso', 'incorreto', 'errado', 'enganado']","""empregar"" está para ""demitir"" assim como ""verdadeiro"" está para "
278,PT,largar,apanhar,imergir,['emergir'],"""largar"" está para ""apanhar"" assim como ""imergir"" está para "
279,PT,começo,conclusão,empregar,"['demitir', 'despedir', 'afastar', 'terminar', 'destituir']","""começo"" está para ""conclusão"" assim como ""empregar"" está para "
280,PT,seguir,retornar,interior,"['exterior', 'externo', 'fora']","""seguir"" está para ""retornar"" assim como ""interior"" está para "
281,PT,desligado,ligado,dinâmico,"['estático', 'quieto', 'imóvel', 'inalterável', 'parado']","""desligado"" está para ""ligado"" assim como ""dinâmico"" está para "
282,PT,empregar,terminar,adiante,"['atrás', 'traseiro', 'após', 'cauda', 'previamente']","""empregar"" está para ""terminar"" assim como ""adiante"" está para "
283,PT,mortal,imortal,imergir,['emergir'],"""mortal"" está para ""imortal"" assim como ""imergir"" está para "
284,PT,subida,descida,dentro,"['fora', 'exterior']","""subida"" está para ""descida"" assim como ""dentro"" está para "
285,PT,primeiro,último,mortal,['imortal'],"""primeiro"" está para ""último"" assim como ""mortal"" está para "
286,PT,esquecer,lembrar,dinâmico,"['estático', 'quieto', 'imóvel', 'inalterável', 'parado']","""esquecer"" está para ""lembrar"" assim como ""dinâmico"" está para "
287,PT,dentro,fora,subida,"['descida', 'declínio', 'queda', 'declive', 'inclinado_para_baixo']","""dentro"" está para ""fora"" assim como ""subida"" está para "
288,PT,imergir,emergir,empregar,"['demitir', 'despedir', 'afastar', 'terminar', 'destituir']","""imergir"" está para ""emergir"" assim como ""empregar"" está para "
289,PT,esquecer,lembrar,adiante,"['atrás', 'traseiro', 'após', 'cauda', 'previamente']","""esquecer"" está para ""lembrar"" assim como ""adiante"" está para "
290,PT,adiante,traseiro,após,"['antes', 'anteriormente', 'previamente']","""adiante"" está para ""traseiro"" assim como ""após"" está para "
291,PT,dinâmico,inalterável,começo,"['fim', 'término', 'final', 'último', 'termo', 'conclusão']","""dinâmico"" está para ""inalterável"" assim como ""começo"" está para "
292,PT,cima,baixo,verdadeiro,"['falso', 'incorreto', 'errado', 'enganado']","""cima"" está para ""baixo"" assim como ""verdadeiro"" está para "
293,PT,antes,depois,por_baixo,"['por_cima', 'acima', 'em_cima']","""antes"" está para ""depois"" assim como ""por_baixo"" está para "
294,PT,largar,apanhar,largar,"['elevar', 'apanhar', 'levantar']","""largar"" está para ""apanhar"" assim como ""largar"" está para "
295,PT,subida,descida,seguir,"['retirar', 'retornar', 'retroceder,recuar,regressar']","""subida"" está para ""descida"" assim como ""seguir"" está para "
296,PT,sudeste,nordeste,sudeste,"['sudoeste', 'nordeste']","""sudeste"" está para ""nordeste"" assim como ""sudeste"" está para "
297,PT,verdadeiro,falso,por_baixo,"['por_cima', 'acima', 'em_cima']","""verdadeiro"" está para ""falso"" assim como ""por_baixo"" está para "
298,PT,primeiro,último,dentro,"['fora', 'exterior']","""primeiro"" está para ""último"" assim como ""dentro"" está para "
299,PT,verdadeiro,falso,empregar,"['demitir', 'despedir', 'afastar', 'terminar', 'destituir']","""verdadeiro"" está para ""falso"" assim como ""empregar"" está para "
300,MK,почеток,крај,заборава,"['помни', 'прибира', 'обновува', 'повтори']","Односот меѓу зборовите ""почеток"" и ""крај"" е еднаков со односот меѓу зборовите ""заборава"" и "
301,MK,кон,надвор,ентериер,"['екстериер', 'надвор']","Односот меѓу зборовите ""кон"" и ""надвор"" е еднаков со односот меѓу зборовите ""ентериер"" и "
302,MK,нагорнина,удолнина,под,"['над', 'горен', 'горе']","Односот меѓу зборовите ""нагорнина"" и ""удолнина"" е еднаков со односот меѓу зборовите ""под"" и "
303,MK,смртен,бесмртен,нагорнина,"['удолнина', 'пад']","Односот меѓу зборовите ""смртен"" и ""бесмртен"" е еднаков со односот меѓу зборовите ""нагорнина"" и "
304,MK,прв,последен,напред,"['назад', 'зад', 'назачки']","Односот меѓу зборовите ""прв"" и ""последен"" е еднаков со односот меѓу зборовите ""напред"" и "
305,MK,внатре,надвор,напред,"['зад', 'одзади', 'по', 'опашка', 'претходно']","Односот меѓу зборовите ""внатре"" и ""надвор"" е еднаков со односот меѓу зборовите ""напред"" и "
306,MK,заборава,помни,пред,"['по', 'последователно', 'подоцна', 'отпосле', 'напред']","Односот меѓу зборовите ""заборава"" и ""помни"" е еднаков со односот меѓу зборовите ""пред"" и "
307,MK,вработува,распушта,вистина,"['лага', 'неточно', 'неисправно', 'погрешно']","Односот меѓу зборовите ""вработува"" и ""распушта"" е еднаков со односот меѓу зборовите ""вистина"" и "
308,MK,испушта,прибира,потопува,['зароди'],"Односот меѓу зборовите ""испушта"" и ""прибира"" е еднаков со односот меѓу зборовите ""потопува"" и "
309,MK,почеток,заклучок,вработува,"['распушта', 'отпушта', 'истиснува', 'раскинува']","Односот меѓу зборовите ""почеток"" и ""заклучок"" е еднаков со односот меѓу зборовите ""вработува"" и "
310,MK,продолжува,враќа,ентериер,"['екстериер', 'надвор']","Односот меѓу зборовите ""продолжува"" и ""враќа"" е еднаков со односот меѓу зборовите ""ентериер"" и "
311,MK,исклучен,вклучен,динамички,"['статичен', 'неподвижен', 'непроменлив']","Односот меѓу зборовите ""исклучен"" и ""вклучен"" е еднаков со односот меѓу зборовите ""динамички"" и "
312,MK,вработува,раскинува,напред,"['зад', 'одзади', 'по', 'опашка', 'претходно']","Односот меѓу зборовите ""вработува"" и ""раскинува"" е еднаков со односот меѓу зборовите ""напред"" и "
313,MK,смртен,бесмртен,потопува,['зароди'],"Односот меѓу зборовите ""смртен"" и ""бесмртен"" е еднаков со односот меѓу зборовите ""потопува"" и "
314,MK,нагорнина,удолнина,внатре,"['надвор', 'надворешен']","Односот меѓу зборовите ""нагорнина"" и ""удолнина"" е еднаков со односот меѓу зборовите ""внатре"" и "
315,MK,прв,последен,смртен,['бесмртен'],"Односот меѓу зборовите ""прв"" и ""последен"" е еднаков со односот меѓу зборовите ""смртен"" и "
316,MK,заборава,помни,динамички,"['статичен', 'неподвижен', 'непроменлив']","Односот меѓу зборовите ""заборава"" и ""помни"" е еднаков со односот меѓу зборовите ""динамички"" и "
317,MK,внатре,надвор,нагорнина,"['удолнина', 'пад']","Односот меѓу зборовите ""внатре"" и ""надвор"" е еднаков со односот меѓу зборовите ""нагорнина"" и "
318,MK,потопува,зароди,вработува,"['распушта', 'отпушта', 'истиснува', 'раскинува']","Односот меѓу зборовите ""потопува"" и ""зароди"" е еднаков со односот меѓу зборовите ""вработува"" и "
