,ID,Relation,Source,Target,LT
854,,,,object,objektas
855,,,,physical_object,fizinis_objektas
856,,,,physical_entity,fizinis_subjektas
857,,,,entity,subjektas
859,L02_48,hypernyms - misc,tv,,televizorius
860,,,,device,įrenginys
861,,,,machine,mašina
862,,,,receiver,imtuvas
863,,,,receiving_system,priėmimo_sistema
864,,,,set,prietaisas
865,,,,electronic_equipment,elektroninė_įranga
866,,,,equipment,įranga
867,,,,artifact,žmogaus_darbo_produktas
868,,,,artefact,artefaktas
869,,,,unit,vienetas
870,,,,object,objektas
871,,,,physical_object,fizinis_objektas
872,,,,physical_entity,fizinis_subjektas
873,,,,entity,subjektas
874,,,,broadcasting,transliacija
875,,,,telecommunication,telekomunikacija
876,,,,telecom,telekomunikacijų
877,,,,medium,terpė
879,L02_49,hypernyms - misc,vase,,vaza
880,,,,jar,stiklainis
881,,,,vessel,indas
882,,,,container,talpa
883,,,,artifact,žmogaus_darbo_produktas
884,,,,artefact,artefaktas
885,,,,unit,vienetas
886,,,,object,objektas
887,,,,physical_object,fizinis_objektas
888,,,,physical_entity,fizinis_subjektas
889,,,,entity,subjektas
891,L02_50,hypernyms - misc,wristband,,apyrankė
892,,,,band,juosta
893,,,,strip,juostelė
894,,,,slip,lapelis
895,,,,artifact,žmogaus_darbo_produktas
896,,,,artefact,artefaktas
897,,,,unit,vienetas
898,,,,object,objektas
899,,,,physical_object,fizinis_objektas
900,,,,physical_entity,fizinis_subjektas
901,,,,entity,subjektas
