,ID,Relation,Source,Target,LT
798,,,,sternum,DUPLICATE_krūtinkaulis
799,,,,scapula,kaukolė
800,,,,glute,sėdmuo
801,,,,manubrium,DUPLICATE_krūtinkaulio_rankena
802,,,,fanny,DUPLICATE_užpakalis
803,,,,side,šonas
804,,,,midsection,DUPLICATE_diafragma
805,,,,pecs,DUPLICATE_krūtinės_raumenys
806,,,,hip,klubas
807,,,,buttock,DUPLICATE_užpakalis
808,,,,intestine,DUPLICATE_žarna
809,,,,breast,krūtis
810,,,,can,DUPLICATE_užpakalis
811,,,,tail,DUPLICATE_užpakalis
812,,,,hindquarters,DUPLICATE_užpakalis
813,,,,xiphoid_process,kardinė_atauga
814,,,,thoracic_vertebra,krūtinės_slanksteliai
815,,,,abdominal_wall,pilvo_siena
816,,,,musculus_deltoideus,deltinis_raumuo
817,,,,abdominal_cavity,pilvo_ertmė
818,,,,arteria_circumflexa_scapulae,apsukinė_mentės_arterija
819,,,,arteria_glutes,sėdmens_arterija
820,,,,arteria_axillaris,pažastinė_arterija
821,,,,axillary_fossa,DUPLICATE_pažastis
822,,,,arteria_colica,gaubtinės_žarnos_arterija
823,,,,articulatio_humeri,DUPLICATE_peties_sąnarys
824,,,,shoulder_joint,DUPLICATE_peties_sąnarys
825,,,,gall_bladder,DUPLICATE_tulžies_pūslė
826,,,,spare_tire,gelbėjimo_ratas
827,,,,arteria_circumflexa_humeri,apsukinė_peties_arterija
828,,,,serratus_muscles,dantytasis_raumuo
829,,,,axillary_artery,peties_arterija
830,,,,gluteus_muscle,sėdmens_raumuo
831,,,,love_handle,DUPLICATE_NO_TRANSLATION
832,,,,latissimus_dorsi,DUPLICATE_platusis_nugaros_raumuo
833,,,,pectoral_muscle,krūtinės_raumuo
834,,,,tooshie,DUPLICATE_užpakalis
835,,,,abdominal_muscle,pilvo_ramuo
836,,,,circumflex_humeral_artery,apsukinė_žastikaulio_arterija
837,,,,abdominal_aorta,pilvo_aorta
838,,,,vena_thoracica,pažastinė_vena
839,,,,musculus_pectoralis,DUPLICATE_krūtinės_raumuo
840,,,,hypochondrium,DUPLICATE_NO_TRANSLATION
841,,,,area_of_cardiac_dullness,DUPLICATE_NO_TRANSLATION
842,,,,glenoid_cavity,sąnarinė_duobė
843,,,,rib_cage,DUPLICATE_krūtinės_ląsta
844,,,,thoracic_aorta,krūtinės_aorta
845,,,,omphalus,DUPLICATE_bamba
846,,,,circumflex_scapular_artery,DUPLICATE_apsukinė_mentės_arterija
847,,,,acromial_process,mentės_atauga
848,,,,shoulder_bone,peties_kaulas
849,,,,tail_end,DUPLICATE_užpakalis
850,,,,rear_end,DUPLICATE_užpakalis
851,,,,gluteal_muscle,DUPLICATE_sėdmens_raumuo
852,,,,inguen,DUPLICATE_kirkšnis
853,,,,shoulder_blade,mentė
854,,,,rotator_cuff,rotatorių_manžetė
855,,,,corpus_sternum,DUPLICATE_krūtinkaulio_kūnas
856,,,,dorsal_vertebra,nugaros_slanksteliai
857,,,,teres_muscle,DUPLICATE_apvalusis_raumuo
858,,,,thoracic_cavity,krūtinės_ertmė
859,,,,axillary_cavity,DUPLICATE_pažastis
860,,,,chest_cavity,DUPLICATE_krūtinės_ertmė
861,,,,deltoid_muscle,DUPLICATE_deltinis_raumuo
862,,,,belly_button,DUPLICATE_bamba
863,,,,gluteal_artery,DUPLICATE_sėdmens_arterija
864,,,,thoracic_vein,krūtinės_vena
865,,,,glenoid_fossa,DUPLICATE_sąnarinė_duobė
866,,,,nates,DUPLICATE_sėdmenys
867,,,,colic_artery,DUPLICATE_gaubtinės_žarnos_arterija
868,,,,lumbar_vertebra,juosmens_slanksteliai
869,,,,hind_end,DUPLICATE_užpakalis
871,L06_47,meronyms - part,tripod,,trikojis
872,,,,leg,koja
873,,,,stand,stovas
875,L06_48,meronyms - part,typewriter,,spausdinimo_mašinėlė
876,,,,keyboard,klaviatūra
877,,,,typewriter,spausdinimo_mašinėlė
878,,,,carriage,vežimėlis
879,,,,tab,tabuliatorius
880,,,,ribbon,juostelė
881,,,,shift,didžiųjų_raidžių_klavišas
882,,,,backspace,grįžties_klavišas
883,,,,action,veiksmas
884,,,,key,klavišas
885,,,,typewriter_carriage,spausdinimo_mašinėlės_vežimėlis
886,,,,backspace_key,DUPLICATE_grįžties_klavišas
887,,,,action_mechanism,veikimo_mechanizmas
888,,,,typewriter_keyboard,spausdinimo_mašinėlės_klaviatūra
889,,,,shift_key,DUPLICATE_didžiųjų_raidžių_klavišas
890,,,,space_bar,tarpo_klavišas
891,,,,tab_key,tabuliacijos_klavišas
892,,,,typewriter_ribbon,spausdinimo_mašinėlės_juostelė
893,,,,backspacer,DUPLICATE_grįžties_klavišas
895,L06_49,meronyms - part,window,,langas
896,,,,pane,stiklas
897,,,,sash,varčia
898,,,,windowpane,lango_stiklas
899,,,,window,langas
900,,,,fastener,užraktas
901,,,,glass,DUPLICATE_stiklas
902,,,,frame,rėmas
903,,,,case,DUPLICATE_rėmas
904,,,,windowsill,palangė
905,,,,mullion,vidstaktis
906,,,,jamb,stakta
907,,,,lock,DUPLICATE_užraktas
908,,,,casing,apdaila
909,,,,sash_lock,varčios_užraktas
910,,,,window_glass,DUPLICATE_lango_stiklas
911,,,,sash_fastener,DUPLICATE_varčios_užraktas
912,,,,pane_of_glass,DUPLICATE_window_pane
913,,,,window_lock,lango_užraktas
914,,,,window_sash,lango_varčia
915,,,,window_frame,lango_rėmas
917,L06_50,meronyms - part,womb,,gimda
918,,,,cervix,kaklelis
919,,,,caul,vaisiaus_odelė
920,,,,placenta,placenta
921,,,,oviduct,kiaušintakis
922,,,,veil,NO_TRANSLATION
923,,,,myometrium,raumeninis_dangalas
924,,,,endometrium,gimdos_gleivinė
925,,,,uterine_artery,gimdos_arterija
926,,,,embryonic_membrane,embriono_membrana
927,,,,uterine_cervix,gimdos_kaklelis
928,,,,uterine_cavity,gimdos_ertmė
929,,,,fallopian_tube,DUPLICATE_kiaušintakis
930,,,,uterine_tube,DUPLICATE_kiaušintakis
931,,,,cervix_uteri,DUPLICATE_uterine_cervix
932,,,,arteria_uterina,DUPLICATE_gimdos_arterija
