,ID,Relation,Source,Target,LT
753,,,,placental_mammal,placentinis_žinduolis
754,,,,craniate,kaukolinis_gyvūnas
755,,,,,gyvūnija
756,L01_39,hypernyms - animals,quail,,putpelė
757,,,,fowl,paukštiena
758,,,,bird,paukštis
759,,,,vertebrate,stuburinis_gyvūnas
760,,,,poultry,naminiai_paukščiai
761,,,,creature,būtybė
762,,,,beast,žvėris
763,,,,being,esybė
764,,,,animal,gyvūnas
765,,,,organism,organizmas
766,,,,fauna,fauna
767,,,,chordate,chordiniai
768,,,,wild_fowl,DUPLICATE_antiniai
769,,,,wildfowl,antiniai
770,,,,animate_being,gyva_esybė
771,,,,gallinaceous_bird,vištinis_paukštis
772,,,,craniate,kaukolinis_gyvūnas
773,,,,gallinacean,vištiniai
774,,,,living_thing,gyvas_daiktas
775,,,,,gyvūnija
776,L01_40,hypernyms - animals,rattlesnake,,barškuolė
777,,,,snake,gyvatė
778,,,,reptile,roplys
779,,,,pit_viper,angis
780,,,,serpent,DUPLICATE_gyvatė
781,,,,ophidian,ofidijos
782,,,,,"duobagalvė_angis,reptilija"
783,L01_41,hypernyms - animals,squirrel,,voverė
784,,,,rodent,graužikas
785,,,,vertebrate,stuburinis_gyvūnas
786,,,,creature,būtybė
787,,,,beast,žvėris
788,,,,animal,gyvūnas
789,,,,organism,organizmas
790,,,,fauna,fauna
791,,,,placental,placentiniai
792,,,,chordate,chordiniai
793,,,,eutherian,DUPLICATE_aukštesnysis_žinduolis
794,,,,mammal,žinduolis
795,,,,mammalian,DUPLICATE_žinduolis
796,,,,eutherian_mammal,aukštesnysis_žinduolis
797,,,,gnawer,graužėjas
798,,,,animate_being,gyva_esybė
799,,,,living_thing,gyvas_daiktas
800,,,,placental_mammal,placentinis_žinduolis
801,,,,craniate,kaukolinis_gyvūnas
802,,,,,gyvūnija
803,L01_42,hypernyms - animals,stegosaurus,,stegozauras
804,,,,dinosaur,dinozauras
805,,,,reptile,roplys
806,,,,armored_dinosaur,šarvuotasis_dinozauras
807,,,,archosaur,archozauras
808,,,,archosaurian,DUPLICATE_archozauras
809,,,,archosaurian_reptile,archozaurų_roplys
811,L01_43,hypernyms - animals,tiger,,tigras
812,,,,feline,kačių_šeimos_žinduolis
813,,,,cat,katė
814,,,,beast,žvėris
815,,,,animal,gyvūnas
816,,,,organism,organizmas
817,,,,fauna,fauna
818,,,,placental,placentiniai
819,,,,carnivore,mėsėdžiai
820,,,,chordate,chordiniai
821,,,,felid,katinių_šeimos_gyvūnas
822,,,,eutherian,DUPLICATE_aukštesnysis_žinduolis
823,,,,mammal,žinduolis
824,,,,mammalian,DUPLICATE_žinduolis
825,,,,eutherian_mammal,aukštesnysis_žinduolis
826,,,,animate_being,animate_esybė
827,,,,placental_mammal,placentinis_žinduolis
828,,,,craniate,kaukolinis_gyvūnas
829,,,,big_cat,didžioji_katė
831,,,,,"plėšrūnas,gyvūnija"
832,L01_44,hypernyms - animals,triceratops,,triceratopsas
833,,,,dinosaur,dinozauras
834,,,,reptile,roplys
835,,,,ceratopsian,ceratopsianas
836,,,,horned_dinosaur,raguotas_dinozauras
837,,,,archosaur,archozauras
838,,,,archosaurian,DUPLICATE_archozauras
839,,,,archosaurian_reptile,archozaurų_roplys
840,,,,,reptilija
841,L01_45,hypernyms - animals,turkey,,kalakutas
842,,,,fowl,paukštiena
843,,,,bird,paukštis
844,,,,vertebrate,stuburinis_gyvūnas
845,,,,poultry,naminiai_paukščiai
846,,,,creature,būtybė
847,,,,beast,žvėris
848,,,,being,esybė
849,,,,animal,gyvūnas
850,,,,organism,organizmas
851,,,,fauna,fauna
852,,,,chordate,chordiniai
853,,,,domestic_fowl,naminė_višta
854,,,,animate_being,gyva_esybė
855,,,,gallinaceous_bird,vištinis_paukštis
856,,,,craniate,kaukolinis_gyvūnas
857,,,,gallinacean,vištinių
858,,,,living_thing,gyvas_daiktas
859,,,,,gyvūnija
860,L01_46,hypernyms - animals,tyrannosaurus,,tiranozauras
861,,,,dinosaur,dinozauras
862,,,,reptile,roplys
863,,,,theropod,driežadubenis
864,,,,theropod_dinosaur,driežadubenis_dinozauras
865,,,,bird-footed_dinosaur,paukščiapėdis_dinozauras
866,,,,archosaur,archozauras
867,,,,archosaurian,DUPLICATE_archozauras
868,,,,archosaurian_reptile,archozaurų_roplys
869,,,,,"reptilija,terapodas"
870,L01_47,hypernyms - animals,velociraptor,,velociraptorius
871,,,,dinosaur,dinozauras
872,,,,reptile,roplys
873,,,,maniraptor,koelurozaurinis_dinozauras
874,,,,archosaur,archozauras
875,,,,archosaurian,DUPLICATE_archozauras
876,,,,archosaurian_reptile,archozaurų_roplys
877,,,,,reptilija
878,L01_48,hypernyms - animals,viper,,angis
879,,,,snake,gyvatė
880,,,,reptile,roplys
881,,,,serpent,DUPLICATE_gyvatė
882,,,,ophidian,ofidijos
884,,,,,žvynaroplis
885,L01_49,hypernyms - animals,vulture,,kalkutinis_grifas
886,,,,raptor,plėšrūnas
887,,,,bird,paukštis
888,,,,vertebrate,stuburinis_gyvūnas
889,,,,creature,būtybė
890,,,,beast,žvėris
891,,,,being,esybė
892,,,,animal,gyvūnas
893,,,,organism,organizmas
894,,,,fauna,fauna
895,,,,chordate,chordiniai
896,,,,animate_being,gyva_esybė
897,,,,craniate,kaukolinis_gyvūnas
898,,,,living_thing,gyvas_daiktas
899,,,,raptorial_bird,paukštis_plėšrūnas
900,,,,bird_of_prey,plėšrusis_paukštis
901,,,,,gyvūnija
902,L01_50,hypernyms - animals,wolf,,vilkas
903,,,,canine,DUPLICATE_šuniniai
904,,,,vertebrate,stuburinis_gyvūnas
905,,,,creature,būtybė
906,,,,beast,žvėris
907,,,,canid,šuniniai
908,,,,being,esybė
909,,,,animal,gyvūnas
910,,,,organism,organizmas
911,,,,fauna,fauna
912,,,,placental,placentiniai
913,,,,carnivore,mėsėdžiai
914,,,,chordate,chordiniai
915,,,,eutherian,DUPLICATE_aukštesnysis_žinduolis
916,,,,mammal,žinduolis
917,,,,mammalian,DUPLICATE_žinduolis
918,,,,animate_being,gyva_esybė
919,,,,eutherian_mammal,aukštesnysis_žinduolis
920,,,,locomote,vaikštantis
921,,,,placental_mammal,placentinis_žinduolis
922,,,,craniate,kaukolinis_gyvūnas
923,,,,domesticated_animal,prijaukintas_gyvūnas
924,,,,physical_entity,fizinis_subjektas
925,,,,domestic_animal,naminis_gyvūnas
926,,,,living_thing,gyvas_daiktas
927,,,,,"gyvulys,gyvūnija,plėšrūnas"
