,ID,Relation,Source,Target,LT
743,,,,leggy,ilgakojis
744,,,,long-legged,DUPLICATE_ilgakojis
745,,,,long-shanked,DUPLICATE_ilgakojis
746,,,,tall-growing,DUPLICATE_aukštas
747,,,,long,ilgas
748,,,,long-stalked,ilgšis
749,,,,tall-stalked,DUPLICATE_ilgšis
750,,,,stately,didingas
751,,,,statuesque,DUPLICATE_didingas
752,,,,tallish,aukštokas
754,L09_40,antonyms - gradable,simple,,paprastas
755,,,,difficult,sunkus
756,,,,challenging,DUPLICATE_sunkus
757,,,,hard,DUPLICATE_sunkus
758,,,,complicated,sudėtingas
759,,,,demanding,DUPLICATE_sunkus
760,,,,daunting,bauginantis
761,,,,taxing,DUPLICATE_sunkus
763,L09_41,antonyms - gradable,sincere,,nuoširdus
764,,,,insincere,nenuoširdus
765,,,,bootlicking,padlaižiaujantis
766,,,,fawning,meilikaujantis
767,,,,obsequious,keliaklupsčiaujantis
768,,,,sycophantic,įtaikus
769,,,,toadyish,DUPLICATE_meilikaujamas
770,,,,buttery,DUPLICATE_meilikaujamas
771,,,,fulsome,perdėtas
772,,,,oily,DUPLICATE_meilikaujamas
773,,,,oleaginous,DUPLICATE_meilikaujamas
774,,,,smarmy,DUPLICATE_meilikaujamas
775,,,,soapy,DUPLICATE_meilikaujamas
776,,,,unctuous,salsvas
777,,,,dissimulative,apsimetamas
778,,,,False,netikras
779,,,,feigned,apsimestinis
780,,,,gilded,pagražintas
781,,,,meretricious,apgaulingas
782,,,,specious,DUPLICATE_apgaulingas
783,,,,hypocritical,veidmainiškas
784,,,,plausible,DUPLICATE_pataikaujantis
785,,,,counterfeit,DUPLICATE_apsimestinis
786,,,,imitative,dirbtinis
787,,,,dishonest,apgavikiškas
788,,,,dishonorable,DUPLICATE_apgavikiškas
789,,,,disingenuous,DUPLICATE_nenuoširdus
790,,,,artful,DUPLICATE_apgaulingas
791,,,,unreal,DUPLICATE_netikras
793,L09_42,antonyms - gradable,slow,,lėtas
794,,,,fast,greitas
795,,,,quick,DUPLICATE_greitas
796,,,,accelerated,pagreitintas
797,,,,alacritous,skubus
798,,,,blistering,žaibiškas
799,,,,hot,DUPLICATE_greitas
800,,,,red-hot,DUPLICATE_greitas
801,,,,double-quick,spartus
802,,,,express,DUPLICATE_greitas
803,,,,fast-breaking,DUPLICATE_greitas
804,,,,fast-paced,DUPLICATE_greitas
805,,,,fleet,eiklus
806,,,,swift,DUPLICATE_skubus
807,,,,high-speed,greitaeigis
808,,,,high-velocity,DUPLICATE_greitaeigis
809,,,,hurrying,DUPLICATE_skubus
810,,,,scurrying,lekiantis
811,,,,immediate,nedelsiamas
812,,,,prompt,skubrus
813,,,,straightaway,DUPLICATE_nedelsiamas
814,,,,instantaneous,momentalus
815,,,,instant,momentinis
816,,,,meteoric,DUPLICATE_žaibiškas
817,,,,speedy,DUPLICATE_greitas
818,,,,rapid,DUPLICATE_greitas
819,,,,winged,DUPLICATE_greitas
820,,,,windy,DUPLICATE_greitas
822,L09_43,antonyms - gradable,sweet,,saldus
823,,,,sour,rūgštus
824,,,,acerb,DUPLICATE_rūgštus
825,,,,acerbic,DUPLICATE_rūgštus
826,,,,astringent,DUPLICATE_rūgštus
827,,,,acetose,acto
828,,,,acetous,DUPLICATE_acto
829,,,,vinegary,DUPLICATE_acto
830,,,,vinegarish,DUPLICATE_acto
831,,,,acidic,DUPLICATE_acto
832,,,,acid,DUPLICATE_acto
833,,,,acidulent,DUPLICATE_acto
834,,,,acidulous,rūgštokas
835,,,,lemony,citrininis
836,,,,lemonlike,DUPLICATE_citrininis
837,,,,sourish,DUPLICATE_rūgštokas
838,,,,tangy,DUPLICATE_citrininis
839,,,,tart,DUPLICATE_citrininis
840,,,,subacid,DUPLICATE_acto
841,,,,bitter,DUPLICATE_rūgštus
843,L09_44,antonyms - gradable,tasty,,skanus
844,,,,tasteless,beskonis
845,,,,bland,prėskas
846,,,,flat,išsivadėjęs
847,,,,flavorless,DUPLICATE_prėskas
848,,,,flavourless,DUPLICATE_prėskas
849,,,,insipid,neskanus
850,,,,savorless,nevalgomas
851,,,,savourless,DUPLICATE_nevalgomas
852,,,,vapid,DUPLICATE_beskonis
853,,,,unflavored,DUPLICATE_beskonis
854,,,,unflavoured,DUPLICATE_beskonis
855,,,,nonflavored,DUPLICATE_beskonis
856,,,,nonflavoured,DUPLICATE_beskonis
857,,,,unsalted,DUPLICATE_prėskas
858,,,,unseasoned,nepaskanintas
859,,,,unappetizing,neapetitiškas
860,,,,unappetising,DEBLICATE_neapeptitiškas
861,,,,unpalatable,DUPLICATE_neskanus
863,L09_45,antonyms - gradable,tight,,tvirtas
864,,,,loose,laisvas
865,,,,lax,silpnas
866,,,,baggy,dukslus
867,,,,loose-fitting,DUPLICATE_dukslus
868,,,,sloppy,suglebęs
869,,,,flyaway,palaidas
870,,,,free,DUPLICATE_laisvas
871,,,,liberal,liberalus
872,,,,informal,nevaržomas
873,,,,unofficial,NO_TRANSLATION
875,L09_46,antonyms - gradable,warm,,šiltas
876,,,,cool,vėsus
877,,,,cold,šaltas
878,,,,chilly,šaltokas
879,,,,frosty,speiguotas
880,,,,frigid,ledinis
882,L09_47,antonyms - gradable,white,,baltas
883,,,,black,juodas
884,,,,dark,tamsus
885,,,,lightless,DUPLICATE_tamsus
887,L09_48,antonyms - gradable,wide,,platus
888,,,,narrow,siauras
889,,,,constricting,siaurinantis
890,,,,constrictive,DUPLICATE_siaurinantis
891,,,,narrowing,DUPLICATE_siaurinantis
892,,,,narrowed,susiaurintas
893,,,,narrow-mouthed,DUPLICATE_siauras
894,,,,slender,DUPLICATE_siauras
895,,,,thin,DUPLICATE_siauras
896,,,,strait,DUPLICATE_siauras
897,,,,straplike,DUPLICATE_siauras
898,,,,tapered,nusmailintas
899,,,,tapering,smailėjantis
900,,,,limited,ribotas
902,L09_49,antonyms - gradable,willing,,norintis
903,,,,unwilling,nenorintis
904,,,,defiantnoncompliant,ignoruojantis
905,,,,involuntary,DUPLICATE_nenorintis
906,,,,nonvoluntary,DUPLICATE_nenorintis
907,,,,unvoluntary,DUPLICATE_nenorintis
908,,,,disinclined,nelinkęs
909,,,,averse,nenusiteikęs
910,,,,backward,svyruojantis
911,,,,hesitant,dvejojantis
912,,,,indisposed,DUPLICATE_nelinkęs
913,,,,loath,DUPLICATE_nenorintis
914,,,,reluctant,nenoringas
915,,,,uneager,netrokštantis
916,,,,unwishful,DUPLICATE_nenoringas
918,L09_50,antonyms - gradable,young,,jaunas
919,,,,old,senas
920,,,,aged,senyvas
921,,,,elderly,pagyvenęs
922,,,,older,senovinis
923,,,,senior,vyresnis
924,,,,age,DUPLICATE_senyvas
925,,,,aging,senstantis
926,,,,ageing,DUPLICATE_senstantis
927,,,,senescent,DUPLICATE_senstantis
928,,,,ancient,DUPLICATE_senovinis
929,,,,anile,senės
930,,,,centenarian,šimtametis
931,,,,darkened,NO_TRANSLATION
932,,,,doddering,sukriošęs
933,,,,doddery,DUPLICATE_sukriošęs
934,,,,gaga,suvaikėjęs
935,,,,senile,senatviškas
936,,,,emeritus,emeritas
937,,,,grey,žilas
938,,,,gray,DUPLICATE_žilas
939,,,,grey-haired,žilagalvis
940,,,,gray-haired,DUPLICATE_žilagalvis
941,,,,grey-headed,DUPLICATE_žilagalvis
942,,,,gray-headed,DUPLICATE_žilagalvis
943,,,,grizzly,pražilęs
944,,,,hoar,DUPLICATE_pražilęs
945,,,,hoary,DUPLICATE_pražilęs
946,,,,white-haired,DUPLICATE_pražilęs
947,,,,middle-aged,pusamžis
948,,,,nonagenarian,devyniasdešimtmetis
949,,,,octogenarian,aštuoniasdešimtmetis
950,,,,oldish,DUPLICATE_senyvas
951,,,,overage,persenęs
952,,,,overaged,DUPLICATE_persenęs
953,,,,superannuated,DUPLICATE_persenęs
954,,,,over-the-hill,DIBLICATE_senas
955,,,,sexagenarian,septyniasdešimtmetis
956,,,,venerable,garbingas
957,,,,experienced,patyręs
958,,,,experient,prityręs
959,,,,mature,brandus
