,ID,Relation,Source,Target,LT
639,,,,tom-tom,tomtomas
640,,,,timbrel,DUPLICATE_tambūrinas
641,,,,djembe,djembe_būgnas
642,,,,doumbek,NO_TRANSLATION
643,,,,darbuka,darbuka_būgnas
645,L03_25,hyponyms - misc,emotion,,emocija
646,,,,anger,pyktis
647,,,,choler,DUPLICATE_pyktis
648,,,,ire,įtūžis
649,,,,anxiety,nerimas
650,,,,conditioned_emotional_response,sąlyginis_emocinis_atsakas
651,,,,cer,NO_TRANSLATION
652,,,,conditioned_emotion,sąlyginė_emocija
653,,,,emotional_state,emocinė_būsena
654,,,,spirit,dvasia
655,,,,fear,baimė
656,,,,fearfulness,baimingumas
657,,,,fright,išgąstis
658,,,,reverence,pagarbumas
659,,,,awe,pagarbi_baimė
660,,,,veneration,garbinimas
661,,,,hate,neapykanta
662,,,,hatred,DUPLICATE_nepaykanta
663,,,,joy,džiaugsmas
664,,,,joyousness,džiaugsmingumas
665,,,,joyfulness,DUPLICATE_džiaugsmingumas
666,,,,love,meilė
667,,,,annoyance,susierzinimas
668,,,,chafe,DUPLICATE_susierzinimas
669,,,,vexation,apmaudas
670,,,,bad_temper,bloga_nuotaika
671,,,,ill_temper,DUPLICATE_bloga_nuotaika
672,,,,dander,DUPLICATE_pyktis
673,,,,hackles,DUPLICATE_pyktis
674,,,,fury,įsiutimas
675,,,,rage,įniršis
676,,,,madness,pamišimas
677,,,,huffiness,pasipūtimas
678,,,,indignation,pasipiktinimas
679,,,,outrage,DUPLICATE_pasipiktinimas
680,,,,infuriation,pasiutimas
681,,,,enragement,įniršimas
682,,,,umbrage,įsižeidimas
683,,,,offense,DUPLICATE_įsižeidimas
684,,,,offence,DUPLICATE_įsižeidimas
685,,,,angst,DUPLICATE_baimė
686,,,,anxiousness,DUPLICATE_nerimas
687,,,,disquiet,neramumas
688,,,,concern,susirūpinimas
689,,,,care,rūpinimasis
690,,,,discomfiture,sumišimas
691,,,,discomposure,DUPLICATE_sumišimas
692,,,,disconcertion,sutrikimas
693,,,,disconcertment,DUPLICATE_sutrikimas
694,,,,edginess,irzlumas
695,,,,uneasiness,DUPLICATE_nerimas
696,,,,inquietude,DUPLICATE_neramumas
697,,,,disquietude,DUPLICATE_neramumas
698,,,,insecurity,nesaugumas
699,,,,jitteriness,nervingumas
700,,,,jumpiness,DUPLICATE_nervingumas
701,,,,nervousness,DUPLICATE_nervingumas
702,,,,restiveness,nirtulys
703,,,,scruple,dvejojimas
704,,,,qualm,nuogąstavimas
705,,,,misgiving,būgštavimas
706,,,,sinking,stingdantis_jausmas
707,,,,sinking_feeling,DUPLICATE_stingdantis_jausmas
708,,,,worry,jaudinimasis
709,,,,trouble,nerimavimas
710,,,,ecstasy,ekstazė
711,,,,rapture,susižavėjimas
712,,,,transport,įkarštis
713,,,,exaltation,egzaltacija
714,,,,raptus,DUPLICATE_susižavėjimas
715,,,,embarrassment,DUPLICATE_sutrikimas
716,,,,gratification,pasitenkinimas
717,,,,satisfaction,DUPLICATE_pasitenkinimas
718,,,,happiness,laimė
719,,,,felicity,palaima
720,,,,state,puikybė
721,,,,unhappiness,nelaimingumas
722,,,,alarm,DUPLICATE_nerimas
723,,,,dismay,DUPLICATE_nerimas
724,,,,consternation,siaubas
725,,,,apprehension,baiminimasis
726,,,,apprehensiveness,DUPLICATE_baiminimasis
727,,,,dread,didžiulė_baimė
728,,,,creeps,šiurpas
729,,,,frisson,virpulys
730,,,,shiver,drebulys
731,,,,chill,šiurpulys
732,,,,quiver,DUPLICATE_virpulys
733,,,,shudder,DUPLICATE_drebulys
734,,,,thrill,DUPLICATE_virpulys
735,,,,tingle,DUPLICATE_virpulys
736,,,,horror,pasibaisėjimas
737,,,,hysteria,isterija
738,,,,intimidation,įsigąsdinimas
739,,,,panic,panika
740,,,,terror,DUPLICATE_siaubas
741,,,,affright,DUPLICATE_išgąstis
742,,,,scare,DUPLICATE_išgąstis
743,,,,panic_attack,panikos_ataka
744,,,,stage_fright,scenos_baimė
745,,,,timidity,bailumas
746,,,,timidness,DUPLICATE_bailumas
747,,,,timorousness,baikštumas
748,,,,abhorrence,bjaurėjimasis
749,,,,abomination,pasibjaurėjimas
750,,,,detestation,neapkentimas
751,,,,execration,DUPLICATE_neapkentimas
752,,,,loathing,šlykštėjimasis
753,,,,odium,pasišlykštėjimas
754,,,,despisal,niekinimas
755,,,,despising,DUPLICATE_niekinimas
756,,,,hostility,priešiškumas
757,,,,enmity,DUPLICATE_priešiškumas
758,,,,ill_will,pikta_valia
759,,,,malevolence,piktdžiuga
760,,,,malignity,pagiežingumas
761,,,,misanthropy,DUPLICATE_pagiežingumas
762,,,,misogamy,mizogamija
763,,,,misogyny,mizoginija
764,,,,misogynism,DUPLICATE_mizoginija
765,,,,misology,mizologija
766,,,,misoneism,mizoneizmas
767,,,,misopedia,mizopedija
768,,,,murderousness,kraugeriškumas
769,,,,elation,pakili_nuotaika
770,,,,high_spirits,gera_nuotaika
771,,,,lightness,linksma_nuotaika
772,,,,exhilaration,puiki_nuotaika
773,,,,excitement,susijaudinimas
774,,,,exuberance,energingumas
775,,,,exultation,džiūgavimas
776,,,,jubilance,džiugesys
777,,,,jubilancy,DUPLICATE_džiugesys
778,,,,jubilation,DUPLICATE_džiugesys
779,,,,agape,agapė
780,,,,agape_love,agapės_meilė
781,,,,amorousness,įsimylėjimas
782,,,,enamoredness,DUPLICATE_įsimylėjimas
783,,,,ardor,aistra
784,,,,ardour,DUPLICATE_aistra
785,,,,benevolence,geranoriškumas
786,,,,devotion,atsidavimas
787,,,,devotedness,DUPLICATE_atsidavimas
788,,,,filial_love,sūnaus_meilė
789,,,,heartstrings,giliausi_jausmai
790,,,,lovingness,mylėjimas
791,,,,caring,DUPLICATE_rūpinimasis
792,,,,loyalty,lojalumas
793,,,,puppy_love,vaikiška_meilė
794,,,,calf_love,vaikiškas_susižavėjimas
795,,,,crush,DUPLICATE_susižavėjimas
796,,,,infatuation,DUPLICATE_susižavėjimas
797,,,,worship,DUPLICATE_garbinimas
798,,,,adoration,dievinimas
799,,,,aggravation,įpykis
800,,,,exasperation,įpykimas
801,,,,displeasure,nepasitenkinimas
802,,,,frustration,frustracija
803,,,,harassment,DUPLICATE_susirūpinimas
804,,,,torment,kankinimasis
805,,,,pique,nuoskauda
806,,,,temper,DUPLICATE_pyktis
807,,,,irritation,DUPLICATE_susierzinimas
808,,,,fit,emocinis_priepuolis
809,,,,tantrum,staigus_įniršis
810,,,,scene,vaidas
811,,,,conniption,DUPLICATE_emocinis_priepuolis
812,,,,irascibility,ūmumas
813,,,,short_temper,ūmus_būdas
814,,,,spleen,DUPLICATE_pyktis
815,,,,quick_temper,karštas_būdas
816,,,,lividity,DUPLICATE_įpykis
817,,,,wrath,rūstybė
818,,,,dudgeon,DUPLICATE_pasipiktinimas
819,,,,high_dudgeon,didžiulis_pasipiktinimas
820,,,,willies,DUPLICATE_išgąstis
821,,,,comfort,nusiraminimas
822,,,,quality_of_life,gyvenimo_kokybė
823,,,,blessedness,DUPLICATE_palaima
824,,,,beatitude,DUPLICATE_palaima
825,,,,beatification,beatifikacija
826,,,,radiance,švytėjimas
827,,,,embitterment,kartėlio_jautimas
828,,,,sadness,liūdesys
829,,,,sorrow,sielvartas
830,,,,sorrowfulness,liūdėjimas
831,,,,pall,įkyrėjimas
832,,,,foreboding,bloga_nuojauta
833,,,,premonition,nuojauta
834,,,,presentiment,nujautimas
835,,,,boding,pranašavimas
836,,,,gloom,niūrumas
837,,,,gloominess,DUPLICATE_niūrumas
838,,,,somberness,liūdnumas
839,,,,sombreness,DUPLICATE_liūdnumas
840,,,,suspense,nežinomybė
841,,,,trepidation,DUPLICATE_jaudinimasis
842,,,,swivet,DUPLICATE_panika
843,,,,cold_feet,drebančios_kinkos
844,,,,diffidence,drovėjimasis
845,,,,self-doubt,nepasitikėjimas_savimi
846,,,,self-distrust,DUPLICATE_nepasitikėjimas_savimi
847,,,,shyness,drovumas
848,,,,aggression,agresija
849,,,,aggressiveness,agresyvumas
850,,,,animosity,DUPLICATE_priešiškumas
851,,,,animus,DUPLICATE_priešiškumas
852,,,,bad_blood,nesantaika
853,,,,antagonism,antagonizmas
854,,,,belligerence,karingumas
855,,,,belligerency,DUPLICATE_karingumas
856,,,,class_feeling,DUPLICATE_NO_TRANSLATION
857,,,,resentment,DUPLICATE_pasipiktinimas
858,,,,bitterness,kartėlis
859,,,,gall,DUPLICATE_kartėlis
860,,,,rancor,pagieža
861,,,,rancour,DUPLICATE_pagieža
862,,,,maleficence,žalingumas
863,,,,malice,DUPLICATE_pagieža
864,,,,maliciousness,DUPLICATE_pagiežingumas
865,,,,spite,piktumas
866,,,,spitefulness,DUPLICATE_piktumas
867,,,,venom,DUPLICATE_įtūžis
868,,,,vindictiveness,kerštingumas
869,,,,vengefulness,DUPLICATE_kerštingumas
870,,,,misocainea,neapykanta_naujovems
871,,,,euphoria,euforija
872,,,,euphory,DUPLICATE_euforija
873,,,,bang,didžiulis_malonumas
874,,,,boot,pyla
875,,,,charge,atsakomybė
876,,,,rush,jausmų_antplūdis
877,,,,flush,emocijų_banga
878,,,,kick,malonumas
879,,,,intoxication,apsvaigimas
880,,,,titillation,DUPLICATE_virpulys
881,,,,triumph,triumfas
882,,,,beneficence,kilnumas
883,,,,warmheartedness,geraširdiškumas
884,,,,warmth,širdingumas
885,,,,nirvana,nirvana
886,,,,enlightenment,prašviesėjimas
887,,,,mourning,gedulas
888,,,,bereavement,netekties_jausmas
889,,,,poignance,skausmingumas
890,,,,poignancy,DUPLICATE_skausmingumas
891,,,,presage,DUPLICATE_nuojauta
892,,,,shadow,šešėlinė_emocija
893,,,,hesitance,svyravimas
894,,,,hesitancy,DUPLICATE_svyravimas
895,,,,unassertiveness,neužtikrintumas
896,,,,warpath,įtūžimas
897,,,,envy,pavydas
898,,,,enviousness,pavydumas
899,,,,grudge,DUPLICATE_pagieža
900,,,,score,DUPLICATE_NO_TRANSLATION
901,,,,grievance,skriauda
902,,,,heartburning,pavyduliavimas
903,,,,sulkiness,DUPLICATE_niūrumas
904,,,,huffishness,DUPLICATE_pasipūtimas
905,,,,covetousness,godumas
906,,,,jealousy,DUPLICATE_pavydas
907,,,,green-eyed_monster,žaliaakė_pabaisa
908,,,,penis_envy,penio_pavydas
909,,,,,"nuolankumas,beprotybė,rūpestis,varžymasis,nesmagumas,žavėjimasis,nustėrimas,įsibauginimas,neapykanta_moterims,gyvumas,ištikimybė,aistringa_meilė,paguoda,nuliūdimas,nusiminimas,širdgėla,sielvartavimas,įgrisimas,nežinia,drova,piktanoriškumas,piktdžiugiškumas,pareiga,gedėjimas,neryžtingumas,gobšumas,godulys"
910,L03_26,hyponyms - misc,flask,,skysčių_tara
911,,,,thermos,termosas
912,,,,ampulla,ampulė
913,,,,canteen,gertuvė
914,,,,erlenmeyer_flask,kūginė_kolba
915,,,,hipflask,kišeninis_buteliukas
916,,,,pocket_flask,DUPLICATE_kišeninis_buteliukas
917,,,,round-bottom_flask,apvaliadugnė_kolba
918,,,,vacuum_flask,DUPLICATE_termosas
919,,,,vacuum_bottle,DUPLICATE_termosas
920,,,,dewar_flask,Diuaro_indas
921,,,,dewar,DUPLICATE_Diuaro_indas
922,,,,thermos_bottle,DUPLICATE_termosas
923,,,,thermos_flask,DUPLICATE_termosas
924,,,,,"kolba,kolbutė,vakuuminė_kolba,butelis,buteliukas,termosinis_butelis,gertuvėlė,neišsiliejanti_gertuvėlė"
925,L03_27,hyponyms - misc,guitar,,gitara
926,,,,ukulele,ukulelė
927,,,,bass,bosinė_gitara
928,,,,bass_guitar,DUPLICATE_bosinė_gitara
929,,,,acoustic_guitar,akustinė_gitara
930,,,,cittern,citra
931,,,,cithern,DUPLICATE_citra
932,,,,cither,DUPLICATE_citra
933,,,,citole,DUPLICATE_citra
934,,,,gittern,DUPLICATE_citra
935,,,,electric_guitar,elektrinė_gitara
936,,,,hawaiian,Havajų_giatara
937,,,,steel,plieno_gitara
938,,,,uke,DUPLICATE_ukulelė
939,,,,,"klasikinė_gitara,dvylikastygė_gitara,nerūdijančio_plieno_gitara,liutnia,balalaika,mandolina,bandža"
940,L03_28,hyponyms - misc,gun,,šaunamasis_ginklas
941,,,,rifle,graižtvinis_šautuvas
942,,,,air,pneumatinis_šautuvas
943,,,,airgun,orinis_šautuvas
944,,,,antiaircraft,priešlėktuvinis_ginklas
945,,,,flak,zenitinė_artilerija
946,,,,flack,DUPLICATE_zenitinė_artilerija
947,,,,pom-pom,DUPLICATE_zenitinė_artilerija
948,,,,ack-ack,DUPLICATE_zenitinė_artilerija
949,,,,breechloader,užtaisomas_pro_drūtgalį_pabūklas
950,,,,cannon,pabūklas
951,,,,firearm,DUPLICATE_šautuvas
952,,,,piece,DUPLICATE_šaunamasis_ginklas
953,,,,small-arm,šaunamasis_ginklas
954,,,,gas,dujinis_šautuvas
955,,,,minute,kanonada
956,,,,quaker,kvakerių_patranka
957,,,,set,NO_TRANSLATION
958,,,,spring,spyruoklinis_šautuvas
959,,,,whaling,banginių_medžioklės_harpūnas
960,,,,,"savaeigė,savaeigis_artilerijos_pabūklas,mažo_kalibro_šautuvas"
961,L03_29,hyponyms - misc,jewel,,brangakmenis
962,,,,diamond,deimantas
963,,,,ruby,rubinas
964,,,,pearl,perlas
965,,,,emerald,smaragdas
966,,,,sapphire,safyras
967,,,,,briliantas
968,L03_30,hyponyms - misc,jewelry,,papuošalai
969,,,,bracelet,apyrankė
970,,,,bead,karoliukas
971,,,,bijou,dailus_mažmožis
972,,,,bling,blizgutis
973,,,,bling_bling,brangūs_blizgučiai
974,,,,bangle,DUPLICATE_apyrankė
975,,,,clip,segtukas
976,,,,cufflink,rankogalių_sąsaga
977,,,,earring,auskaras
978,,,,jewel,brangakmenis
979,,,,gem,DUPLICATE_brangakmenis
980,,,,precious_stone,taurusis_akmuo
981,,,,necklace,vėrinys
982,,,,pin,smeigė
983,,,,ring,žiedas
984,,,,band,juosta
985,,,,tie_clip,kaklaraiščio_segtukas
986,,,,bugle,stiklinis_karolis
987,,,,anklet,apykojė
988,,,,ankle_bracelet,kojos_papuošalas
989,,,,armilla,daugiasluoksnė_apyrankė
990,,,,pendant_earring,pakabukas_auskaras
991,,,,drop_earring,kabantis_auskaras
992,,,,eardrop,ilgas_auskaras
993,,,,crown_jewel,karūnos_brangakmenis
994,,,,diamond,deimantas
995,,,,emerald,smaragdas
996,,,,pearl,perlas
997,,,,ruby,rubinas
998,,,,sapphire,safyras
999,,,,solitaire,pasjansas
1000,,,,chain,grandinėlė
1001,,,,string,virvelė
1002,,,,strand,gija
1003,,,,choker,kaklo_papuošalas
1004,,,,collar,kaklasaitis
1005,,,,dog_collar,balta_dvasininkų_apykaklė
1006,,,,neckband,apykaklė
1007,,,,brooch,sagė
1008,,,,broach,DUPLICATE_smeigė
1009,,,,breastpin,krūtinės_segtukas
1010,,,,scatter_pin,maža_sagė
1011,,,,stickpin,smeigtukas
1012,,,,tie_tack,kaklaraiščio_smeigtukas
1013,,,,tiepin,DUPLICATE_kaklaraiščio_segtukas
1014,,,,scarfpin,šalikėlio_segtukas
1015,,,,annulet,žiedelis
1016,,,,engagement_ring,sužadėtuvių_žiedas
1017,,,,mourning_ring,gedulo_žiedas
1018,,,,ringlet,vija
1019,,,,signet_ring,signetė
1020,,,,seal_ring,žiedas_su_antspauduku
1021,,,,wedding_ring,vestuvinis_žiedas
1022,,,,wedding_band,DUPLICATE_vestuvinis_žiedas
1023,,,,ice,deimantai
1024,,,,sparkler,briliantai
1025,,,,seed_pearl,smulkus_perlas
1026,,,,sunburst,žėrintis_papuošalas
1027,,,,,"briliantas,segė,brangenybė"
1028,L03_31,hyponyms - misc,mixer,,mikseris
1029,,,,blender,trintuvas
1030,,,,liquidizer,sulčiaspaudė
1031,,,,liquidiser,DUPLICATE_sulčiaspaudė
1032,,,,eggbeater,plakiklis
1033,,,,eggwhisk,DUPLICATE_plakiklis
1034,,,,electric,elektrinis_mikseris
1035,,,,whisk,DUPLICATE_plakiklis
1036,,,,,"blenderis,plaktuvas"
1037,L03_32,hyponyms - misc,month,,mėnuo
1038,,,,january,sausis
1039,,,,february,vasaris
1040,,,,march,kovas
1041,,,,april,balandis
1042,,,,may,gegužė
1043,,,,june,birželis
1044,,,,july,liepa
1045,,,,august,rugpjūtis
1046,,,,september,rugsėjis
1047,,,,october,spalis
1048,,,,november,lapkritis
1049,,,,december,gruodis
1050,,,,jan,DUPLICATE_sausis
1051,,,,feb,DUPLICATE_vasaris
1052,,,,mar,DUPLICATE_kovas
1053,,,,apr,DUPLICATE_balandis
1054,,,,jun,DUPLICATE_birželis
1055,,,,jul,DUPLICATE_liepa
1056,,,,aug,DUPLICATE_rugpjūtis
1057,,,,sep,DUPLICATE_rugsėjis
1058,,,,oct,DUPLICATE_spalis
1059,,,,nov,DUPLICATE_lapkritis
1060,,,,dec,DUPLICATE_gruodis
1062,L03_33,hyponyms - misc,oven,,kepimo_krosnelė
1063,,,,broiler,grilis
1064,,,,dutch_oven,olandiška_krosnelė
1065,,,,gas_oven,dujinė_krosnelė
1066,,,,rotisserie,kepimo_krosnelė_su_besisukančiu_iešmu
1067,,,,tandoor,tandyras
1068,,,,,"keramikinė_krosnelė,keraminė_krosnelė,orkaitė,elektrinė_orkaitė,dujinė_orkaitė,kepsninė"
1069,L03_34,hyponyms - misc,painting,,tapyba
1070,,,,watercolor,akvarelė
1071,,,,abstraction,abstrakcija
1072,,,,cityscape,miestovaizdis
1073,,,,daub,teplionė
1074,,,,distemper,tempera
1075,,,,finger-painting,spalvinimas_pirštais_šlapiame_popieriuje
1076,,,,icon,ikona
1077,,,,ikon,DUPLICATE_ikona
1078,,,,landscape,peizažas
1079,,,,miniature,miniatiūra
1080,,,,illumination,rankraščio_puošmena
1081,,,,monochrome,vienspalvis_paveikslas
1082,,,,mural,sienų_tapyba
1083,,,,wall,DUPLICATE_sienų_tapyba
1084,,,,nude,aktų_tapyba
1085,,,,nude_painting,DUPLICATE_aktų_tapyba
1086,,,,oil,aliejinė_tapyba
1087,,,,pentimento,NO_TRANSLATION
1088,,,,sand,smėlio_tapyba
1089,,,,seascape,jūros_peizažas
1090,,,,waterscape,DUPLICATE_jūros_peizažas
1091,,,,semi-abstraction,pusinė_abstrakcija
1092,,,,still_life,natiurmortas
1093,,,,tanka,DUPLICATE_NO_TRANSLATION
1094,,,,water-color,DUPLICATE_akvarelė
1095,,,,watercolour,DUPLICATE_akvarelė
1096,,,,water-colour,DUPLICATE_akvarelė
1097,,,,fresco,freska
1098,,,,graffitti,grafitis
1099,,,,,"kraštovaizdis,gamtovaizdis,landšaftas,marina,terlionė"
1100,L03_35,hyponyms - misc,poem,,poema
1101,,,,haiku,haiku
1102,,,,abecedarius,abecedarijus
1103,,,,alcaic,alkajinė_strofa
1104,,,,alcaic_verse,DUPLICATE_alkajinė_strofa
1105,,,,ballad,baladė
1106,,,,lay,DUPLICATE_baladė
1107,,,,ballade,DUPLICATE_baladė
1108,,,,blank_verse,baltosios_eilės
1109,,,,elegy,elegija
1110,,,,lament,rauda
1111,,,,epic_poem,epinė_poema
1112,,,,heroic_poem,herojinė_poema
1113,,,,epic,epas
1114,,,,epos,DUPLICATE_epas
1115,,,,free_verse,verlibras
1116,,,,vers_libre,DUPLICATE_verlibras
1117,,,,lyric,lyrika
1118,,,,lyric_poem,lyrinė_poema
1119,,,,rondeau,rondo
1120,,,,rondel,rondelis
1121,,,,sonnet,sonetas
1122,,,,tanka,tanka
1123,,,,terza_rima,tercina
1124,,,,verse,eilėraštis
1125,,,,rhyme,rimuotas_eilėraštis
1126,,,,versicle,antifona
1127,,,,,"epopėja,mitologinė_poema,satyrinė_poema,didaktinė_poema,istorinė_poema,alegorinė_poema,burleskinė_komedijinė_poema,filosofinė_poema,romantinė_poema,aprašomoji_poema"
1128,L03_36,hyponyms - misc,railway,,geležinkelis
1129,,,,monorail,vienbėgis_geležinkelis
1130,,,,cable,lynų_kelias
1131,,,,funicular,funikulierius
1132,,,,cog,krumpliaratinis_keltuvas
1133,,,,rack,DUPLICATE_krumpliaratinis_keltuvas
1134,,,,elevated,estakadinis_geležinkelis
1135,,,,el,DUPLICATE_estakadinis_geležinkelis
1136,,,,overhead,antžeminis_geležinkelis
1137,,,,metro,metro
1138,,,,tube,DUPLICATE_metro
1139,,,,underground,DUPLICATE_metro
1140,,,,subway,DUPLICATE_metro
1141,,,,rail,geležinkelio_linija
1142,,,,,"keltuvas,metropolitenas,tramvajus,siaurasis_geležinkelis,siaurukas,platusis_geležinkelis,dvibėgis_geležinkelis,bendrasis_geležinkelis,pramoninis_geležinkelis,vietinis_geležinkelis,magistralinis_geležinkelis"
1143,L03_37,hyponyms - misc,season,,sezonas
1144,,,,spring,pavasaris
1145,,,,harvest,derliaus_nuėmimo_metas
1146,,,,haying,šienapjūtė
1147,,,,fall,ruduo
1148,,,,autumn,DUPLICATE_ruduo
1149,,,,springtime,DUPLICATE_pavasaris
1150,,,,summer,vasara
1151,,,,summertime,DUPLICATE_vasara
1152,,,,winter,žiema
1153,,,,wintertime,DUPLICATE_žiema
1154,,,,rainy,lietaus_sezonas
1155,,,,dry,sausasis_sezonas
1156,,,,growing,vegetacijos_laikotarpis
1157,,,,seedtime,sėjos_metas
1158,,,,sheepshearing,avių_kirpimo_metas
1159,,,,holiday,atostogų_metas
1160,,,,high,sezono_įkarštis
1161,,,,peak,DUPLICATE_sezonos_įkarštis
1162,,,,off-season,ne_sezonas
1163,,,,preseason,priešsezoninis_laikotarpis
1164,,,,baseball,beisbolo_sezonas
1165,,,,basketball,krepšinio_sezonas
1166,,,,exhibition,parodų_sezonas
1167,,,,concert,koncertų_sezonas
1168,,,,fishing,žvejybos_sezonas
1169,,,,football,futbolo_sezonas
1170,,,,hockey,ledo_ritulio_sezonas
1171,,,,hunting,medžioklės_sezonas
1172,,,,social,socialinis_sezonas
1173,,,,theatrical,teatro_sezonas
1174,,,,whitsun,Sekminių_savaitė
1175,,,,whitsuntide,DUPLICATE_Sekminių_savaitė
1176,,,,whitweek,DUPLICATE_Sekminių_savaitė
1177,,,,,"pjūties_metas,javapjūtė,darbymetis,lietingasis_sezonas,liūčių_sezonas,lietingasis_metų_laikas,lietingasis_laikotarpis,sausrų_sezonas,sausasis_metų_laikas,sausasis_laikotarpis,atsotogų_sezonas,kurortinis_sezonas,ne_sezono_metas"
1178,L03_38,hyponyms - misc,seat,,sėdynė
1179,,,,chair,kėdė
1180,,,,bench,suolas
1181,,,,box,ložė
1182,,,,ottoman,otomanė
1183,,,,pouf,pufas
1184,,,,pouffe,DUPLICATE_pufas
1185,,,,puff,DUPLICATE_pufas
1186,,,,hassock,klauptas
1187,,,,sofa,sofa
1188,,,,couch,DUPLICATE_sofa
1189,,,,lounge,fotelis
1190,,,,stool,taburetė
1191,,,,toilet,tualeto_sėdynė
1192,,,,,"krėslas,suoliukas,suolelis,kušetė,kanapa"
1193,L03_39,hyponyms - misc,shelf,,lentyna
1194,,,,bookshelf,knygų_lentyna
1195,,,,hob,kaitvietė
1196,,,,mantel,židinio_atbraila
1197,,,,mantelpiece,DUPLICATE_židinio_atbraila
1198,,,,mantle,DUPLICATE_židinio_atbraila
1199,,,,mantlepiece,DUPLICATE_židinio_atbraila
1200,,,,chimneypiece,DUPLICATE_židinio_atbraila
1201,,,,overmantel,papuošimas_virš_židinio
1202,,,,berm,berma
1204,L03_40,hyponyms - misc,shirt,,marškiniai
1205,,,,polo,polo_marškinėliai
1206,,,,camise,NO_TRANSLATION
1207,,,,dashiki,DUPLICATE_NO_TRANSLATION
1208,,,,daishiki,DUPLICATE_NO_TRANSLATION
1209,,,,dress,kostiumo_marškiniai
1210,,,,evening,DUPLICATE_kostiumo_marškiniai
1211,,,,hair,ašutiniai_marškiniai
1212,,,,jersey,džersio_marškinėliai
1213,,,,t-shirt,marškinėliai
1214,,,,tee,DUPLICATE_marškinėliai
1215,,,,kurta,kurta_marškinėliai
1216,,,,sport,sportiniai_marškinėliai
1217,,,,tank,berankoviai_marškinėliai
1218,,,,work-shirt,darbiniai_marškiniai
1219,,,,,"kostiuminiai_marškiniai,kurta_marškiniai,kurta_palaidinė"
1220,L03_41,hyponyms - misc,shoes,,batai
1221,,,,sneakers,sportbačiai
1222,,,,anklet,kojos_papuošalas
1223,,,,baby_shoes,bateliai_kūdikiams
1224,,,,balmoral,Oksfordo_stiliaus_batai
1225,,,,blucher,NO_TRANSLATION
1226,,,,bowling_shoes,boulingo_batai
1227,,,,brogan,DUPLICATE_NO_TRANSLATION
1228,,,,brogue,DUPLICATE_NO_TRANSLATION
1229,,,,clodhopper,sunkūs_batai
1230,,,,work_shoes,darbiniai_batai
1231,,,,calceus,DUPLICATE_NO_TRANSLATION
1232,,,,chopine,DUPLICATE_NO_TRANSLATION
1233,,,,platform_shoes,platforminiai_batai
1234,,,,chukka,DUPLICATE_NO_TRANSLATION
1235,,,,boots,aulinukai
1236,,,,cleats,startukai
1237,,,,congress_shoes,DUPLICATE_NO_TRANSLATION
1238,,,,gaiters,blauzdinės
1239,,,,flipper_shoes,plaukmenys
1240,,,,fin_shoes,DUPLICATE_plaukmenys
1241,,,,ghillie,minkšti_šokių_bateliai
1242,,,,gillie,DUPLICATE_minkšti_šokių_bateliai
1243,,,,gym_shoes,DUPLICATE_sportbačiai
1244,,,,tennis_shoes,teniso_batai
1245,,,,loafers,loaferai
1246,,,,moccasins,mokasinai
1247,,,,mocassins,DUPLICATE_mokasinai
1248,,,,oxford_shoes,DUPLICATE_Oksfordo_stiliaus_batai
1249,,,,pump_shoes,DUPLICATE_minkšti_šokių_bateliai
1250,,,,running_shoes,bėgiojimo_batai
1251,,,,sabot,klumpės
1252,,,,wooden_shoes,DUPLICATE_klumpės
1253,,,,sandals,sandalai
1254,,,,slingbacks,basutės
1255,,,,sling_shoes,DUPLICATE_basutės
1256,,,,walker_shoes,vaikščiojimo_batai
1257,,,,walking_shoes,vaikščiojimui_skirti_batai
1258,,,,wedgie,pleištiniai_batai
1259,,,,wing_shoes,DUPLICATE_NO_TRANSLATION
1260,,,,tip_shoes,DUPLICATE_NO_TRANSLATION
1261,,,,stiletto,smailiakulniai_bateliai
1262,,,,heeled,batai_su_kulnais
1263,,,,,"kūdinio_bateliai,vaikiški_batai,vyriški_batai,moteriški_batai,suvarstomi_batai,užsegami_batai,įspiriami_batai,įmaunami_batai,odiniai_batai,auliniai_batai,pusbačiai,sportiniai_bateliai,teniso_bateliai,bėgiojimui_skirti_batai,žygio_batai,turistiniai_batai,aukštakulniai_bateliai,žemakulniai_bateliai,guminiai_batai"
1264,L03_42,hyponyms - misc,sofa,,sofa
1265,,,,divan,kušetė
1266,,,,diwan,DUPLICATE_kušetė
1267,,,,convertible_sofa,išlankstoma_sofa
1268,,,,daybed,tachta
1269,,,,loveseat,sofutė_dviem
1270,,,,settee,minkštasuolis
1271,,,,squab,DUPLICATE_kušetė
1272,,,,,"sulankstoma_sofa,sofa-lova,miegamoji_sofa,gulimoji_sofa,fotelis_dviem"
1273,L03_43,hyponyms - misc,song,,daina
1274,,,,lullaby,lopšinė
1275,,,,religious_song,religinė_giesmė
1276,,,,anthem,himnas
1277,,,,aria,arija
1278,,,,ballad,baladė
1279,,,,lay,trumpa_dainelė
1280,,,,barcarole,barkarolė
1281,,,,barcarolle,DUPLICATE_barkarolė
1282,,,,ditty,DUPLICATE_trumpa_dainelė
1283,,,,dirge,rauda
1284,,,,coronach,laidotuvių_giesmė
1285,,,,lament,DUPLICATE_rauda
1286,,,,requiem,rekviem
1287,,,,threnody,gedulinga_giesmė
1288,,,,drinking_song,išgertuvių_daina
1289,,,,folk_song,liaudies_daina
