,ID,Relation,Source,Target,BM
662,,,,gnawer,DUPLICATE_NO_TRANSLATION
663,,,,animate_being,ɲɛnamaya
664,,,,living_thing,ɲɛnama_fɛn
665,,,,placental_mammal,denso_bagan
666,,,,craniate,DUPLICATE_NO_TRANSLATION
669,L01_35,hypernyms - animals,orangutan,,orangutan
670,,,,primate,NO_TRANSLATION
671,,,,vertebrate,kolomafɛn
672,,,,creature,"datanfɛn,_fɛndalen"
673,,,,beast,bagan
674,,,,being,ni_ma_fɛn
675,,,,animal,DUPLICATE_bagan
676,,,,organism,fɛnɲɛnamaw
677,,,,fauna,kungosogow
678,,,,placental,denso_kɔnɔ
679,,,,hominid,DUPLICATE_NO_TRANSLATION
680,,,,chordate,DUPLICATE_NO_TRANSLATION
681,,,,eutherian,DUPLICATE_NO_TRANSLATION
682,,,,mammal,DUPLICATE_bagan
683,,,,ape,"warabilen,bouboutiga"
684,,,,mammalian,baganw
685,,,,animate_being,ɲɛnamaya
686,,,,eutherian_mammal,DUPLICATE_NO_TRANSLATION
687,,,,placental_mammal,denso_bagan
688,,,,craniate,DUPLICATE_NO_TRANSLATION
689,,,,physical_physical_entity,farikolo-ɲɛnajɛ-fɛn
690,,,,living_thing,ɲɛnama_fɛn
692,L01_36,hypernyms - animals,owl,,gingin
693,,,,raptor,NO_TRANSLATION
694,,,,bird,kɔnɔ
695,,,,vertebrate,kolomafɛn
696,,,,creature,"datanfɛn,_fɛndalen"
697,,,,beast,bagan
698,,,,being,ni_ma_fɛn
699,,,,animal,DUPLICATE_bagan
700,,,,organism,fɛnɲɛnamaw
701,,,,fauna,kungosogow
702,,,,chordate,DUPLICATE_NO_TRANSLATION
703,,,,animate_being,ɲɛnamaya
704,,,,craniate,DUPLICATE_NO_TRANSLATION
705,,,,living_thing,ɲɛnama_fɛn
706,,,,raptorial_bird,DUPLICATE_NO_TRANSLATION
707,,,,bird_of_prey,fɛn_min__kɔnɔnin
709,L01_37,hypernyms - animals,pony,,so
710,,,,bovid,"gɛrɛnmafɛn,_biɲɛwmafɛn"
711,,,,mammal,DUPLICATE_bagan
712,,,,horse,so
713,,,,vertebrate,kolomafɛn
714,,,,creature,"datanfɛn,_fɛndalen"
715,,,,beast,bagan
716,,,,animal,DUPLICATE_bagan
717,,,,organism,fɛnɲɛnamaw
718,,,,fauna,kungosogow
719,,,,placental,denso_kɔnɔ
720,,,,eutherian,NO_TRANSLATION
721,,,,equine,DUPLICATE_so
722,,,,mammalian,baganw
723,,,,equid,DUPLICATE_so
724,,,,living_thing,ɲɛnama_fɛn
725,,,,odd-toed_ungulate,DUPLICATE_NO_TRANSLATION
726,,,,animate_being,ɲɛnamaya
727,,,,eutherian_mammal,DUPLICATE_NO_TRANSLATION
728,,,,perissodactyl,DUPLICATE_NO_TRANSLATION
729,,,,placental_mammal,denso_bagan
730,,,,craniate,DUPLICATE_NO_TRANSLATION
731,,,,hoofed_mammal,DUPLICATE_NO_TRANSLATION
732,,,,physical_entity,farikolo-ɲɛnajɛ-fɛn
733,,,,perissodactyl_mammal,DUPLICATE_NO_TRANSLATION
734,,,,equus_caballus,DUPLICATE_NO_TRANSLATION
736,L01_38,hypernyms - animals,porcupine,,bala
737,,,,rodent,NO_TRANSLATION
738,,,,vertebrate,kolomafɛn
739,,,,creature,"datanfɛn,_fɛndalen"
740,,,,beast,bagan
741,,,,animal,DUPLICATE_beast
742,,,,organism,fɛnɲɛnamaw
743,,,,fauna,kungosogow
744,,,,placental,denso_kɔnɔ
745,,,,chordate,DUPLICATE_NO_TRANSLATION
746,,,,eutherian,DUPLICATE_NO_TRANSLATION
747,,,,mammal,DUPLICATE_bagan
748,,,,mammalian,baganw
749,,,,eutherian_mammal,DUPLICATE_NO_TRANSLATION
750,,,,gnawer,DUPLICATE_NO_TRANSLATION
751,,,,animate_being,ɲɛnamaya
752,,,,living_thing,ɲɛnama_fɛn
753,,,,placental_mammal,denso_bagan
754,,,,craniate,DUPLICATE_NO_TRANSLATION
756,L01_39,hypernyms - animals,quail,,kayi
757,,,,fowl,kɔnɔw
758,,,,bird,kɔnɔ
759,,,,vertebrate,kolomafɛn
760,,,,poultry,DUPLICATE_kɔnɔ
761,,,,creature,"datanfɛn,_fɛndalen"
762,,,,beast,bagan
763,,,,being,ni_ma_fɛn
764,,,,animal,DUPLICATE_bagan
765,,,,organism,fɛnɲɛnamaw
766,,,,fauna,kungosogow
767,,,,chordate,NO_TRANSLATION
768,,,,wild_fowl,kungo_kɔnɔ_kɔnɔw
769,,,,wildfowl,DUPLICATE_kungo_kɔnɔ_kɔnɔw
770,,,,animate_being,ɲɛnamaya
771,,,,gallinaceous_bird,DUPLICATE_NO_TRANSLATION
772,,,,craniate,DUPLICATE_NO_TRANSLATION
773,,,,gallinacean,DUPLICATE_NO_TRANSLATION
774,,,,living_thing,ɲɛnama_fɛn
776,L01_40,hypernyms - animals,rattlesnake,,NO_TRANSLATION
777,,,,snake,sa
778,,,,reptile,fɛnɲɛnɛma
779,,,,pit_viper,DUPLICATE_sa
780,,,,serpent,DUPLICATE_sa
781,,,,ophidian,dugumanfen
783,L01_41,hypernyms - animals,squirrel,,nkɛlenni
784,,,,rodent,NO_TRANSLATION
785,,,,vertebrate,kolomafɛn
786,,,,creature,"datanfɛn,_fɛndalen"
787,,,,beast,bagan
788,,,,animal,DUPLICATE_bagan
789,,,,organism,fɛnɲɛnamaw
790,,,,fauna,kungosogow
791,,,,placental,denso_kɔnɔ
792,,,,chordate,DUPLICATE_NO_TRANSLATION
793,,,,eutherian,DUPLICATE_NO_TRANSLATION
794,,,,mammal,DUPLICATE_bagan
795,,,,mammalian,baganw
796,,,,eutherian_mammal,DUPLICATE_NO_TRANSLATION
797,,,,gnawer,DUPLICATE_NO_TRANSLATION
798,,,,animate_being,ɲɛnamaya
799,,,,living_thing,ɲɛnama_fɛn
800,,,,placental_mammal,denso_bagan
801,,,,craniate,DUPLICATE_NO_TRANSLATION
803,L01_42,hypernyms - animals,stegosaurus,,NO_TRANSLATION
804,,,,dinosaur,dinɔsɔsi
805,,,,reptile,fɛnɲɛnɛma
806,,,,armored_dinosaur,NO_TRANSLATION
807,,,,archosaur,DUPLICATE_NO_TRANSLATION
808,,,,archosaurian,DUPLICATE_NO_TRANSLATION
809,,,,archosaurian_reptile,DUPLICATE_NO_TRANSLATION
811,L01_43,hypernyms - animals,tiger,,wara
812,,,,feline,jakumama
813,,,,cat,jakuma
814,,,,beast,bagan
815,,,,animal,DUPLICATE_bagan
816,,,,organism,fɛnɲɛnamaw
817,,,,fauna,kungosogow
818,,,,placental,denso_kɔnɔ
819,,,,carnivore,sogodunbagan
820,,,,chordate,NO_TRANSLATION
821,,,,felid,DUPLICATE_jakuma
822,,,,eutherian,DUPLICATE_NO_TRANSLATION
823,,,,mammal,DUPLICATE_bagan
824,,,,mammalian,baganw
825,,,,eutherian_mammal,DUPLICATE_NO_TRANSLATION
826,,,,animate_being,ɲɛnamaya
827,,,,placental_mammal,denso_bagan
828,,,,craniate,DUPLICATE_NO_TRANSLATION
829,,,,big_cat,jakumaba
832,L01_44,hypernyms - animals,triceratops,,NO_TRANSLATION
833,,,,dinosaur,dinɔsɔsi
834,,,,reptile,fɛnɲɛnɛma
835,,,,ceratopsian,NO_TRANSLATION
836,,,,horned_dinosaur,dinɔsɔsi_biɲɛwma
837,,,,archosaur,DUPLICATE_NO_TRANSLATION
838,,,,archosaurian,DUPLICATE_NO_TRANSLATION
839,,,,archosaurian_reptile,DUPLICATE_NO_TRANSLATION
841,L01_45,hypernyms - animals,turkey,,kulokulo
842,,,,fowl,kɔnɔw
843,,,,bird,kɔnɔ
844,,,,vertebrate,kolomafɛn
845,,,,poultry,DUPLICATE_kɔnɔ
846,,,,creature,"datanfɛn,_fɛndalen"
847,,,,beast,bagan
848,,,,being,ni_ma_fɛn
849,,,,animal,DUPLICATE_bagan
850,,,,organism,fɛnɲɛnamaw
851,,,,fauna,kungosogow
852,,,,chordate,NO_TRANSLATION
853,,,,domestic_fowl,sokɔnɔ_kɔnɔw
854,,,,animate_being,ɲɛnamaya
855,,,,gallinaceous_bird,DUPLICATE_NO_TRANSLATION
856,,,,craniate,DUPLICATE_NO_TRANSLATION
857,,,,gallinacean,DUPLICATE_NO_TRANSLATION
858,,,,living_thing,ɲɛnama_fɛn
859,,,,,kulokuloba
860,L01_46,hypernyms - animals,tyrannosaurus,,NO_TRANSLATION
861,,,,dinosaur,dinɔsɔsi
862,,,,reptile,fɛnɲɛnɛma
863,,,,theropod,NO_TRANSLATION
864,,,,theropod_dinosaur,DUPLICATE_NO_TRANSLATION
865,,,,bird-footed_dinosaur,DUPLICATE_NO_TRANSLATION
866,,,,archosaur,DUPLICATE_NO_TRANSLATION
867,,,,archosaurian,DUPLICATE_NO_TRANSLATION
868,,,,archosaurian_reptile,DUPLICATE_NO_TRANSLATION
870,L01_47,hypernyms - animals,velociraptor,,NO_TRANSLATION
871,,,,dinosaur,dinɔsɔsi
872,,,,reptile,fɛnɲɛnɛma
873,,,,maniraptor,NO_TRANSLATION
874,,,,archosaur,DUPLICATE_NO_TRANSLATION
875,,,,archosaurian,DUPLICATE_NO_TRANSLATION
876,,,,archosaurian_reptile,DUPLICATE_NO_TRANSLATION
878,L01_48,hypernyms - animals,viper,,sajugu
879,,,,snake,sa
880,,,,reptile,fɛnɲɛnɛma
881,,,,serpent,DUPLICATE_sa
882,,,,ophidian,dugumanfen
885,L01_49,hypernyms - animals,vulture,,duga
886,,,,raptor,NO_TRANSLATION
887,,,,bird,kɔnɔ
888,,,,vertebrate,kolomafɛn
889,,,,creature,"datanfɛn,_fɛndalen"
890,,,,beast,bagan
891,,,,being,ni_ma_fɛn
892,,,,animal,DUPLICATE_bagan
893,,,,organism,fɛnɲɛnamaw
894,,,,fauna,kungosogow
895,,,,chordate,DUPLICATE_NO_TRANSLATION
896,,,,animate_being,ɲɛnamaya
897,,,,craniate,DUPLICATE_NO_TRANSLATION
898,,,,living_thing,ɲɛnama_fɛn
899,,,,raptorial_bird,DUPLICATE_NO_TRANSLATION
900,,,,bird_of_prey,fɛn_min__kɔnɔnin
902,L01_50,hypernyms - animals,wolf,,lugaru
903,,,,canine,wulu
904,,,,vertebrate,kolomafɛn
905,,,,creature,"datanfɛn,_fɛndalen"
906,,,,beast,bagan
907,,,,canid,DUPLICATE_wulu
908,,,,being,ni_ma_fɛn
909,,,,animal,DUPLICATE_bagan
910,,,,organism,fɛnɲɛnamaw
911,,,,fauna,kungosogow
912,,,,placental,denso_kɔnɔ
913,,,,carnivore,sogodunbagan
914,,,,chordate,NO_TRANSLATION
915,,,,eutherian,DUPLICATE_NO_TRANSLATION
916,,,,mammal,DUPLICATE_bagan
917,,,,mammalian,baganw
918,,,,animate_being,ɲɛnamaya
919,,,,eutherian_mammal,DUPLICATE_NO_TRANSLATION
920,,,,locomote,DUPLICATE_NO_TRANSLATION
921,,,,placental_mammal,denso_bagan
922,,,,craniate,DUPLICATE_NO_TRANSLATION
923,,,,domesticated_animal,sokɔnɔbagan
924,,,,physical_entity,farikolo-ɲɛnajɛ-fɛn
925,,,,domestic_animal,DUPLICATE_sokɔnɔbagan
926,,,,living_thing,ɲɛnama_fɛn
