,ID,Relation,Source,Target,BM
694,,,,consumer_goods,kunmabɔnafolo_fɛnw
695,,,,covering,datugulan
696,,,,commodity,dumunifɛn
697,,,,trade_good,jagofɛnw
698,,,,good,bolola_fenw
699,,,,artifact,fɛn_dilannenw
700,,,,artefact,DUPLICATE_artifact
701,,,,unit,"kelen,_kelenya"
702,,,,object,"minɛn,_fɛn"
703,,,,physical_object,fɛn_farikoloma
704,,,,physical_entity,"farikolo-ɲɛnajɛ-fɛn,_farikoloma_fɛn,_yeli_fɛn"
705,,,,entity,fɛndɔ
707,L02_39,hypernyms - misc,sidewalk,,sirada_la
708,,,,walk,ka_taama
709,,,,walkway,taama_sira
710,,,,paseo,NO_TRANSLATION
711,,,,path,sira
712,,,,way,DUPLICATE_path
713,,,,artifact,fɛn_dilannenw
714,,,,artefact,DUPLICATE_artifact
715,,,,unit,"kelen,_kelenya"
716,,,,object,"minɛn,_fɛn"
717,,,,physical_object,fɛn_farikoloma
718,,,,physical_entity,"farikolo-ɲɛnajɛ-fɛn,_farikoloma_fɛn,_yeli_fɛn"
719,,,,entity,fɛndɔ
721,L02_40,hypernyms - misc,skirt,,zipu
722,,,,clothes,finiw
723,,,,garment,fini_don
724,,,,clothing,finiw_don
725,,,,article_of_clothing,NO_TRANSLATION
726,,,,vesture,finimugu
727,,,,wear,ka_don
728,,,,wearable,min_bɛ_se_ka_don
729,,,,habiliment,finidon
730,,,,consumer_goods,kunmabɔnafolo_fɛnw
731,,,,covering,datugulan
732,,,,commodity,dumunifɛn
733,,,,trade_good,jagofɛnw
734,,,,good,bolola_fenw
735,,,,artifact,fɛn_dilannenw
736,,,,artefact,DUPLICATE_artifact
737,,,,unit,"kelen,_kelenya"
738,,,,object,"minɛn,_fɛn"
739,,,,physical_object,fɛn_farikoloma
740,,,,physical_entity,"farikolo-ɲɛnajɛ-fɛn,_farikoloma_fɛn,_yeli_fɛn"
741,,,,entity,"fɛndɔ,_yɔrɔ"
743,L02_41,hypernyms - misc,sofa,,sofa
744,,,,furniture,minanw
745,,,,seat,sigilan
746,,,,piece_of_furniture,DUPLICATE_furniture
747,,,,article_of_furniture,DUPLICATE_furniture
748,,,,furnishing,DUPLICATE_furniture
749,,,,artifact,fɛn_dilannenw
750,,,,artefact,DUPLICATE_artifact
751,,,,unit,"kelen,_kelenya"
752,,,,object,"minɛn,_fɛn"
753,,,,physical_object,fɛn_farikoloma
754,,,,physical_entity,"farikolo-ɲɛnajɛ-fɛn,_farikoloma_fɛn,_yeli_fɛn"
755,,,,entity,fɛndɔ
757,L02_42,hypernyms - misc,stapler,,NO_TRANSLATION
758,,,,device,minɛn
759,,,,machine,masin
760,,,,artifact,fɛn_dilannenw
761,,,,artefact,DUPLICATE_fact
762,,,,unit,"kelen,_kelenya"
763,,,,object,"minɛn,_fɛn"
764,,,,physical_object,fɛn_farikoloma
765,,,,physical_entity,"farikolo-ɲɛnajɛ-fɛn,_farikoloma_fɛn,_yeli_fɛn"
766,,,,entity,"fɛndɔ,"
768,L02_43,hypernyms - misc,sunscreen,,tilekunfura
769,,,,cream,kiribi
770,,,,lotion,tulumafɛnw
771,,,,ointment,tulu
772,,,,emollient,dusu_suma_fɛn
773,,,,toiletry,ɲɛgɛn_kɔnɔ_minɛw
774,,,,toilet_articles,DUPLICATE_toiletry
775,,,,artifact,fɛn_dilannenw
776,,,,artefact,DUPLICATE_artifact
777,,,,unit,"kelen,_kelenya"
778,,,,object,"minɛn,_fɛn"
779,,,,physical_object,fɛn_farikoloma
780,,,,physical_entity,"farikolo-ɲɛnajɛ-fɛn,_farikoloma_fɛn,_yeli_fɛn"
781,,,,entity,fɛndɔ
783,L02_44,hypernyms - misc,sweater,,jugujugu
784,,,,clothes,finiw
785,,,,garment,fini_don
786,,,,clothing,finiw_don
787,,,,article_of_clothing,NO_TRANSLATION
788,,,,vesture,finimugu
789,,,,wear,ka_don
790,,,,wearable,min_bɛ_se_ka_don
791,,,,habiliment,finidon
792,,,,consumer_goods,kunmabɔnafolo_fɛnw
793,,,,covering,datugulan
794,,,,commodity,dumunifɛn
795,,,,trade_good,jagofɛnw
796,,,,good,bolola_fenw
797,,,,artifact,fɛn_dilannenw
798,,,,artefact,DUPLICATE_artifact
799,,,,unit,"kelen,_kelenya"
800,,,,object,"minɛn,_fɛn"
801,,,,physical_object,fɛn_farikoloma
802,,,,physical_entity,"farikolo-ɲɛnajɛ-fɛn,_farikoloma_fɛn,_yeli_fɛn"
803,,,,entity,fɛndɔ
806,L02_45,hypernyms - misc,toaster,,tobilikɛminɛn
807,,,,appliance,minɛn
808,,,,entity,fɛndɔ
809,,,,unit,"kelen,_kelenya"
810,,,,object,"minɛn,_fɛn"
811,,,,physical_object,fɛn_farikoloma
812,,,,kitchen_appliance,DUPLICATE_tobilikɛminɛn
813,,,,home_appliance,so_kɔnɔ_minɛnw
814,,,,household_appliance,du_kɔnɔ_minɛnw
815,,,,durables,min_bɛ_mɛn_sen_na
816,,,,durable_goods,fɛnw_minnu_bɛ_mɛn_sen_na
817,,,,consumer_durables,NO_TRANSLATION
818,,,,consumer_goods,mɔgɔw_ka_fɛnw
819,,,,commodity,dumunifɛn
820,,,,trade_good,jagofɛnw
821,,,,good,bolola_fɛnw
822,,,,artifact,fɛn_dilannenw
823,,,,artefact,DUPLICATE_artifact
824,,,,physical_entity,"farikolo-ɲɛnajɛ-fɛn,_farikoloma_fɛn,_yeli_fɛn"
826,L02_46,hypernyms - misc,toothbrush,,dakobɔrɔsi
827,,,,brush,bɔrɔsi
828,,,,toiletry,ɲɛgɛn_kɔnɔ_minɛw
829,,,,toilet_articles,DUPLICATE_toiletry
830,,,,implement,NO_TRANSLATION
831,,,,artifact,fɛn_dilannenw
832,,,,artefact,DUPLICATE_artefact
833,,,,unit,"kelen,_kelenya"
834,,,,object,"minɛn,_fɛn"
835,,,,physical_object,fɛn_farikoloma
836,,,,physical_entity,"farikolo-ɲɛnajɛ-fɛn,_farikoloma_fɛn,_yeli_fɛn"
837,,,,entity,fɛndɔ
838,,,,mustache,nunsi
839,,,,moustache,DUPLICATE_mustache
840,,,,facial_hair,ɲɛdasi
841,,,,hair,kunsigi
842,,,,body_covering,farikolo_datugulan
843,,,,covering,datugulan
844,,,,natural_covering,datugulan_nafama
845,,,,cover,ka_datugu
846,,,,natural_object,fɛnɲɛnɛma_ko
848,L02_47,hypernyms - misc,tub,,bɛnwari
849,,,,container,minɛn_kɔnɔ
850,,,,vessel,bato
851,,,,artifact,fɛn_dilannenw
852,,,,artefact,DUPLICATE_artifact
853,,,,unit,"kelen,_kelenya"
854,,,,object,"minɛn,_fɛn"
855,,,,physical_object,fɛn_farikoloma
856,,,,physical_entity,"farikolo-ɲɛnajɛ-fɛn,_farikoloma_fɛn,_yeli_fɛn"
857,,,,entity,fɛndɔ
859,L02_48,hypernyms - misc,tv,,tele
860,,,,device,minɛn
861,,,,machine,mansin
862,,,,receiver,sɔrɔbaga
863,,,,receiving_system,sɔrɔli_sigida
864,,,,set,ka_kɛ
865,,,,electronic_equipment,ɛntɛrinɛti_minɛnw
866,,,,equipment,baarakɛminɛn
867,,,,artifact,fɛn_dilannenw
868,,,,artefact,DUPLICATE_fɛn_dilannenw
869,,,,unit,"minɛn,_fɛn"
870,,,,object,"DUPLICATE_minɛn,_fɛn"
871,,,,physical_object,fɛn_farikoloma
872,,,,physical_entity,"farikolo-ɲɛnajɛ-fɛn,_farikoloma_fɛn,_yeli_fɛn"
873,,,,entity,"fɛndɔ,_yɔrɔ"
874,,,,broadcasting,ka_kunnafonidiw_kɛ
875,,,,telecommunication,telefɔni_kumaɲɔgɔnya
876,,,,telecom,telefɔniko
877,,,,medium,hakɛ
879,L02_49,hypernyms - misc,vase,,tinto
880,,,,jar,jifiɲɛn
881,,,,vessel,bato
882,,,,container,minɛn_kɔnɔ
883,,,,artifact,fɛn_dilannenw
884,,,,artefact,DUPLICATE_artifact
885,,,,unit,"kelen,_kelenya"
886,,,,object,"minɛn,_fɛn"
887,,,,physical_object,fɛn_farikoloma
888,,,,physical_entity,"farikolo-ɲɛnajɛ-fɛn,_farikoloma_fɛn,_yeli_fɛn"
889,,,,entity,fɛndɔ
891,L02_50,hypernyms - misc,wristband,,bololanɛgɛ
895,,,,artifact,fɛn_dilannenw
896,,,,artefact,DUPLICATE_fɛn_dilannenw
897,,,,unit,"kelen,_kelenya"
898,,,,object,"minɛn,_fɛn"
899,,,,physical_object,fɛn_farikoloma
900,,,,physical_entity,"farikolo-ɲɛnajɛ-fɛn,_farikoloma_fɛn,_yeli_fɛn"
901,,,,entity,fɛndɔ
