,ID,Relation,Source,Target,BM
684,,,,offence,DUPLICATE_jurumu
685,,,,angst,tɔɔrɔ
686,,,,anxiousness,DUPLICATE_jɔrɔnanko
687,,,,disquiet,kɔnɔnafililen
688,,,,concern,hanminanko
689,,,,care,ladonni
690,,,,discomfiture,jigitigɛ
691,,,,discomposure,ɲagami
692,,,,disconcertion,hakiliɲagami
693,,,,disconcertment,hakili_ɲagami
694,,,,edginess,DUPLICATE_jɔrɔnanko
695,,,,uneasiness,lafiyabaliya
696,,,,inquietude,DUPLICATE_jɔrɔnanko
697,,,,disquietude,kɔnɔnafilila
698,,,,insecurity,lakanabaliya
699,,,,jitteriness,DUPLICATE_jɔrɔnanko
700,,,,jumpiness,DUPLICATE_jɔrɔnanko
701,,,,nervousness,DUPLICATE_jɔrɔnanko
702,,,,restiveness,DUPLICATE_jɔrɔnanko
703,,,,scruple,DUPLICATE_NO_TRANSLATION
704,,,,qualm,DUPLICATE_jɔrɔnanko
705,,,,misgiving,sigasigali
706,,,,sinking,ka_jigin
707,,,,sinking_feeling,sinji_dusukunnata
708,,,,worry,DUPLICATE_kɔnɔnafilila
709,,,,trouble,gɛlɛya
710,,,,ecstasy,ɲagaliba
711,,,,rapture,ka_mɔgɔw_minɛ
712,,,,transport,táransipɔrɔ
713,,,,exaltation,kɔrɔtali
714,,,,raptus,DUPLICATE_NO_TRANSLATION
715,,,,embarrassment,maloyako
716,,,,gratification,wasa_sɔrɔli
717,,,,satisfaction,wasali
718,,,,happiness,DUPLICATE_nisɔndiya
719,,,,felicity,daamu
720,,,,state,faso
721,,,,unhappiness,nisɔndiyabaliya
722,,,,alarm,hakiljigifen
723,,,,dismay,dusukasi
724,,,,consternation,DUPLICATE_jɔrɔnanko
725,,,,apprehension,siranɲɛ
726,,,,apprehensiveness,siranɲɛko
727,,,,dread,DUPLICATE_siranya
728,,,,creeps,DUPLICATE_NO_TRANSLATION
729,,,,frisson,nisɔndiyako
730,,,,shiver,yɛrɛyɛrɛli
731,,,,chill,nɛnɛ
732,,,,quiver,ka_yɛrɛyɛrɛ
733,,,,shudder,bɛ_yɛrɛyɛrɛ
734,,,,thrill,DUPLICATE_nisɔndiyako
735,,,,tingle,DUPLICATE_quiver
736,,,,horror,juguman
737,,,,hysteria,DUPLICATE_NO_TRANSLATION
738,,,,intimidation,bagabagali
739,,,,panic,siraɲɛ
740,,,,terror,DUPLICATE_siranɲɛ
741,,,,affright,DUPLICATE_siranɲɛ
742,,,,scare,ka_siran_mɔgɔw_ɲɛ
743,,,,panic_attack,siran_ka_mara
744,,,,stage_fright,stade_siranya
745,,,,timidity,maloya
746,,,,timidness,maloya_ye
747,,,,timorousness,DUPLICATE_siranɲɛko
748,,,,abhorrence,koniya
749,,,,abomination,ko_haramulen
750,,,,detestation,koniyabaliya
751,,,,execration,DUPLICATE_NO_TRANSLATION
752,,,,loathing,DUPLICATE_koniya
753,,,,odium,odiyɔmu
754,,,,despisal,mafiɲɛyali
755,,,,despising,ka_mɔgɔ_mafiɲɛya
756,,,,hostility,juguya
757,,,,enmity,DUPLICATE_juguya
758,,,,ill_will,DUPLICATE_juguya
759,,,,malevolence,ko_juguya
760,,,,malignity,DUPLICATE_juguya
761,,,,misanthropy,adamaden_juguya
762,,,,misogamy,furu_juguya
763,,,,misogyny,musow_juguya
764,,,,misogynism,musow_juguyali
765,,,,misology,hakili_ɲumaya_juguya
766,,,,misoneism,yɛlɛma_juguya
767,,,,misopedia,kalan_juguyali
768,,,,murderousness,mɔgɔfaga
769,,,,elation,SUPLICATE_nisɔndiyaba
770,,,,high_spirits,hakili_kɔrɔbaw
771,,,,lightness,nɔgɔya
772,,,,exhilaration,nisɔndiyaba
773,,,,excitement,DUPLICATE_nisɔndiya
774,,,,exuberance,ɲɛnajɛba
775,,,,exultation,ɲagali
776,,,,jubilance,DUPLICATE_nisɔndiya
777,,,,jubilancy,DUPLICATE_nisɔndiyako
778,,,,jubilation,DUPLICATE_nisɔndiyaba
779,,,,agape,DUPLICATE_NO_TRANSLATION
781,,,,amorousness,DUPLICATE_kanu
782,,,,enamoredness,kanuya_koɲɛw
783,,,,ardor,DUPLICATE_gɛlɛya
784,,,,ardour,DUPLICATE_gɛlɛya
785,,,,benevolence,ɲumanya_kɛli
786,,,,devotion,batoli
787,,,,devotedness,yɛrɛdi
788,,,,filial_love,denmisɛnninw_ka_kanuya
789,,,,heartstrings,dusukunnakow
790,,,,lovingness,DUPLICATE_kanu
791,,,,caring,DUPLICATE_ladonni
792,,,,loyalty,hɔ́rɔnya
793,,,,puppy_love,wuluden_kanuya
794,,,,calf_love,misiden_kanu
795,,,,crush,nɔɔni
796,,,,infatuation,DUPLICATE_NO_TRANSLATION
797,,,,worship,DUPLICATE_batoli
798,,,,adoration,DUPLICATE_batoli
799,,,,aggravation,ka_juguya
800,,,,exasperation,fɔɔnɔ
801,,,,displeasure,diyagoyabaliya
802,,,,frustration,dusukasi_min_bɛ_mɔgɔ_la
803,,,,harassment,tɔɔrɔko
804,,,,torment,DUPLICATE_tɔɔrɔ
805,,,,pique,kinni
806,,,,temper,DUPLICATE_dimi
807,,,,irritation,dimi_bɛ_mɔgɔ_la
808,,,,fit,dakɛɲɛ
809,,,,tantrum,DUPLICATE_dimi
810,,,,scene,kɛnɛ
811,,,,conniption,bɛnkansɛbɛn
812,,,,irascibility,ɲɛnajɛ
813,,,,short_temper,dimilen
814,,,,spleen,DUPLICATE_NO_TRANSLATION
815,,,,quick_temper,dimi_teliya
816,,,,lividity,DUPLICATE_NO_TRANSLATION
817,,,,wrath,DUPLICATE_dimi
818,,,,dudgeon,DUPLICATE_dimi
819,,,,high_dudgeon,dimiba
820,,,,willies,farigan_bɛ_kɛ
821,,,,comfort,lafia
822,,,,quality_of_life,ɲɛnamaya_kɛcogo_ɲuman
823,,,,blessedness,DUPLICATE_daamu
824,,,,beatitude,dugawuko
825,,,,beatification,dusudon
826,,,,radiance,jigiya
827,,,,embitterment,DUPLICATE_dimi_juguya
828,,,,sadness,DUPLICATE_dusukasi
829,,,,sorrow,ɲɛnasisi
830,,,,sorrowfulness,DUPLICATE_dusukasi
831,,,,pall,halaki
832,,,,foreboding,kofɔli_min_bɛ_kɛ_ka_kɔn_o_ɲɛ
833,,,,premonition,kɔrɔfɔli
834,,,,presentiment,DUPLICATE_boding
835,,,,boding,ɲɛmadali
836,,,,gloom,dusukasiba
837,,,,gloominess,DUPLICATE_dusukasi
838,,,,somberness,DUPLICATE_dusukasi
839,,,,sombreness,DUPLICATE_dusukasiba
840,,,,suspense,DUPLICATE_NO_TRANSLATION
841,,,,trepidation,DUPLICATE_yɛrɛyɛrɛli
842,,,,swivet,jɛngɛn-jɛngɛn
843,,,,cold_feet,nɛnɛ_senw
844,,,,diffidence,dannayabaliya
845,,,,self-doubt,yɛrɛ_sigasigali
846,,,,self-distrust,yɛrɛdɔnbaliya
847,,,,shyness,DUPLICATE_maloya
848,,,,aggression,binkanni
849,,,,aggressiveness,DUPLICATE_ka_juguya
850,,,,animosity,DUPLICATE_juguya
851,,,,animus,DUPLICATE_juguya
852,,,,bad_blood,joli_jugu
853,,,,antagonism,kɛlɛli
854,,,,belligerence,kɛlɛcɛw_ka_kɛlɛli
855,,,,belligerency,DUPLICATE_kɛlɛcɛw_ka_kɛlɛli
856,,,,class_feeling,kalasi_dusukunnata
857,,,,resentment,DUPLICATE_koniya
858,,,,bitterness,DUPLICATE_dusukasi
859,,,,gall,DUPLICATE_dimi
860,,,,rancor,dimimara
861,,,,rancour,DUPLICATE_dimimara
862,,,,maleficence,kojugu
863,,,,malice,DUPLICATE_juguya
864,,,,maliciousness,DUPLICATE_juguya
865,,,,spite,DUPLICATE_juguya
866,,,,spitefulness,DUPLICATE_ka_juguya
867,,,,venom,baga
868,,,,vindictiveness,ka_waleɲumandɔn_jira
869,,,,vengefulness,DUPLICATE_ka_waleɲumandɔn_jira
870,,,,misocainea,DUPLICATE_NO_TRANSLATION
871,,,,euphoria,DUPLICATE_nisɔndiyaba
872,,,,euphory,DUPLICATE_nisɔndiyaba
873,,,,bang,ka_gosi
874,,,,boot,ka_faga_ka_mɛnɛ
875,,,,charge,jalakilen
876,,,,rush,ka_girin
878,,,,kick,ka_tan
879,,,,intoxication,baga_don_ni
880,,,,titillation,DUPLICATE_NO_TRANSLATION
881,,,,triumph,se_sɔrɔli
882,,,,beneficence,nafa_sɔrɔli
883,,,,warmheartedness,dusukun_sumaya
884,,,,warmth,sumaya
885,,,,nirvana,DUPLICATE_NO_TRANSLATION
886,,,,enlightenment,yeelenko
887,,,,mourning,hami
888,,,,bereavement,DUPLICATE_dusukasi_min_bɛ_mɔgɔ_la
889,,,,poignance,dusukun_bɛ_mɔgɔ_minɛ
890,,,,poignancy,fɛn_min_bɛ_mɔgɔ_dusu_minɛ
891,,,,presage,konata
892,,,,shadow,dimbi
893,,,,hesitance,DUPLICATE_sigasigali
894,,,,hesitancy,DUPLICATE_sigasigali
895,,,,unassertiveness,dɛsɛ
896,,,,warpath,kɛlɛ_sira
897,,,,envy,ka_laɲini
898,,,,enviousness,DUPLICATE_ka_laɲini
899,,,,grudge,DUPLICATE_dimi
900,,,,score,bi
901,,,,grievance,DUPLICATE_jɔrɔnanko
902,,,,heartburning,dusukunnabana
903,,,,sulkiness,DUPLICATE_juguya
904,,,,huffishness,DUPLICATE_kuncɛbaya
905,,,,covetousness,negeko
906,,,,jealousy,keleya_ye
907,,,,green-eyed_monster,DUPLICATE_NO_TRANSLATION
908,,,,penis_envy,cɛya_ɲɛnajɛ
910,L03_26,hyponyms - misc,flask,,tɛrimɔsi
911,,,,thermos,tɛrimɔsi
912,,,,ampulla,anpulu
913,,,,canteen,karafu
914,,,,erlenmeyer_flask,NO_TRANSLATION
915,,,,hipflask,buteli_fitini
916,,,,pocket_flask,"foroko,_buteli"
917,,,,round-bottom_flask,tɛrimɔsi_bobara_ɔrɔn
918,,,,vacuum_flask,tɛrimɔsi_lankolo
919,,,,vacuum_bottle,buteli_lankolo
920,,,,dewar_flask,DUPLICATE_tɛrimɔsi
921,,,,dewar,DUPLICATE_tɛrimɔsi
922,,,,thermos_bottle,tɛrimɔsi_buteli
923,,,,thermos_flask,DUPLICATE_tɛrimɔsi
925,L03_27,hyponyms - misc,guitar,,gitari
926,,,,ukulele,ukulele
927,,,,bass,fɛ́gɛn
928,,,,bass_guitar,gitari_basigilen
929,,,,acoustic_guitar,gitari_akustik
930,,,,cittern,NO_TRANSLATION
931,,,,cithern,DUPLICATE_NO_TRANSLATION
932,,,,cither,DUPLICATE_NO_TRANSLATION
933,,,,citole,DUPLICATE_NO_TRANSLATION
934,,,,gittern,gittern_ye
935,,,,electric_guitar,kuran_gitari
936,,,,hawaiian,hawayikan
937,,,,steel,nɛgɛ
938,,,,uke,uk
940,L03_28,hyponyms - misc,gun,,marifa
941,,,,rifle,DUPLICATE_marifa
942,,,,air,fiɲɛ
943,,,,airgun,fiɲɛ_minɛlen_kanon
944,,,,antiaircraft,awiyɔn_kɛlɛli
945,,,,flak,kisɛ_kunbɛnla
946,,,,flack,DUPLICATE_kisɛ_kunbɛnla
947,,,,pom-pom,NO_TRANSLATION
948,,,,ack-ack,sanfɛ_kanon
949,,,,breechloader,kisɛ_bilayɔrɔ
950,,,,cannon,kanon
951,,,,firearm,marifakisɛ
952,,,,piece,kunkurun
953,,,,small-arm,maramafɛn_fitini
954,,,,gas,gazi
955,,,,minute,miniti
956,,,,quaker,kanon_deni
957,,,,set,ka_kɛ
958,,,,spring,samiya
961,L03_29,hyponyms - misc,jewel,,kabakurun_nafamaba
962,,,,diamond,jaman
963,,,,ruby,urubi
964,,,,pearl,lulu
965,,,,emerald,emɛridi
966,,,,sapphire,safir
968,L03_30,hyponyms - misc,jewelry,,masiri
969,,,,bracelet,bololanɛgɛ
970,,,,bead,bead
971,,,,bijou,masirimafɛn
972,,,,bling,NO_TRANSLATION
973,,,,bling_bling,DUPLICATE_NO_TRANSLATION
974,,,,bangle,DUPLICATE_bololanɛgɛ
975,,,,clip,DUPLICATE_NO_TRANSLATION
976,,,,cufflink,DUPLICATE_bololanɛgɛ
977,,,,earring,tulolanɛgɛ
978,,,,jewel,kabakurun
979,,,,gem,gem
980,,,,precious_stone,kabakurun_nafamaba
981,,,,necklace,kannakɔnɔ
982,,,,pin,biɲɛ
983,,,,ring,balolanɛgɛ
984,,,,band,bandi
985,,,,tie_clip,sirilan_siri
986,,,,bugle,DUPLICATE_NO_TRANSLATION
987,,,,anklet,senkɔniw
988,,,,ankle_bracelet,senkɔni_bololanɛgɛ
989,,,,armilla,DUPLICATE_NO_TRANSLATION
990,,,,pendant_earring,tulolanɛgɛ_min_bɛ_jɛgɛn
991,,,,drop_earring,DUPLICATE_tulolanɛgɛ
992,,,,eardrop,DUPLICATE_tulolanɛgɛ
993,,,,crown_jewel,masafugulan_kabakurun
994,,,,diamond,jaman
995,,,,emerald,emɛridi
996,,,,pearl,lulu
997,,,,ruby,rubi
998,,,,sapphire,safir
999,,,,solitaire,DUPLICATE_NO_TRANSLATION
1000,,,,chain,jɔlɔkɔ
1001,,,,string,gaari
1002,,,,strand,jiribolo
1003,,,,choker,dankana
1004,,,,collar,DUPLICATE_kannakɔnɔ
1005,,,,dog_collar,wulu_kanajuru
1006,,,,neckband,DUPLICATE_kannakɔnɔ
1007,,,,brooch,DUPLICATE_masirimafɛn
1008,,,,broach,DUPLICATE_masirimafɛn
1009,,,,breastpin,barajuru_tigɛ
1010,,,,scatter_pin,jɛnsɛnni_pinɛ
1011,,,,stickpin,DUPLICATE_NO_TRANSLATION
1012,,,,tie_tack,siri_takɛ
1013,,,,tiepin,sirili_pinɛ
1014,,,,scarfpin,DUPLICATE_NO_TRANSLATION
1015,,,,annulet,DUPLICATE_balolanɛgɛ
1016,,,,engagement_ring,furuko_bololanɛgɛ
1017,,,,mourning_ring,kasikan_bololanɛgɛ
1018,,,,ringlet,DUPLICATE_balolanɛgɛ
1019,,,,signet_ring,signɛti_bololanɛgɛ
1020,,,,seal_ring,sigilan_bololanɛgɛ
1021,,,,wedding_ring,kɔɲɔ_bololanɛgɛ
1022,,,,wedding_band,DUPLICATE_kɔɲɔ_bololanɛgɛ
1023,,,,ice,galasi
1024,,,,sparkler,tasuma_mɛnɛni
1025,,,,seed_pearl,lulu_kisɛ
1026,,,,sunburst,tile_jeni
1028,L03_31,hyponyms - misc,mixer,,ɲagamikɛlan
1029,,,,blender,NO_TRANSLATION
1030,,,,liquidizer,jibɔlan
1031,,,,liquidiser,DUPLICATE_jibɔlan
1032,,,,eggbeater,kɔnɔ_gosilikɛlan
1033,,,,eggwhisk,cɛfa_gosilikɛlan
1034,,,,electric,kuran
1035,,,,whisk,gosilikɛlan
1037,L03_32,hyponyms - misc,month,,kalo
1038,,,,january,zanwuyekalo
1039,,,,february,fewuruyekalo
1040,,,,march,marsikalo
1041,,,,april,awirilikalo
1042,,,,may,mɛnkalo
1043,,,,june,zuwɛnkalo
1044,,,,july,zuluyekalo
1045,,,,august,utikalo
1046,,,,september,sɛtanburukalo
1047,,,,october,ɔkutɔburukalo
1048,,,,november,nowanburukalo
1049,,,,december,desanburukalo
1062,L03_33,hyponyms - misc,oven,,pɔli
1063,,,,broiler,sogo_jeninikɛla
1064,,,,dutch_oven,DUPLICATE_pɔli
1065,,,,gas_oven,DUPLICATE_pɔli
1066,,,,rotisserie,jeninikɛla
1067,,,,tandoor,NO_TRANSLATION
1128,L03_36,hyponyms - misc,railway,,tɛrɛn_sira
1129,,,,monorail,sira_kelen
1130,,,,cable,kabali_ye
1131,,,,funicular,funikulu
1132,,,,cog,ɲin
1133,,,,rack,mɛ̀mɛ
1134,,,,elevated,kɔrɔtalen_don
1136,,,,overhead,sanfɛ
1137,,,,metro,metoro
1138,,,,tube,tiyo
1139,,,,underground,dugujukɔrɔ
1140,,,,subway,metoro_kɔnɔ
1141,,,,rail,DUPLICATE_railway
1143,L03_37,hyponyms - misc,season,,wagati
1144,,,,spring,samiya
1145,,,,harvest,tigɛ
1146,,,,haying,NO_TRANSLATION
1147,,,,fall,san
1148,,,,autumn,fonɛnɛ_waati
1149,,,,springtime,samiya_waati
1150,,,,summer,kileman
1151,,,,summertime,kileman_wagati
1152,,,,winter,DUPLICATE_NO_TRANSLATION
1153,,,,wintertime,DUPLICATE_NO_TRANSLATION
1154,,,,rainy,sanji_bɛ_na
1155,,,,dry,ka_ja
1156,,,,growing,kɔrɔbayali
1157,,,,seedtime,daani_waati
1158,,,,sheepshearing,DUPLICATE_NO_TRANSLATION
1159,,,,holiday,kɔnze
1160,,,,high,jamanjan
1161,,,,peak,kùncɛ
1162,,,,off-season,waati_tɛmɛnen_kɔfɛ
1163,,,,preseason,ka_kɔn_waati_ɲɛ
1164,,,,baseball,DUPLICATE_NO_TRANSLATION
1165,,,,basketball,basikɛti
1166,,,,exhibition,perezantasiyɔn
1167,,,,concert,kɔnsɛri
1168,,,,fishing,mɔni
1169,,,,football,ntolatan
1170,,,,hockey,DUPLICATE_NO_TRANSLATION
1171,,,,hunting,sogo_ɲinini
1172,,,,social,sosiyali
1173,,,,theatrical,ɲɛnajɛw
1174,,,,whitsun,DUPLICATE_NO_TRANSLATION
1175,,,,whitsuntide,DUPLICATE_NO_TRANSLATION
1176,,,,whitweek,DUPLICATE_NO_TRANSLATION
1178,L03_38,hyponyms - misc,seat,,sigilan
1179,,,,chair,sɛsi
1180,,,,bench,ban
1181,,,,box,buwati
1182,,,,ottoman,NO_TRANSLATION
1183,,,,pouf,DUPLICATE_NO_TRANSLATION
1184,,,,pouffe,DUPLICATE_NO_TRANSLATION
1185,,,,puff,DUPLICATE_NO_TRANSLATION
1186,,,,hassock,kunkolodalan
1187,,,,sofa,sofa
1188,,,,couch,dilan
1189,,,,lounge,tanuli
1190,,,,stool,kurun
1191,,,,toilet,ɲɛgɛn
1193,L03_39,hyponyms - misc,shelf,,mɛ̀mɛ
1194,,,,bookshelf,gafemarayɔrɔ
1195,,,,hob,plaki
1196,,,,mantel,simini
1197,,,,mantelpiece,tasuma-yɔrɔ
1198,,,,mantle,dolokiba
1199,,,,mantlepiece,DUPLICATE_simini
1200,,,,chimneypiece,DUPLICATE_simini
1201,,,,overmantel,NO_TRANSLATION
1202,,,,berm,sirafila_camacɛ
1204,L03_40,hyponyms - misc,shirt,,duloki
1205,,,,polo,polo
1206,,,,camise,duloki
1207,,,,dashiki,dashiki
1208,,,,daishiki,daishiki
1209,,,,dress,fini
1210,,,,evening,su
1211,,,,hair,kunsigi
1212,,,,jersey,NO_TRANSLATION
1213,,,,t-shirt,t-shirt
1214,,,,tee,tee
1215,,,,kurta,kurta
1216,,,,sport,farikoloɲɛnajɛ
1217,,,,tank,tanki
1218,,,,work-shirt,baarakɛ-kamisɛnnin
1220,L03_41,hyponyms - misc,shoes,,samaraw
1221,,,,sneakers,sennasanbaraw
1222,,,,anklet,sen_na_sɛni
1223,,,,baby_shoes,den_ka_sanbaraw
1224,,,,balmoral,NO_TRANSLATION
1225,,,,blucher,DUPLICATE_NO_TRANSLATION
1226,,,,bowling_shoes,bowling_sanbaraw
1227,,,,brogan,DUPLICATE_NO_TRANSLATION
1228,,,,brogue,DUPLICATE_NO_TRANSLATION
1229,,,,clodhopper,DUPLICATE_NO_TRANSLATION
1230,,,,work_shoes,baarakɛsanbaraw
1231,,,,calceus,kalisiyɔmu
1232,,,,chopine,DUPLICATE_NO_TRANSLATION
1233,,,,platform_shoes,plateforme_sanbaraw
1234,,,,chukka,chukka
1235,,,,boots,samarabaw
1236,,,,cleats,karapɔn
1237,,,,congress_shoes,kongresi_sanbaraw
1238,,,,gaiters,gatɛriw
1239,,,,flipper_shoes,DUPLICATE_NO_TRANSLATION
1240,,,,fin_shoes,fin_sanbaraw
1241,,,,ghillie,DUPLICATE_NO_TRANSLATION
1242,,,,gillie,DUPLICATE_NO_TRANSLATION
1243,,,,gym_shoes,farikoloɲɛnajɛ_sanbaraw
1244,,,,tennis_shoes,tenis_sanbaraw
1245,,,,loafers,loafɛrɛw
1246,,,,moccasins,mokasinw
1247,,,,mocassins,DUPLICATE_mokasinw
1248,,,,oxford_shoes,oxford_ka_sanbaraw
1249,,,,pump_shoes,pɔnpe_sanbaraw
1250,,,,running_shoes,boli_sanbaraw
1251,,,,sabot,tɔrɔn
1252,,,,wooden_shoes,jiri_sanbaraw
1253,,,,sandals,sanbaraw
1254,,,,slingbacks,sɔgɔsɔgɔninjɛw
1255,,,,sling_shoes,sling_sanbaraw
1256,,,,walker_shoes,taamakɛlaw_ka_sanbaraw
1257,,,,walking_shoes,taama-sanbaraw
1258,,,,wedgie,DUPLICATE_NO_TRANSLATION
1259,,,,wing_shoes,DUPLICATE_NO_TRANSLATION
1260,,,,tip_shoes,sanbara_nouma
1261,,,,stiletto,talɔn
1262,,,,heeled,senkɔniw_bɛ_a_la
1264,L03_42,hyponyms - misc,sofa,,sofa_
1265,,,,divan,diwan
1266,,,,diwan,DUPLICATE_diwan
1267,,,,convertible_sofa,sofa_min_bɛ_dayɛlɛn
1268,,,,daybed,tilefɛla
1269,,,,loveseat,kanuya_sigiyɔrɔ
1270,,,,settee,kanapɛ
1271,,,,squab,NO_TRANSLATION
1273,L03_43,hyponyms - misc,song,,dɔnkili
1274,,,,lullaby,den_nani_donkili
1275,,,,religious_song,diinɛ_dɔnkili
1276,,,,anthem,dɔnkilida
1277,,,,aria,NO_TRANSLATION
1278,,,,ballad,DUPLICATE_NO_TRANSLATION
1279,,,,lay,ka_da
1280,,,,barcarole,barkarɔli
1281,,,,barcarolle,DUPLICATE_barcarole
1282,,,,ditty,DUPLICATE_NO_TRANSLATION
1283,,,,dirge,DUPLICATE_NO_TRANSLATION
1284,,,,coronach,DUPLICATE_NO_TRANSLATION
1285,,,,lament,kasikan
1286,,,,requiem,DUPLICATE_NO_TRANSLATION
1287,,,,threnody,DUPLICATE_NO_TRANSLATION
1288,,,,drinking_song,minni_dɔnkili
1289,,,,folk_song,foli_dɔnkili
1290,,,,folksong,fɔlisenw
1291,,,,folk_ballad,DUPLICATE_NO_TRANSLATION
1292,,,,lied,nkalon_tigɛ
1293,,,,love_song,kanuya_dɔnkili
1294,,,,love-song,kanuya-dɔnkili
1295,,,,cradlesong,denso_dɔnkili
1296,,,,berceuse,DUPLICATE_lullaby
1297,,,,oldie,DUPLICATE_NO_TRANSLATION
1298,,,,golden_oldie,sanu_kɔrɔlen
1299,,,,partsong,DUPLICATE_NO_TRANSLATION
1300,,,,prothalamion,DUPLICATE_NO_TRANSLATION
1301,,,,prothalamium,DUPLICATE_NO_TRANSLATION
1302,,,,roundelay,DUPLICATE_NO_TRANSLATION
1303,,,,scolion,DUPLICATE_NO_TRANSLATION
1304,,,,banquet_song,seli_donkili
1305,,,,serenade,DUPLICATE_NO_TRANSLATION
1306,,,,torch_song,DUPLICATE_NO_TRANSLATION
1307,,,,work_song,baara_dɔnkili
1309,L03_44,hyponyms - misc,spice,,fɛn_sumalen
1310,,,,pepper,popari
1311,,,,allspice,jamaïque_foronto
1312,,,,ajwain,NO_TRANSLATION
1313,,,,cumin,kumini
1314,,,,caraway_seed,karawe_kisɛ
1315,,,,cardamom,karɔti
1316,,,,cassia,kasiya
1317,,,,cayenne,DUPLICATE_NO_TRANSLATION
1318,,,,celery_seeds,seleri_kisɛw
1319,,,,chile_pepper,popari_farima
1320,,,,chile,chili_jamana
1321,,,,cinnamon,kanɛli
1322,,,,clove,jiribolo
1323,,,,coriander,koriyanɛrɛ
1324,,,,dill,dili
1325,,,,fennel,fenɛtiri
1326,,,,fenugreek,DUPLICATE_NO_TRANSLATION
1327,,,,frankincense,wusulan
1328,,,,galangal,DUPLICATE_NO_TRANSLATION
1329,,,,garlic,layi
1330,,,,ginger,ɲamaku
1331,,,,horseradish,DUPLICATE_NO_TRANSLATION
1332,,,,jalapeño,DUPLICATE_NO_TRANSLATION
1333,,,,juniper,jirisunba
1334,,,,licorice,DUPLICATE_NO_TRANSLATION
1335,,,,mace,mace
1336,,,,mustard,mutaridi
1337,,,,nutmeg,misikadi_kolo
1338,,,,onion,jaba
1339,,,,paprika,paprika
1340,,,,peppercorns,popari_kisɛ
1341,,,,saffron,safunɛ
1342,,,,savory,savorilen
1343,,,,sesame,sesamɛ
1344,,,,anise,DUPLICATE_NO_TRANSLATION
1345,,,,sumac,DUPLICATE_NO_TRANSLATION
1346,,,,tabasco,DUPLICATE_NO_TRANSLATION
1347,,,,tamarind,tonmi
1348,,,,turmeric,káliyakuru
1349,,,,five_spice_powder,tulu_sumalen_duuru
1350,,,,powdered_ginger,ɲamaku_mugu
1351,,,,chinese_anise,sinɛw_ka_anise
1352,,,,star_anise,dolow_anise
1353,,,,star_aniseed,DUPLICATE_dolow_anise
1355,L03_45,hyponyms - misc,sweater,,pulowɛri
1356,,,,turtleneck,kanda_kurulen
1357,,,,cardigan,NO_TRANSLATION
1358,,,,pullover,DUPLICATE_pulowɛri
1359,,,,slipover,DUPLIC_ATE_pulowɛri
1360,,,,turtle,korokara
1361,,,,polo-neck,DUPLICATE_NO_TRANSLATION
1411,L03_47,hyponyms - misc,toy,,tulonkɛfɛn
1412,,,,doll,dendennin
1413,,,,ball,balɔn
1414,,,,balloon,balon
1415,,,,cockhorse,kokɔrɔba
1416,,,,dolly,dolly_(doli).
1417,,,,dollhouse,pupow_ka_so
1418,,,,house,so
1419,,,,frisbee,frisbee_ye
1420,,,,hobby,dónnatɛmɛ
1421,,,,hobbyhorse,ɲɛnajɛ-so
1422,,,,rocking,ka_yɛrɛyɛrɛ
1423,,,,horse,DUPLICATE_so
1424,,,,hula-hoop,hula-hoop_ye
1425,,,,jack-in-the-box,jaki-ka-bɔn
1426,,,,jungle,kungo_kɔnɔ
1427,,,,gym,zimu
1428,,,,jumping,ka_panpan
1429,,,,jack,jaki
1430,,,,kaleidoscope,kaleidoskɔpi_(kaleidoscope)_ye
1431,,,,kite,sɛriwolan
1432,,,,lego,lego
1433,,,,meccano,meccano_ye
1434,,,,shooter,marifatigi
1435,,,,pinata,pinata_ye
1436,,,,pinwheel,pinɛw
1437,,,,playhouse,tulonkɛyɔrɔ
1438,,,,wendy,wendy_ye
1439,,,,pogo,pogo_ye
1440,,,,stick,bere
1441,,,,popgun,popgun_ye
1442,,,,rattle,sɔgɔsɔgɔninjɛ
1443,,,,sandbox,cɛncɛn_kɛsu
1444,,,,sandpile,cɛncɛn_kulu
1445,,,,sandpit,cɛncɛn_dingɛ
1446,,,,seesaw,seesaw_ye
1447,,,,teeter,teeter_(teeter).
1448,,,,teeter-totter,teeter-totter_ye
1449,,,,teetertotter,teetertotter_ye
1450,,,,teeterboard,teeterboard_(teeterboard)_ye
1451,,,,tilting,tilting_(kɛrɛnkɛrɛnnenya_la).
1452,,,,board,tabulo
1453,,,,dandle,dandɛsɛ
1454,,,,slide,ka_cɛɛnɛ
1455,,,,playground,DUPLICATE_tulonkɛyɔrɔ
1456,,,,sliding,sɛgɛnlafiɲɛbɔ
1457,,,,slingshot,DUPLICATE_sɔgɔsɔgɔninjɛ
1458,,,,sling,DUPLICATE_sɔgɔsɔgɔninjɛ
1459,,,,catapult,katapulɛti
1460,,,,swing,búmusò
1461,,,,teddy,teddy_ye
1462,,,,bear,muɲu
1463,,,,top,san_fɛ
1464,,,,whirligig,wuluwulu
1465,,,,teetotum,teetotum_(teetotum)_ye
1466,,,,spinning,firifirili
1467,,,,train,tɛrɛn
1468,,,,water_pistol,ji_pisɔli
1469,,,,gun,marifa
1470,,,,squirt,DUPLICATE_sɔgɔsɔgɔninjɛ
1471,,,,squirter,DUPLICATE_sɔgɔsɔgɔninjɛ
1472,,,,yo-yo,yo-yo_ye
1526,L03_49,hyponyms - misc,weapon,,marifaw
