,ID,Relation,Source,Target,DE
820,,,,arteria_axillaris,Arteria_axillaris
821,,,,axillary_fossa,Fossa_axillaris
822,,,,arteria_colica,Dickdarmarterie
823,,,,articulatio_humeri,Articulatio_humeri
824,,,,shoulder_joint,Schultergelenk
825,,,,gall_bladder,Gallenblase
826,,,,spare_tire,Stammfettsucht
827,,,,arteria_circumflexa_humeri,Arteria_circumflexa_humeri
828,,,,serratus_muscles,Musculus_serratus
829,,,,axillary_artery,DUPLICATE_Arteria_axillaris
830,,,,gluteus_muscle,DUPLICATE_Gesäßmuskel
831,,,,love_handle,Hüftgold
832,,,,latissimus_dorsi,Latissimus_dorsi
833,,,,pectoral_muscle,DUPLICATE_Brustmuskel
834,,,,tooshie,DUPLICATE_Gesäß
835,,,,abdominal_muscle,Bauchmuskel
836,,,,circumflex_humeral_artery,DUPLICATE_Arteria_circumflexa_humeri
837,,,,abdominal_aorta,Bauchaorta
838,,,,vena_thoracica,Vena_thoracica
839,,,,musculus_pectoralis,Musculus_pectoralis
840,,,,hypochondrium,Hypochondrium
841,,,,area_of_cardiac_dullness,Herzdämpfung
842,,,,glenoid_cavity,Schultergelenkspfanne
843,,,,rib_cage,Brustkorb
844,,,,thoracic_aorta,Brustschlagader
845,,,,omphalus,DUPLICATE_NO_TRANSLATION
846,,,,circumflex_scapular_artery,DUPLICATE_Arteria_circumflexa_scapulae
847,,,,acromial_process,Akromion
848,,,,shoulder_bone,Schulterbein
849,,,,tail_end,DUPLICATE_Hinterteil
850,,,,rear_end,DUPLICATE_Allerwertester
851,,,,gluteal_muscle,Gesäßmuskel
852,,,,inguen,Inguen
853,,,,shoulder_blade,Schulterblatt
854,,,,rotator_cuff,Rotatorenmanschette
855,,,,corpus_sternum,Corpus_sternum
856,,,,dorsal_vertebra,Rückenwirbel
857,,,,teres_muscle,Rundmuskel
858,,,,thoracic_cavity,Thoraxhöhle
859,,,,axillary_cavity,DUPLICATE_Achselhöhle
860,,,,chest_cavity,Brusthöhle
861,,,,deltoid_muscle,Deltamuskel
862,,,,belly_button,DUPLICATE_Bauchnabel
863,,,,gluteal_artery,Gesäßarterie
864,,,,thoracic_vein,DUPLICATE_Vena_thoracica
865,,,,glenoid_fossa,Unterkiefergelenkgrube
866,,,,nates,Gesäßbacken
867,,,,colic_artery,DUPLICATE_Dickdarmarterie
868,,,,lumbar_vertebra,Lumbalwirbel
869,,,,hind_end,Jochbein
870,,,,,"Achselarterie,Rettungsringe,Trichterbrust,Kielbrust,Bandscheibe,Wirbelknochen,Kiefer,Lendenwirbel,Achsellymphknoten,Wirbelsäule,Rippen,Becken,Pelvis,Leistenband,Herz,Thymus,Luftröhre,Speiseröhre,Beckenhöhle,Beckenboden,Bauchfell,Schultergürtel,Hüftbein"
871,L06_47,meronyms - part,tripod,,Stativ
872,,,,leg,Stützbein
873,,,,stand,Gestell
875,L06_48,meronyms - part,typewriter,,Schreibmaschine
876,,,,keyboard,Tastatur
877,,,,typewriter,DUPLICATE_Schreibmaschine
878,,,,carriage,Wagen
879,,,,tab,Tabulator
880,,,,ribbon,Farbband
881,,,,shift,Umschalttaste
882,,,,backspace,Backspace
883,,,,action,DUPLICATE_Mechanik
884,,,,key,Taste
885,,,,typewriter_carriage,Schreibwagen
886,,,,backspace_key,Backspacetaste
887,,,,action_mechanism,Mechanik
888,,,,typewriter_keyboard,Schreibmaschinentastatur
889,,,,shift_key,Hochstelltaste
890,,,,space_bar,Leertaste
891,,,,tab_key,Tabulatortaste
892,,,,typewriter_ribbon,DUPLICATE_Farbband
893,,,,backspacer,Rücktaste
894,,,,,"Tastenhebel,Typenträger"
895,L06_49,meronyms - part,window,,Fenster
896,,,,pane,Scheibe
897,,,,sash,Rahmen
898,,,,windowpane,Fensterscheibe
899,,,,window,DUPLICATE_Fenster
900,,,,fastener,Fensterschließer
901,,,,glass,Glas
902,,,,frame,DUPLICATE_Rahmen
903,,,,case,Fenstereinfassung
904,,,,windowsill,Fensterbrett
905,,,,mullion,Mittelpfosten
906,,,,jamb,Laibung
907,,,,lock,Schloss
908,,,,casing,Stab
909,,,,sash_lock,Vorreiber
910,,,,window_glass,Fensterglas
911,,,,sash_fastener,Drehriegel
912,,,,pane_of_glass,Glasscheibe
913,,,,window_lock,Fensterschloss
914,,,,window_sash,Fensterflügel
915,,,,window_frame,Fensterrahmen
916,,,,,"Faschen,Brüstung"
917,L06_50,meronyms - part,womb,,Gebärmutter
918,,,,cervix,Zervix
919,,,,caul,Eihaut
920,,,,placenta,Plazenta
921,,,,oviduct,Ovidukt
922,,,,veil,Scheidenpessar
923,,,,myometrium,Myometrium
924,,,,endometrium,Endometrium
925,,,,uterine_artery,Uterusarterie
926,,,,embryonic_membrane,Eihülle
927,,,,uterine_cervix,Gebärmutterhals
928,,,,uterine_cavity,Gebärmutterhöhle
929,,,,fallopian_tube,Eileiter
930,,,,uterine_tube,Tuba_uterina
931,,,,cervix_uteri,Uterushals
932,,,,arteria_uterina,Gebärmutterarterie
