,ID,Relation,Source,Target,DE
817,,,,consumer_durables,langlebige_Gebrauchsgüter
818,,,,consumer_goods,Konsumware
819,,,,commodity,Verbrauchsartikel
820,,,,trade_good,Handelsware
821,,,,good,Ware
822,,,,artifact,Artefakt
823,,,,artefact,DUPLICATE_Artefakt
824,,,,physical_entity,physische_Entität
825,,,,,"Apparat,Elektrogerät"
826,L02_46,hypernyms - misc,toothbrush,,Zahnbürste
827,,,,brush,Bürste
828,,,,toiletry,DUPLICATE_Toilettenartikel
829,,,,toilet_articles,Toilettenartikel
830,,,,implement,Hilfsmitttel
831,,,,artifact,Artefakt
832,,,,artefact,DUPLICATE_Artefakt
833,,,,unit,Einheit
834,,,,object,Gegenstand
835,,,,physical_object,physischer_Gegenstand
836,,,,physical_entity,physische_Entität
837,,,,entity,Entität
838,,,,mustache,DUPLICATE_Schnurrbart
839,,,,moustache,Schnurrbart
840,,,,facial_hair,Gesichtsbehaarung
841,,,,hair,Haare
842,,,,body_covering,Körperbedeckung
843,,,,covering,Bedeckung
844,,,,natural_covering,natürliche_Bedeckung
845,,,,cover,Abdeckung
846,,,,natural_object,natürlicher_Gegenstand
847,,,,,"Hygieneartikel,Zahnpflege,Sanitärartikel"
848,L02_47,hypernyms - misc,tub,,Badewanne
849,,,,container,Behältnis
850,,,,vessel,Gefäß
851,,,,artifact,Artefakt
852,,,,artefact,DUPLICATE_Artefakt
853,,,,unit,Einheit
854,,,,object,Gegenstand
855,,,,physical_object,physischer_Gegenstand
856,,,,physical_entity,physische_Entität
857,,,,entity,Entität
858,,,,,Sanitäreinreichtung
859,L02_48,hypernyms - misc,tv,,Fernseher
860,,,,device,Gerät
861,,,,machine,Maschine
862,,,,receiver,Empfänger
863,,,,receiving_system,Empfangssystem
864,,,,set,Apparat
865,,,,electronic_equipment,elektronische_Ausrüstung
866,,,,equipment,Ausrüstung
867,,,,artifact,Artefakt
868,,,,artefact,DUPLICATE_Artefakt
869,,,,unit,Einheit
870,,,,object,Gegenstand
871,,,,physical_object,physischer_Gegenstand
872,,,,physical_entity,physische_Entität
873,,,,entity,Entität
874,,,,broadcasting,Rundfunk
875,,,,telecommunication,Telekommunikation
876,,,,telecom,Telekom
877,,,,medium,Massenmedium
878,,,,,"Empfangsgerät,Wiedergabegerät"
879,L02_49,hypernyms - misc,vase,,Vase
880,,,,jar,Glas
881,,,,vessel,Gefäß
882,,,,container,Behätlnis
883,,,,artifact,Artefakt
884,,,,artefact,DUPLICATE_Artefakt
885,,,,unit,Einheit
886,,,,object,Gegenstand
887,,,,physical_object,physischer_Gegenstand
888,,,,physical_entity,physische_Entität
889,,,,entity,Entität
890,,,,,Hohlgefäß
891,L02_50,hypernyms - misc,wristband,,Kontrollarmband
892,,,,band,Band
893,,,,strip,Streifen
894,,,,slip,Zettel
895,,,,artifact,Artefakt
896,,,,artefact,DUPLICATE_Artefakt
897,,,,unit,Einheit
898,,,,object,Gegenstand
899,,,,physical_object,physischer_Gegenstand
900,,,,physical_entity,physische_Entität
901,,,,entity,Entität
902,,,,,"Identifikationsmittel,Zugangskontrolle,Armband,Identifizierung,Qualitätsmanagement,Kennzeichnung,Datenträger,Kontrollmittel,Zugangsbeschränkung,Einlasskontrolle"
