,ID,Relation,Source,Target,DE
829,,,,vinegary,essigähnlich
830,,,,vinegarish,beißend
831,,,,acidic,azidisch
832,,,,acid,DUPLICATE_sauer
833,,,,acidulent,DUPLICATE_säuerlich
834,,,,acidulous,angesäuert
835,,,,lemony,zitronig
836,,,,lemonlike,DUPLICATE_zitronig
837,,,,sourish,DUPLICATE_säuerlich
838,,,,tangy,würzig
839,,,,tart,schneidend
840,,,,subacid,etwas_sauer
841,,,,bitter,DUPLICATE_bitter
842,,,,,"durchsäuert,gesäuert,gegoren,salzig,scharf"
843,L09_44,antonyms - gradable,tasty,,schmackhaft
844,,,,tasteless,geschmacklos
845,,,,bland,fade
846,,,,flat,DUPLICATE_geschmacklos
847,,,,flavorless,ohne_Geschmack
848,,,,flavourless,DUPLICATE_geschmacklos
849,,,,insipid,schal
850,,,,savorless,DUPLICATE_geschmacklos
851,,,,savourless,DUPLICATE_geschmacklos
852,,,,vapid,DUPLICATE_fade
853,,,,unflavored,DUPLICATE_geschmacklos
854,,,,unflavoured,DUPLICATE_geschmacklos
855,,,,nonflavored,DUPLICATE_geschmacklos
856,,,,nonflavoured,DUPLICATE_geschmacklos
857,,,,unsalted,ungesalzen
858,,,,unseasoned,ungewürzt
859,,,,unappetizing,unappetitlich
860,,,,unappetising,DUPLICATE_unappetitlich
861,,,,unpalatable,ungenießbar
862,,,,,"dünn,flau,lasch,würzlos,abgestanden,gehaltlos,salzarm,abscheulich,wäßrig,ohne_Aroma"
863,L09_45,antonyms - gradable,tight,,eng
864,,,,loose,weit
865,,,,lax,lasch
866,,,,baggy,schlotterig
867,,,,loose-fitting,locker_sitzend
868,,,,sloppy,schlabberig
869,,,,flyaway,flatternd
870,,,,free,uneingeschränkt
871,,,,liberal,liberal
872,,,,informal,informell
873,,,,unofficial,unoffiziell
875,L09_46,antonyms - gradable,warm,,warm
876,,,,cool,frisch
877,,,,cold,kalt
878,,,,chilly,kühl
879,,,,frosty,frostig
880,,,,frigid,eisig
881,,,,,eiskalt
882,L09_47,antonyms - gradable,white,,weiß
883,,,,black,schwarz
884,,,,dark,finster
885,,,,lightless,lichtlos
887,L09_48,antonyms - gradable,wide,,weit
888,,,,narrow,eng
889,,,,constricting,beklemmend
890,,,,constrictive,beschränkt
891,,,,narrowing,einengend
892,,,,narrowed,geschmälert
893,,,,narrow-mouthed,NO_TRANSLATION
894,,,,slender,schmal
895,,,,thin,dünn
896,,,,strait,knapp
897,,,,straplike,riemenartig
898,,,,tapered,zugespitzt
899,,,,tapering,zuspitzend
900,,,,limited,limitiert
901,,,,,begrenzt
902,L09_49,antonyms - gradable,willing,,willig
903,,,,unwilling,widerwillig
904,,,,defiantnoncompliant,NO_TRANSLATION
905,,,,involuntary,unfreiwillig
906,,,,nonvoluntary,nicht_freiwillig
907,,,,unvoluntary,DUPLICATE_unfreiwillig
908,,,,disinclined,abgeneigt
909,,,,averse,zuwider
910,,,,backward,verkehrt
911,,,,hesitant,unschlüssig
912,,,,indisposed,indisponiert
913,,,,loath,unwillig
914,,,,reluctant,widerstrebend
915,,,,uneager,wenig_gewillt
916,,,,unwishful,unerwünscht
917,,,,,"ungern,renitent"
918,L09_50,antonyms - gradable,young,,jung
919,,,,old,alt
920,,,,aged,betagt
921,,,,elderly,bejahrt
922,,,,older,älter
923,,,,senior,dienstälter
924,,,,age,Alter
925,,,,aging,alternd
926,,,,ageing,DUPLICATE_alternd
927,,,,senescent,DUPLICATE_alternd
928,,,,ancient,steinalt
929,,,,anile,altweiberhaft
930,,,,centenarian,hundertjährig
931,,,,darkened,NO_TRANSLATION
932,,,,doddering,tatterig
933,,,,doddery,tattrig
934,,,,gaga,verkalkt
935,,,,senile,senil
936,,,,emeritus,emeritiert
937,,,,grey,grau
938,,,,gray,ergrauen
939,,,,grey-haired,grauhaarig
940,,,,gray-haired,DUPLICATE_grauhaaring
941,,,,grey-headed,grauköpfig
942,,,,gray-headed,DUPLICATE_grauköpfig
943,,,,grizzly,gräulich
944,,,,hoar,ehrwürdig
945,,,,hoary,altersgrau
946,,,,white-haired,weißhaarig
947,,,,middle-aged,mittleren_Alters
948,,,,nonagenarian,neunzigjährig
949,,,,octogenarian,achtzigjährig
950,,,,oldish,ältlich
951,,,,overage,zu_alt
952,,,,overaged,überaltet
953,,,,superannuated,pensioniert
954,,,,over-the-hill,abgehalftert
955,,,,sexagenarian,sechzigjährig
956,,,,venerable,altehrwürdig
957,,,,experienced,erfahren
958,,,,experient,erfahrener_Mensch
959,,,,mature,reif
960,,,,,"in_die_Jahre_gekommen,gealtert,greis,uralt,greisenhaft,ältlich"
