,ID,Relation,Source,Target,DE
809,,,,archosaurian_reptile,DUPLICATE_Archosauria
810,,,,,"Thyreophora,Vogelbeckensaurier"
811,L01_43,hypernyms - animals,tiger,,Tiger
812,,,,feline,Katzenartige
813,,,,cat,Katze
814,,,,beast,Wildtier
815,,,,animal,Tier
816,,,,organism,Organismus
817,,,,fauna,Fauna
818,,,,placental,Plazentatier
819,,,,carnivore,Fleischfresser
820,,,,chordate,Chordatier
822,,,,eutherian,Eutheria
823,,,,mammal,Säugetier
824,,,,mammalian,Mammalia
825,,,,eutherian_mammal,DUPLICATE_höheres_Säugetier
826,,,,animate_being,lebendes_Wesen
827,,,,placental_mammal,höheres_Säugetier
828,,,,craniate,Schädeltier
829,,,,big_cat,Großkatze
830,,,,Felidae,Felidae
831,,,,,"Raubtier,Großwild"
832,L01_44,hypernyms - animals,triceratops,,Triceratops
833,,,,dinosaur,Dinosaurier
834,,,,reptile,Reptil
835,,,,ceratopsian,Ceratopsia
836,,,,horned_dinosaur,gehörnter_Dinosaurier
837,,,,archosaur,Archosauria
838,,,,archosaurian,DUPLICATE_Archosauria
839,,,,archosaurian_reptile,DUPLICATE_Archosauria
840,,,,,"Vogelbeckensaurier,Oberkreide"
841,L01_45,hypernyms - animals,turkey,,Truthahn
842,,,,fowl,Federvieh
843,,,,bird,Vogel
844,,,,vertebrate,Wirbeltier
845,,,,poultry,Geflügel
846,,,,creature,Geschöpf
847,,,,beast,Wildtier
848,,,,being,Wesen
849,,,,animal,Tier
850,,,,organism,Organismus
851,,,,fauna,Fauna
852,,,,chordate,Chordatier
853,,,,domestic_fowl,Hausgeflügel
854,,,,animate_being,lebendes_Wesen
855,,,,gallinaceous_bird,Hühnervogel
856,,,,craniate,Schädeltier
857,,,,gallinacean,Galliformes
858,,,,living_thing,Lebewesen
859,,,,,Fasanenartige
860,L01_46,hypernyms - animals,tyrannosaurus,,Tyrannosaurus
861,,,,dinosaur,Dinosaurier
862,,,,reptile,Reptil
863,,,,theropod,Theropoda
864,,,,theropod_dinosaur,Echsenbeckensaurier
865,,,,bird-footed_dinosaur,Bipede
866,,,,archosaur,Archosauria
867,,,,archosaurian,DUPLICATE_Archosauria
868,,,,archosaurian_reptile,DUPLICATE_Archosauria
869,,,,,"Fleischfresser,landlebender_Dinosaurier"
870,L01_47,hypernyms - animals,velociraptor,,Velociraptor
871,,,,dinosaur,Dinosaurier
872,,,,reptile,Reptil
873,,,,maniraptor,Maniraptora
874,,,,archosaur,Archosauria
875,,,,archosaurian,DUPLICATE_Archosauria
876,,,,archosaurian_reptile,DUPLICATE_Archosauria
877,,,,,"Theropoda,Echsenbeckensaurier"
878,L01_48,hypernyms - animals,viper,,Viper
879,,,,snake,Schlange
880,,,,reptile,Reptil
881,,,,serpent,Serpentes
882,,,,ophidian,DUPLICATE_Schlange
884,,,,,"Giftschlange,Schuppenkriechtier"
885,L01_49,hypernyms - animals,vulture,,Geier
886,,,,raptor,Raubvogel
887,,,,bird,Vogel
888,,,,vertebrate,Wirbeltier
889,,,,creature,Geschöpf
890,,,,beast,Wildtier
891,,,,being,Wesen
892,,,,animal,Tier
893,,,,organism,Organismus
894,,,,fauna,Fauna
895,,,,chordate,Chordatier
896,,,,animate_being,lebendes_Wesen
897,,,,craniate,Schädeltier
898,,,,living_thing,Lebewesen
899,,,,raptorial_bird,DUPLICATE_Raubvogel
900,,,,bird_of_prey,Greifvogel
901,,,,,Aasfresser
902,L01_50,hypernyms - animals,wolf,,Wolf
903,,,,canine,hundeartig
904,,,,vertebrate,Wirbeltier
905,,,,creature,Geschöpf
906,,,,beast,Wildtier
907,,,,canid,Canide
908,,,,being,Wesen
909,,,,animal,Tier
910,,,,organism,Organismus
911,,,,fauna,Fauna
912,,,,placental,Plazentatier
913,,,,carnivore,Fleischfresser
914,,,,chordate,Chordatier
915,,,,eutherian,Eutheria
916,,,,mammal,Säugetier
917,,,,mammalian,Mammalia
918,,,,animate_being,lebendes_Wesen
919,,,,eutherian_mammal,DUPLICATE_höheres_Säugetier
920,,,,locomote,Fortbewegung
921,,,,placental_mammal,höheres_Säugetier
922,,,,craniate,Schädeltier
923,,,,domesticated_animal,domestiziertes_Tier
924,,,,physical_entity,physische_Entität
925,,,,domestic_animal,Haustier
926,,,,living_thing,Lebewesen
927,,,,,"Raubtier,Rudeltier"
