,ID,Relation,Source,Target,DE
789,,,,heartstrings,innerste_Gefühle
790,,,,lovingness,Barmherzigkeit
791,,,,caring,fürsorglich
792,,,,loyalty,Loyalität
793,,,,puppy_love,Jugendliebe
794,,,,calf_love,jugendliche_Schwärmerei
795,,,,crush,verknallt
796,,,,infatuation,Vernarrtheit
797,,,,worship,Anbetung
798,,,,adoration,Verehrung
799,,,,aggravation,Verschlimmerung
800,,,,exasperation,Verzweiflung
801,,,,displeasure,Missfallen
802,,,,frustration,Frustration
803,,,,harassment,Schikane
804,,,,torment,Qual
805,,,,pique,Vergrämtheit
806,,,,temper,Temperament
807,,,,irritation,Irritation
808,,,,fit,Anfall
809,,,,tantrum,Wutanfall
810,,,,scene,Aufstand
811,,,,conniption,hysterischer_Ausbruch
812,,,,irascibility,Jähzorn
813,,,,short_temper,unbeherrscht
814,,,,spleen,DUPLICATE_Übellaunigkeit
815,,,,quick_temper,hitziges_Gemüt
816,,,,lividity,Fahlheit
817,,,,wrath,DUPLICATE_Zorn
818,,,,dudgeon,Groll
819,,,,high_dudgeon,sehr_aufgebracht
820,,,,willies,nervös
821,,,,comfort,Komfort
822,,,,quality_of_life,Lebensqualität
823,,,,blessedness,Glückseligkeit
824,,,,beatitude,Seligkeit
825,,,,beatification,Seligsprechung
826,,,,radiance,Ausstrahlung
827,,,,embitterment,Verbitterung
828,,,,sadness,Traurigkeit
829,,,,sorrow,Kummer
830,,,,sorrowfulness,Bekümmertheit
831,,,,pall,Reiz_verlieren
832,,,,foreboding,Unheil_verkünden
833,,,,premonition,Vorwarnung
834,,,,presentiment,Vorgefühl
835,,,,boding,prophezeiend
836,,,,gloom,Trübsal
837,,,,gloominess,Trübsinn
838,,,,somberness,Düsterheit
839,,,,sombreness,DUPLICATE_Düsterheit
840,,,,suspense,Anspannung
841,,,,trepidation,Beklemmung
842,,,,swivet,DUPLICATE_Aufregung
843,,,,cold_feet,kalte_Füße
844,,,,diffidence,Befangenheit
845,,,,self-doubt,Selbstzweifel
846,,,,self-distrust,Selbstmisstrauen
847,,,,shyness,Geniertheit
848,,,,aggression,Aggression
849,,,,aggressiveness,Aggressivität
850,,,,animosity,Animosität
851,,,,animus,Erbitterung
852,,,,bad_blood,böses_Blut
853,,,,antagonism,Antagonismus
854,,,,belligerence,Streitlust
855,,,,belligerency,Kriegszustand
856,,,,class_feeling,Klassenbewusstsein
857,,,,resentment,Ressentiment
858,,,,bitterness,Bitterkeit
859,,,,gall,Unverfrorenheit
860,,,,rancor,DUPLICATE_Groll
861,,,,rancour,DUPLICATE_Groll
862,,,,maleficence,Schädlichkeit
863,,,,malice,Bosheit
864,,,,maliciousness,Heimtücke
865,,,,spite,kränken
866,,,,spitefulness,Gehässigkeit
867,,,,venom,DUPLICATE_Gehässigkeit
868,,,,vindictiveness,Rachgier
869,,,,vengefulness,Rachsucht
870,,,,misocainea,Cainophobie
871,,,,euphoria,Hochstimmung
872,,,,euphory,Euphorie
873,,,,bang,zusammenstoßen
874,,,,boot,treten
875,,,,charge,angreifen
876,,,,rush,überstürzen
877,,,,flush,erröten
878,,,,kick,kicken
879,,,,intoxication,Rausch
880,,,,titillation,Kitzel
881,,,,triumph,Triumph
882,,,,beneficence,Wohltätigkeit
883,,,,warmheartedness,Warmherzigkeit
884,,,,warmth,Wärme
885,,,,nirvana,Nirwana
886,,,,enlightenment,Erleuchtung
887,,,,mourning,Trauer
888,,,,bereavement,Verlust
889,,,,poignance,Schmerzhaftigkeit
890,,,,poignancy,Schmerzlichkeit
891,,,,presage,Anzeichen
892,,,,shadow,Schatten
893,,,,hesitance,Zögern
894,,,,hesitancy,Unschlüssigkeit
895,,,,unassertiveness,Unbestimmtheit
896,,,,warpath,Kriegspfad
897,,,,envy,Neid
898,,,,enviousness,Missgunst
899,,,,grudge,Groll_hegen
900,,,,score,Eroberung
901,,,,grievance,Kränkung
902,,,,heartburning,krankhafte_Eifersucht
903,,,,sulkiness,Schmollen
904,,,,huffishness,Gereitzheit
905,,,,covetousness,Begierde
906,,,,jealousy,Eifersucht
907,,,,green-eyed_monster,Argwohn
908,,,,penis_envy,Penisneid
909,,,,,"Überraschung,Scham,Nostalgie,Romantik,Erleichterung,Langeweile,Interesse,Gelassenheit,Verlangen,Wertschätzung,Verwirrung,Staunen,Belustigung,Optimismus,Ablehnung,Begeisterung,Klarheit"
910,L03_26,hyponyms - misc,flask,,Fläschchen
911,,,,thermos,Thermos
912,,,,ampulla,Ampulle
913,,,,canteen,Feldflasche
914,,,,erlenmeyer_flask,Erlenmeyerkolben
915,,,,hipflask,Taschenflakon
916,,,,pocket_flask,Flachmann
917,,,,round-bottom_flask,Rundkolben
918,,,,vacuum_flask,Isolierkanne
919,,,,vacuum_bottle,Isolierflasche
920,,,,dewar_flask,Dewargefäß
921,,,,dewar,Dewarbehälter
922,,,,thermos_bottle,Thermosflasche
923,,,,thermos_flask,Thermoskanne
925,L03_27,hyponyms - misc,guitar,,Gitarre
926,,,,ukulele,Ukulele
927,,,,bass,Bass
928,,,,bass_guitar,Bassgitarre
929,,,,acoustic_guitar,Akkustikgitarre
930,,,,cittern,Cister
931,,,,cithern,Cisther
932,,,,cither,Zitter
933,,,,citole,Citole
934,,,,gittern,Quintern
935,,,,electric_guitar,elektrische_Gitarre
936,,,,hawaiian,Hawaiigitarre
937,,,,steel,Pedal-Steel-Gitarre
938,,,,uke,DUPLICATE_Ukulele
939,,,,,Flamenco-Gitarre
940,L03_28,hyponyms - misc,gun,,Waffe
941,,,,rifle,Gewehr
942,,,,air,DUPLICATE_Luftgewehr
943,,,,airgun,Luftgewehr
944,,,,antiaircraft,Flakgeschütz
945,,,,flak,Flak
946,,,,flack,Fliegerabwehrkanone
947,,,,pom-pom,Maschinenkanone
948,,,,ack-ack,Flugabwehrkanone
949,,,,breechloader,Hinterlader
950,,,,cannon,Kanone
951,,,,firearm,Feuerwaffe
952,,,,piece,Geschütz
953,,,,small-arm,Handfeuerwaffe
954,,,,gas,Gaskanone
955,,,,minute,Maschinengewehr
956,,,,quaker,Hölzerne_Kanone
957,,,,set,DUPLICATE_Selbstschussanlage
958,,,,spring,Selbstschussanlage
959,,,,whaling,Harpunenkanonen
960,,,,,Pistole
961,L03_29,hyponyms - misc,jewel,,Juwelen
962,,,,diamond,Diamant
963,,,,ruby,Rubin
964,,,,pearl,Perle
965,,,,emerald,Smaragd
966,,,,sapphire,Saphir
968,L03_30,hyponyms - misc,jewelry,,Schmuck
969,,,,bracelet,Armband
970,,,,bead,Glasperle
971,,,,bijou,Kleinod
972,,,,bling,Klunker
973,,,,bling_bling,DUPLICATE_Klunker
974,,,,bangle,Armreif
975,,,,clip,Klammer
976,,,,cufflink,Manschettenknopf
977,,,,earring,Ohrringe
978,,,,jewel,Juwel
979,,,,gem,Edelstein
980,,,,precious_stone,kostbarer_Stein
981,,,,necklace,Halskette
982,,,,pin,Anstecknadel
983,,,,ring,Ring
984,,,,band,Band
985,,,,tie_clip,Krawattenhalter
986,,,,bugle,Stiftperle
987,,,,anklet,Fußring
988,,,,ankle_bracelet,Fußkette
989,,,,armilla,Armilla
990,,,,pendant_earring,Hängeohrringe
991,,,,drop_earring,Ohrhänger
992,,,,eardrop,Ohrgehänge
993,,,,crown_jewel,Kronjuwel
994,,,,diamond,Diamant
995,,,,emerald,Smaragd
996,,,,pearl,Perle
997,,,,ruby,Rubin
998,,,,sapphire,Saphir
999,,,,solitaire,Solitär
1000,,,,chain,Kette
1001,,,,string,DUPLICATE_Kette
1002,,,,strand,Strang
1003,,,,choker,Kropfband
1004,,,,collar,Halsband
1005,,,,dog_collar,Hundehalsband
1006,,,,neckband,Halsbinde
1007,,,,brooch,Brosche
1008,,,,broach,DUPLICATE_Brosche
1009,,,,breastpin,Brustnadel
1010,,,,scatter_pin,DUPLICATE_Anstecknadel
1011,,,,stickpin,DUPLICATE_Krawattennadel
1012,,,,tie_tack,DUPLICATE_Krawattennadel
1013,,,,tiepin,Krawattennadel
1014,,,,scarfpin,Schalnadel
1015,,,,annulet,kleiner_Ring
1016,,,,engagement_ring,Verlobungsring
1017,,,,mourning_ring,Trauerring
1018,,,,ringlet,Ringel
1019,,,,signet_ring,Siegelring
1020,,,,seal_ring,DUPLICATE_Siegelring
1021,,,,wedding_ring,Trauring
1022,,,,wedding_band,Ehering
1023,,,,ice,di­a­man­ten­be­setzt
1024,,,,sparkler,funkelnder_Diamant
1025,,,,seed_pearl,Saatperle
1026,,,,sunburst,Sonnenstrahlen
1027,,,,,"Krawattenspange,Anhänger,Kreole,Zehenring,Goldkette,Ohrstecker,Nabelring"
1028,L03_31,hyponyms - misc,mixer,,Mixer
1029,,,,blender,Blender
1030,,,,liquidizer,Mixgerät
1031,,,,liquidiser,DUPLICATE_Mixgerät
1032,,,,eggbeater,Schneeschläger
1033,,,,eggwhisk,Schneebesen
1034,,,,electric,elektrisch
1035,,,,whisk,Quirl
1036,,,,,Standmixer
1037,L03_32,hyponyms - misc,month,,Monat
1038,,,,january,Januar
1039,,,,february,Februar
1040,,,,march,März
1041,,,,april,April
1042,,,,may,Mai
1043,,,,june,Juni
1044,,,,july,Juli
1045,,,,august,August
1046,,,,september,September
1047,,,,october,Oktober
1048,,,,november,November
1049,,,,december,Dezember
1050,,,,jan,Jan
1051,,,,feb,Feb
1052,,,,mar,Mar
1053,,,,apr,Apr
1054,,,,jun,Jun
1055,,,,jul,Jul
1056,,,,aug,Aug
1057,,,,sep,Sep
1058,,,,oct,Okt
1059,,,,nov,Nov
1060,,,,dec,Dez
1062,L03_33,hyponyms - misc,oven,,Backofen
1063,,,,broiler,Bratrost
1064,,,,dutch_oven,Feuertopf
1065,,,,gas_oven,Gasofen
1066,,,,rotisserie,Grill
1067,,,,tandoor,Tandur
1069,L03_34,hyponyms - misc,painting,,Gemälde
1070,,,,watercolor,Wasserfarbe
1071,,,,abstraction,Abstraktion
1072,,,,cityscape,Stadtansicht
1073,,,,daub,Schmiererei
1074,,,,distemper,Temperamalerei
1075,,,,finger-painting,Fingermalerei
1076,,,,icon,Ikone
1077,,,,ikon,Andachtsbild
1078,,,,landscape,Landschaft
1079,,,,miniature,Miniatur
1080,,,,illumination,Buchmalerei
1081,,,,monochrome,monochrom
1082,,,,mural,Wandgemälde
1083,,,,wall,Wandmalerei
1084,,,,nude,Aktmalerei
1085,,,,nude_painting,Aktgemälde
1086,,,,oil,Ölgemälde
1087,,,,pentimento,Pentimenti
1088,,,,sand,Sandmalerei
1089,,,,seascape,Meereslandschaft
1090,,,,waterscape,Wasserlandschaft
1091,,,,semi-abstraction,semi-abstrakte_Malerei
1092,,,,still_life,Stillleben
1093,,,,tanka,Tanka
1094,,,,water-color,DUPLICATE_Wasserfarbe
1095,,,,watercolour,DUPLICATE_Wasserfarbe
1096,,,,water-colour,DUPLICATE_Wasserfarbe
1097,,,,fresco,Fresko
1098,,,,graffitti,Graffiti
1099,,,,,"Impressionismus,Porträtmalerei,Pastellmalerei"
1100,L03_35,hyponyms - misc,poem,,Gedicht
1101,,,,haiku,Haiku
1102,,,,abecedarius,Abecedarium
1103,,,,alcaic,alkäisch
1104,,,,alcaic_verse,alkäische_Strophe
1105,,,,ballad,Ballade
1106,,,,lay,Lai
1107,,,,ballade,Balladenform
1108,,,,blank_verse,Blankvers
1109,,,,elegy,Elegie
1110,,,,lament,Trauergesang
1111,,,,epic_poem,Heldenlied
1112,,,,heroic_poem,Heldengedicht
1113,,,,epic,Versepos
1114,,,,epos,Epos
1115,,,,free_verse,freier_Vers
1116,,,,vers_libre,Vers_libre
1117,,,,lyric,Lyrik
1118,,,,lyric_poem,lyrisches_Gedicht
1119,,,,rondeau,Rondeau
1120,,,,rondel,Rondel
1121,,,,sonnet,Sonett
1122,,,,tanka,Tanka
1123,,,,terza_rima,Terzine
1124,,,,verse,Versdichtung
1125,,,,rhyme,Vers
1126,,,,versicle,Versikel
1128,L03_36,hyponyms - misc,railway,,Eisenbahn
1129,,,,monorail,Einschienenbahn
1130,,,,cable,Seilbahnwagen
1131,,,,funicular,Drahtseilbahn
1132,,,,cog,Zahnradbahn
1133,,,,rack,Zahnradbahnwagen
1134,,,,elevated,Hochbahn
1135,,,,el,HB
1136,,,,overhead,Schwebebahn
1137,,,,metro,Metro
1138,,,,tube,DUPLICATE_U-Bahn
1139,,,,underground,Untergrundbahn
1140,,,,subway,U-Bahn
1141,,,,rail,Gleis
1142,,,,,"Zweischienenbahn,Hängebahn"
1143,L03_37,hyponyms - misc,season,,Jahreszeit
1144,,,,spring,Frühling
1145,,,,harvest,Erntezeit
1146,,,,haying,Heuernte
1147,,,,fall,Herbst
1148,,,,autumn,DUPLICATE_Herbst
1149,,,,springtime,Frühlingszeit
1150,,,,summer,Sommer
1151,,,,summertime,Sommerzeit
1152,,,,winter,Winter
1153,,,,wintertime,Winterzeit
1154,,,,rainy,regnerisch
1155,,,,dry,trocken
1156,,,,growing,Anpflanzung
1157,,,,seedtime,Aussaat
1158,,,,sheepshearing,Schafschur
1159,,,,holiday,Urlaub
1160,,,,high,Hochseason
1161,,,,peak,Hauptsaison
1162,,,,off-season,Nebensaison
1163,,,,preseason,Vorsaison
1164,,,,baseball,Baseballsaison
1165,,,,basketball,Basketballsaison
1166,,,,exhibition,Messezeit
1167,,,,concert,Konzertsaison
1168,,,,fishing,Fangsaison
1169,,,,football,Fußballsaison
1170,,,,hockey,Hockeysaison
1171,,,,hunting,Jagdzeit
1172,,,,social,Sozialzeit
1173,,,,theatrical,Theatersaison
1174,,,,whitsun,Pfingsten
1175,,,,whitsuntide,Pfingstzeit
1176,,,,whitweek,Pfingstwoche
1177,,,,,Weihnachtszeit
1178,L03_38,hyponyms - misc,seat,,Sitzgelegenheit
1179,,,,chair,Stuhl
1180,,,,bench,Bank
1181,,,,box,Loge
1182,,,,ottoman,Ottomane
1183,,,,pouf,DUPLICATE_Puff
1184,,,,pouffe,Polsterhocker
1185,,,,puff,Puff
1186,,,,hassock,Sitzkissen
1187,,,,sofa,Sofa
1188,,,,couch,Couch
1189,,,,lounge,Sitzecke
1190,,,,stool,Hocker
1191,,,,toilet,Toilette
1192,,,,,Schemel
1193,L03_39,hyponyms - misc,shelf,,Regal
1194,,,,bookshelf,Bücherregal
1195,,,,hob,Kochfeld
1196,,,,mantel,DUPLICATE_Kaminsims
1197,,,,mantelpiece,Kaminsims
1198,,,,mantle,DUPLICATE_Kaminsims
1199,,,,mantlepiece,DUPLICATE_Kaminsims
1200,,,,chimneypiece,Kaminstück
1201,,,,overmantel,Kamingesims
1202,,,,berm,Berme
1203,,,,,"Wandregal,Hochregal,Rückstellregal"
1204,L03_40,hyponyms - misc,shirt,,Hemd
1205,,,,polo,Polohemd
1206,,,,camise,NO_TRANSLATION
1207,,,,dashiki,Daschiki
1208,,,,daishiki,DUPLICATE_Daschiki
1209,,,,dress,Kleid
1210,,,,evening,Abendgarderobe
1211,,,,hair,Büßerhemd
1212,,,,jersey,Trikot
1213,,,,t-shirt,T-Shirt
1214,,,,tee,DUPLICATE_T-Shirt
1215,,,,kurta,Kurta
1216,,,,sport,Sportshirt
1217,,,,tank,Tanktop
1218,,,,work-shirt,Arbeitshemd
1219,,,,,"Tunika,Smokinghemd,Flanellhemd"
1220,L03_41,hyponyms - misc,shoes,,Schuhe
1221,,,,sneakers,Sneakers
1222,,,,anklet,Riemchenschuhe
1223,,,,baby_shoes,Babyschuhe
1224,,,,balmoral,Balmoral
1225,,,,blucher,Schnürstiefel
1226,,,,bowling_shoes,Bowlingschuh
1227,,,,brogan,DUPLICATE_Arbeitsschuh
1228,,,,brogue,Budapester
1229,,,,clodhopper,Quadratlatschen
1230,,,,work_shoes,Arbeitsschuh
1231,,,,calceus,Halbstiefel
1232,,,,chopine,Chopine
1233,,,,platform_shoes,Plateauschuhe
1234,,,,chukka,Chukka-Stiefel
1235,,,,boots,Stiefel
1236,,,,cleats,Stollenschuhe
1237,,,,congress_shoes,NO_TRANSLATION
1238,,,,gaiters,Gamaschen
1239,,,,flipper_shoes,Schwimmflossen
1240,,,,fin_shoes,DUPLICATE_Schwimmflossen
1241,,,,ghillie,Gillie-Schuh
1242,,,,gillie,DUPLICATE_Gillie-Schuh
1243,,,,gym_shoes,Turnschuhe
1244,,,,tennis_shoes,Tennisschuhe
1245,,,,loafers,Slipper
1246,,,,moccasins,Mokassins
1247,,,,mocassins,DUPLICATE_Mokassins
1248,,,,oxford_shoes,Balmoral-Stiefel
1249,,,,pump_shoes,Pumps
1250,,,,running_shoes,Laufschuhe
1251,,,,sabot,Sabot
1252,,,,wooden_shoes,Holzschuh
1253,,,,sandals,Sandalen
1254,,,,slingbacks,Slingpumps
1255,,,,sling_shoes,DUPLICATE_Riemchenschuhe
1256,,,,walker_shoes,DUPLICATE_Wanderschuhe
1257,,,,walking_shoes,Wanderschuhe
1258,,,,wedgie,Schuhe_mit_Keilabsatz
1259,,,,wing_shoes,Schaftstiefel
1260,,,,tip_shoes,Steppschuhe
1261,,,,stiletto,Stiletto
1262,,,,heeled,Stöckelschuh
1263,,,,,"Maßschuh,Konfektionsschuh,Leinenschuh,Lederschuh,Tanzschuh,Gummistiefel,Stahlkappenschuh"
1264,L03_42,hyponyms - misc,sofa,,Sofa
1265,,,,divan,Diwan
1266,,,,diwan,DUPLICATE_Diwan
1267,,,,convertible_sofa,Schlafcouch
1268,,,,daybed,Tagbett
1269,,,,loveseat,Tête-à-tête
1270,,,,settee,Sitzbank
1271,,,,squab,Polsterkissen
1272,,,,,"Polsterbank,Kanapee"
1273,L03_43,hyponyms - misc,song,,Lied
1274,,,,lullaby,Schlaflied
1275,,,,religious_song,Kirchenlied
1276,,,,anthem,Hymne
1277,,,,aria,Arie
1278,,,,ballad,Ballade
1279,,,,lay,Lai
1280,,,,barcarole,Barcarole
1281,,,,barcarolle,DUPLICATE_Barcarole
1282,,,,ditty,Liedchen
1283,,,,dirge,Klagelied
1284,,,,coronach,Totenklage
1285,,,,lament,Trauergesang
1286,,,,requiem,Requiem
1287,,,,threnody,Threnodie
1288,,,,drinking_song,Trinklied
1289,,,,folk_song,Volkslied
1290,,,,folksong,Volksgesang
1291,,,,folk_ballad,Volksballade
1292,,,,lied,Kunstlied
1293,,,,love_song,Liebeslied
1294,,,,love-song,Minnesang
1295,,,,cradlesong,Wiegenlied
1296,,,,berceuse,Berceuse
1297,,,,oldie,Oldie
1298,,,,golden_oldie,Evergreen
1299,,,,partsong,mehrstimmiges_Lied
1300,,,,prothalamion,Hochzeitsgesang
1301,,,,prothalamium,NO_TRANSLATION
1302,,,,roundelay,Rundgesang
1303,,,,scolion,Skolion
1304,,,,banquet_song,Bankettlied
1305,,,,serenade,Serenade
1306,,,,torch_song,Liebeskummerschnulze
1307,,,,work_song,Arbeitslied
1308,,,,,"Chanson,Schlager,Liebslied"
1309,L03_44,hyponyms - misc,spice,,Gewürz
1310,,,,pepper,Pfeffer
1311,,,,allspice,Piment
1312,,,,ajwain,Ajowan
1313,,,,cumin,Kreuzkümmel
1314,,,,caraway_seed,Kümmelsamen
1315,,,,cardamom,Kardamom
1316,,,,cassia,Zimtkassie
1317,,,,cayenne,Cayennepfeffer
1318,,,,celery_seeds,Selleriesamen
1319,,,,chile_pepper,Chilipfeffer
1320,,,,chile,Chili
1321,,,,cinnamon,Zimt
1322,,,,clove,Gewürznelke
1323,,,,coriander,Koriander
1324,,,,dill,Dill
1325,,,,fennel,Fenchel
1326,,,,fenugreek,Bockshornklee
1327,,,,frankincense,Weihrauch
1328,,,,galangal,Galgant
1329,,,,garlic,Knoblauch
1330,,,,ginger,Ingwer
1331,,,,horseradish,Meerrettich
1332,,,,jalapeño,Jalapeño
1333,,,,juniper,Kriechwacholder
1334,,,,licorice,echtes_Süßholz
1335,,,,mace,Muskatblüte
1336,,,,mustard,Senf
1337,,,,nutmeg,Muskatnuss
1338,,,,onion,Zwiebel
1339,,,,paprika,Paprika
1340,,,,peppercorns,Pfefferkörner
1341,,,,saffron,Safran
1342,,,,savory,Bohnenkraut
1343,,,,sesame,Sesam
1344,,,,anise,Anis
1345,,,,sumac,Sumach
1346,,,,tabasco,Tabasco
1347,,,,tamarind,Tamarinde
1348,,,,turmeric,Kurkuma
1349,,,,five_spice_powder,Fünf-Gewürze-Pulver
1350,,,,powdered_ginger,Ingwerpulver
1351,,,,chinese_anise,DUPLICATE_Sternanis
1352,,,,star_anise,Sternanis
1353,,,,star_aniseed,DUPLICATE_Sternanis
1354,,,,,"Basilikum,Oregano,Kapern,Currypulver,Lorbeerblätter"
1355,L03_45,hyponyms - misc,sweater,,Sweater
1356,,,,turtleneck,Rollkragenpullover
1357,,,,cardigan,Strickjacke
1358,,,,pullover,Pullover
1359,,,,slipover,Pullunder
1360,,,,turtle,DUPLICATE_Rollkragenpullover
1361,,,,polo-neck,Rollkragenpulli
1362,,,,,"Strickpulli,Joggingpullover"
1363,L03_46,hyponyms - misc,tool,,Werkzeug
1364,,,,rake,Hake
1365,,,,abrader,Schleifmittel
1366,,,,abradant,Schmirgel
1367,,,,bender,Bieger
1368,,,,clincher,Wulst
1369,,,,comb,Kamm
1370,,,,cutting_implement,Schneidewerkzeug
1371,,,,drill,Bohrer
1372,,,,eolith,Eolith
1373,,,,fork,Gabel
1374,,,,gang,hydraulischer_Verteiler
1375,,,,garden_tool,Gartenwerkzeug
1376,,,,lawn_tool,Gartengeräte
1377,,,,grapnel,Enterhaken
1378,,,,grapple,Haken
1379,,,,grappler,Greifarm
1380,,,,grappling_hook,Wurfanker
1381,,,,grappling_iron,DUPLICATE_Enterhaken
1382,,,,hack,Hacke
1383,,,,hand_tool,Handwerkzeug
1384,,,,hoe,DUPLICATE_Hacke
1385,,,,jack,Wagenheber
1386,,,,jaws_of_life,Rettungsschere
1387,,,,neolith,Jugendsteinzeitwerkzeuge
1388,,,,paleolith,Altsteinzeitwerkzeuge
1389,,,,pestle,Stößel
1390,,,,muller,Reiber
1391,,,,pounder,Stampfer
1392,,,,plow,Pflug
1393,,,,plough,DUPLICATE_Pflug
1394,,,,power_tool,Elektrowerkzeug
1395,,,,punch,Stanze
1396,,,,puncher,Locher
1397,,,,ram,Ramme
1398,,,,rounder,Stromer
1399,,,,saw_set,Schränkzange
1400,,,,shaping_tool,Hobelwerkzeug
1401,,,,strickle,Schablone
1402,,,,stylus,Stift
1403,,,,style,Griffel
1404,,,,tamp,Walze
1405,,,,tamper,Stopfer
1406,,,,tamping_bar,Ladestock
1407,,,,tap,Hahn
1408,,,,upset,Schränkeisen
1409,,,,swage,Schmiedegesenk
1410,,,,,"Schlagbohrer,Akkuschrauber,Bohrmaschine"
1411,L03_47,hyponyms - misc,toy,,Spielzeug
1412,,,,doll,Puppe
1413,,,,ball,Ball
1414,,,,balloon,Luftballon
1415,,,,cockhorse,Schaukelpferd
1416,,,,dolly,Püppchen
1417,,,,dollhouse,Puppenhaus
1418,,,,house,Haus
1419,,,,frisbee,Frisbee
1420,,,,hobby,Hobby
1421,,,,hobbyhorse,Steckenpferd
1422,,,,rocking,Schauckel
1423,,,,horse,Pferd
1424,,,,hula-hoop,Hula-Hoop
1425,,,,jack-in-the-box,Schachtelteufel
1426,,,,jungle,Jungle
1427,,,,gym,Fitnessstudio
1428,,,,jumping,Springen
1429,,,,jack,Hampelmann
1430,,,,kaleidoscope,Kaleidoskop
1431,,,,kite,Kite
1432,,,,lego,Lego
1433,,,,meccano,Meccano
1434,,,,shooter,Shooter
1435,,,,pinata,Piñata
1436,,,,pinwheel,Windrädchen
1437,,,,playhouse,Spielhaus
1438,,,,wendy,Kinderspielhaus
1439,,,,pogo,Pogo
1440,,,,stick,NO_TRANSLATION
1441,,,,popgun,Kindergewehr
1442,,,,rattle,Rassel
1443,,,,sandbox,Sandkasten
1444,,,,sandpile,Sandhaufen
1445,,,,sandpit,Buddelkasten
1446,,,,seesaw,DUPLICATE_Wippe
1447,,,,teeter,DUPLICATE_Wippe
1448,,,,teeter-totter,Wippe
1449,,,,teetertotter,DUPLICATE_Wippe
1450,,,,teeterboard,DUPLICATE_Wippe
1451,,,,tilting,Stehaufmännchen
1452,,,,board,Brettspiel
1453,,,,dandle,wiegen
1454,,,,slide,Rutsche
1455,,,,playground,Spielplatz
1456,,,,sliding,rutschen
1457,,,,slingshot,Steinschleuder
1458,,,,sling,Schleuder
1459,,,,catapult,Katapult
1460,,,,swing,Schaukel
1461,,,,teddy,Teddy
1462,,,,bear,Teddybär
1463,,,,top,DUPLICATE_Schaukel
1464,,,,whirligig,Windrad
1465,,,,teetotum,Nimmgib
1466,,,,spinning,Kreisel
1467,,,,train,Zug
1468,,,,water_pistol,Wasserpistole
1469,,,,gun,Spielzeugpistole
1470,,,,squirt,Wasserkanone
1471,,,,squirter,Spritzpistole
1472,,,,yo-yo,Jo-Jo
1473,,,,,"Knetmasse,Buntstifte,Hüpfseil,Modellflugzeug,Kaufladen,Ball"
1474,L03_48,hyponyms - misc,trousers,,Hosen
1475,,,,jeans,Jeans
1476,,,,bellbottom_trousers,DUPLICATE_Schlaghose
1477,,,,bell-bottoms,Schlaghose
1478,,,,bellbottom_pants,DUPLICATE_Schlaghose
1479,,,,breeches,Breeches
1480,,,,knee_breeches,Kniebundhose
1481,,,,knee_pants,Kniehose
1482,,,,knickerbockers,Knickerbocker
1483,,,,knickers,Schlüpfer
1484,,,,chino,Chinohose
1485,,,,churidars,Salwar_Kamiz
1486,,,,cords,Kordhose
1487,,,,corduroys,Cordhose
1488,,,,flannel,Flanellhose
1489,,,,gabardine,Gabardine-Hose
1490,,,,tweed,Tweedhose
1491,,,,white,weiße_Hose
1492,,,,jean,DUPLICATE_Jeans
1493,,,,blue_jean,Bluejeans
1494,,,,denim,Denimhose
1495,,,,jodhpurs,Jodhpurhose
1496,,,,jodhpur_breeches,DUPLICATE_Reithose
1497,,,,riding_breeches,Reithose
1498,,,,long_trousers,lange_Hose
1499,,,,long_pants,lange_Unterhose
1500,,,,pajama,Schlafanzugshose
1501,,,,pyjama,Pyjamahose
1502,,,,pantaloon,Pluderhose
1503,,,,pedal_pusher,Fischerhose
1504,,,,toreador_pants,Caprihose
1505,,,,salwar,Salwar
1506,,,,shalwar,Shalwar
1507,,,,short_pants,kurze_Hose
1508,,,,shorts,Shorts
1509,,,,trunks,Sporthose
1510,,,,slacks,Freizeithose
1511,,,,stretch_pants,Stretchhose
1512,,,,sweat_pants,Trainingshose
1513,,,,sweatpants,Jogginghose
1514,,,,trews,Trews
1515,,,,britches,DUPLICATE_Kniehose
1516,,,,buckskins,Wildlederhose
1517,,,,plus_fours,wadenlange_Hose
1518,,,,trunk_hose,Beinlinge
1519,,,,levi's,Levi's
1520,,,,levis,Levis
1521,,,,bermuda_shorts,Bermudashorts
1522,,,,jamaica_shorts,Jamaikahose
1523,,,,hot_pants,Hot_Pants
1524,,,,lederhosen,Lederhosen
1525,,,,,"Boxershorts,Turnhosen,Leggins,Radfahrerhose,Stoffhose"
1526,L03_49,hyponyms - misc,weapon,,Waffe
1527,,,,gun,Schusswaffe
1528,,,,bow,Bogen
1529,,,,arrow,Pfeil
1530,,,,dart,Dartpfeil
1531,,,,knucks,Schlagring
1532,,,,knuckles,DUPLICATE_Schlagring
1533,,,,flamethrower,Flammenwerfer
1534,,,,knife,Messer
1535,,,,missile,Geschoss
1536,,,,pike,Spieß
1537,,,,projectile,Projektil
1538,,,,slasher,Haumesser
1539,,,,sling,Schleuder
1540,,,,spear,Speer
1541,,,,lance,Lanze
1542,,,,shaft,Stiel
1543,,,,stun,Elektroschocker
1544,,,,baton,Schlagstock
1545,,,,sword,Schwert
1546,,,,blade,Klinge
1547,,,,brand,DUPLICATE_Schwert
1548,,,,steel,Stahl
1549,,,,tomahawk,Tomahawk
1550,,,,hatchet,Beil
