,ID,Relation,Source,Target,ES
859,,,,axillary_cavity,cavidad_axilar
860,,,,chest_cavity,DUPLICATE_cavidad_torácica
861,,,,deltoid_muscle,músculo_deltoides
862,,,,belly_button,DUPLICATE_ombligo
863,,,,gluteal_artery,DUPLICATE_arteria_glútea
864,,,,thoracic_vein,DUPLICATE_vena_torácica
865,,,,glenoid_fossa,fosa_glenoidea
866,,,,nates,DUPLICATE_nalgas
867,,,,colic_artery,arteria_cólica
868,,,,lumbar_vertebra,vértebra_lumbar
869,,,,hind_end,extremo_trasero
870,,,,,asentaderas
871,L06_47,meronyms - part,tripod,,trípode
872,,,,leg,pata
873,,,,stand,base
875,L06_48,meronyms - part,typewriter,,máquina_de_escribir
876,,,,keyboard,teclado
877,,,,typewriter,DUPLICATE_máquina_de_escribir
878,,,,carriage,funda
879,,,,tab,tabulador
880,,,,ribbon,cinta
881,,,,shift,mayúsculas
882,,,,backspace,retroceso
883,,,,action,acción
884,,,,key,tecla
885,,,,typewriter_carriage,funda_máquina_de_escribir
886,,,,backspace_key,tecla_de_retroceso
887,,,,action_mechanism,mecanismo_de_acción
888,,,,typewriter_keyboard,teclado_máquina_de_escribir
889,,,,shift_key,tecla_mayúsculas
890,,,,space_bar,barra_de_espacio
891,,,,tab_key,tecla_tabulador
892,,,,typewriter_ribbon,cinta_de_máquina_de_escribir
893,,,,backspacer,barra_espaciadora
894,,,,,rodillo
895,L06_49,meronyms - part,window,,ventana
896,,,,pane,panel
897,,,,sash,hoja
898,,,,windowpane,hoja_de_la_ventana
899,,,,window,DUPLICATE_ventana
900,,,,fastener,cierre
901,,,,glass,vidrio
902,,,,frame,marco
903,,,,case,caja
904,,,,windowsill,alféizar
905,,,,mullion,parteluz
906,,,,jamb,jamba
907,,,,lock,cerradura
908,,,,casing,carcasa
909,,,,sash_lock,cerradura_de_hoja
910,,,,window_glass,cristal_de_la_ventana
911,,,,sash_fastener,cierre_de_hoja
912,,,,pane_of_glass,panel_de_vidrio
913,,,,window_lock,cerradura_de_ventana
914,,,,window_sash,hoja_de_ventana
915,,,,window_frame,marco_de_la_ventana
916,,,,,bisagra
917,L06_50,meronyms - part,womb,,útero
918,,,,cervix,cervix
919,,,,caul,NO_TRANSLATION
920,,,,placenta,placenta
921,,,,oviduct,oviducto
922,,,,veil,velo
923,,,,myometrium,miometrio
924,,,,endometrium,endometrio
925,,,,uterine_artery,arteria_uterina
926,,,,embryonic_membrane,membrana_embrionaria
927,,,,uterine_cervix,cuello_uterino
928,,,,uterine_cavity,cavidad_uterina
929,,,,fallopian_tube,trompa_de_falopio
930,,,,uterine_tube,tubo_uterino
931,,,,cervix_uteri,cervix_uteri
932,,,,arteria_uterina,DUPLICATE_arteria_uterina
933,,,,,"líquido_amniótico,saco_amniótico"
