,ID,Relation,Source,Target,ES
847,,,,flavorless,sin_sabor
848,,,,flavourless,DUPLICATE_sin_sabor
849,,,,insipid,insípido
850,,,,savorless,desaborido
851,,,,savourless,DUPLICATE_desaborido
852,,,,vapid,DUPLICATE_insípido
853,,,,unflavored,no_condimentado
854,,,,unflavoured,DUPLICATE_no_condimentado
855,,,,nonflavored,sin_condimento
856,,,,nonflavoured,DUPLICATE_sin_condimento
857,,,,unsalted,sin_sal
858,,,,unseasoned,sin_condimentar
859,,,,unappetizing,poco_apetecible
860,,,,unappetising,DUPLICATE_poco_apetecible
861,,,,unpalatable,mal_sabor
862,,,,,"desabrido,sin_aliñar,sin_aderezo,sin_aderezar"
863,L09_45,antonyms - gradable,tight,,prieto
864,,,,loose,suelto
865,,,,lax,laxo
866,,,,baggy,holgado
867,,,,loose-fitting,de_corte_holgado
868,,,,sloppy,escurridizo
869,,,,flyaway,volátil
870,,,,free,libre
871,,,,liberal,liberal
872,,,,informal,informal
873,,,,unofficial,no_oficial
875,L09_46,antonyms - gradable,warm,,cálido
876,,,,cool,fresco
877,,,,cold,frío
878,,,,chilly,refrescante
879,,,,frosty,helado
880,,,,frigid,frígido
881,,,,,congelado
882,L09_47,antonyms - gradable,white,,blanco
883,,,,black,negro
884,,,,dark,oscuro
885,,,,lightless,sin_luz
887,L09_48,antonyms - gradable,wide,,ancho
888,,,,narrow,estrecho
889,,,,constricting,restrictivo
890,,,,constrictive,constreñido
891,,,,narrowing,estrechamiento
892,,,,narrowed,estrechado
893,,,,narrow-mouthed,de_boca_estrecha
894,,,,slender,esbelto
895,,,,thin,delgado
896,,,,strait,flaco
897,,,,straplike,fino
898,,,,tapered,cónico
899,,,,tapering,de_forma_cónica
900,,,,limited,limitado
902,L09_49,antonyms - gradable,willing,,voluntarioso
903,,,,unwilling,sin_voluntad
904,,,,defiantnoncompliant,desafianteincumplidor
905,,,,involuntary,involuntario
906,,,,nonvoluntary,no_voluntario
907,,,,unvoluntary,DUPLICATE_no_voluntario
908,,,,disinclined,desganado
909,,,,averse,reacio
910,,,,backward,reticente
911,,,,hesitant,vacilante
912,,,,indisposed,indispuesto
913,,,,loath,DUPLICATE_reacio
914,,,,reluctant,DUPLICATE_reticente
915,,,,uneager,inquieto
916,,,,unwishful,incauto
917,,,,,"evasivo,remolón"
918,L09_50,antonyms - gradable,young,,joven
919,,,,old,viejo
920,,,,aged,curado
921,,,,elderly,anciano
922,,,,older,mayor
923,,,,senior,senior
924,,,,age,envejecer
925,,,,aging,envejecimiento
926,,,,ageing,DUPLICATE_envejecimiento
927,,,,senescent,senectud
928,,,,ancient,antiguo
929,,,,anile,añejo
930,,,,centenarian,centenario
931,,,,darkened,oscurecido
932,,,,doddering,chocho
933,,,,doddery,renqueante
934,,,,gaga,gagá
935,,,,senile,senil
936,,,,emeritus,emerito
937,,,,grey,gris
938,,,,gray,DUPLICATE_gris
939,,,,grey-haired,canoso
940,,,,gray-haired,DUPLICATE_canoso
941,,,,grey-headed,DUPLICATE_canoso
942,,,,gray-headed,DUPLICATE_canoso
943,,,,grizzly,DUPLICATE_canoso
944,,,,hoar,DUPLICATE_canoso
945,,,,hoary,DUPLICATE_canoso
946,,,,white-haired,de_pelo_blanco
947,,,,middle-aged,de_mediana_edad
948,,,,nonagenarian,nonagenario
949,,,,octogenarian,octogenario
950,,,,oldish,viejete
951,,,,overage,mayor_de_edad
952,,,,overaged,sobreenvejecido
953,,,,superannuated,de_muchos_años
954,,,,over-the-hill,de_edad_avanzada
955,,,,sexagenarian,sexagenario
956,,,,venerable,venerable
957,,,,experienced,con_experiencia
958,,,,experient,experimentado
959,,,,mature,maduro
960,,,,,"cano,envejecido,matusalén,añoso,avejentado"
