,ID,Relation,Source,Target,RO
863,L09_45,antonyms - gradable,tight,,strâmt
864,,,,loose,lejer
865,,,,lax,lax
866,,,,baggy,umflat
867,,,,loose-fitting,DUPLICATE_lejer
868,,,,sloppy,neglijent
869,,,,flyaway,fugari
870,,,,free,liber
871,,,,liberal,liberal
872,,,,informal,informal
873,,,,unofficial,neoficial
875,L09_46,antonyms - gradable,warm,,cald
876,,,,cool,răcoros
877,,,,cold,rece
878,,,,chilly,înfrigurat
879,,,,frosty,înghețat
880,,,,frigid,glacial
882,L09_47,antonyms - gradable,white,,alb
883,,,,black,negru
884,,,,dark,întunetcat
885,,,,lightless,neluminat
887,L09_48,antonyms - gradable,wide,,larg
888,,,,narrow,îngust
889,,,,constricting,constrângătoare
890,,,,constrictive,constrictor
891,,,,narrowing,îngustare
892,,,,narrowed,îngustat
893,,,,narrow-mouthed,NO_TRANSLATION
894,,,,slender,subțire
895,,,,thin,DUPLICATE_subțire
896,,,,strait,strâmt
897,,,,straplike,DUPLICATE_NO_TRANSLATION
898,,,,tapered,conic
899,,,,tapering,conicitate
900,,,,limited,limitat
902,L09_49,antonyms - gradable,willing,,dispus
903,,,,unwilling,nedoritor
904,,,,defiantnoncompliant,sfidător_neconform
905,,,,involuntary,involuntar
906,,,,nonvoluntary,nevoluntar
907,,,,unvoluntary,DUPLICATE_nevoluntar
908,,,,disinclined,dezclinat
909,,,,averse,potrivnic
910,,,,backward,înapoiat
911,,,,hesitant,ezitant
912,,,,indisposed,indispus
913,,,,loath,detesta
914,,,,reluctant,reticent
915,,,,uneager,nedornic
916,,,,unwishful,nedorit
918,L09_50,antonyms - gradable,young,,tânăr
919,,,,old,bătrân
920,,,,aged,imbătrânit
921,,,,elderly,bătrâior
922,,,,older,mai_bătrân
923,,,,senior,senior
924,,,,age,vârstă
925,,,,aging,îmbătrânire
926,,,,ageing,DUPLICATE_îmbătrânire
927,,,,senescent,senescent
928,,,,ancient,antic
929,,,,anile,băbesc
930,,,,centenarian,centenar
931,,,,darkened,întunecat
932,,,,doddering,senil
933,,,,doddery,neputincios
934,,,,gaga,aiurit
935,,,,senile,DUPLICATE_doddering
936,,,,emeritus,emeritus
937,,,,grey,gri
938,,,,gray,DUPLICATE_gri
939,,,,grey-haired,incărunțit
940,,,,gray-haired,DUPLICATE_incărunțit
941,,,,grey-headed,cărunt
942,,,,gray-headed,DUPLICATE_cărunt
943,,,,grizzly,cenușiu
944,,,,hoar,chiciură
945,,,,hoary,DUPLICATE_cărunt
946,,,,white-haired,cu_părul_alb
947,,,,middle-aged,de_vârstă_mijlocie
948,,,,nonagenarian,nonagenar
949,,,,octogenarian,octogenar
950,,,,oldish,DUPLICATE_bătrâior
951,,,,overage,persoană_trecută_de_vârsta_corespunzătoare
952,,,,overaged,DUPLICATE_persoană_trecută_de_vârsta_corespunzătoare
953,,,,superannuated,supraanuat
954,,,,over-the-hill,ieșit_din_criză
955,,,,sexagenarian,sexagenar
956,,,,venerable,venerabil
957,,,,experienced,experimentat
958,,,,experient,NO_TRANSLATION
959,,,,mature,matur
