,ID,Relation,Source,Target,RO
804,,,,torment,chin
805,,,,pique,DUPLICATE_duşmănie
806,,,,temper,temperament
807,,,,irritation,iritație
808,,,,fit,izbucnire
809,,,,tantrum,toane
810,,,,scene,scenă
811,,,,conniption,DUPLICATE_atac_de_panică
812,,,,irascibility,irascibilitate
813,,,,short_temper,caracter_irascibil
814,,,,spleen,răutate
815,,,,quick_temper,temperament_intempestiv
816,,,,lividity,lividitate
817,,,,wrath,DUPLICATE_mânie
818,,,,dudgeon,DUPLICATE_mânie
819,,,,high_dudgeon,supărat_foc
820,,,,willies,DUPLICATE_nervozitate
821,,,,comfort,confort
822,,,,quality_of_life,calitatea_vieții
823,,,,blessedness,DUPLICATE_binecuvântare
824,,,,beatitude,beatitudine
825,,,,beatification,beatificare
826,,,,radiance,radianţă
827,,,,embitterment,înveninare
828,,,,sadness,întristare
829,,,,sorrow,mâhnire
830,,,,sorrowfulness,jale
831,,,,pall,corporal
832,,,,foreboding,DUPLICATE_presimţire
833,,,,premonition,premoniție
834,,,,presentiment,presentiment
835,,,,boding,rău-prevestitor
836,,,,gloom,întunecare
837,,,,gloominess,DUPLICATE_întunecare
838,,,,somberness,întuneric
839,,,,sombreness,DUPLICATE_întuneric
840,,,,suspense,suspans
841,,,,trepidation,trepidaţie
842,,,,swivet,pivotant
843,,,,cold_feet,laşitate
844,,,,diffidence,modestie
845,,,,self-doubt,îndoială_de_sine
846,,,,self-distrust,neîncrederea_în_sine
847,,,,shyness,sfiiciune
848,,,,aggression,agresivitate
849,,,,aggressiveness,DUPLICATE_agresivitate
850,,,,animosity,DUPLICATE_animozitate
851,,,,animus,zel
852,,,,bad_blood,vrăjmăşie
853,,,,antagonism,antagonism
854,,,,belligerence,beligeranţă
855,,,,belligerency,DUPLICATE_beligeranţă
856,,,,class_feeling,sentiment_de_clasă
857,,,,resentment,resentiment
858,,,,bitterness,amărăciune
859,,,,gall,DUPLICATE_pizmă
860,,,,rancor,ciudă
861,,,,rancour,DUPLICATE_ciudă
862,,,,maleficence,maleficiență
863,,,,malice,maliţiozitate
864,,,,maliciousness,DUPLICATE_maliţiozitate
865,,,,spite,pică
866,,,,spitefulness,DUPLICATE_răutate
867,,,,venom,venin
868,,,,vindictiveness,caracter_răzbunător
869,,,,vengefulness,DUPLICATE_caracter_răzbunător
870,,,,misocainea,DUPLICATE_NO_TRANSLATION
871,,,,euphoria,DUPLICATE_euforie
872,,,,euphory,DUPLICATE_euforie
873,,,,bang,DUPLICATE_emoție
874,,,,boot,câştig
875,,,,charge,acuzaţie
876,,,,rush,grabă
877,,,,flush,DUPLICATE_ardoare
878,,,,kick,energie
879,,,,intoxication,îmbătare
880,,,,titillation,excitare
881,,,,triumph,triumf
882,,,,beneficence,caritate
883,,,,warmheartedness,căldură_la_inimă
884,,,,warmth,căldură
885,,,,nirvana,nirvana
886,,,,enlightenment,iluminism
887,,,,mourning,doliu
888,,,,bereavement,deces
889,,,,poignance,mirositoare
890,,,,poignancy,DUPLICATE_amărăciune
891,,,,presage,prevestire
892,,,,shadow,spirit
893,,,,hesitance,ezitare
894,,,,hesitancy,DUPLICATE_ezitare
895,,,,unassertiveness,lipsă_de_asertivitate
896,,,,warpath,tactică_de_luptă
897,,,,envy,invidie
898,,,,enviousness,DUPLICATE_invidie
899,,,,grudge,râcă
900,,,,score,reușită
901,,,,grievance,doleanţă
902,,,,heartburning,gelozie
903,,,,sulkiness,îmbufnare
904,,,,huffishness,DUPLICATE_aroganţă
905,,,,covetousness,DUPLICATE_invidie
906,,,,jealousy,DUPLICATE_gelozie
907,,,,green-eyed_monster,DUPLICATE_gelozie
908,,,,penis_envy,DUPLICATE_NO_TRANSLATION
910,L03_26,hyponyms - misc,flask,,ploscă
911,,,,thermos,termos
912,,,,ampulla,NO_TRANSLATION
913,,,,canteen,cantină
914,,,,erlenmeyer_flask,DUPLICATE_NO_TRANSLATION
915,,,,hipflask,ploscă_de_brâu
916,,,,pocket_flask,ploscă_de_buzunar
917,,,,round-bottom_flask,ploscă_rotundă
918,,,,vacuum_flask,ploscă_vidată
919,,,,vacuum_bottle,sticlă_vidată
920,,,,dewar_flask,DUPLICATE_NO_TRANSLATION
921,,,,dewar,DUPLICATE_NO_TRANSLATION
922,,,,thermos_bottle,sticlă_termos
923,,,,thermos_flask,ploscă_termos
925,L03_27,hyponyms - misc,guitar,,chitară
926,,,,ukulele,ukulele
927,,,,bass,bas
928,,,,bass_guitar,chitară_bas
929,,,,acoustic_guitar,chitară_acustică
930,,,,cittern,cithern
931,,,,cithern,DUPLICATE_cithern
932,,,,cither,DUPLICATE_cithern
933,,,,citole,NO_TRANSLATION
934,,,,gittern,DUPLICATE_NO_TRANSLATION
935,,,,electric_guitar,chitară_electrică
936,,,,hawaiian,hawaian
937,,,,steel,oțel
938,,,,uke,DUPLICATE_NO_TRANSLATION
940,L03_28,hyponyms - misc,gun,,pistol
941,,,,rifle,pușcă
942,,,,air,aer
943,,,,airgun,pistol_cu_alice
944,,,,antiaircraft,antiaerian
945,,,,flak,NO_TRANSLATION
946,,,,flack,DUPLICATE_NO_TRANSLATION
947,,,,pom-pom,DUPLICATE_NO_TRANSLATION
948,,,,ack-ack,DUPLICATE_NO_TRANSLATION
949,,,,breechloader,DUPLICATE_NO_TRANSLATION
950,,,,cannon,tun
951,,,,firearm,armă_de_foc
952,,,,piece,bucată
953,,,,small-arm,pistol_mic
954,,,,gas,gaz
955,,,,minute,minut
956,,,,quaker,DUPLICATE_NO_TRANSLATION
957,,,,set,DUPLICATE_NO_TRANSLATION
958,,,,spring,arc
959,,,,whaling,vânătoare_de_balene
961,L03_29,hyponyms - misc,jewel,,bijuterie
962,,,,diamond,diamant
963,,,,ruby,rubin
964,,,,pearl,perla
965,,,,emerald,smarald
966,,,,sapphire,safir
968,L03_30,hyponyms - misc,jewelry,,bijuterii
969,,,,bracelet,brățară
970,,,,bead,mărgea
971,,,,bijou,bijuterie
972,,,,bling,bling
973,,,,bling_bling,NO_TRANSLATION
974,,,,bangle,brăţară_rigidă
975,,,,clip,agrafă
976,,,,cufflink,buton_cămaşă
977,,,,earring,cercei
978,,,,jewel,DUPLICATE_bijuterie
979,,,,gem,piatră_preţioasă
980,,,,precious_stone,DUPLICATE__piatră_preţioasă
981,,,,necklace,colier
982,,,,pin,ac_de_păr
983,,,,ring,inel
984,,,,band,cordon
985,,,,tie_clip,ac_de_cravată
986,,,,bugle,goarnă
987,,,,anklet,brăţară_pentru_gleznă
988,,,,ankle_bracelet,DUPLICATE_brăţară_pentru_gleznă
989,,,,armilla,DUPLICATE_NO_TRANSLATION
990,,,,pendant_earring,cercel_pandativ
991,,,,drop_earring,cercei_picături
992,,,,eardrop,DUPLICATE_cercei
993,,,,crown_jewel,bijuteriile_coroanei
994,,,,diamond,diamant
995,,,,emerald,smaragd
996,,,,pearl,perlă
997,,,,ruby,rubin
998,,,,sapphire,safir
999,,,,solitaire,solitar
1000,,,,chain,lănțic
1001,,,,string,fir
1002,,,,strand,lanţ
1003,,,,choker,colier__strâmt
1004,,,,collar,brăţară
1005,,,,dog_collar,zgardă_pentru_câini
1006,,,,neckband,guler
1007,,,,brooch,broşă
1008,,,,broach,DUPLICATE_broşă
1009,,,,breastpin,DUPLICATE_broşă
1010,,,,scatter_pin,știft
1011,,,,stickpin,DUPLICATE_NO_TRANSLATION
1012,,,,tie_tack,cravată
1013,,,,tiepin,DUPLICATE_ac_de_cravată
1014,,,,scarfpin,ac_de_eșarfă
1015,,,,annulet,anulator
1016,,,,engagement_ring,inel_de_logodnă
1017,,,,mourning_ring,inel_de_doliu
1018,,,,ringlet,verighetă
1019,,,,signet_ring,inel_cu_sigiliu
1020,,,,seal_ring,inel_de_etanşare
1021,,,,wedding_ring,DUPLICATE_verighetă
1022,,,,wedding_band,DUPLICATE_verighetă
1023,,,,ice,DUPLICATE_bijuterii
1024,,,,sparkler,DUPLICATE_diamant
1025,,,,seed_pearl,perlă_de_semințe
1026,,,,sunburst,DUPLICATE_NO_TRANSLATION
1028,L03_31,hyponyms - misc,mixer,,mixer
1029,,,,blender,blender
1030,,,,liquidizer,storcător
1031,,,,liquidiser,DUPLICATE_lichidizator
1032,,,,eggbeater,tel_pentru_oua
1033,,,,eggwhisk,DUPLICATE_tel_pentru_oua
1034,,,,electric,electric
1035,,,,whisk,tel
1037,L03_32,hyponyms - misc,month,,lunp
1038,,,,january,ianuarie
1039,,,,february,februarie
1040,,,,march,martie
1041,,,,april,aprilie
1042,,,,may,mai
1043,,,,june,iunie
1044,,,,july,iulie
1045,,,,august,august
1046,,,,september,septembrie
1047,,,,october,octombrie
1048,,,,november,noiembrie
1049,,,,december,decembrie
1050,,,,jan,ian
1051,,,,feb,feb
1052,,,,mar,mart
1053,,,,apr,apr
1054,,,,jun,iun
1055,,,,jul,iul
1056,,,,aug,aug
1057,,,,sep,sept
1058,,,,oct,oct
1059,,,,nov,nov
1060,,,,dec,dec
1062,L03_33,hyponyms - misc,oven,,cuptor
1063,,,,broiler,broiler
1064,,,,dutch_oven,cuptor_olandez
1065,,,,gas_oven,cuptor_gaz
1066,,,,rotisserie,rotisor
1067,,,,tandoor,NO_TRANSLATION
1069,L03_34,hyponyms - misc,painting,,pictură
1070,,,,watercolor,acuarelă
1071,,,,abstraction,abstractizare
1072,,,,cityscape,peisaj_urban
1073,,,,daub,mânjeală
1074,,,,distemper,mâzgăleală
1075,,,,finger-painting,pictura_cu_degetele
1076,,,,icon,pictograma
1077,,,,ikon,icoană
1078,,,,landscape,pastel
1079,,,,miniature,miniatură
1080,,,,illumination,iluminare
1081,,,,monochrome,monocrom
1082,,,,mural,murală
1083,,,,wall,perete
1084,,,,nude,nud
1085,,,,nude_painting,pictura_nud
1086,,,,oil,ulei
1087,,,,pentimento,pocăinţă
1088,,,,sand,nisip
1089,,,,seascape,peisaj_marin
1090,,,,waterscape,peisaj_acvatic
1091,,,,semi-abstraction,semiabstracție
1092,,,,still_life,natură_moartă
1093,,,,tanka,NO_TRANSLATION
1094,,,,water-color,DUPLICATE_acuarelă
1095,,,,watercolour,DUPLICATE_acuarelă
1096,,,,water-colour,DUPLICATE_acuarelă
1097,,,,fresco,frescă
1098,,,,graffitti,graffiti
1100,L03_35,hyponyms - misc,poem,,poem
1101,,,,haiku,haiku
1102,,,,abecedarius,abecedar
1103,,,,alcaic,alcaic
1104,,,,alcaic_verse,vers_alcaic
1105,,,,ballad,baladă
1106,,,,lay,cândec_al_păsărilor
1107,,,,ballade,DUPLICATE_baladă
1108,,,,blank_verse,vers_alb
1109,,,,elegy,elegie
1110,,,,lament,lamentare
1111,,,,epic_poem,poem_epic
1112,,,,heroic_poem,poem_eroic
1113,,,,epic,epic
1114,,,,epos,epopee
1115,,,,free_verse,vers_liber
1116,,,,vers_libre,DUPLICATE_vers_liber
1117,,,,lyric,liric
1118,,,,lyric_poem,poem_liric
1119,,,,rondeau,rondeau
1120,,,,rondel,rondel
1121,,,,sonnet,sonet
1122,,,,tanka,tanka
1123,,,,terza_rima,terza_rima
1124,,,,verse,vers
1125,,,,rhyme,rimă
1126,,,,versicle,versicul
1128,L03_36,hyponyms - misc,railway,,cale_ferată
1129,,,,monorail,monoșină
1130,,,,cable,cablu
1131,,,,funicular,funicular
1132,,,,cog,zimț
1133,,,,rack,rafturi
1134,,,,elevated,elevat
1135,,,,el,NO_TRANSLATION
1136,,,,overhead,deasupra_capului
1137,,,,metro,metrou
1138,,,,tube,tub
1139,,,,underground,subteran
1140,,,,subway,DUPLICATE_metrou
1141,,,,rail,șină
1143,L03_37,hyponyms - misc,season,,sezon
1144,,,,spring,primăvară
1145,,,,harvest,recolt[
1146,,,,haying,NO_TRANSLATION
1147,,,,fall,DUPLICATE_toamnă
1148,,,,autumn,toamnă
1149,,,,springtime,vreme_de_primăvară
1150,,,,summer,vară
1151,,,,summertime,vreme_de_vară
1152,,,,winter,iarnă
1153,,,,wintertime,vreme_de_iarnă
1154,,,,rainy,ploioasă
1155,,,,dry,uscată
1156,,,,growing,cultură
1157,,,,seedtime,DUPLICATE_NO_TRANSLATION
1158,,,,sheepshearing,tunsul_oilor
1159,,,,holiday,vacanță
1160,,,,high,înalt
1161,,,,peak,vârf
1162,,,,off-season,înafara_sezonului
1163,,,,preseason,presezon
1164,,,,baseball,baseball
1165,,,,basketball,baschet
1166,,,,exhibition,expoziție
1167,,,,concert,concert
1168,,,,fishing,pescuit
1169,,,,football,fotbal
1170,,,,hockey,hochei
1171,,,,hunting,vânătoare
1172,,,,social,social
1173,,,,theatrical,teatral
1174,,,,whitsun,rusalii
1175,,,,whitsuntide,DUPLICATE_rusalii
1176,,,,whitweek,săptămâna_rusaliilor
1178,L03_38,hyponyms - misc,seat,,loc_de_șezut
1179,,,,chair,scaun
1180,,,,bench,bancă
1181,,,,box,casetă
1182,,,,ottoman,divan_turces
1183,,,,pouf,scaun_scund
1184,,,,pouffe,DUPLICATE_scaun_scund
1185,,,,puff,puf
1186,,,,hassock,pernită_pentru_rugăciune
1187,,,,sofa,canapea
1188,,,,couch,cușetă
1189,,,,lounge,șezlong
1190,,,,stool,taburet
1191,,,,toilet,toaletă
1193,L03_39,hyponyms - misc,shelf,,raft
1194,,,,bookshelf,bibliotecă
1195,,,,hob,plită
1196,,,,mantel,manta
1197,,,,mantelpiece,cămin
1198,,,,mantle,DUPLICATE_manta
1199,,,,mantlepiece,fațadă
1200,,,,chimneypiece,șemineu
1201,,,,overmantel,DUPLICATE_fațadă
1202,,,,berm,bermă
1204,L03_40,hyponyms - misc,shirt,,cămașă
1205,,,,polo,cămașă_polo
1206,,,,camise,NO_TRANSLATION
1207,,,,dashiki,DUPLICATE_NO_TRANSLATION
1208,,,,daishiki,DUPLICATE_NO_TRANSLATION
1209,,,,dress,rochie
1210,,,,evening,seară
1211,,,,hair,păr
1212,,,,jersey,tricou
1213,,,,t-shirt,DUPLICATE_tricou
1214,,,,tee,DUPLICATE_tricou
1215,,,,kurta,DUPLICATE_NO_TRANSLATION
1216,,,,sport,sport
1217,,,,tank,rezervor
1218,,,,work-shirt,cămașă_de_la_uniformă
1220,L03_41,hyponyms - misc,shoes,,pantofi
1221,,,,sneakers,bascheţi
1222,,,,anklet,manşetă_la_ciorap
1223,,,,baby_shoes,pantofi_pentru_bebelusi
1224,,,,balmoral,NO_TRANSLATION
1225,,,,blucher,blucher
1226,,,,bowling_shoes,pantofi_de_bowling
1227,,,,brogan,bocanc
1228,,,,brogue,DUPLICATE_bocanc
1229,,,,clodhopper,clubotă
1230,,,,work_shoes,pantofi_de_lucru
1231,,,,calceus,calceu
1232,,,,chopine,chopine
1233,,,,platform_shoes,pantofi_cu_platformă
1234,,,,chukka,DUPLICATE_NO_TRANSLATION
1235,,,,boots,cizme
1236,,,,cleats,crampoane
1237,,,,congress_shoes,pantofi_de_congres
1238,,,,gaiters,ghete
1239,,,,flipper_shoes,pantofi_cu_flipper
1240,,,,fin_shoes,DUPLICATE_NO_TRANSLATION
1241,,,,ghillie,ghillie
1242,,,,gillie,DUPLICATE_NO_TRANSLATION
1243,,,,gym_shoes,pantofi_de_sală
1244,,,,tennis_shoes,tenişi
1245,,,,loafers,mocasini
1246,,,,moccasins,DUPLICATE_mocasini
1247,,,,mocassins,DUPLICATE_mocasini
1248,,,,oxford_shoes,DUPLICATE_NO_TRANSLATION
1249,,,,pump_shoes,DUPLICATE_NO_TRANSLATION
1250,,,,running_shoes,pantofi_de_alergat
1251,,,,sabot,sabot
1252,,,,wooden_shoes,pantofi_de_lemn
1253,,,,sandals,sandale
1254,,,,slingbacks,DUPLICATE_NO_TRANSLATION
1255,,,,sling_shoes,pantofi_sling
1256,,,,walker_shoes,pantofi_de_mers
1257,,,,walking_shoes,DUPLICATE_pantofi_de_mers
1258,,,,wedgie,DUPLICATE_NO_TRANSLATION
1259,,,,wing_shoes,DUPLICATE_NO_TRANSLATION
1260,,,,tip_shoes,pantofi_cu_vârf
1261,,,,stiletto,stilet
1262,,,,heeled,pantofi_cu_toc
1264,L03_42,hyponyms - misc,sofa,,canapea
1265,,,,divan,divan
1266,,,,diwan,DUPLICATE_divan
1267,,,,convertible_sofa,canapea_extensibilă
1268,,,,daybed,pat_de_zi
1269,,,,loveseat,DUPLICATE_canapea
1270,,,,settee,DUPLICATE_canapea
1271,,,,squab,DUPLICATE_canapea
1273,L03_43,hyponyms - misc,song,,cântec
1274,,,,lullaby,cântec_de_leagăn
1275,,,,religious_song,cântec_religios
1276,,,,anthem,imn
1277,,,,aria,arie
1278,,,,ballad,baladă
1279,,,,lay,cândec_al_păsărilor
1280,,,,barcarole,barcarolă
1281,,,,barcarolle,DUPLICATE_barcarolă
1282,,,,ditty,cântare
1283,,,,dirge,bocet
1284,,,,coronach,cântec_funerar
1285,,,,lament,lamentare
1286,,,,requiem,requiem
1287,,,,threnody,elegie
1288,,,,drinking_song,cântec_de_băută
1289,,,,folk_song,cântec_popular
1290,,,,folksong,DUPLICATE_cântec_popular
1291,,,,folk_ballad,baladă_populară
1292,,,,lied,melodie
1293,,,,love_song,melodie_de_dragoste
1294,,,,love-song,DUPLICATE_melodie_de_dragoste
1295,,,,cradlesong,cântec_de_leagănat
1296,,,,berceuse,DUPLICATE_cântec_de_leagăn
1297,,,,oldie,veche
1298,,,,golden_oldie,melodie_veche
1299,,,,partsong,melodie_de_cor
1300,,,,prothalamion,cântec_de_nuntă
1301,,,,prothalamium,DUPLICATE_cântec_de_nuntă
1302,,,,roundelay,cântec_cu_refren
1303,,,,scolion,scolie
1304,,,,banquet_song,cânte_de_banchet
1305,,,,serenade,serenadă
1306,,,,torch_song,cântec_de_dragoste
1307,,,,work_song,cântec_de_muncă
1309,L03_44,hyponyms - misc,spice,,condiment
1310,,,,pepper,piper
1311,,,,allspice,ienibahar
1313,,,,cumin,chimion
1314,,,,caraway_seed,sămânță_de_chimen
1315,,,,cardamom,cardamom
1316,,,,cassia,cassia
1317,,,,cayenne,ardei_roșu
1318,,,,celery_seeds,semințe_de_șelină
1319,,,,chile_pepper,ardei_iute
1321,,,,cinnamon,scorțișoară
1322,,,,clove,cuișoare
1323,,,,coriander,coriandru
1324,,,,dill,mărar
1325,,,,fennel,fenicul
1326,,,,fenugreek,schinduf
1327,,,,frankincense,tămâie
1328,,,,galangal,ghimbir_tailandez
1329,,,,garlic,usturoi
1330,,,,ginger,ghimbir
1331,,,,horseradish,hrean
1332,,,,jalapeño,jalapeño
1333,,,,juniper,ienupăr
1334,,,,licorice,lemn_dulce
1335,,,,mace,nucșoară
1336,,,,mustard,muștar
1337,,,,nutmeg,DUPLICATE_nucșoară
1338,,,,onion,ceapă
1339,,,,paprika,boia
1340,,,,peppercorns,boabe_de_piper
1341,,,,saffron,şofran
1342,,,,savory,cimbru
1343,,,,sesame,susan
1344,,,,anise,anason
1345,,,,sumac,sumac
1346,,,,tabasco,tabasco
1347,,,,tamarind,tamarind
1348,,,,turmeric,turmeric
1349,,,,five_spice_powder,pudră_de_cinci_condimente
1350,,,,powdered_ginger,ghimbir_măcinat
1351,,,,chinese_anise,anason_chinezesc
1352,,,,star_anise,anason_stelat
1353,,,,star_aniseed,semânță_de_anason_stelat
1355,L03_45,hyponyms - misc,sweater,,pulover
1356,,,,turtleneck,helancă_pe_gât
1357,,,,cardigan,bluză
1358,,,,pullover,DUPLICATE_pulover
1359,,,,slipover,DUPLICATE_pulover
1360,,,,turtle,boască_țestoasă
1361,,,,polo-neck,tricou_polo
1363,L03_46,hyponyms - misc,tool,,unealtă
1364,,,,rake,greblă
1365,,,,abrader,mașină_de_abraziune
1366,,,,abradant,abraziv
1367,,,,bender,mașnă_de_îndoit
1368,,,,clincher,clamă
1369,,,,comb,spată
1370,,,,cutting_implement,instrument_de_tăiere
1371,,,,drill,burghiu
1372,,,,eolith,eolitic
1373,,,,fork,furcă
1374,,,,gang,grup
1375,,,,garden_tool,unealtă_de_grădinărit
1376,,,,lawn_tool,unealtă_pentru_pășune
1377,,,,grapnel,anvoră_cu_gheare_de_pisică
1378,,,,grapple,dispozitiv_de_prindere
1379,,,,grappler,DUPLICATE_dispozitiv_de_prindere
1380,,,,grappling_hook,cârlig_de_prins
1381,,,,grappling_iron,gărlig_de_fier
1382,,,,hack,birjă
1383,,,,hand_tool,unealtă_de_mână
1384,,,,hoe,prășitoare
1385,,,,jack,NO_TRANSLATION
1386,,,,jaws_of_life,foarfece_descarcerare
1387,,,,neolith,neolitic
1388,,,,paleolith,paleolitic
1389,,,,pestle,pisălog
1390,,,,muller,piatră_de_moară
1391,,,,pounder,bătător
1392,,,,plow,plug_de_tăiat_cărbune
1393,,,,plough,plug
1394,,,,power_tool,unelte_de_putere
1395,,,,punch,ștanță
1396,,,,puncher,maşină_de_perforat
1397,,,,ram,berbec
1398,,,,rounder,DUPLICATE_NO_TRANSLATION
1399,,,,saw_set,set_de__fierăstraie
1400,,,,shaping_tool,instrument_de_modelare
1401,,,,strickle,DUPLICATE_bătător
1402,,,,stylus,stilou
1403,,,,style,stil
1404,,,,tamp,bătătură
1405,,,,tamper,manipulare
1406,,,,tamping_bar,bară_de_manipulare
1407,,,,tap,atingere
1408,,,,upset,supărare
1409,,,,swage,bârnă
1411,L03_47,hyponyms - misc,toy,,jucărie
1412,,,,doll,păpușă
1413,,,,ball,minge
1414,,,,balloon,balon
1415,,,,cockhorse,NO_TRANSLATION
1416,,,,dolly,păpușică
1417,,,,dollhouse,casă_de_păpuși
1418,,,,house,casă
1419,,,,frisbee,frisbee
1420,,,,hobby,pasiune
1421,,,,hobbyhorse,DUPLICATE_NO_TRANSLATION
1422,,,,rocking,basculant
1423,,,,horse,cal
1424,,,,hula-hoop,cerc_de_gimnastică
1425,,,,jack-in-the-box,hopa_mitică
1426,,,,jungle,junglă
1427,,,,gym,sală_de_sport
1428,,,,jumping,săritură
1429,,,,jack,DUPLICATE_NO_TRANSLATION
1430,,,,kaleidoscope,caleidoscop
1431,,,,kite,zmeu
1432,,,,lego,lego
1433,,,,meccano,meccano
1434,,,,shooter,armă_de_foc
1435,,,,pinata,DUPLICATE_NO_TRANSLATION
1436,,,,pinwheel,roată_cu_știf
1437,,,,playhouse,casă_de_joacă
1438,,,,wendy,DUPLICATE_NO_TRANSLATION
1439,,,,pogo,DUPLICATE_NO_TRANSLATION
1440,,,,stick,băț
1441,,,,popgun,pușcă_de_copii
1442,,,,rattle,trăcăneală
1443,,,,sandbox,cutie_cu_nisip
1444,,,,sandpile,grămadă_de_nisip
1445,,,,sandpit,groapă_de_nisip
1446,,,,seesaw,balansoar
1447,,,,teeter,clătinare
1448,,,,teeter-totter,DUPLICATE_balansoar
1449,,,,teetertotter,DUPLICATE_balansoar
1450,,,,teeterboard,DUPLICATE_balansoar
1451,,,,tilting,înclinare
1452,,,,board,bord
1453,,,,dandle,legăna_în_brațe
1454,,,,slide,diapozitiv
1455,,,,playground,loc_de_joaă
1456,,,,sliding,alunecuș
1457,,,,slingshot,praștie
1458,,,,sling,DUPLICATE_praștie
1459,,,,catapult,catapultă
1460,,,,swing,leagăn
1461,,,,teddy,ursuleț
1462,,,,bear,urs
1463,,,,top,top
1464,,,,whirligig,titirez
1465,,,,teetotum,sfărlează
1466,,,,spinning,învărtit
1467,,,,train,tren
1468,,,,water_pistol,pistol_cu_apă
1469,,,,gun,pistol
1470,,,,squirt,uda
1471,,,,squirter,stropitor
1472,,,,yo-yo,yo-yo
1474,L03_48,hyponyms - misc,trousers,,pantaloni
1475,,,,jeans,blugi
1476,,,,bellbottom_trousers,pantaloni_evazați
1477,,,,bell-bottoms,evazați
1478,,,,bellbottom_pants,DUPLICATE_pantaloni_evazați
1479,,,,breeches,nădragi
1480,,,,knee_breeches,nădragi_scurți
1481,,,,knee_pants,pantaloni_scurți
1482,,,,knickerbockers,DUPLICATE_pantaloni_scurți
1483,,,,knickers,DUPLICATE_pantaloni
1484,,,,chino,pantaloni_largi_de_bunbac
1485,,,,churidars,NO_TRANSLATION
1486,,,,cords,dungi
1487,,,,corduroys,pantaloni_de_velură
1488,,,,flannel,flanel
1489,,,,gabardine,gabardină
1490,,,,tweed,tweed
1491,,,,white,alb
1492,,,,jean,DUPLICATE_blugi
1493,,,,blue_jean,DUPLICATE_blugi
1494,,,,denim,DUPLICATE_blugi
1495,,,,jodhpurs,pantaloni_de_călărie
1496,,,,jodhpur_breeches,nădragi_de_călărie
1497,,,,riding_breeches,DUPLICATE_nădragi_de_călărie
1498,,,,long_trousers,pantaloni_lungi
1499,,,,long_pants,DUPLICATE_pantaloni_lungi
1500,,,,pajama,pijama
1501,,,,pyjama,DUPLICATE_pijama
1502,,,,pantaloon,indispensabili
1503,,,,pedal_pusher,DUPLICATE_NO_TRANSLATION
1504,,,,toreador_pants,pantaloni_de_doreador
1505,,,,salwar,DUPLICATE_NO_TRANSLATION
1506,,,,shalwar,DUPLICATE_NO_TRANSLATION
1507,,,,short_pants,DUPLICATE_pantaloni_scurți
1508,,,,shorts,DUPLICATE_pantaloni_scurți
1509,,,,trunks,pantaloni_cago
1510,,,,slacks,pantaloni_largi
1511,,,,stretch_pants,colanți
1512,,,,sweat_pants,pantaloni_de_trening
1513,,,,sweatpants,DUPLICATE_pantaloni_de_trening
1514,,,,trews,pantaloni_ecosez
1515,,,,britches,DUPLICATE_nădragi
1516,,,,buckskins,pantaloni_din_piele_de_căprioară
1517,,,,plus_fours,pantaloni_de_golf
1518,,,,trunk_hose,DUPLICATE_NO_TRANSLATION
1519,,,,levi's,DUPLICATE_blugi
1520,,,,levis,DUPLICATE_blugi
1521,,,,bermuda_shorts,bermude
1522,,,,jamaica_shorts,șorț
1523,,,,hot_pants,pantaloni_scurti_mulați
1524,,,,lederhosen,DUPLICATE_NO_TRANSLATION
1526,L03_49,hyponyms - misc,weapon,,armă
1527,,,,gun,pistol
1528,,,,bow,arc
1529,,,,arrow,săgeată
1530,,,,dart,proiectil_mic_și_ascuțit
1531,,,,knucks,rozetă_din_alamă
1532,,,,knuckles,monturi
1533,,,,flamethrower,aruncător_de_flăcări
1534,,,,knife,cuțit
1535,,,,missile,rachetă
1536,,,,pike,furcă
1537,,,,projectile,proiectil
1538,,,,slasher,cuțitar
1539,,,,sling,praștie
1540,,,,spear,suliță
1541,,,,lance,lance
1542,,,,shaft,mâner
1543,,,,stun,amețit
1544,,,,baton,baston
1545,,,,sword,sabie
1546,,,,blade,lamă
1547,,,,brand,torță
1548,,,,steel,oțel
1549,,,,tomahawk,secure_mică
1550,,,,hatchet,toporișcă
1551,,,,fire,foc
1553,L03_50,hyponyms - misc,weekday,,zi_lucrătoare
1554,,,,monday,luni
1555,,,,workday,DUPLICATE_zi_lucrătoare
1556,,,,working_day,DUPLICATE_zi_lucrătoare
1557,,,,work_day,DUPLICATE_zi_lucrătoare
1558,,,,feria,NO_TRANSLATION
1559,,,,mon,lu
1560,,,,tuesday,marți
1561,,,,tues,ma
1562,,,,wednesday,miercuri
1563,,,,midweek,mijlocul_săptămânii
1564,,,,wed,mi
1565,,,,thursday,joi
1566,,,,th,jo
1567,,,,friday,vineri
1568,,,,fri,vi
1569,,,,saturday,sâmbătă
1570,,,,sabbatum,sabat
1571,,,,sat,sa
