,ID,Relation,Source,Target,RO
892,,,,typewriter_ribbon,bandă_mașină_de_scris
893,,,,backspacer,NO_TRANSLATION
895,L06_49,meronyms - part,window,,fereastră
896,,,,pane,fereastră_cu_un_singur_geam
897,,,,sash,cercevea
898,,,,windowpane,DUPLICATE_fereastră_cu_un_singur_geam
899,,,,window,DUPLICATE_fereastră
900,,,,fastener,clemă
901,,,,glass,geam
902,,,,frame,ramă
903,,,,case,cadru
904,,,,windowsill,pervaz
905,,,,mullion,montant
906,,,,jamb,glaf
907,,,,lock,lacăt
908,,,,casing,pervazul_ferestrei
909,,,,sash_lock,încuietoare_cercevea
910,,,,window_glass,geamul_ferestrei
911,,,,sash_fastener,clemă_de_cercevea
912,,,,pane_of_glass,geam_de_sticlă
913,,,,window_lock,încuietoarea_ferestrei
914,,,,window_sash,cerceveaua_ferestrei
915,,,,window_frame,rama_ferestrei
917,L06_50,meronyms - part,womb,,pântec
918,,,,cervix,cervix
919,,,,caul,epiplon
920,,,,placenta,placentă
921,,,,oviduct,oviduct
922,,,,veil,voal
923,,,,myometrium,miometrul
924,,,,endometrium,endometru
925,,,,uterine_artery,artera_uterină
926,,,,embryonic_membrane,membrana_embrionară
927,,,,uterine_cervix,cervix_uterin
928,,,,uterine_cavity,cavitatea_uterină
929,,,,fallopian_tube,trompa_uterină
930,,,,uterine_tube,tubul_uterin
931,,,,cervix_uteri,colul_uterin
932,,,,arteria_uterina,arteria_uterină
